year,grandes_ADJ âmes_NOUN,grandes_ADJ ames_NOUN,grandes_ADJ lames_NOUN
1998,1.5258012808772037e-07,8.10581957111367e-09,5.9124803275523163e-08
1999,1.288796767084932e-07,1.142550276611587e-08,7.175216154564623e-08
2000,1.2768110480010364e-07,4.418031607222872e-09,4.8156542198363184e-08
2001,1.2880762767508713e-07,7.009938629565227e-09,7.667120272003558e-08
2002,1.4764717093385116e-07,1.6648641576466616e-08,1.012062189609253e-07
2003,1.283412274233342e-07,9.167230530238157e-09,8.458853617554496e-08
2004,1.3258421915907093e-07,8.369103410288403e-09,1.5725104751673769e-07
2005,1.053877412005022e-07,3.602999676388663e-09,9.142611734347383e-08
2006,1.4700866302064242e-07,4.941468012553685e-09,1.0377082410029104e-07
2007,1.0185922860728169e-07,9.586750948642475e-09,1.2063327914368926e-07
2008,1.4092125866227434e-07,5.108927503272298e-09,1.2346575706256857e-07
2009,1.2874119192929356e-07,6.675469732542183e-09,4.7681924852938096e-08
2010,1.0628534141687851e-07,1.4171379625338432e-09,1.8422792014138878e-08
2011,9.483450469360832e-08,2.2943831279320648e-09,4.627006064406025e-08
2012,1.222126684297109e-07,4.425528388196653e-09,2.9616998631354363e-08
2013,1.4363993727783964e-07,3.904775169871755e-09,3.3190588055731496e-08
2014,1.8947645230582566e-07,6.496335691608124e-10,3.7029113511555245e-08
2015,2.1633775304508163e-07,6.649726325136385e-10,3.08103977886276e-08
2016,2.1811210615396703e-07,4.556948152156792e-09,5.5304777646369985e-08
2017,1.0213381784751618e-07,2.0124890642847504e-09,2.3898308443293104e-08
2018,1.3965734524390427e-07,1.5488799687268795e-09,4.181976009931532e-08
2019,2.3341537769283605e-07,1.275493877184175e-09,4.591777980067491e-08
