year,as_VERB également_ADV,as_VERB légalement_ADV
1852,2.6042181744401205e-09,0.0
1853,2.388772735173461e-09,0.0
1854,3.117398783558656e-09,0.0
1855,5.306937111981824e-10,0.0
1856,3.6240324075009767e-09,5.177189232874468e-10
1857,4.393358121745905e-09,0.0
1858,8.808616946964776e-09,0.0
1859,7.129042689513199e-09,0.0
1860,2.288591982591015e-09,0.0
1861,1.1789909493131745e-08,0.0
1862,4.066187830886747e-09,9.035972525772706e-10
1863,2.4973103585068657e-09,0.0
1864,5.753673537611803e-09,0.0
1865,2.3534221238463715e-09,4.706844358715045e-10
1866,5.838735717134114e-09,4.865612912574591e-10
1867,6.308654931785895e-09,0.0
1868,6.421836395986702e-09,0.0
1869,5.860222973552709e-09,0.0
1870,1.9495765002375265e-08,6.307453670473251e-09
1871,7.434824311758348e-09,0.0
1872,6.047339295989218e-10,0.0
1873,1.1972008939764578e-09,1.1972008939764578e-09
1874,3.5847653734322193e-09,0.0
1875,7.437985338754061e-09,0.0
1876,6.650616057868319e-09,6.04601479992084e-10
1877,5.566334504436554e-09,6.184815992682502e-10
1878,1.8117265465633636e-09,1.2078177347163432e-09
1879,3.0546627449723474e-09,6.10932526790009e-10
1880,1.9253538763308597e-09,0.0
1881,2.091752326904839e-09,0.0
1882,3.3276925659464496e-09,0.0
1883,8.21514056781325e-09,0.0
1884,2.6406787867472303e-09,6.601696966868076e-10
1885,1.2891271383708158e-09,0.0
1886,1.936039106809062e-09,0.0
1887,2.6115698492645834e-09,6.528924623161458e-10
1888,3.1703073499755874e-09,0.0
1889,2.5060546970934183e-09,0.0
1890,2.6217545912032847e-09,6.554386478008212e-10
1891,6.3742202627281586e-09,0.0
1892,1.8805537127519756e-09,6.268512375839919e-10
1893,5.542574843531156e-09,0.0
1894,5.041231432301174e-09,0.0
1895,3.611168697403855e-09,0.0
1896,4.1279202278587945e-09,5.89702897624278e-10
1897,8.740070001067579e-09,0.0
1898,2.26334195829736e-09,1.13167097914868e-09
1899,4.9748205555033564e-09,1.1055156790007459e-09
1900,1.038210628578895e-09,1.038210628578895e-09
1901,4.470991132876634e-09,1.1177477832191585e-09
1902,2.9461704187383475e-09,4.910283846193408e-10
1903,3.2401321625741275e-09,0.0
1904,2.1498500757388683e-09,5.374625189347171e-10
1905,4.1286072338664326e-09,1.0321518084666081e-09
1906,1.5432553013283723e-09,1.5432553013283723e-09
1907,7.199980611716228e-09,0.0
1908,1.4734167219643268e-09,0.0
1909,1.6502950117569526e-09,5.500983557560346e-10
1910,3.740905363258662e-09,3.206490406526541e-09
1911,3.7242617878519013e-09,1.0640748282497725e-09
1912,3.125652625612929e-09,1.0418842455450772e-09
1913,3.71209285532359e-09,0.0
1914,3.3483718020477227e-09,1.3393487430235496e-09
1915,3.534228465440492e-09,2.3561523843085297e-09
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,6.57985488317081e-09,1.0966424435210342e-09
1918,0.0,0.0
1919,3.6831393490643904e-09,0.0
1920,2.2716695191604686e-09,0.0
1921,1.5145494858259667e-09,2.2718242842501013e-09
1922,1.4755870969551665e-09,0.0
1923,9.554353752605493e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,0.0
1925,0.0,0.0
1926,2.229227691330493e-09,0.0
1927,6.689535148041159e-09,0.0
1928,7.998228745975666e-09,0.0
1929,1.1140406375176326e-09,0.0
1930,2.100720708497761e-09,0.0
1931,1.1405356659111021e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,6.882397318719313e-09,0.0
1934,0.0,0.0
1935,4.787313656606784e-09,0.0
1936,7.274828739411987e-09,0.0
1937,3.777335333410292e-09,0.0
1938,3.8895642262559704e-09,0.0
1939,7.647025235257843e-09,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,8.714016175304096e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,7.152522574216391e-09,0.0
1948,9.784699273041042e-09,0.0
1949,9.817008317369869e-10,9.817008317369869e-10
1950,6.381216888229346e-09,0.0
1951,4.264560704569931e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,3.232148326759443e-09,0.0
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,1.0324168187025862e-08,0.0
1956,0.0,0.0
1957,8.835037701437898e-10,0.0
1958,4.1361216673863055e-09,8.272243445794913e-10
1959,3.8753737996444215e-09,0.0
1960,5.536666680683311e-09,0.0
1961,2.08444772553662e-09,6.948159270159238e-10
1962,5.7077609305622445e-09,0.0
1963,7.1126584622049904e-09,0.0
1964,6.083968440151466e-09,0.0
1965,0.0,0.0
1966,3.3234448526542337e-09,5.539074754423723e-10
1967,4.437302081328198e-09,0.0
1968,1.3474247273492779e-09,0.0
1969,5.450109252791435e-09,4.5417578031781147e-10
1970,5.518470125309705e-09,0.0
1971,4.624557625731995e-09,5.138397485282553e-10
1972,3.0780880067027283e-09,0.0
1973,4.410563025913916e-09,0.0
1974,6.1881286761433785e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,0.0
1976,6.2848797277581525e-09,0.0
1977,5.289103821581875e-09,1.1753563677885381e-09
1978,5.346532105932056e-09,0.0
1979,3.5111840102075575e-09,0.0
1980,2.8425752862659692e-09,1.7055452605774235e-09
1981,8.855769451088236e-09,0.0
1982,7.449002747961231e-09,0.0
1983,3.78918940668882e-09,1.89459470334441e-09
1984,3.479405208395292e-09,5.799008495621649e-10
1985,6.015557829641693e-09,0.0
1986,5.395036861699509e-09,0.0
1987,6.110816741511371e-09,0.0
1988,9.594486094499644e-09,0.0
1989,4.390497743145261e-09,0.0
1990,2.724325431913144e-09,0.0
1991,2.9307325455363298e-09,0.0
1992,1.0468894195980738e-08,0.0
1993,4.985286850001103e-09,0.0
1994,3.6924485691258724e-09,0.0
1995,1.0844901865425527e-08,0.0
1996,9.60856638698715e-09,0.0
1997,8.630809844589749e-09,0.0
1998,6.675381136744818e-09,9.536258449571733e-10
1999,5.484241505371301e-09,0.0
2000,8.83606254831193e-09,0.0
2001,1.0076787404500465e-08,0.0
2002,6.571832411594869e-09,0.0
2003,9.58392298855415e-09,0.0
2004,1.3214373595360485e-08,0.0
2005,9.007498746882447e-09,0.0
2006,1.4412615101377924e-08,0.0
2007,2.077129401811817e-08,0.0
2008,1.5326783397995314e-08,8.514879357157668e-10
2009,3.766871969901331e-08,0.0
2010,2.9759895880943077e-08,0.0
2011,3.326855591012645e-08,7.64794394481072e-10
2012,4.22127328647548e-08,0.0
2013,4.3789263770577236e-08,0.0
2014,5.240377376480865e-08,6.496335691608124e-10
2015,5.3862780902136365e-08,0.0
2016,4.9712159722048455e-08,6.214020409345267e-10
2017,6.565745280795454e-08,0.0
2018,6.944145525267231e-08,5.162933414126769e-10
2019,7.576433347367129e-08,0.0
