year,ces_DET aides_NOUN,ces_DET laides_ADJ
1851,5.997977936544885e-08,1.096404567135778e-08
1852,4.557381894088053e-08,6.510545436100301e-10
1853,6.927441020820879e-08,1.2541057081705276e-08
1854,6.442623945446257e-08,4.67609800880453e-09
1855,7.217434472295281e-08,1.6982198758341838e-08
1856,3.5722604874166564e-08,5.694908267184218e-09
1857,5.564920257938866e-08,1.4644527368545823e-08
1858,9.200110717699772e-08,4.404308362460085e-09
1859,1.0388033722108503e-07,4.582956236731661e-09
1860,7.964300063889596e-08,8.696649705930426e-09
1861,3.4426534512022045e-08,1.131831339762357e-08
1862,5.557123294863686e-08,1.445755604123633e-08
1863,7.791608425122831e-08,8.490855130105501e-09
1864,4.2193605498397346e-08,9.58945578499737e-09
1865,7.813361513342443e-08,1.976874625109204e-08
1866,4.2330833061043904e-08,2.4814626797819983e-08
1867,6.260126816926004e-08,1.552899675516528e-08
1868,5.088070231806796e-08,2.667531928679523e-08
1869,5.909058309327975e-08,1.4162205630441349e-08
1870,5.676708347834847e-08,9.747882501187632e-09
1871,8.390730421581338e-08,1.0621177271019633e-09
1872,4.172663947699107e-08,1.3304146229131675e-08
1873,7.3627854924041e-08,6.584604861359367e-09
1874,6.691562148830599e-08,2.8678122987457755e-08
1875,8.811151985810284e-08,2.9751941355016243e-08
1876,3.506688628363008e-08,1.934724735974669e-08
1877,5.690030846494665e-08,1.1751150275074451e-08
1878,7.790424660925055e-08,1.9928993455486932e-08
1879,2.920257342609034e-07,9.163987790827832e-09
1880,8.022307973476472e-08,1.7969970400599777e-08
1881,8.645909144178177e-08,1.6036766581351003e-08
1882,6.389169726617183e-08,1.5972924316542958e-08
1883,4.802697484151963e-08,1.4534479675365475e-08
1884,8.252121030949411e-08,1.5844072720483382e-08
1885,5.414334092179729e-08,1.2246707759011599e-08
1886,3.6784744139595205e-08,2.5813855497602844e-09
1887,4.961982913442853e-08,9.140494583448344e-09
1888,6.721051448721482e-08,6.974675947901687e-09
1889,6.453091039304581e-08,5.6386229019267375e-09
1890,3.9326319090093875e-08,6.554386366985909e-09
1891,4.780665197046119e-08,1.5935550212731187e-08
1892,5.014809900671935e-08,2.5074049503359674e-09
1893,8.683367358486294e-08,1.7243566574620672e-08
1894,1.4115448365714656e-07,1.3233232287745977e-08
1895,6.80103422467937e-08,3.611168697403855e-09
1896,6.073939662343264e-08,5.897029087265082e-09
1897,6.875522107208099e-08,9.322741356676545e-09
1898,6.507108274433904e-08,7.355861475488723e-09
1899,4.753717419703207e-08,9.39688327150634e-09
1900,8.617148594680657e-08,1.1939422339679595e-08
1901,5.476964037853804e-08,3.912117296778206e-09
1902,6.923500350808354e-08,1.8659077838378835e-08
1903,5.2922158211288206e-08,1.026041807072886e-08
1904,6.127072804673617e-08,3.2247751136083025e-09
1905,5.005936243307474e-08,1.1869745408787935e-08
1906,5.967253979832776e-08,1.1317205839134203e-08
1907,5.451413986889975e-08,7.71426478252124e-09
1908,5.402528113762628e-08,9.822778146428846e-09
1909,8.141455509758089e-08,3.3005901345362076e-09
1910,5.1303847392603075e-08,9.619471441624228e-09
1911,7.448523753339487e-08,9.576673676292558e-09
1912,8.543450746856251e-08,5.730363294986773e-09
1913,4.2423919044409786e-08,6.363587878865928e-09
1914,6.897646009917935e-08,7.366418142140674e-09
1915,6.47941922338191e-08,1.7671142549247065e-08
1916,4.724608615447323e-08,1.538244731591476e-08
1917,6.36052623903538e-08,4.386569774084137e-09
1918,7.69587193971688e-08,1.2635013924011673e-08
1919,4.327688607475011e-08,1.1049418269237776e-08
1920,5.073395303867301e-08,5.300562211374427e-09
1921,5.9067428281878165e-08,1.438822039290244e-08
1922,4.0578644444622114e-08,0.0
1923,6.900366322781792e-08,9.554353752605493e-09
1924,5.543398451379744e-08,2.5783249313349188e-08
1925,7.478761077095442e-08,5.499089184013428e-09
1926,5.9074533709235766e-08,1.3375365925938354e-08
1927,4.3481978462267534e-08,2.675813981500852e-08
1928,3.085031252680892e-08,7.998228745975666e-09
1929,2.8965057019547658e-08,1.0026365515614089e-08
1930,8.612955015863122e-08,1.1553964007759987e-08
1931,4.1059283084621256e-08,9.124285327288817e-09
1932,6.904508076388538e-08,4.383814644626227e-09
1933,1.1814781908370264e-07,9.176529758292418e-09
1934,6.47005329312833e-08,7.188948103475923e-09
1935,4.308582290946106e-08,4.787313656606784e-09
1936,4.4861444781219006e-08,4.849885826274658e-09
1937,4.91053595563784e-08,5.036447148221157e-09
1938,5.0564336273595245e-08,3.889564337278273e-09
1939,3.976453122334078e-08,1.070583532936098e-08
1940,1.115744456825496e-07,2.5357829169792012e-09
1941,3.246652813260198e-08,5.9030051957620344e-09
1942,2.123948195098535e-08,6.068423541449874e-09
1943,4.064529246505799e-08,2.9032352077962287e-09
1944,5.1410978585408884e-08,6.4263723231761105e-09
1945,5.446260331609665e-08,6.535512131478072e-09
1946,6.542919095409161e-08,4.1763312808029696e-09
1947,5.722017970555271e-08,4.7683483828109274e-09
1948,5.0010683594337024e-08,6.523132700664291e-09
1949,2.601507205213238e-07,4.908504158684934e-09
1950,6.700277843663116e-08,2.1270722960764488e-09
1951,3.3050346015528476e-08,2.1322803522849654e-09
1952,6.115986295185394e-08,0.0
1953,6.464296475883202e-08,1.0773827163745864e-08
1954,6.64532446847943e-08,3.9090144454689835e-09
1955,3.848099394687665e-08,1.0324168187025862e-08
1956,9.069986894871818e-08,7.849027205963921e-09
1957,9.011738733022412e-08,2.6505113659425206e-09
1958,2.680206918626027e-07,3.3088973783179654e-09
1959,1.534648035317332e-07,5.425523585955716e-09
1960,1.3980083224396367e-07,7.612916519406099e-09
1961,1.7092471438218126e-07,9.72742331128984e-09
1962,1.9850323695891348e-07,9.512934440181198e-09
1963,2.7610047936832416e-07,4.526237162849611e-09
1964,3.011564437827019e-07,7.300761772910391e-09
1965,3.4747476007623845e-07,8.755269620408512e-09
1966,4.464494267608643e-07,1.273987226824147e-08
1967,3.9689202679937807e-07,2.9582012395223956e-09
1968,3.431441726320372e-07,6.287982134978165e-09
1969,4.6553017085670945e-07,1.1354394702234316e-08
1970,4.3044066444508644e-07,5.0585974298300584e-09
1971,5.508362193040739e-07,5.138397263237948e-09
1972,5.402044678248785e-07,5.130146973897354e-09
1973,4.0522047584090615e-07,3.307922213924286e-09
1974,4.6298455913529324e-07,5.625571675160757e-10
1975,5.226004375913362e-07,2.2845920710778955e-09
1976,5.130747098291977e-07,5.142174241967723e-09
1977,4.037349086161157e-07,1.7630346071939584e-09
1978,4.794057204549063e-07,7.128709622605811e-09
1979,4.880545674268433e-07,4.681578680276743e-09
1980,4.4685284450451945e-07,6.253665585376211e-09
1981,4.883324109528075e-07,6.958104314946922e-09
1982,4.345251625181845e-07,3.103751144983846e-09
1983,4.648072717827745e-07,1.2630632095778083e-09
1984,5.7410186116158e-07,2.3196033982486597e-09
1985,6.256180569153003e-07,2.4062232206745193e-09
1986,5.26315830029489e-07,5.994485463567401e-10
1987,5.872495023595548e-07,6.110816741511371e-09
1988,5.360919175245726e-07,1.798966087207532e-09
1989,5.246644860790184e-07,6.036934507847036e-09
1990,4.876542547549434e-07,4.90378582185258e-09
1991,4.823985975122014e-07,8.20605094986604e-09
1992,5.162817728887603e-07,2.2039776670368383e-09
1993,5.766314785660143e-07,4.985286850001103e-09
1994,5.744394968587585e-07,3.164956019485743e-09
1995,5.053724052572761e-07,3.253470381991974e-09
1996,5.765139547975195e-07,2.6690460952494277e-09
1997,6.175824012188968e-07,2.397447240731765e-09
1998,7.147425407083574e-07,1.43043876743576e-09
1999,6.571949029421376e-07,4.113180906983871e-09
2000,6.834694517010576e-07,3.092622158362701e-09
2001,8.674799119035015e-07,3.066848330846028e-09
2002,7.421789405270829e-07,7.448076544402937e-09
2003,6.904591174361485e-07,5.0003075569016175e-09
2004,7.197428715244314e-07,3.0833539332864035e-09
2005,6.710587143743396e-07,3.602999676388663e-09
2006,5.867993166930319e-07,2.8825228870488218e-09
2007,5.0769833137565e-07,4.793375307787784e-09
2008,6.850220160004028e-07,2.1287198670449925e-09
2009,5.731367522798791e-07,4.291373256748443e-09
2010,5.125315425402732e-07,6.613310343794865e-09
2011,5.131770421940018e-07,5.7359579308524644e-09
2012,3.7719119916346244e-07,4.085103366691101e-09
2013,4.420763204393552e-07,5.5782499175371925e-09
2014,3.027292407864479e-07,7.57905826986871e-09
2015,3.51327209102692e-07,7.536356427806368e-09
2016,2.9620162678156703e-07,7.249690292532307e-09
2017,3.37343465162121e-07,4.024978267347379e-09
2018,2.6201886527132956e-07,6.195520096952123e-09
2019,2.8213924707642946e-07,4.08158040698936e-09
