year,deux_DET êtres_NOUN,deux_DET etres_NOUN,deux_DET lettres_NOUN
1876,8.585341007005809e-07,1.209202959984168e-09,5.041771711233878e-06
1877,7.180571302001226e-07,5.566334393414252e-09,3.059009987538275e-06
1878,5.453296836321897e-07,0.0,2.716382159206887e-06
1879,9.500000679452114e-07,6.10932526790009e-10,2.8536658263078607e-06
1880,7.739922800453769e-07,6.417846254436199e-10,3.2885043808050796e-06
1881,6.177641544979906e-07,2.789003084036068e-09,3.623612251146824e-06
1882,6.342581748697285e-07,2.6621540527571597e-09,3.2857635581251543e-06
1883,6.357255095679193e-07,4.423537092179686e-09,3.4301371361067368e-06
1884,6.278213575683367e-07,1.3203393933736152e-09,2.885601627866663e-06
1885,5.227410753150252e-07,6.445635691854079e-10,3.3846033815621013e-06
1886,6.072709552995548e-07,0.0,3.093790610364522e-06
1887,6.189420318492012e-07,0.0,2.904718609642032e-06
1888,7.49460674853708e-07,0.0,3.0453973458577366e-06
1889,6.603454227871453e-07,6.265136742733546e-10,3.762841126686567e-06
1890,6.456070735794128e-07,6.554386478008212e-10,3.243110459294485e-06
1891,7.094506706550874e-07,6.374220040683554e-10,3.2489400165758298e-06
1892,6.958048679450712e-07,0.0,3.6413787629641092e-06
1893,8.042891899151527e-07,3.695050043717174e-09,3.2775092808634554e-06
1894,7.385404146020846e-07,1.8904617871129403e-09,3.4053517552479207e-06
1895,7.800124208756642e-07,3.0093072478365457e-09,3.2819504784953324e-06
1896,8.503516060187621e-07,4.1279202278587945e-09,2.818190052877867e-06
1897,7.976770852735626e-07,1.1653427112179315e-09,3.6411132429137183e-06
1898,8.674257809815344e-07,1.6975064687230201e-09,3.0232589409706634e-06
1899,9.402410832137775e-07,1.6582735185011188e-09,3.585740175893193e-06
1900,8.809217106886535e-07,2.07642125715779e-09,3.5916896043985957e-06
1901,8.293688420479839e-07,2.7943695135590474e-09,3.0274197779789347e-06
1902,7.561836952163503e-07,0.0,2.6839611262374774e-06
1903,9.115571586448823e-07,2.7001101354784396e-09,2.8486160701390872e-06
1904,9.185234297603984e-07,1.6123875568041512e-09,3.280671143635061e-06
1905,7.43149300319601e-07,0.0,2.823451233702201e-06
1906,9.007467234312116e-07,5.144184522798412e-09,2.8200418871193733e-06
1907,8.686262518153853e-07,0.0,2.9293636814031743e-06
1908,9.90627164298985e-07,0.0,3.0912282227291143e-06
1909,1.0968960708623854e-06,2.7504918342913243e-09,3.1872697796586635e-06
1910,1.053866540701165e-06,5.344150788566537e-09,2.9825705833985694e-06
1911,8.938228788224478e-07,1.0640748282497725e-09,2.9895182276362675e-06
1912,9.080021428076179e-07,4.167536871158006e-09,3.014171118920217e-06
1913,9.030991208192063e-07,2.121195885607108e-09,2.7702818510277893e-06
1914,8.853095181393655e-07,2.678697486047099e-09,2.8856268379229277e-06
1915,5.807915819389109e-07,2.3561523843085297e-09,3.071244608854329e-06
1916,6.010141841983341e-07,1.0987462051303964e-09,2.4699815206474796e-06
1917,8.619609417337415e-07,2.1932848870420685e-09,2.4115167924776415e-06
1918,8.201272478913779e-07,2.2972752589112133e-09,2.412139139984504e-06
1919,8.885573485883924e-07,2.762354511798293e-09,2.058874955856993e-06
1920,9.495578794371795e-07,4.543339038320937e-09,2.25803956155346e-06
1921,1.0957765184116397e-06,3.786373770076068e-09,2.2309314129387303e-06
1922,1.218834967176008e-06,2.951174138399182e-09,1.8983427949592624e-06
1923,1.0679644297795221e-06,4.246379248229459e-09,2.528718749061909e-06
1924,1.1073905810121687e-06,0.0,2.809085037469572e-06
1925,1.1416108804951364e-06,1.0998177923937646e-09,2.630764269540009e-06
1926,1.0611123428816427e-06,3.3438415369957397e-09,2.456608900303081e-06
1927,1.345711417855e-06,1.1149224876660924e-09,2.4762427894842176e-06
1928,1.2168734073725318e-06,6.855624623547385e-09,2.389185326023835e-06
1929,1.012662927735164e-06,1.1140406375176326e-09,2.1846336810682487e-06
1930,1.0167488788681567e-06,6.3021621254932825e-09,2.6511095985171096e-06
1931,9.580499593653258e-07,9.124285327288817e-09,2.0278724157662964e-06
1932,9.447120490335692e-07,2.1919073223131136e-09,2.277391757843361e-06
1933,8.23593570231651e-07,0.0,2.7541059726132744e-06
1934,9.872821919998387e-07,1.1981580172459871e-09,2.5928138800423994e-06
1935,1.0089263042800667e-06,3.590485242455088e-09,2.354161380502262e-06
1936,9.772520073170199e-07,3.6374143697059935e-09,2.1654739832399628e-06
1937,9.29224540868745e-07,0.0,2.3923125187508276e-06
1938,1.0955605951323832e-06,1.0372171566075394e-08,2.185935132459349e-06
1939,1.0170544086918198e-06,6.117620188206274e-09,1.9301091143120175e-06
1940,8.08914734307109e-07,5.0715658339584024e-09,2.1706301538415573e-06
1941,7.998572257861269e-07,0.0,2.243141985047714e-06
1942,1.0043241189805485e-06,0.0,2.7793379526741546e-06
1943,1.2280684451582147e-06,2.9032352077962287e-09,2.4793627790842265e-06
1944,1.359177694837399e-06,0.0,1.780105119308928e-06
1945,1.2874958983388751e-06,4.357008087652048e-09,2.0281872759042585e-06
1946,1.3879340983180555e-06,0.0,1.7707644381914633e-06
1947,1.3887815057955777e-06,2.3841741914054637e-09,2.3150330958898735e-06
1948,1.347026952203123e-06,3.2615663503321457e-09,1.6633988648706577e-06
1949,1.092633056032355e-06,1.9634016634739737e-09,1.6207880779717243e-06
1950,1.3155942539810894e-06,6.381216888229346e-09,1.675069428941356e-06
1951,1.1130503096978828e-06,1.4925962688039363e-08,2.432931953677553e-06
1952,1.1810180566840245e-06,2.1089607837865287e-09,1.8369048433442003e-06
1953,1.2400675686308205e-06,2.1547654771580937e-09,1.9759198917057574e-06
1954,1.3388374995315644e-06,9.772536113672459e-10,1.93887122446057e-06
1955,1.004260028025783e-06,9.385607846468247e-10,2.2037407774178064e-06
1956,1.322997121633307e-06,2.616342476002842e-09,1.9334771295120845e-06
1957,1.1741765035822027e-06,1.7670075402875796e-09,1.9896505190075686e-06
1958,1.0712555216230157e-06,0.0,1.929914450471415e-06
1959,1.040150344522317e-06,9.300897829689347e-09,2.0818508872366692e-06
1960,1.275509575293654e-06,3.4604166754270693e-09,2.090091626882895e-06
1961,1.1596477982322995e-06,4.168895617606694e-09,2.1115456121378884e-06
1962,1.319126958776451e-06,1.7123282791686734e-08,2.1308973661149366e-06
1963,1.219497661963942e-06,3.879631726988464e-09,1.8473513989647472e-06
1964,1.1206669157104443e-06,5.4755713296827935e-09,2.5789942910137142e-06
1965,1.2120576187157894e-06,7.113656441681826e-09,2.4947044536816065e-06
1966,1.1981019198969989e-06,3.877352328096606e-09,2.03394825604164e-06
1967,1.2158207454149306e-06,4.930335584241163e-10,2.1230025666341135e-06
1968,1.1655224412265852e-06,5.8388404389209114e-09,2.230886224197093e-06
1969,1.0841175424047833e-06,3.1792303789579535e-09,2.198664981634124e-06
1970,1.0738023128453733e-06,7.357959935783143e-09,2.3881179984641676e-06
1971,1.1700130535530207e-06,4.11071787720374e-09,2.206941712046273e-06
1972,9.716497899603382e-07,3.0780881177250308e-09,2.084891670861566e-06
1973,9.57092183284658e-07,3.859242703185828e-09,2.3475220878310665e-06
1974,9.293444378499771e-07,6.750686065704059e-09,1.9419473034076873e-06
1975,8.395875923383755e-07,2.2845920710778955e-09,2.1075362042211054e-06
1976,1.0324343051593132e-06,3.428116124304381e-09,2.0854373410372773e-06
1977,8.967969193918179e-07,3.526069047854463e-09,1.7495179331916688e-06
1978,1.0318807355247372e-06,2.3762365408686037e-09,1.9015833103708246e-06
1979,1.065644312348013e-06,1.1118749032590358e-08,1.8474680167912538e-06
1980,1.131344998128725e-06,5.6851505725319385e-09,1.8300500048695767e-06
1981,1.0272692563262353e-06,2.5302198114474095e-09,1.805944370047996e-06
1982,1.0292038865600261e-06,4.966001831974154e-09,1.7697589225207366e-06
1983,9.9971452627301e-07,6.315315825844436e-09,1.8169164306414132e-06
1984,1.0212053638269936e-06,6.378909289672663e-09,1.5895082707828578e-06
1985,1.0406915649241455e-06,1.8046674155058895e-09,1.6831531599592608e-06
1986,1.0574272728547385e-06,3.596691222629289e-09,1.7138234236213634e-06
1987,1.1060578373189855e-06,6.721898371253587e-09,1.7519712258717846e-06
1988,1.0284090237178134e-06,1.2592762832497328e-08,1.713215438847726e-06
1989,9.85666741115665e-07,8.780995597312824e-09,1.7946159829307362e-06
1990,1.0188977235259244e-06,4.90378582185258e-09,1.574115310098989e-06
1991,9.911737564038958e-07,1.1136783939491579e-08,1.6341765318728108e-06
1992,9.13548753089799e-07,5.509944167592096e-10,1.5945777924741833e-06
1993,9.854250215823868e-07,6.647048689245594e-09,1.8517570588016952e-06
1994,1.0032910289226038e-06,5.274926495602017e-09,1.7001088243873141e-06
1995,1.0600891222622977e-06,4.3379606018412176e-09,1.6869244019446228e-06
1996,9.85945650455733e-07,4.270473752399084e-09,1.712459949843037e-06
1997,1.0184356220577229e-06,4.315405033317177e-09,1.5468329124246338e-06
1998,1.028485524301459e-06,3.814503379828693e-09,1.768499107157595e-06
1999,1.0680560116327342e-06,2.2851005809787495e-09,1.616480165722578e-06
2000,1.0802087402339566e-06,1.7672125984802278e-09,1.5255462360030947e-06
2001,1.0335278624040711e-06,1.3143635457790737e-08,1.9754884172940024e-06
2002,1.0563125485418823e-06,2.6287329535357173e-09,1.6688072941306586e-06
2003,1.1175687113507138e-06,6.667076501987168e-09,1.6492681451651947e-06
2004,1.0822572598101488e-06,4.404791337231373e-09,1.8473694360920945e-06
2005,1.0020842609037572e-06,8.106749271874492e-09,1.6614331652675673e-06
2006,1.153832791089826e-06,3.294311934354255e-09,1.633155161329114e-06
2007,1.2155201360997125e-06,7.988958938831558e-10,1.7064415986922654e-06
2008,1.1703701758847274e-06,1.7029758436759579e-09,1.6569954790490726e-06
2009,1.180127647160134e-06,9.53638501499654e-10,1.4342722884919112e-06
2010,1.3897399497864171e-06,2.8342757585342326e-09,1.171973100788648e-06
2011,1.3207999387532254e-06,1.5295887612065684e-09,1.0087637818401163e-06
2012,1.4828924506105068e-06,3.404252713057332e-10,1.12816933706128e-06
2013,1.522862241642997e-06,1.952387529424726e-09,1.1109084521176982e-06
2014,1.7527113698179164e-06,1.5158116151159362e-09,1.1695569246406023e-06
2015,1.4882087384648912e-06,1.551602762939197e-09,1.1211438015745756e-06
2016,1.5503979824416092e-06,1.035670049720494e-09,1.2044842065961348e-06
2017,1.442954641106553e-06,1.760927903493581e-09,9.305246191360084e-07
2018,1.5080929003374877e-06,3.614053278866436e-09,1.0591757706457372e-06
2019,1.5374803723489094e-06,2.0407902590058313e-09,1.1415670204684147e-06
