year,véritables_ADJ armes_NOUN,véritables_ADJ larmes_NOUN
1800,2.829747991484055e-08,9.432493897065797e-09
1801,1.1905912700171939e-08,2.3811825844433088e-09
1802,3.5805442166747525e-08,2.2378401354217203e-09
1803,2.9255089017965474e-08,7.801356893821776e-09
1804,0.0,2.4718509461507665e-09
1805,1.7057265822018053e-08,1.1371510844071508e-08
1806,2.881669125542885e-09,2.0171682990621775e-08
1807,3.131650672116848e-08,1.1387820464392462e-08
1808,4.5321479902327155e-09,1.5862518409903714e-08
1809,6.7770917766551975e-09,1.129515236897305e-08
1810,2.8081521108447305e-08,3.978215445954447e-08
1811,1.504245972228091e-08,2.0056614147279106e-08
1812,2.6672083208723052e-08,2.1337665856435706e-08
1813,2.300593315851529e-08,5.751483289628823e-09
1814,2.5173417128598885e-08,2.5173417128598885e-08
1815,1.6183340889597275e-08,1.0788894222457657e-08
1816,1.8540831092650478e-08,3.0128852301913867e-08
1817,9.341240669868967e-09,3.113746815941454e-09
1818,1.7881765401739358e-08,2.384235475716423e-09
1819,4.968504185853817e-08,2.794783426907088e-08
1820,1.542642635854463e-08,2.1359666035891678e-08
1821,2.1695274909916407e-08,1.676452932031225e-08
1822,6.015369535816717e-09,1.4035862250239006e-08
1823,1.4824030003524058e-08,2.174191138237802e-08
1824,8.421112696055388e-09,2.6947560627377243e-08
1825,2.1133063299316746e-08,4.138558296062911e-08
1826,1.4973572604048968e-08,2.9947145208097936e-08
1827,1.1060727445055818e-08,3.2260455640198415e-08
1828,1.0089530988466322e-08,1.834460228167245e-08
1829,7.715858174606183e-09,1.8860987438529264e-08
1830,1.5655253093882493e-08,1.5655253093882493e-08
1831,1.870944643656003e-08,4.2096257146795324e-08
1832,1.488296597074168e-08,6.088486514954639e-08
1833,1.3900354645102198e-08,1.2741991461950875e-08
1834,4.947301235347368e-08,6.534171426153534e-09
1835,2.7983425354705105e-08,2.193295500774184e-08
1836,3.293167694096155e-08,7.392825018825988e-09
1837,9.045257876039159e-09,2.365682938432201e-08
1838,1.64116205070286e-08,1.7674054220151447e-08
1839,2.1673573158409454e-08,2.0974425751774106e-08
1840,1.0828470564661075e-08,2.293087852933695e-08
1841,2.953452238330101e-08,1.2841097074556274e-08
1842,1.8783142152756227e-08,3.018719141323345e-08
1843,1.5357969118667825e-08,8.860366662588604e-09
1844,3.1833653935109396e-08,1.0977122322231025e-08
1845,2.622707206967334e-08,1.7298706467272496e-08
1846,3.3956109035671034e-08,1.2879903366069811e-08
1847,2.3730184040005042e-08,5.9325460100012606e-09
1848,1.930853166243196e-08,1.206783295515379e-08
1849,2.1786478399121734e-08,9.217356655710773e-09
1850,3.59816780814981e-08,6.1100964288129944e-09
1851,3.289213879043018e-08,1.7413483988093503e-08
1852,1.9531636752390114e-08,2.278690836021724e-08
1853,2.5679307569248522e-08,3.2248433257109355e-08
1854,6.234797567117312e-09,1.610655964157104e-08
1855,2.3350523292720027e-08,2.4942604426314574e-08
1856,3.158085348786699e-08,1.7602443946884705e-08
1857,1.6597130780837688e-08,1.3180074809326925e-08
1858,4.893676130990343e-09,1.2234189661342043e-08
1859,1.884104072757964e-08,2.6988518087023294e-08
1860,2.6089947979812678e-08,2.334363813361051e-08
1861,1.5091083938045813e-08,1.2733101684148096e-08
1862,3.3884898442693157e-08,6.776979422085105e-09
1863,2.946826249683454e-08,3.446288232566985e-08
1864,1.3904711160250827e-08,8.63051052846231e-09
1865,2.6829013677343028e-08,1.1296426905005319e-08
1866,2.1895258939252926e-08,6.3252967308358166e-09
1867,2.0867089389753346e-08,2.3778776281346836e-08
1868,1.8277534152844055e-08,7.409810987013543e-09
1869,1.70923168951731e-08,2.5882650689368347e-08
1870,3.039045992636602e-08,2.5803219116937726e-08
1871,3.3987767267262825e-08,4.248470908407853e-09
1872,1.69325495846806e-08,1.5118347462816928e-08
1873,1.496501056408306e-08,1.7359413462259e-08
1874,3.764003864148435e-08,1.3741600746186577e-08
1875,2.345826111138649e-08,1.6592428764283795e-08
1876,3.869449471949338e-08,1.753344314181504e-08
1877,1.6699003069220453e-08,9.895705588292003e-09
1878,1.69094480639842e-08,1.0266450800600069e-08
1879,1.1607718342077078e-08,2.016077260691418e-08
1880,1.3477476912271413e-08,4.3641353641987735e-08
1881,2.4403776777148778e-08,3.4862537301449947e-09
1882,2.2628309892525067e-08,2.2628309892525067e-08
1883,1.8958017378167824e-08,1.3902545781263598e-08
1884,2.6406787867472303e-08,1.650424152899177e-08
1885,3.158361394639542e-08,1.0957580620640783e-08
1886,2.452316216761119e-08,2.3877817056927597e-08
1887,2.285123557044244e-08,1.1099172247952538e-08
1888,1.8387781963724592e-08,3.804368819970705e-09
1889,1.7542383545787743e-08,6.891650361495749e-09
1890,2.0318598359381213e-08,5.898947996740844e-09
1891,2.2947192590550003e-08,8.286486163910922e-09
1892,2.005923960268774e-08,1.3163876211308434e-08
1893,2.46336657738766e-08,1.539604177480669e-08
1894,1.9534772022211655e-08,1.3863386882917439e-08
1895,9.027921521465032e-09,1.444467478961542e-08
1896,1.1794058174530164e-08,9.435246361988447e-09
1897,1.3401440845939305e-08,1.0488084178916779e-08
1898,1.4145887128336199e-08,1.640922953072277e-08
1899,1.4371703827009696e-08,7.738609753005221e-09
1900,1.245852754294674e-08,1.142031713641245e-08
1901,2.0678333711998675e-08,2.794369402536745e-09
1902,1.1293653123800595e-08,9.820567470342212e-09
1903,1.0260418292773466e-08,1.9440793863623185e-08
1904,2.6335662539622717e-08,4.837162670412454e-09
1905,2.2191263937543226e-08,9.805441791854719e-09
1906,2.3148830408104004e-08,2.0576738091193647e-09
1907,2.0571373937627868e-08,1.028568674676933e-09
1908,1.3751889405000384e-08,1.964555629285769e-08
1909,1.4302557360679202e-08,1.2102163715610459e-08
1910,2.404867771588215e-08,6.947395991829808e-09
1911,9.044636151145369e-09,1.0108711201439746e-08
1912,1.0418842677495377e-08,9.376957876838787e-09
1913,9.545381374209683e-09,8.484783542428431e-09
1914,7.366418142140674e-09,0.0
1915,1.1780762143587253e-08,1.1780762143587253e-08
1916,8.789969641043172e-09,2.197492410260793e-09
1917,1.315970976634162e-08,2.1932848870420685e-09
1918,1.722956355365568e-08,4.594550517822427e-09
1919,6.4454939163738345e-09,8.287063479883727e-09
1920,1.1358347151713133e-08,5.300562211374427e-09
1921,7.572747762196741e-09,7.572747762196741e-09
1922,1.4018077365562931e-08,1.696925089333945e-08
1923,2.1231896241147297e-09,3.1847844361720945e-09
1924,7.734974438733389e-09,1.2891624656674594e-08
1925,4.399271169575059e-09,2.3096173862313663e-08
1926,1.4489979882625903e-08,7.802296586589819e-09
1927,1.2264147031260109e-08,1.0034302277972529e-08
1928,1.4853853258500749e-08,9.14083297942625e-09
1929,5.570202965543558e-09,1.0026365515614089e-08
1930,6.302162347537887e-09,1.575540586884472e-08
1931,1.596749932275543e-08,9.124285327288817e-09
1932,6.575722188983946e-09,1.0959536389520963e-08
1933,4.588264879146209e-09,5.735331320977366e-09
1934,8.38710612072191e-09,8.38710612072191e-09
1935,1.555876849579363e-08,1.196828414151696e-09
1936,8.487299751891442e-09,1.091224355320719e-08
1937,1.2591118370153254e-08,8.813782592653752e-09
1938,1.0372171566075394e-08,1.2965214457594243e-09
1939,4.588215141154706e-09,1.3764645423464117e-08
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,2.066051862925633e-08,0.0
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.2528993842408909e-08,2.7842208538686464e-09
1947,2.3841741914054637e-09,1.1920871401116528e-08
1948,1.4133454406817236e-08,7.610321262063735e-09
1949,4.908504269707237e-09,8.835307596655184e-09
1950,4.2541445921528975e-09,3.190608444114673e-09
1951,8.529121409139861e-09,7.462981344019681e-09
1952,1.4762725264461096e-08,7.381362632230548e-09
1953,6.464296653518886e-09,6.464296653518886e-09
1954,7.818028890937967e-09,4.886268278880834e-09
1955,9.385607846468247e-09,7.508486277174597e-09
1956,6.104799332717903e-09,1.3081712602058815e-08
1957,5.301022731885041e-09,5.301022731885041e-09
1958,4.1361216673863055e-09,4.1361216673863055e-09
1959,1.2401196514133517e-08,4.650448914844674e-09
1960,4.844583401109048e-09,6.920833239831836e-09
1961,6.25334317660986e-09,5.55852741612739e-09
1962,8.8787386332001e-09,1.2683912808952869e-09
1963,3.2330267352165265e-09,5.819448034571906e-09
1964,8.517555549758526e-09,1.2167936658258327e-09
1965,4.924839203113152e-09,7.1136563306595235e-09
1966,6.092982118843793e-09,7.754704434148607e-09
1967,1.1339771788243524e-08,6.902469706915326e-09
1968,8.982831367632116e-09,9.88111459321317e-09
1969,8.175163657142548e-09,6.8126366770115965e-09
1970,9.197449912790034e-09,3.6789800095249348e-09
1971,7.707596338946132e-09,4.624557625731995e-09
1972,7.182205497002769e-09,9.747279428040656e-09
1973,6.615844760915479e-09,5.513203671370093e-09
1974,1.3501372464475025e-08,1.0688586016271984e-08
1975,7.4249242310031605e-09,2.2845920710778955e-09
1976,2.0568696967870892e-08,2.856763492431469e-09
1977,1.1165885105413054e-08,1.7630346071939584e-09
1978,1.6039596317796168e-08,3.5643548113029055e-09
1979,1.2289143924704149e-08,4.096381456264453e-09
1980,6.253665585376211e-09,1.7055452605774235e-09
1981,6.325549417596221e-09,3.1627747087981106e-09
1982,8.069752865935698e-09,1.8622506869903077e-09
1983,9.47297440490047e-09,2.5261264191556165e-09
1984,6.378909400694965e-09,1.739702604197646e-09
1985,1.2632671797518924e-08,5.414002135495366e-09
1986,1.0790073723399018e-08,4.196139880008332e-09
1987,7.332980445085013e-09,4.277571630240118e-09
1988,1.0793796967334401e-08,5.99655392008458e-09
1989,1.0427432250992297e-08,1.6464366536794728e-09
1990,1.4166492867673242e-08,5.44865097484859e-10
1991,4.68917216167597e-09,3.5168792322792797e-09
1992,1.1019888113139586e-08,1.65298330578878e-09
1993,1.717154241021035e-08,7.754890063438324e-09
1994,1.6879765141197822e-08,3.6924485691258724e-09
1995,1.3556126887692699e-08,3.253470381991974e-09
1996,1.0676184380997711e-08,8.007138063703678e-09
1997,8.630809844589749e-09,5.274384040632185e-09
1998,2.1456582288692516e-08,1.9072516899143466e-09
1999,1.5081663917726473e-08,5.484241505371301e-09
2000,1.3695897749244068e-08,1.7672125984802278e-09
2001,1.2267393323384113e-08,5.257454027685071e-09
2002,2.102986229601811e-08,3.066854992184176e-09
2003,2.1667998950647416e-08,5.8336921959778465e-09
2004,2.114299846311951e-08,7.047666006343434e-09
2005,2.0717248361279417e-08,5.854874363109275e-09
2006,1.8118715416903797e-08,4.117890028965121e-09
2007,1.8774054311165855e-08,6.7906151812735516e-09
