year,diverses_ADJ oies_NOUN,diverses_ADJ lois_NOUN
1943,0.0,2.87420293787477e-07
1944,0.0,2.634812688029342e-07
1945,0.0,2.5052796903679564e-07
1946,0.0,2.7424574433609905e-07
1947,0.0,2.789483737331011e-07
1948,0.0,2.3591996489713551e-07
1949,0.0,3.386867746257849e-07
1950,0.0,3.520304705517674e-07
1951,0.0,3.3263574561459563e-07
1952,0.0,3.195075723994023e-07
1953,0.0,2.9197071071962455e-07
1954,0.0,3.361752511921168e-07
1955,0.0,2.280702702250892e-07
1956,0.0,2.7471597086048405e-07
1957,0.0,2.8802224072421723e-07
1958,0.0,2.3245004143745973e-07
1959,0.0,2.4492363159822617e-07
1960,0.0,2.124695885896699e-07
1961,0.0,2.2164627733189946e-07
1962,0.0,1.966006415443644e-07
1963,0.0,2.1337976363611233e-07
1964,0.0,1.8130225232226849e-07
1965,0.0,2.2599538951340037e-07
1966,5.539074754423723e-10,2.3319505260133155e-07
1967,0.0,2.085531924933548e-07
1968,0.0,2.1334225408509155e-07
1969,0.0,2.525217439597327e-07
1970,0.0,2.1614007561510107e-07
1971,5.138397485282553e-10,1.911483833438865e-07
1972,0.0,1.8930241463266384e-07
1973,0.0,1.9296212983022087e-07
1974,0.0,2.1545939521416813e-07
1975,0.0,1.970460665745577e-07
1976,0.0,1.8968909376582133e-07
1977,0.0,1.9510915638676352e-07
1978,0.0,1.8653457090067604e-07
1979,1.7555920051037788e-09,1.7789998629780257e-07
1980,0.0,1.7510264616049653e-07
1981,6.325549528618524e-10,1.6636195887542726e-07
1982,0.0,2.0298532898976873e-07
1983,0.0,2.1156308704917137e-07
1984,0.0,2.052848966371812e-07
1985,0.0,1.876854112126125e-07
1986,0.0,2.3558328265949058e-07
1987,0.0,1.8026909920365597e-07
1988,0.0,2.0088455610078881e-07
1989,0.0,1.8769377252425556e-07
1990,5.44865097484859e-10,1.8416440816793056e-07
1991,0.0,1.9987595756276733e-07
1992,0.0,1.7135926011491165e-07
1993,0.0,1.8002423640695042e-07
1994,5.274926606624319e-10,1.9569978260136622e-07
1995,0.0,1.4423718752709647e-07
1996,0.0,1.585413373916822e-07
1997,0.0,1.3569551082781572e-07
1998,4.768129224785866e-10,1.4304387319086231e-07
1999,4.570201161957499e-10,1.5904299699442959e-07
2000,0.0,1.4977127005266766e-07
2001,0.0,1.4764684230783587e-07
2002,0.0,1.7787758821441457e-07
2003,0.0,1.5625961591325677e-07
2004,0.0,1.369890090252568e-07
2005,0.0,1.2520424075290748e-07
2006,0.0,1.2930173731717787e-07
2007,0.0,1.0425591634444231e-07
2008,0.0,1.2304000973628604e-07
2009,0.0,1.1395980337169931e-07
2010,4.723793023408973e-10,9.778251230940782e-08
2011,0.0,8.33625888319034e-08
2012,0.0,6.97871838095665e-08
2013,0.0,1.0738131361875958e-07
2014,0.0,6.53964451480249e-08
2015,0.0,9.486942431635725e-08
2016,0.0,8.119653038818342e-08
2017,0.0,8.376985416447269e-08
2018,0.0,8.41558174258239e-08
2019,0.0,7.321335093735115e-08
