year,diverses_ADJ oies_NOUN,diverses_ADJ lois_NOUN
1800,0.0,1.477757329837459e-07
1801,0.0,2.1430643926123594e-07
1802,0.0,1.9245425164626795e-07
1803,0.0,2.886502050714057e-07
1804,0.0,1.2359254308869083e-07
1805,0.0,1.847870461091361e-07
1806,0.0,2.247701900159882e-07
1807,0.0,2.3914423241677696e-07
1808,0.0,2.7646104072687194e-07
1809,0.0,3.5240876172792923e-07
1810,0.0,2.7613496911271795e-07
1811,0.0,4.0614643381786664e-07
1812,0.0,3.4673707993704284e-07
1813,0.0,2.47313782786307e-07
1814,0.0,5.097616906368785e-07
1815,0.0,2.6702512156973057e-07
1816,0.0,1.9931393069327896e-07
1817,0.0,2.5999786146257975e-07
1818,1.3113295338484932e-08,3.278323710276254e-07
1819,0.0,3.0535598849468215e-07
1820,0.0,2.729290642378146e-07
1821,0.0,2.2385578546391116e-07
1822,0.0,2.897402993085052e-07
1823,0.0,2.2730179516372573e-07
1824,0.0,4.0084496788495017e-07
1825,0.0,2.5976056683418847e-07
1826,0.0,2.6247792828115735e-07
1827,0.0,4.3229011659207117e-07
1828,0.0,3.760643494388205e-07
1829,0.0,4.149417272003575e-07
1830,0.0,3.5589610858366427e-07
1831,0.0,3.398882917338142e-07
1832,0.0,3.517791906659795e-07
1833,0.0,2.7916544986794634e-07
1834,0.0,4.489909315452678e-07
1835,0.0,3.4109527291548147e-07
1836,0.0,4.0593329941884804e-07
1837,0.0,4.682660481591938e-07
1838,0.0,4.393264561031174e-07
1839,0.0,4.656322420970582e-07
1840,0.0,5.051163149971671e-07
1841,0.0,5.014448447582254e-07
1842,0.0,4.3737887622796734e-07
1843,0.0,4.784598104379256e-07
1844,0.0,4.6542999143639463e-07
1845,0.0,4.854798341114019e-07
1846,0.0,3.940079498221394e-07
1847,0.0,5.954119011164494e-07
1848,0.0,5.358117824982855e-07
1849,0.0,4.826543094083036e-07
1850,0.0,4.4196364612503203e-07
1851,0.0,5.030562242325232e-07
1852,0.0,5.254009973754137e-07
1853,0.0,5.607643860372491e-07
1854,0.0,3.829204757721527e-07
1855,0.0,3.7626184123951134e-07
1856,0.0,3.996790187699162e-07
1857,0.0,2.99724659313938e-07
1858,0.0,2.882375289559036e-07
1859,0.0,3.2335301547448125e-07
1860,0.0,2.8241223493097323e-07
1861,0.0,3.735043296870799e-07
1862,4.517986262886353e-10,4.5360581069076034e-07
1863,4.994620828036034e-10,3.2165358110347597e-07
1864,0.0,3.596046003195852e-07
1865,0.0,3.718407040054217e-07
1866,0.0,2.91936782303992e-07
1867,2.426405742994575e-09,2.974773440911349e-07
1868,0.0,3.8876808439169963e-07
1869,0.0,3.345210721761305e-07
1870,0.0,3.7615361137000036e-07
1871,6.37270636261178e-09,2.5172191264744015e-07
1872,0.0,3.731208231272376e-07
1873,0.0,3.370120555956646e-07
1874,5.974609140757536e-10,3.931292820169574e-07
1875,0.0,3.8505878308114916e-07
1876,6.04601479992084e-10,3.845265528212849e-07
1877,0.0,3.785107338671878e-07
1878,0.0,3.695922252688888e-07
1879,0.0,3.6228298050389185e-07
1880,0.0,3.048476902023367e-07
1881,6.972507571312292e-10,3.5420339017377955e-07
1882,0.0,3.593907997867518e-07
1883,0.0,3.279736944250544e-07
1884,0.0,3.6705436201600605e-07
1885,0.0,4.3443585440172683e-07
1886,0.0,4.1818444884711425e-07
1887,0.0,3.062065569992001e-07
1888,0.0,3.2273728134413204e-07
1889,1.8795409673089125e-09,4.2414974998905564e-07
1890,0.0,5.26972652181712e-07
1891,0.0,4.723297131192794e-07
1892,0.0,4.751532323155061e-07
1893,0.0,4.680396479272986e-07
1894,6.301539290376468e-10,4.480394331096704e-07
1895,0.0,4.429700126706848e-07
1896,0.0,5.012474488808039e-07
1897,0.0,4.0553927149744595e-07
1898,0.0,4.498392076612845e-07
1899,0.0,3.9688013231398145e-07
1900,0.0,4.2307081926651335e-07
1901,0.0,4.493346050793434e-07
1902,0.0,4.031343010524324e-07
1903,0.0,4.2013713930089125e-07
1904,0.0,4.272826910067806e-07
1905,0.0,3.8705694116458744e-07
1906,0.0,4.310826540177004e-07
1907,0.0,4.983415315962247e-07
1908,4.911389073214423e-10,4.567591833648521e-07
1909,0.0,3.7351679260666515e-07
1910,5.344150677544235e-10,3.4897303002878743e-07
1911,0.0,4.378667917137591e-07
1912,0.0,4.933321804401203e-07
1913,0.0,3.72269880699605e-07
1914,0.0,4.0850135896164375e-07
1915,0.0,3.2397095850456026e-07
1916,0.0,3.19735138587518e-07
1917,0.0,2.610008893455529e-07
1918,0.0,2.9519986810555565e-07
1919,0.0,3.4437353946259464e-07
1920,0.0,3.2333429089703714e-07
1921,0.0,3.9302559429188477e-07
1922,0.0,3.054465160801101e-07
1923,0.0,4.05529211100486e-07
1924,0.0,4.4605020654842065e-07
1925,0.0,4.2123021870565935e-07
1926,0.0,3.4330107823166145e-07
1927,0.0,4.738420447125691e-07
1928,1.1426041224282812e-09,5.17599655580625e-07
1929,0.0,4.6344089099648045e-07
1930,0.0,5.482881295648667e-07
1931,0.0,4.7332230934671315e-07
1932,0.0,4.592045748097462e-07
1933,0.0,3.957378531538325e-07
1934,0.0,5.080189922068712e-07
1935,0.0,4.6795991437420525e-07
1936,0.0,4.1587771093531956e-07
1937,0.0,3.286281948788883e-07
1938,1.2965214457594243e-09,3.954390308535949e-07
1939,0.0,3.5635137507483705e-07
1940,0.0,3.550096225879429e-07
1941,0.0,4.2796786559051725e-07
1942,0.0,2.7307906336204724e-07
