year,proportions_NOUN égales_ADJ,proportions_NOUN egales_ADJ,proportions_NOUN légales_ADJ
1800,1.4148740490327327e-07,0.0,0.0
1801,1.500145003774378e-07,0.0,0.0
1802,5.370816325012129e-08,0.0,6.713520406265161e-09
1803,7.80135707145746e-08,0.0,0.0
1804,6.673997887673977e-08,0.0,0.0
1805,8.24434565060983e-08,0.0,0.0
1806,1.0374009207225754e-07,0.0,0.0
1807,8.256169792275614e-08,0.0,0.0
1808,2.2660739062985158e-08,0.0,0.0
1809,1.581321384946932e-07,0.0,0.0
1810,1.2168659679900884e-07,0.0,4.680253518074551e-09
1811,7.521229861140455e-09,0.0,0.0
1812,2.6672083208723052e-08,0.0,0.0
1813,2.8757416004054903e-08,0.0,0.0
1814,1.8565394555025705e-07,0.0,9.440030979135372e-09
1815,9.170560133497929e-08,0.0,0.0
1816,1.8540831092650478e-07,0.0,0.0
1817,9.185553295765203e-08,0.0,0.0
1818,1.6093589749743842e-07,0.0,0.0
1819,7.349245834120666e-08,0.0,0.0
1820,1.3290458866777044e-07,0.0,0.0
1821,2.5639869249971525e-07,1.97229765852569e-09,0.0
1822,2.556532194830652e-07,0.0,0.0
1823,1.1167436042569534e-07,1.9765373782121287e-09,2.9648061783404955e-09
1824,5.810567671460376e-08,0.0,3.3684450784221553e-09
1825,5.107157008410468e-08,0.0,0.0
1826,6.870227764466108e-08,8.807984341885344e-10,7.0463874735082754e-09
1827,1.0507691428074395e-07,9.217273055917019e-10,5.530363722527909e-09
1828,4.3109814384934e-08,0.0,2.659967357487858e-08
1829,7.973054039212002e-08,0.0,6.001223074036943e-09
1830,6.888311787633938e-08,0.0,1.0436835840010872e-09
1831,1.1381580122815649e-07,1.5591206103948707e-09,4.677361609140007e-09
1832,1.0012177398266431e-07,0.0,4.058990921151917e-09
1833,1.760711541010096e-07,0.0,1.50587169400751e-08
1834,6.347480763224667e-08,0.0,5.600718555598405e-09
1835,8.546289365085613e-08,0.0,6.050470346963266e-09
1836,7.997692819117219e-08,1.3441500135158435e-09,5.376600054063374e-09
1837,1.3011255362016527e-07,0.0,2.0873671680021744e-09
1838,7.385229139345029e-08,0.0,6.943378316748294e-09
1839,9.857979677008188e-08,0.0,2.7965900706306e-09
1840,1.1401742483485577e-07,0.0,5.732719632334238e-09
1841,7.512041833024341e-08,0.0,5.1364388298225094e-09
1842,5.702025163145663e-08,0.0,4.695785538189057e-09
1843,8.269675788596942e-08,0.0,7.678984559333912e-09
1844,6.092302839988406e-08,0.0,3.2931368743049916e-09
1845,7.979726035500789e-08,0.0,5.580227946389016e-10
1846,9.133022160767723e-08,0.0,1.7563503984519002e-09
1847,8.898818748548365e-08,0.0,8.629157832729106e-09
1848,8.608387247477367e-08,0.0,5.63165514222419e-09
1849,1.3574651802628068e-07,0.0,4.1897072478036534e-09
1850,1.9620198088432517e-07,0.0,8.82569484161877e-09
1851,1.335033772420502e-07,6.449438760824933e-10,6.449438760824933e-09
1852,1.1784086950683559e-07,0.0,1.4974254725075298e-08
1853,1.128695146235259e-07,0.0,8.360704129017904e-09
1854,7.897409659562982e-08,0.0,5.195664343204953e-09
1855,7.482780972623004e-08,0.0,5.306937111981824e-10
1856,1.2735885945858172e-07,1.5531567143511893e-09,2.5885946719483854e-09
1857,7.761599363220739e-08,0.0,4.881508974818871e-09
1858,1.6100193533929996e-07,0.0,0.0
1859,7.027199444564758e-08,5.092173349652285e-10,6.619825576592575e-09
1860,1.208376545491774e-07,1.373155145145688e-09,2.746310290291376e-09
1861,1.1035355385047296e-07,0.0,3.772770984511453e-09
1862,7.319138006778303e-08,0.0,8.132375661773494e-09
1863,1.0788380677695386e-07,0.0,3.995696662428827e-09
1864,1.1986820425136102e-07,4.794727948009836e-10,1.9178911792039344e-09
1865,8.707662146889561e-08,0.0,5.6482134525026595e-09
1866,8.174230003987759e-08,0.0,5.838735717134114e-09
1867,9.754150909202508e-08,0.0,1.455843445796745e-09
1868,1.254727948207801e-07,4.93987406535723e-10,9.87974813071446e-10
1869,1.0108884396231588e-07,0.0,9.767038289254515e-10
1870,9.690542412954528e-08,0.0,6.880858549607183e-09
1871,1.0408754036461687e-07,0.0,1.1683295220166201e-08
1872,9.675743228854117e-08,0.0,3.628403577593531e-09
1873,7.18320549708551e-08,0.0,7.781805422268917e-09
1874,1.1949218503559678e-07,1.1949218281515073e-09,4.182226565063729e-09
1875,9.383304444554597e-08,0.0,1.1443054281912168e-09
1876,1.2092029066934629e-07,0.0,1.813804439976252e-09
1877,1.1874846705950404e-07,0.0,1.8554447978047506e-09
1878,8.817069385713694e-08,6.039088673581716e-10,2.4156354694326865e-09
1879,1.0752412293868474e-07,0.0,0.0
1880,9.04916319655058e-08,0.0,5.134277003548959e-09
1881,9.203709794292081e-08,0.0,2.091752326904839e-09
1882,1.1513816389197018e-07,0.0,3.3276925659464496e-09
1883,1.2196323950774968e-07,0.0,4.423537092179686e-09
1884,9.902545627937798e-08,6.601696966868076e-10,7.2618666635548834e-09
1885,9.926279176397657e-08,0.0,1.2891271383708158e-09
1886,1.0583680420950259e-07,6.453463874400711e-10,4.5174246565693466e-09
1887,1.214379921066211e-07,6.528924623161458e-10,9.793386546164129e-09
1888,1.204716824076968e-07,6.340614699951175e-10,6.340614699951175e-10
1889,6.954302023132186e-08,6.265136742733546e-10,5.012109394186837e-09
1890,1.0290386853739619e-07,3.2771931834929546e-09,7.209825181320184e-09
1891,1.2302244556394726e-07,0.0,6.374220040683554e-10
1892,1.3289246680869837e-07,0.0,3.1342561879199593e-09
1893,1.0469307909488634e-07,0.0,6.035248389935077e-08
1894,1.0208493961272325e-07,0.0,0.0
1895,9.268666190109798e-08,0.0,1.8055843487019274e-09
1896,1.3268315512959816e-07,0.0,1.7691086373616827e-09
1897,1.0080214707386403e-07,5.826713556089658e-10,5.826713556089658e-10
1898,1.1486460493870254e-07,5.6583548957434e-10,1.6975064687230201e-09
1899,8.623022296205818e-08,0.0,1.6582735185011188e-09
1900,8.201863721524205e-08,0.0,4.15284251431558e-09
1901,9.27730638977664e-08,0.0,1.1177477832191585e-09
1902,1.1440961600328592e-07,0.0,8.838511256215043e-09
1903,9.018367563840002e-08,0.0,5.400220270956879e-10
1904,1.0158041874319679e-07,0.0,1.6123875568041512e-09
1905,9.908657716550806e-08,0.0,3.096455536422127e-09
1906,1.039125265833718e-07,5.144184522798412e-10,8.230695236477459e-09
1907,8.63997655642379e-08,0.0,3.0857059130084963e-09
1908,7.17062818011982e-08,0.0,3.437972351250096e-09
1909,9.186642557779123e-08,0.0,3.850688656825696e-09
1910,7.855901174025348e-08,0.0,1.068830135508847e-09
1911,7.395320267278294e-08,0.0,3.1922244847493175e-09
1912,1.0366748171009021e-07,0.0,2.6047106693738442e-09
1913,6.734796897944761e-08,0.0,1.590896969716482e-09
1914,8.638799187110635e-08,0.0,0.0
1915,1.1662954335633913e-07,0.0,2.3561523843085297e-09
1916,6.812226160946011e-08,0.0,0.0
1917,7.23783983858084e-08,0.0,1.0966424435210342e-09
1918,7.810736235569493e-08,0.0,2.2972752589112133e-09
1919,6.537572261322566e-08,0.0,9.207848372660976e-10
1920,1.0752569323813077e-07,0.0,3.786115865267448e-09
1921,6.512562578109282e-08,0.0,0.0
1922,8.263288009402459e-08,7.377935484775833e-10,0.0
1923,7.431163595583712e-08,1.0615948120573648e-09,5.307974060286824e-09
1924,7.60605871619191e-08,0.0,6.445812328337297e-09
1925,8.578578558626759e-08,0.0,0.0
1926,5.795991953050361e-08,0.0,5.57306911730393e-09
1927,8.361918446553318e-08,0.0,1.1149224876660924e-09
1928,1.0626218482912009e-07,0.0,4.570416489713125e-09
1929,8.912324744869693e-08,1.1140406375176326e-09,1.1140406375176326e-09
1930,1.1133819555197988e-07,0.0,1.0503603542488804e-09
1931,1.0264820815564235e-07,0.0,5.7026783295555106e-09
1932,8.658033578967661e-08,0.0,1.0959536611565568e-09
1933,8.25887696009886e-08,0.0,5.735331320977366e-09
1934,1.0064527344866292e-07,0.0,1.1981580172459871e-09
1935,8.856530087086867e-08,0.0,2.393656828303392e-09
1936,1.0184760412812466e-07,0.0,1.2124714565686645e-09
1937,9.94698368117497e-08,1.2591118148108649e-09,8.813782592653752e-09
1938,1.1668692678767911e-07,0.0,1.2965214457594243e-09
1939,1.330582364289512e-07,0.0,3.058810094103137e-09
1940,8.621661606866837e-08,0.0,2.5357829169792012e-09
1941,5.017554371988808e-08,0.0,0.0
1942,9.709477666319799e-08,0.0,0.0
1943,9.870999662098257e-08,0.0,0.0
1944,1.317406344014671e-07,0.0,0.0
1945,8.278315277721049e-08,0.0,4.357008087652048e-09
1946,7.65660743695662e-08,0.0,0.0
1947,8.344609625510202e-08,0.0,1.1920870957027319e-09
1948,9.784699273041042e-08,0.0,0.0
1949,8.246286853363927e-08,0.0,9.817008317369869e-10
1950,1.0529007710147198e-07,0.0,0.0
1951,8.742349422163898e-08,0.0,0.0
1952,1.0650251880406358e-07,0.0,2.1089607837865287e-09
1953,1.0666089167443715e-07,2.1547654771580937e-09,1.0773827385790469e-09
1954,1.0652064474925282e-07,0.0,0.0
1955,8.07162265914485e-08,0.0,4.6928039232341234e-09
1956,9.942101542037562e-08,0.0,8.72114158667614e-10
1957,7.598132611974506e-08,0.0,2.6505113659425206e-09
1958,1.3401034948401502e-07,8.272243445794913e-10,1.6544486891589827e-09
1959,8.060777645368944e-08,0.0,1.5501495642666896e-09
1960,9.481541951572581e-08,0.0,1.3841666701708277e-09
1961,8.059864597953492e-08,2.08444772553662e-09,3.47407969059077e-09
1962,1.0020291085766075e-07,0.0,0.0
1963,9.117135135738863e-08,0.0,0.0
1964,8.639234749807656e-08,0.0,1.2167936658258327e-09
1965,8.09862399364647e-08,0.0,5.472043373977442e-10
1966,1.0302679243068269e-07,0.0,3.3234448526542337e-09
1967,7.592716855242543e-08,0.0,9.860671168482327e-10
1968,7.231179210975824e-08,8.982831700699023e-10,1.3474247273492779e-09
1969,8.402251694406004e-08,0.0,3.1792304344691047e-09
1970,5.978342443313522e-08,0.0,2.2993624781975086e-09
1971,6.166077071156906e-08,0.0,1.0276794970565106e-09
1972,1.0260293947794707e-07,0.0,2.565073486948677e-09
1973,7.939013357827207e-08,0.0,5.513203782392395e-10
1974,8.38210212350532e-08,5.625571675160757e-10,5.625571675160757e-10
1975,5.9399393848025284e-08,1.1422960355389478e-09,1.1422960355389478e-09
1976,7.941802238065065e-08,0.0,0.0
1977,7.345977337536169e-08,1.1753563677885381e-09,1.7630346071939584e-09
1978,6.53465050959312e-08,0.0,0.0
1979,7.549045477617256e-08,0.0,1.7555920051037788e-09
1980,5.855705254020904e-08,0.0,0.0
1981,6.57857128771866e-08,0.0,1.2651099057237047e-09
1982,7.386928047026231e-08,0.0,1.2415004579935385e-09
1983,7.199460583251494e-08,6.315316047889041e-10,0.0
1984,5.9149886766363124e-08,0.0,1.1598016991243298e-09
1985,5.233535560478231e-08,0.0,1.8046674155058895e-09
1986,5.454981888419752e-08,0.0,0.0
1987,5.010869941202145e-08,6.110816852533674e-10,6.110816852533674e-10
1988,5.4568641161267806e-08,0.0,5.996553809062277e-10
1989,5.597884467078984e-08,0.0,1.0976244357863152e-09
1990,6.265948826467138e-08,0.0,3.2691906959314565e-09
1991,4.4547135757966316e-08,0.0,2.344586080837985e-09
1992,6.667032437235321e-08,0.0,2.2039776670368383e-09
1993,5.926952084678305e-08,1.1078414852150331e-09,5.539207426075166e-10
1994,5.8551684389840375e-08,0.0,5.274926606624319e-10
1995,4.771756678678685e-08,5.422450821690461e-10,1.0844901643380922e-09
1996,6.779377059729086e-08,0.0,3.736664311304594e-09
1997,4.6989967472654826e-08,0.0,9.58978896292706e-10
1998,5.101898281623107e-08,0.0,4.768129224785866e-10
1999,4.25028723327614e-08,0.0,0.0
2000,5.036556061099873e-08,0.0,8.836062992401139e-10
2001,5.301266270407723e-08,0.0,4.3812117822561447e-10
2002,5.651775580872709e-08,1.752488598683044e-09,1.3143663935011318e-09
2003,4.291930721933568e-08,0.0,1.2500769308587678e-09
