year,premières_ADJ oies_NOUN,premières_ADJ lois_NOUN
1855,0.0,2.2182997128084025e-07
1856,0.0,3.3962360124206725e-07
1857,0.0,3.1778623915679205e-07
1858,0.0,2.6230104221980355e-07
1859,0.0,2.917815449254846e-07
1860,0.0,2.132967695800403e-07
1861,0.0,2.4334372028533835e-07
1862,0.0,2.661094034017708e-07
1863,0.0,2.1227138802260015e-07
1864,0.0,2.243932668566373e-07
1865,0.0,2.546402906866696e-07
1866,0.0,2.7928617862826854e-07
1867,4.85281148598915e-10,2.74183859616528e-07
1868,0.0,2.287161748881772e-07
1869,3.906815315701806e-09,2.4271091281224955e-07
1870,8.601073631098188e-09,3.1537267553005677e-07
1871,3.18635318130589e-09,1.7843577104770247e-07
1872,0.0,2.443125026729831e-07
1873,0.0,2.1310175668531883e-07
1874,5.974609140757536e-10,1.6848397271784776e-07
1875,0.0,2.603294907421727e-07
1876,0.0,2.176565352396409e-07
1877,4.329371083855449e-09,1.9729563227599556e-07
1878,6.039088673581716e-10,2.6571988787083e-07
1879,6.10932526790009e-10,2.0771706488176278e-07
1880,1.2835692508872398e-09,2.547884829784408e-07
1881,0.0,1.652484353797945e-07
1882,0.0,1.983304729336055e-07
1883,3.791603475633565e-09,1.8136502699661605e-07
1884,3.300848483434038e-09,1.3797546216665069e-07
1885,0.0,1.7274303243386413e-07
1886,6.453463874400711e-10,1.5746451864639965e-07
1887,3.9173548849191775e-09,1.6975203387392668e-07
1888,0.0,1.80707514729761e-07
1889,0.0,2.399547440745664e-07
1890,1.3108772956016423e-09,1.5533896657871082e-07
1891,0.0,1.6318003215332055e-07
1892,6.268512375839919e-10,2.0184610516338353e-07
1893,0.0,1.1639406954921938e-07
1894,0.0,1.2666093596180872e-07
1895,0.0,1.919938057426407e-07
1896,0.0,1.87525516892606e-07
1897,0.0,1.5032920508417646e-07
1898,0.0,1.318396725125126e-07
1899,0.0,1.1994845117158093e-07
1900,0.0,1.313336430719403e-07
1901,0.0,1.3804185217125564e-07
1902,4.910283846193408e-10,1.3257766867669218e-07
1903,5.400220270956879e-10,1.6848686890114095e-07
1904,0.0,1.4672726145192883e-07
1905,0.0,1.192135385963411e-07
1906,0.0,1.316911224513717e-07
1907,5.142843373384665e-10,1.5428530519834283e-07
1908,0.0,1.601112842308794e-07
1909,0.0,1.7878196645337852e-07
1910,4.275320542035388e-09,1.3306935098267303e-07
1911,3.7242617878519013e-09,1.7982864619625616e-07
1912,5.209421227725386e-10,1.8701822268596402e-07
1913,0.0,1.1719607173610314e-07
1914,0.0,1.3259552300581845e-07
1915,0.0,1.2723222653221455e-07
1916,0.0,1.3404703569364074e-07
1917,0.0,1.4914337076454842e-07
1918,0.0,9.418828739171659e-08
1919,9.207848372660976e-10,1.4180086438386752e-07
1920,0.0,1.779474390062319e-07
1921,0.0,1.4766857092674002e-07
1922,0.0,1.3280284494321393e-07
1923,0.0,1.0828266994167279e-07
1924,2.578324886925998e-09,1.4567535433496204e-07
1925,1.0998177923937646e-09,1.2977849905837502e-07
1926,0.0,1.159198377287396e-07
1927,0.0,1.5831898947382683e-07
1928,5.713020723163709e-09,1.576793731139503e-07
1929,0.0,1.8381670940925687e-07
1930,1.0503603542488804e-09,1.5230225014484233e-07
1931,0.0,1.5169124178981974e-07
1932,0.0,1.3041848490047414e-07
1933,0.0,1.204419532996326e-07
1934,1.1981580172459871e-09,1.1981580883002607e-07
1935,0.0,1.3763526851562347e-07
1936,1.2124714565686645e-09,1.3215938565735996e-07
1937,0.0,9.317427673849465e-08
1938,0.0,1.815130019622302e-07
1939,1.5294050470515685e-09,1.4835228956400215e-07
1940,0.0,1.0396709626547818e-07
1941,0.0,1.298661165272108e-07
1942,0.0,1.759842795934219e-07
1943,0.0,1.8871028828471026e-07
1944,0.0,1.317406344014671e-07
1945,0.0,1.9606535772709321e-07
1946,0.0,1.447794799602775e-07
1947,0.0,1.7404471952531253e-07
1948,1.0871887834440486e-09,1.641655005268916e-07
1949,9.817008317369869e-10,1.9241336923769836e-07
1950,0.0,9.040057169507065e-08
1951,1.0661401761424827e-09,1.8870680662530503e-07
1952,0.0,1.2970109253274131e-07
1953,0.0,1.2174425023658841e-07
1954,0.0,1.270429663691175e-07
1955,0.0,1.257671491394774e-07
1956,0.0,1.203517521197739e-07
1957,0.0,1.1043797415455359e-07
1958,3.3088973783179654e-09,1.8033490045699097e-07
1959,1.0851047171911432e-08,1.2013659222986917e-07
1960,0.0,1.2388291381615346e-07
1961,0.0,1.563335838561386e-07
1962,1.2683912808952869e-09,1.2493654333312065e-07
1963,0.0,1.2996766329820275e-07
1964,1.2167936658258327e-09,1.5088241900329535e-07
1965,1.0944086747954884e-09,1.4391473490693585e-07
1966,1.6617224263271169e-09,1.401385958388346e-07
1967,1.9721342336964653e-09,1.459379319612708e-07
1968,1.7965663401398047e-09,1.7651263761742086e-07
1969,0.0,1.9529557948594345e-07
1970,0.0,1.5129804753488685e-07
1971,1.541519245584766e-09,1.5055505331318386e-07
1972,5.130146862875051e-10,1.277406596056352e-07
1973,5.513203782392395e-10,1.3066292581243033e-07
1974,5.625571675160757e-10,1.2826303763535662e-07
1975,0.0,1.387889749793203e-07
1976,0.0,1.428381766199749e-07
1977,0.0,1.433934809225157e-07
1978,5.940591352171509e-10,1.1762371188162035e-07
1979,0.0,1.2874340882262914e-07
1980,1.7055452605774235e-09,1.489509469099204e-07
1981,1.8976649140967083e-09,1.4928296820926334e-07
1982,6.207502289967692e-10,1.365650490470216e-07
1983,0.0,1.458838028156606e-07
1984,5.799008495621649e-10,1.3337719756423283e-07
1985,1.2031116103372597e-09,1.5700606503799008e-07
1986,0.0,1.420693076514823e-07
1987,6.110816852533674e-10,1.338268887929317e-07
1988,1.1993107618124554e-09,1.5950833143207888e-07
1989,1.0976244357863152e-09,1.5915554163470347e-07
1990,1.089730194969718e-09,2.2230495488884117e-07
1991,5.861465202094962e-10,1.5825956423132226e-07
1992,0.0,1.8403213886131198e-07
1993,1.661762283333701e-09,2.0384282972685241e-07
1994,1.0549853213248639e-09,2.0519463794776982e-07
1995,0.0,2.152713038938714e-07
1996,1.067618438099771e-09,1.932389388503708e-07
1997,1.917957792585412e-09,2.0522148447277289e-07
1998,4.768129224785866e-10,2.4841951962173425e-07
1999,0.0,2.2439688118769396e-07
2000,8.836062992401139e-10,2.2929583753938942e-07
2001,1.3143635069212678e-09,1.9934513928454578e-07
2002,1.3143663935011318e-09,2.3921470110321863e-07
2003,1.2500769308587678e-09,2.2293037726939247e-07
2004,4.404791253964646e-10,2.2860866710772143e-07
2005,9.007499190971657e-10,2.441032278532873e-07
2006,4.1178899179428186e-10,2.252485731268905e-07
2007,7.988958938831558e-10,2.2888367326445724e-07
2008,0.0,2.3586216196802567e-07
2009,0.0,2.689260656385528e-07
2010,0.0,2.083192693902447e-07
2011,1.529588788962144e-09,1.579300445975207e-07
2012,3.404252713057332e-10,1.8348921582145294e-07
2013,5.578250084070646e-10,1.8575573323964534e-07
2014,1.0827225782605865e-09,1.9965404751687288e-07
2015,4.433150790905671e-10,1.8907387477895554e-07
2016,8.285360175719347e-10,1.7482110425959263e-07
2017,1.0062445321423752e-09,1.9697237307880755e-07
2018,1.0325866828253538e-09,1.7631417836838637e-07
2019,5.1019755087367e-10,1.9310976751008013e-07
