year,leurs_DET ans_NOUN,leurs_DET lents_ADJ
1871,1.805600113868877e-08,1.4869648623516696e-08
1872,1.7537283514279522e-08,0.0
1873,1.7359413795325906e-08,7.183205141814142e-09
1874,1.911874852877915e-08,0.0
1875,1.0870901512305409e-08,7.437985338754061e-09
1876,2.5997864083748823e-08,9.673623679873344e-09
1877,1.9172929910382663e-08,0.0
1878,4.589707236490881e-08,2.4156354694326865e-09
1879,2.260450293611882e-08,0.0
1880,3.2731015897624616e-08,6.417846254436199e-10
1881,2.161477419271307e-08,4.8807553554297556e-09
1882,1.6638463051776853e-08,1.9300616216355593e-08
1883,1.7694149478941767e-08,8.21514056781325e-09
1884,2.442627877741188e-08,8.582206056928499e-09
1885,1.5469525438405185e-08,0.0
1886,2.5168509276696227e-08,2.5813855497602844e-09
1887,2.4157020495074732e-08,6.528924623161458e-10
1888,7.60873763994141e-09,0.0
1889,1.9421923069806724e-08,5.6386229019267375e-09
1890,2.4906667839275087e-08,0.0
1891,1.7847816891070067e-08,5.736798147637501e-09
1892,1.2537024973724442e-08,1.002961935725466e-08
1893,1.4164357742263434e-08,1.2316833108982905e-09
1894,1.7014155417882648e-08,3.150769645188234e-09
1895,1.444467478961542e-08,1.8055843487019274e-09
1896,3.125425407368709e-08,2.358811590497112e-09
1897,1.5149455467877715e-08,4.078699378240458e-09
1898,1.0750874412934763e-08,1.4145887239358501e-08
1899,8.844125432005967e-09,7.185851913504848e-09
1900,1.2458527431924438e-08,1.5573159428683425e-09
1901,1.0059729993461275e-08,5.029864968975062e-09
1902,8.838510812125833e-09,4.910283735171106e-09
1903,1.8900770726304472e-08,2.7001101354784396e-09
1904,1.5048950530172078e-08,6.449550227216605e-09
1905,2.0126960542654615e-08,1.3417973399043603e-08
1906,9.773950260250075e-09,1.5432553013283723e-09
1907,1.645709940545359e-08,9.771402353919711e-09
1908,2.7503779254089977e-08,1.4734167219643268e-09
1909,1.4852655993990993e-08,2.7504918342913243e-09
1910,9.085056040802897e-09,3.206490406526541e-09
1911,6.916486383623521e-09,6.384448969498635e-09
1912,1.9274858487072777e-08,1.5628263128064646e-09
1913,1.6969566696278804e-08,4.242391771214216e-09
1914,2.6117300322425763e-08,0.0
1915,2.1205371458776767e-08,8.246533234057551e-09
1916,5.493731025651982e-09,5.493730803607377e-09
1917,6.57985488317081e-09,7.676496771580332e-09
1918,1.2635013924011673e-08,4.594550517822427e-09
1919,1.4732557174212957e-08,7.366278698128781e-09
1920,2.8017257402979112e-08,9.086678076641874e-09
1921,9.0872969149558e-09,4.543648568500203e-09
1922,8.853522359686394e-09,6.640141769764796e-09
1923,2.229349105320466e-08,1.1677542488541803e-08
1924,1.5469948877466777e-08,6.445812328337297e-09
1925,7.698724768800957e-09,4.399271169575059e-09
1926,1.0031524610987219e-08,5.57306911730393e-09
1927,1.1149224876660924e-08,7.804457524684949e-09
1928,4.570416489713125e-09,7.998228745975666e-09
1929,1.1140406153131721e-08,1.2254447234738564e-08
1930,5.2518016602221e-09,8.402882833991043e-09
1931,1.596749932275543e-08,1.4826963656844327e-08
1932,9.863582950409011e-09,3.287861094491973e-09
1933,0.0,8.02946331646126e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,1.9149255514605557e-08,9.574627313213568e-09
1936,1.2124714565686645e-08,7.274828739411987e-09
1937,6.295558963032022e-09,3.777335444432595e-09
1938,2.2040864577910213e-08,7.779128452511941e-09
1939,1.988226472349197e-08,1.2235240376412548e-08
1940,1.2678914584896006e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,1.1806010391524069e-08
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,1.7419411024732767e-08,0.0
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.3921104269343232e-08,1.2528993842408909e-08
1947,2.1457568166738383e-08,1.311295849681926e-08
1948,2.5005341797168512e-08,1.0871888278529696e-08
1949,1.178041031391075e-08,1.9634016634739737e-09
1950,2.8715476219076663e-08,9.571825110299415e-09
1951,6.396841056854896e-09,4.264560815592233e-09
1952,9.49032352703938e-09,4.2179215675730575e-09
1953,7.541679392097933e-09,2.1547654771580937e-09
1954,1.0749790169128914e-08,7.818028890937967e-09
1955,7.508486277174597e-09,3.754243138587299e-09
1956,1.0465369681966763e-08,3.488456634670456e-09
1957,3.5340151360863103e-09,2.6505113659425206e-09
1958,1.4062813691317899e-08,7.445019267748876e-09
1959,1.1626122287111684e-08,7.750747821333448e-10
1960,1.2457499698470542e-08,2.7683333403416555e-09
1961,8.33779090214648e-09,6.25334317660986e-09
1962,7.610347574349419e-09,3.170978202238217e-09
1963,1.3578711488548834e-08,7.112658795271898e-09
1964,1.4601524378488051e-08,3.6503810529886493e-09
1965,1.9699356812452606e-08,7.660860612546116e-09
1966,1.2185964237687585e-08,8.308612242657887e-09
1967,2.4158644196248247e-08,4.437302081328198e-09
1968,1.4372531054185345e-08,7.635406973349745e-09
1969,1.0446042669753908e-08,1.8167031212712459e-09
1970,1.5175792733579385e-08,7.3579600190498695e-09
1971,2.0553589163974095e-08,3.596878239697787e-09
1972,1.1286323153836264e-08,3.0780880067027283e-09
1973,1.1577728109557484e-08,3.859242703185828e-09
1974,6.750686232237513e-09,3.3753431161187564e-09
1975,1.3707552426467373e-08,3.998036124386317e-09
1976,7.4275851025262796e-09,2.285410694025103e-09
1977,5.289103821581875e-09,4.11374712072643e-09
1978,8.910887139279566e-09,3.5643548113029055e-09
1979,5.851973239323627e-09,7.022368020415115e-09
1980,5.116635615198817e-09,2.8425752862659692e-09
1981,1.3283654176632353e-08,2.5302198114474095e-09
1982,6.828252629986764e-09,3.1037510339615437e-09
1983,8.841442245000053e-09,3.78918940668882e-09
1984,6.958810416790584e-09,1.1598016991243298e-09
1985,6.015557940663996e-09,1.2031116103372597e-09
1986,9.591176797218992e-09,2.3977941854269602e-09
1987,7.33298027855156e-09,1.8332451112712533e-09
1988,3.597932174415064e-09,2.99827696004229e-09
1989,1.0427432250992297e-08,5.488122178931576e-09
1990,9.807571754727462e-09,2.724325431913144e-09
1991,1.2895223555631219e-08,1.7584396161396398e-09
1992,9.91789939064347e-09,2.2039776670368383e-09
1993,9.970573700002205e-09,1.1078414852150331e-09
1994,2.1099706426497278e-09,2.1099705871385765e-09
1995,9.760411145975922e-09,2.7112254663563817e-09
1996,1.0676184380997711e-08,3.736664311304594e-09
1997,7.671831170341648e-09,2.3974471297094624e-09
1998,7.152193948201102e-09,4.291316191284977e-09
1999,6.8553016596695215e-09,1.8280804647829996e-09
2000,1.1045078629479121e-08,5.3016375733960786e-09
2001,4.381211837767296e-09,1.3143635346768434e-09
2002,7.448076377869484e-09,5.695587723675288e-09
2003,3.333538389771462e-09,1.6667691671301554e-09
2004,1.7619165015858584e-09,2.2023956547378987e-09
2005,6.7556245042510454e-09,5.404499514582994e-09
2006,3.706100981659688e-09,2.8825228315376705e-09
2007,1.2782334662952977e-08,1.1983438408247338e-09
2008,7.2376473703172906e-09,4.6831836186811415e-09
2009,9.059565542202108e-09,4.76819250749827e-09
2010,3.3066551718974324e-09,1.4171379625338432e-09
2011,3.059177577924288e-09,5.3535606503452016e-09
2012,4.765953853791416e-09,2.382976926895708e-09
2013,5.578249862026041e-09,4.183687674075287e-09
2014,3.897801192920269e-09,4.114345752981308e-09
2015,5.098123256885856e-09,7.979671506896935e-09
2016,1.0356700386182638e-08,6.214019965256057e-09
2017,4.024978128569501e-09,5.0312225496895735e-09
2018,3.0977600484760615e-09,6.195520041440972e-09
2019,3.5713827450933877e-09,4.591778068885333e-09
