year,quelques_DET ans_NOUN,quelques_DET lents_ADJ
1906,4.784091645060329e-08,2.572092316910357e-09
1907,3.188562835987341e-08,5.142843373384665e-10
1908,5.991894691526056e-08,4.911389073214423e-10
1909,3.300590289967431e-08,2.750491723269022e-09
1910,3.7409055186898854e-08,2.67207544979442e-09
1911,2.128149745317387e-08,2.6601870706244313e-09
1912,2.6047105361470813e-08,0.0
1913,3.4469432752537443e-08,5.30298971401777e-10
1914,2.6117300322425763e-08,0.0
1915,1.4136914527895783e-08,4.712304768617059e-09
1916,3.625862321499085e-08,0.0
1917,3.3995917192441993e-08,2.1932848870420685e-09
1918,2.5270027848023346e-08,9.189101035644853e-09
1919,2.2098836149897494e-08,9.207848372660976e-10
1920,3.407504101105019e-08,0.0
1921,3.104826579169995e-08,1.5145494858259667e-09
1922,3.2462917132214386e-08,7.377935484775833e-10
1923,3.927900760203329e-08,2.1231896241147297e-09
1924,3.351822286390416e-08,1.289162443462999e-09
1925,5.2791253146722283e-08,0.0
1926,4.6813780962828844e-08,0.0
1927,6.912519356916391e-08,2.2298449753321847e-09
1928,5.8272810354864646e-08,0.0
1929,6.015819509208598e-08,1.1140406375176326e-09
1930,6.72230648923744e-08,0.0
1931,6.158892773555635e-08,0.0
1932,5.150982262946968e-08,1.0959536611565568e-09
1933,5.964744387298992e-08,1.1470662197865522e-09
1934,6.11060571031885e-08,0.0
1935,3.2314367182095793e-08,2.393656828303392e-09
1936,4.7286387694356335e-08,2.424942913137329e-09
1937,4.5328027109547975e-08,0.0
1938,6.871563829058402e-08,1.2965214457594243e-09
1939,5.199977159975333e-08,3.058810094103137e-09
1940,2.5357829613881222e-08,0.0
1941,4.427253941230447e-08,0.0
1942,5.765002475399683e-08,0.0
1943,3.774205836748479e-08,0.0
1944,2.5705489292704442e-08,6.4263723231761105e-09
1945,3.485606603348401e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,2.8610090296865565e-08,1.1920870957027319e-09
1948,2.5005341797168512e-08,3.2615663503321457e-09
1949,1.47255123650325e-08,9.817008317369869e-10
1950,1.914365110877725e-08,4.2541445921528975e-09
1951,2.1322803078760444e-08,1.0661401761424827e-09
1952,3.690681360524195e-08,1.0544803918932644e-09
1953,1.939288907237824e-08,0.0
1954,1.8567819282111486e-08,0.0
1955,2.0648337706319353e-08,9.385607846468247e-10
1956,3.750090726839517e-08,0.0
1957,3.710716001137371e-08,8.835037701437898e-10
1958,2.481672983778438e-08,0.0
1959,3.642851353902188e-08,1.5501495642666896e-09
1960,3.045166674375821e-08,6.920833350854139e-10
1961,3.821487437605242e-08,0.0
1962,3.741754373010053e-08,1.9025869768540815e-09
1963,2.90972388405919e-08,0.0
1964,3.3461826975944575e-08,0.0
1965,3.3379464525751246e-08,5.472043373977442e-10
1966,3.323444852654234e-08,1.1078149508847446e-09
1967,3.451234892315469e-08,0.0
1968,4.626158478515663e-08,0.0
1969,5.0867688172751e-08,4.5417578031781147e-10
1970,3.6329927954881214e-08,4.5987250119061684e-10
1971,4.830093669472291e-08,0.0
1972,3.642404422521395e-08,5.130146862875051e-10
1973,4.465695235822409e-08,2.7566018356850464e-09
1974,3.600365872102884e-08,5.625571675160757e-10
1975,3.369773260430975e-08,5.711480177694739e-10
1976,2.399681336973103e-08,1.7140580621521906e-09
1977,1.82180240893004e-08,5.876781838942691e-10
1978,1.9009891771837317e-08,5.940591352171509e-10
1979,2.4578287849408298e-08,0.0
1980,3.183684260665842e-08,1.1370301367108482e-09
1981,2.9097527054489092e-08,2.5302198669585607e-09
1982,2.9796011546956436e-08,6.207502289967692e-10
1983,1.5156758848000607e-08,6.315316047889041e-10
1984,1.5077422255149742e-08,0.0
1985,2.285912037436333e-08,2.4062232206745193e-09
1986,3.2969669661042644e-08,5.994485463567401e-10
1987,2.3832186002437084e-08,6.110816852533674e-10
1988,2.2786904585458956e-08,5.996553809062277e-10
1989,1.7013178421620978e-08,0.0
1990,2.942271454253742e-08,2.179460389939436e-09
1991,2.9307326343541718e-08,0.0
1992,2.3141765059797592e-08,5.509944167592096e-10
1993,3.268132309219851e-08,0.0
1994,1.9517228500021133e-08,3.164955852952289e-09
1995,2.4943273557731516e-08,1.0844901643380922e-09
1996,3.469759835006414e-08,0.0
1997,3.06873251254558e-08,4.79489448146353e-10
1998,2.6224710625299963e-08,4.768129224785866e-10
1999,3.244842794458691e-08,4.570201161957499e-10
2000,2.3415566707818414e-08,2.2090156370779823e-09
2001,1.883921035839009e-08,2.6287270138425356e-09
2002,1.840113017514966e-08,0.0
2003,2.291807565946158e-08,4.1669229178253886e-10
2004,1.4976290207968646e-08,4.404791253964646e-10
2005,2.5220997068586826e-08,9.007499190971657e-10
2006,2.635449503074483e-08,0.0
2007,3.2355283563489934e-08,3.994479469415779e-10
2008,2.000996635054264e-08,4.257439678578834e-10
2009,1.7165492360859957e-08,9.53638501499654e-10
2010,1.5588516810716158e-08,4.723793023408973e-10
2011,1.3001504706178224e-08,3.4415748029203996e-09
2012,1.9063814638009546e-08,2.0425516833455504e-09
2013,1.7292575871241667e-08,1.6734750252211938e-09
2014,2.187099648609525e-08,2.8150787950709244e-09
2015,2.1057465660057062e-08,2.21657536769726e-09
2016,2.1127669169729302e-08,2.899876172524074e-09
2017,1.6854595330517697e-08,2.5156112748447867e-09
2018,1.626323964387666e-08,4.3884932354743e-09
2019,2.2448692738041842e-08,3.06118530524202e-09
