year,vos_DET yeux_NOUN,vos_DET lieux_NOUN
1900,3.3695125267740877e-06,5.710158568206225e-09
1901,3.2800308673586187e-06,1.1177477832191585e-09
1902,2.7748014801431964e-06,2.9461704187383475e-09
1903,2.9712011979654562e-06,4.320176216765503e-09
1904,3.088259724393083e-06,1.1286712897629059e-08
1905,3.374104338149664e-06,2.580379465655369e-09
1906,3.403906859489325e-06,2.572092316910357e-09
1907,3.44776222505061e-06,5.65712765521198e-09
1908,3.057339654333191e-06,0.0
1909,3.2158750116195733e-06,7.151278680339601e-09
1910,3.2791708051149726e-06,3.740905363258662e-09
1911,3.118803419965843e-06,9.044636151145369e-09
1912,3.4080033657346576e-06,4.167536982180309e-09
1913,3.102779174923853e-06,4.242391771214216e-09
1914,2.808614347316052e-06,6.696743715117748e-10
1915,2.755520306152448e-06,2.3561523843085297e-09
1916,2.877616381624648e-06,1.0987462051303964e-09
1917,2.8414004873411614e-06,1.315970976634162e-08
1918,2.8394322555413964e-06,4.594550517822427e-09
1919,2.9934716110346926e-06,7.366278920173386e-09
1920,2.7366046495558294e-06,3.028892692213958e-09
1921,2.944284133832298e-06,2.2718242842501013e-09
1922,2.9895395528001245e-06,1.4755870969551665e-09
1923,2.8949690289437058e-06,2.1231896241147297e-09
1924,3.105592426777548e-06,6.445812328337297e-09
1925,3.0882883663707617e-06,5.499089184013428e-09
1926,3.0596150395467703e-06,7.802296586589819e-09
1927,2.992451925365458e-06,1.0034302277972529e-08
1928,2.314915960255348e-06,7.998228745975666e-09
1929,2.6848379803823264e-06,5.570202965543558e-09
1930,2.483051815715953e-06,3.1510811737689437e-09
1931,2.0746343594169048e-06,1.1405356659111021e-08
1932,2.1699883347992e-06,6.575722188983946e-09
1933,1.889218118833469e-06,1.1470662197865522e-09
1934,2.2070070855306767e-06,3.5944740517379614e-09
1935,1.992719305121682e-06,7.180970484910176e-09
1936,2.0502891544538215e-06,7.274828739411987e-09
1937,1.9440686571670085e-06,7.554670666820584e-09
1938,2.061469189129639e-06,1.9447821131279852e-08
1939,1.9530502441966746e-06,6.117620188206274e-09
1940,1.5823285721694447e-06,5.0715658339584024e-09
1941,1.950943186557197e-06,2.9515025978810172e-09
1942,2.5457036301190783e-06,0.0
1943,2.560653413752334e-06,2.9032352077962287e-09
1944,2.522351053357852e-06,3.2131861615880553e-09
1945,2.1806826211445696e-06,2.178504043826024e-09
1946,2.582364942327331e-06,8.352662561605939e-09
1947,2.5772923777367396e-06,3.5762612871081956e-09
1948,2.2939682509104387e-06,5.435944139264848e-09
1949,1.8328354443042372e-06,9.817008317369869e-10
1950,3.259738321048644e-06,6.381216888229346e-09
1951,2.519289267866043e-06,2.1322803522849654e-09
1952,2.0667815476826945e-06,7.381362632230548e-09
1953,1.7733720056867242e-06,2.1547654771580937e-09
1954,1.98577933474553e-06,1.9545072227344917e-09
1955,1.761678561251756e-06,8.447047505910632e-09
1956,1.9125463168734314e-06,6.104799332717903e-09
1957,1.8244352304463973e-06,8.835037590415595e-09
1958,2.0597885992401643e-06,3.3088973783179654e-09
1959,1.8601794522510318e-06,3.8753737996444215e-09
1960,2.3994528532966797e-06,1.3841666701708277e-09
1961,2.315821440390664e-06,1.181187059273725e-08
1962,2.3630129390994625e-06,6.976152100435229e-09
1963,2.2560059846910008e-06,5.819448034571906e-09
1964,2.5686513822620327e-06,8.517555549758526e-09
1965,2.313032823053618e-06,6.566452104284082e-09
1966,1.9508621065256193e-06,7.200797291773142e-09
1967,2.431148359960389e-06,1.1832804958089582e-08
1968,3.0375445447816674e-06,8.084548142051062e-09
1969,2.507504412108119e-06,1.1808570121729645e-08
1970,2.1223115425073047e-06,8.277704743875347e-09
1971,2.2336613056950227e-06,4.624557625731995e-09
1972,2.0135826872547113e-06,1.0773308467548759e-08
1973,1.6853864011068254e-06,1.1026407342740185e-08
1974,1.3450742137877114e-06,7.313243344242437e-09
1975,1.503832763205537e-06,7.4249242310031605e-09
1976,1.383816190525522e-06,1.314111219841152e-08
1977,1.267034129170952e-06,4.11374712072643e-09
1978,1.6645536931036986e-06,1.2475242172627077e-08
1979,1.6806868003982345e-06,5.266775904289034e-09
1980,1.5600053728803687e-06,6.253665585376211e-09
1981,1.4713228182472449e-06,1.075343419865149e-08
1982,1.4811100754741346e-06,6.828252629986764e-09
1983,1.3590560428156095e-06,8.209910973278056e-09
1984,1.4172776339194115e-06,4.059305780401701e-09
1985,1.369141049423206e-06,6.015558051686298e-09
1986,1.751588705189988e-06,1.2588419251446936e-08
1987,1.6933073609948224e-06,1.2221633483022742e-08
1988,1.1885170003722578e-06,5.99655392008458e-09
1989,1.4362416038693482e-06,7.134558721588746e-09
1990,1.2956891950466343e-06,8.717841559757744e-09
1991,1.4108546935176491e-06,1.2309077312977479e-08
1992,1.3510382999015746e-06,7.713921945651236e-09
1993,1.5122036352011037e-06,8.308810806045841e-09
1994,1.4448024288071792e-06,1.3187316072471589e-08
1995,1.6549319710179589e-06,9.218166396873784e-09
1996,1.3505373601674364e-06,1.0676184380997711e-08
1997,1.2524264043634048e-06,1.774110913732585e-08
1998,1.3613008817969785e-06,1.144351013948608e-08
1999,1.6215073443959227e-06,9.597422245821718e-09
2000,1.3280602715326495e-06,1.2370487856294687e-08
2001,1.391910949166686e-06,1.0514908055370142e-08
2002,1.5123977092912355e-06,2.2782350894701153e-08
2003,1.3880020262035941e-06,1.3750845795357236e-08
2004,1.390152064573158e-06,1.7178685141061578e-08
2005,1.5204658083689537e-06,1.2160123685767132e-08
2006,1.5108537851915571e-06,1.1530091881262194e-08
2007,1.842253880113276e-06,1.2782334302130494e-08
2008,1.9413924476907596e-06,2.043571098453434e-08
2009,2.0250513443897944e-06,1.5735035052699686e-08
2010,2.2513597670581476e-06,2.4563723499682055e-08
2011,3.1406281379986467e-06,3.326855579910415e-08
2012,3.7664652694502365e-06,4.3914858527394074e-08
2013,3.535215881811382e-06,3.5700801426230555e-08
2014,3.775670236905171e-06,3.5946391085950324e-08
2015,4.3178888802231086e-06,3.1697029001520605e-08
2016,4.47119474245028e-06,2.8584493133587685e-08
2017,3.895172596912744e-06,3.069045875769838e-08
2018,4.045674572239477e-06,3.665682857256769e-08
2019,4.163467266948828e-06,2.729556819458523e-08
