year,dix_DET êtres_NOUN,dix_DET lettres_NOUN
1800,3.144164484325529e-09,1.22622413556428e-07
1801,0.0,1.0477203549186243e-07
1802,2.2378401354217203e-09,6.937304419807333e-08
1803,0.0,5.265916058760922e-08
1804,0.0,3.9549613362055425e-08
1805,8.528632911009026e-09,3.4114532976303735e-08
1806,2.881669125542885e-08,1.729001475325731e-08
1807,0.0,6.547997077888112e-08
1808,0.0,8.611080914988634e-08
1809,0.0,1.0165637576164954e-07
1810,9.360507036149102e-09,3.7442028144596406e-08
1811,0.0,5.0141537144554604e-08
1812,0.0,9.068507722531649e-08
1813,0.0,4.026038169513413e-08
1814,6.293354282149721e-09,5.664018587481223e-08
1815,0.0,7.821948555530867e-08
1816,4.6352077731626196e-09,3.476405829871965e-08
1817,0.0,6.071806135654612e-08
1818,0.0,1.0013789086826819e-07
1819,0.0,1.159317628562917e-07
1820,0.0,9.374520004712394e-08
1821,2.2681422962023134e-08,1.0354562363090736e-07
1822,2.0051231786055723e-09,8.120748873352568e-08
1823,0.0,1.4922857882737617e-07
1824,0.0,1.0189546628680546e-07
1825,0.0,6.692136444996777e-08
1826,4.403992281964975e-09,4.4039921931471326e-08
1827,0.0,5.069500019772022e-08
1828,0.0,7.888178998882722e-08
1829,0.0,6.68707736406482e-08
1830,0.0,6.888311654407175e-08
1831,0.0,1.527938229273218e-07
1832,0.0,7.576782934393123e-08
1833,0.0,7.066013552048389e-08
1834,1.7735608537350345e-08,5.6940637760405366e-08
1835,4.5378527602224494e-09,5.7479468296151026e-08
1836,0.0,5.5110151442328004e-08
1837,0.0,9.184416294161224e-08
1838,0.0,8.963269926276496e-08
1839,0.0,8.459684863737493e-08
1840,0.0,5.7327197544587705e-08
1841,1.926164561183441e-09,7.512041566570815e-08
1842,6.708265054555795e-10,1.0867389299562547e-07
1843,3.5441467538532834e-09,6.911086197769478e-08
1844,0.0,6.860701706745687e-08
1845,0.0,7.31009855425846e-08
1846,1.1709002656346001e-09,7.435216708984171e-08
1847,0.0,8.14376797109162e-08
1848,0.0,4.98803736093123e-08
1849,1.6758829879393033e-09,6.70353177412153e-08
1850,1.3577992064028876e-09,1.0998173838316916e-07
1851,6.449438760824933e-09,8.771236958970974e-08
1852,0.0,7.031389381850772e-08
1853,0.0,1.0152283858033684e-07
1854,1.0391328908454511e-09,9.352196111978017e-08
1855,0.0,8.75644623477001e-08
1856,0.0,1.2062851179051037e-07
1857,9.763018171682347e-10,9.27486727420046e-08
1858,3.9149408159744326e-09,7.389450684680554e-08
1859,0.0,7.48549486839778e-08
1860,4.577183909670879e-10,8.193159517499993e-08
1861,4.715963730639317e-10,6.838147492693736e-08
1862,0.0,7.545037361555984e-08
1863,0.0,9.739510975492749e-08
1864,0.0,6.089304305234577e-08
1865,9.41368871743009e-10,9.27248364757105e-08
1866,1.4596839292835284e-09,9.633913866657906e-08
1867,4.85281148598915e-10,8.104195003966197e-08
1868,9.87974813071446e-10,7.409811431102753e-08
1869,0.0,6.495080540069864e-08
1870,5.734048791339319e-10,1.164011913523666e-07
1871,0.0,9.983906901211981e-08
1872,4.23313739617015e-09,7.014913494529651e-08
1873,0.0,7.422645253996052e-08
1874,5.974609140757536e-10,1.2845409536055286e-07
1875,2.2886108563824337e-09,6.865832735680755e-08
1876,6.04601479992084e-10,8.524881001115148e-08
1877,4.329371083855449e-09,1.0328642630064166e-07
1878,0.0,5.495570742919398e-08
1879,0.0,8.675242124667193e-08
1880,0.0,9.24169876181935e-08
1881,0.0,5.2293806618308736e-08
1882,0.0,8.385784999731527e-08
1883,0.0,9.73178213570236e-08
1884,0.0,9.572460868412236e-08
1885,6.445635691854079e-10,9.926279176397657e-08
1886,0.0,9.486591956431312e-08
1887,0.0,8.487602004558781e-08
1888,5.706553452000662e-09,9.827952673902018e-08
1889,3.759081934617825e-09,9.836264958096308e-08
1890,4.5880703680722945e-09,4.7191581753480705e-08
1891,1.9122659011827636e-09,6.119251416691895e-08
1892,0.0,1.0719156229299642e-07
1893,6.158416554491453e-10,1.3548516086814288e-07
1894,2.520615716150587e-09,5.671385272520979e-08
1895,7.22233739480771e-09,9.389038879703548e-08
1896,3.5382172747233653e-09,1.0142889905750962e-07
1897,2.330685422435863e-09,8.040864918346102e-08
1898,0.0,8.996784339743158e-08
1899,0.0,8.070264101434077e-08
1900,0.0,1.3289096401081224e-07
1901,1.1177477832191585e-09,1.0506828918011024e-07
1902,0.0,7.463631668258586e-08
1903,1.0800440541913758e-09,1.4958610261572858e-07
1904,4.299700151477737e-09,1.3275324306505354e-07
1905,3.096455536422127e-09,9.392581645784048e-08
1906,2.572092316910357e-09,8.74511369985953e-08
1907,5.142843373384665e-10,8.691405523064688e-08
1908,9.822778146428846e-10,6.974172661600164e-08
1909,1.1001967115120692e-09,1.1001966954138354e-07
1910,1.068830135508847e-09,9.566029723906411e-08
1911,0.0,1.0108711157030825e-07
1912,5.209421227725386e-10,1.0210465362092691e-07
1913,1.0605979205990934e-08,7.318125883060134e-08
1914,0.0,9.911180809396569e-08
1915,0.0,6.125996232508868e-08
1916,2.197492410260793e-09,6.15297874873022e-08
1917,2.1932848870420685e-09,5.70254080622945e-08
1918,0.0,6.89182577673364e-08
1919,2.762354567309444e-09,7.274200108930984e-08
1920,0.0,8.708066667750813e-08
1921,3.0290989716519334e-09,6.512562844562808e-08
1922,2.2133805899215986e-09,7.599273449399035e-08
1923,1.0615948120573648e-09,7.96196077956779e-08
1924,0.0,1.1215713324741472e-07
1925,4.399271169575059e-09,8.46859709024983e-08
1926,1.1146138456652466e-09,1.0477370104844397e-07
1927,2.2298449753321847e-09,7.69296528702057e-08
1928,2.2852082448565625e-09,9.140832601950422e-08
1929,1.1140406375176326e-09,1.247725491815288e-07
1930,2.100720708497761e-09,1.0188495735974357e-07
1931,0.0,6.729160606511186e-08
1932,1.0959536611565568e-09,9.2060109091463e-08
1933,2.2941324395731044e-09,9.750063045821378e-08
1934,4.7926320689839486e-09,1.102305411393445e-07
1935,3.590485242455088e-09,8.01875019718068e-08
1936,6.0623572828433225e-09,6.668592877900892e-08
1937,0.0,9.569249925789336e-08
1938,2.5930428915188486e-09,5.8343464615084883e-08
1939,0.0,7.952906155850314e-08
1940,0.0,9.128818634351887e-08
1941,2.9515025978810172e-09,1.1806010036252701e-07
1942,0.0,1.3957374278561474e-07
1943,0.0,1.1032293745216748e-07
1944,0.0,1.0603514333240582e-07
1945,6.535512131478072e-09,1.0238968783937707e-07
1946,4.1763312808029696e-09,6.542919095409161e-08
1947,1.1920870957027319e-09,7.152522463194089e-08
1948,0.0,5.0010682706158605e-08
1949,1.9634016634739737e-09,4.417653620691908e-08
1950,4.2541445921528975e-09,7.444752903040808e-08
1951,9.595261474260042e-09,1.204738429017027e-07
1952,0.0,7.592259032573878e-08
1953,2.1547654771580937e-09,6.141081532184955e-08
1954,0.0,6.3521485849094e-08
1955,5.631364707880948e-09,6.945349628750819e-08
1956,1.744228317335228e-09,5.843164863073014e-08
1957,0.0,5.477723241664734e-08
1958,1.6544486891589827e-09,7.693186709900601e-08
1959,3.8753737996444215e-09,5.8130608437956255e-08
1960,6.920833350854139e-10,9.827583646870863e-08
1961,4.16889545107324e-09,1.0491720692229478e-07
1962,2.5367825617905737e-09,9.195836891962017e-08
1963,2.5864212993553792e-09,8.599850787049945e-08
1964,3.041984220075733e-09,7.604960150509044e-08
1965,3.2832261354087677e-09,8.481667479465216e-08
1966,0.0,6.9238432764962e-08
1967,2.9582012395223956e-09,8.67739029519754e-08
1968,3.1439910674890825e-09,9.297231018390306e-08
1969,2.2708788183223305e-09,7.085142067486672e-08
1970,3.6789800095249348e-09,8.599615508586567e-08
1971,2.0553589941130213e-09,9.249115295872912e-08
1972,2.0520587451500205e-09,7.541315771852908e-08
1973,1.6539611902288698e-09,7.718485228735972e-08
1974,1.6876715580593782e-09,6.919453210407767e-08
1975,5.711480177694739e-10,7.482039032780108e-08
1976,2.285410749536254e-09,6.856232448448907e-08
1977,5.876781838942691e-10,6.640763317022902e-08
1978,5.940591352171509e-10,7.782174682446907e-08
1979,1.1703946700691858e-09,5.383815582238327e-08
1980,1.7055452605774235e-09,6.253665857380852e-08
1981,3.795329828193417e-09,1.0184135057489385e-07
1982,1.2415004579935385e-09,5.2143017903460986e-08
1983,3.157658134966823e-09,6.820541287311244e-08
1984,2.8995041922996734e-09,7.422730763373409e-08
1985,1.2031116103372597e-09,5.2936909966661005e-08
1986,1.1988970927134801e-09,6.953603048920343e-08
1987,1.2221633705067347e-09,5.866384233943478e-08
1988,1.798966087207532e-09,5.276967302014768e-08
1989,2.1952488715726304e-09,5.817409576280852e-08
1990,3.2691906959314565e-09,5.775570177668499e-08
1991,2.344586080837985e-09,6.682070391450523e-08
1992,2.2039776670368383e-09,5.565043725841434e-08
1993,0.0,7.810282598441631e-08
1994,1.0549853213248639e-09,6.27716285617197e-08
1995,0.0,5.47667529104956e-08
1996,2.6690460952494277e-09,6.405710428758482e-08
1997,9.58978896292706e-10,6.904648097716404e-08
1998,4.768129224785866e-10,8.296545028763092e-08
1999,1.8280804647829996e-09,4.661605271238933e-08
2000,4.4180314962005696e-10,6.141063757514331e-08
2001,1.3143635069212678e-09,7.448059935466489e-08
2002,3.504977197366088e-09,5.345090237085515e-08
2003,2.9168460979889232e-09,6.625407494853519e-08
2004,2.642874807889939e-09,9.073869780551469e-08
2005,0.0,7.43118651058694e-08
2006,2.0589450144825605e-09,5.6826881644767013e-08
2007,1.5977917877663117e-09,6.830559834414274e-08
2008,4.257439678578834e-10,6.51388257777441e-08
2009,9.53638501499654e-10,4.720510515809906e-08
2010,4.723793023408973e-10,5.243410416966299e-08
2011,2.2943831279320648e-09,3.556294092543766e-08
2012,2.0425516833455504e-09,4.357443300628816e-08
2013,3.3469500504423877e-09,4.8530775398347714e-08
2014,1.0827225782605865e-09,5.132105092287009e-08
2015,1.994917786518613e-09,4.676974137141077e-08
2016,1.86420612280358e-09,5.4269108901161545e-08
2017,2.264050280587071e-09,3.7482609904770925e-08
2018,1.8070267504555204e-09,4.0270881740411824e-08
2019,1.02039510174734e-09,6.17339046549148e-08
