year,distances_NOUN égales_ADJ,distances_NOUN egales_ADJ,distances_NOUN légales_ADJ
1851,2.5410787429791526e-07,0.0,4.643595974407333e-08
1852,2.6432815047883196e-07,0.0,7.16159989089249e-08
1853,3.027769537311542e-07,1.1943863675867306e-09,6.03165117851745e-08
1854,2.779680414732866e-07,5.195664454227256e-10,2.9095720499583422e-08
1855,3.1788553656042495e-07,5.306937111981824e-10,1.952952892736448e-07
1856,2.1381791270869144e-07,0.0,3.520488706110214e-08
1857,2.909379475113383e-07,0.0,3.905207274224054e-08
1858,3.224932356715726e-07,0.0,3.2787629944408536e-08
1859,2.255832782793732e-07,1.018434669930457e-09,2.1896345403504824e-08
1860,2.3389409875562706e-07,0.0,5.58416450857635e-08
1861,2.2825264522907673e-07,0.0,1.8392258938071393e-08
1862,2.042129807477977e-07,4.517986262886353e-10,1.581295208663569e-08
1863,1.8530043632836168e-07,4.994620828036034e-10,1.2986014041871385e-08
1864,2.723405430060666e-07,0.0,2.3973640073116087e-08
1865,1.8262555556702864e-07,0.0,1.223779538817027e-08
1866,2.4717314772715326e-07,0.0,1.6056522833540754e-08
1867,3.401820833914826e-07,0.0,1.067618526917613e-08
1868,2.628013078265212e-07,9.87974813071446e-10,2.6181333323549438e-08
1869,2.314788076773766e-07,0.0,3.2719578713091835e-08
1870,2.6433966127115127e-07,0.0,1.1468098026767848e-08
1871,2.2198260296590888e-07,0.0,2.75088487100561e-07
1872,2.9813384117005626e-07,0.0,3.386509994651732e-08
1873,2.6218700099889247e-07,0.0,1.7359413795325906e-08
1874,2.1568338581801072e-07,1.1949218281515073e-09,4.3017185535898506e-08
1875,2.4716996449569706e-07,0.0,1.888104017577774e-08
1876,2.539326260375674e-07,6.04601479992084e-10,1.6928841439778353e-08
1877,2.0224348418196314e-07,6.184815992682502e-10,2.412078248248406e-08
1878,2.2706973368258332e-07,6.039088673581716e-10,3.985798580075084e-08
1879,2.2299036572803743e-07,0.0,2.6881032066938815e-08
1880,2.1307249653546023e-07,0.0,5.776061406947974e-09
1881,2.4543226118112216e-07,6.972507571312292e-10,5.717456064147086e-08
1882,1.7503663229945232e-07,0.0,4.1263386485468345e-08
1883,1.9400370376843057e-07,1.8958017378167824e-09,2.338155358216909e-08
1884,2.5944669346245064e-07,6.601696966868076e-10,3.1688146329145184e-08
1885,2.2495268581224082e-07,6.445635691854079e-10,3.674012249987868e-08
1886,2.0134807243721298e-07,0.0,2.323247039193177e-08
1887,1.9390905947602732e-07,0.0,2.5462805863796234e-08
1888,2.3206649757412379e-07,1.268122939990235e-09,2.9800889311815126e-08
1889,1.741708075542192e-07,0.0,2.1927978433033957e-08
1890,1.664814135438064e-07,0.0,2.949473953961501e-08
1891,2.2692223922149424e-07,1.2748440081367107e-09,1.784781655800316e-08
1892,1.3916097429955698e-07,0.0,3.19694137829174e-08
1893,2.2478219818822254e-07,0.0,2.3401982740534066e-08
1894,1.7203201707616245e-07,0.0,2.0164925285115487e-08
1895,1.2639090130051045e-07,6.018614495673091e-10,2.4074457538603156e-08
1896,1.4211839527433767e-07,0.0,6.250850603795044e-08
1897,1.019674868985021e-07,0.0,3.2046923781337e-08
1898,1.2504963819992554e-07,0.0,2.8857610523402855e-08
1899,1.7743526825597655e-07,1.6582735185011188e-09,3.4823742112166656e-08
1900,1.5261696262314217e-07,0.0,2.699347678714048e-08
1901,1.441894710296765e-07,0.0,2.4031576839611546e-08
1902,3.5697763678399497e-07,0.0,2.9461703132671602e-08
1903,1.3932567810570617e-07,0.0,2.59210564124146e-08
1904,1.0534265015849087e-07,0.0,4.5146850702337815e-08
1905,8.102392001774206e-08,5.160759042333041e-10,3.5093160932753165e-08
1906,1.2603251775544777e-07,1.5432553013283723e-09,2.1605574662686422e-08
1907,1.1725683179975022e-07,1.028568674676933e-09,1.594281451300361e-08
1908,9.871892103774371e-08,4.911389073214423e-10,3.0450611587795606e-08
1909,1.3807468235427223e-07,3.300590023513905e-09,4.51080635066603e-08
1910,8.069667245536039e-08,0.0,3.527139402770274e-08
1911,1.0853563026103075e-07,0.0,1.968538376750928e-08
1912,1.1512820918824218e-07,0.0,4.375913736920367e-08
1913,9.545381374209683e-08,0.0,1.7499865334613673e-08
1914,1.011208325962798e-07,7.366418142140674e-09,1.6741860009439335e-08
1915,1.4372530188211385e-07,1.1780761921542648e-09,4.476689507981746e-08
1916,1.0657838345196069e-07,1.0987462051303964e-09,2.1974924324652534e-08
1917,8.882803825827068e-08,0.0,8.773139215101367e-09
1918,7.236417332023848e-08,0.0,1.378365155346728e-08
1919,8.287063479883727e-08,0.0,6.445493971884986e-09
1920,1.2872793320184428e-07,0.0,1.590168663412328e-08
1921,8.935842288337881e-08,0.0,9.844571990935691e-09
1922,8.337067214370109e-08,0.0,8.853522970309058e-09
1923,1.1889861895042486e-07,0.0,4.246379248229459e-09
1924,1.0700048136413898e-07,0.0,1.2891624656674594e-08
1925,9.898359820681435e-08,0.0,7.698724546756353e-09
1926,7.244990030130793e-08,1.1146138456652466e-09,4.458455382660986e-09
1927,1.1149224832252003e-07,0.0,1.1149224654616319e-08
1928,9.597874850442167e-08,1.1426041224282812e-09,4.570416489713125e-09
1929,7.129860080112849e-08,0.0,8.912325100141061e-09
1930,1.2604324695075775e-07,0.0,2.100720719599991e-08
1931,9.124285327288817e-08,0.0,1.3686427990933225e-08
1932,9.425201596968691e-08,2.1919073223131136e-09,8.767629289252454e-09
1933,4.817677989876756e-08,1.1470662197865522e-09,1.7205993074753678e-08
1934,8.147474517272713e-08,0.0,5.990790086229936e-09
1935,4.547948151412129e-08,0.0,9.574627313213568e-09
1936,6.062357016389797e-08,0.0,6.0623572828433225e-09
1937,6.295559273894469e-08,0.0,1.5109342110797286e-08
1938,8.81634605320869e-08,0.0,9.075650009293668e-09
1939,5.8117393564316444e-08,0.0,6.117620188206274e-09
1940,1.6736167651743017e-07,0.0,1.01431314458722e-08
1941,1.0330258959356797e-07,0.0,1.7709015587286103e-08
1942,9.709477666319799e-08,0.0,6.068423541449874e-09
1943,1.1612940653549231e-07,0.0,0.0
1944,8.996921252446555e-08,0.0,6.4263723231761105e-09
1945,7.84261473540937e-08,0.0,4.357008087652048e-09
1946,6.12528623378239e-08,0.0,1.1136883415474585e-08
1947,7.867775053682635e-08,0.0,2.1457567722649173e-08
1948,6.305695166020087e-08,0.0,9.784699050996437e-09
1949,6.086545312200542e-08,9.817008317369869e-10,4.908504269707237e-09
1950,7.763814124928103e-08,0.0,1.914365022059883e-08
1951,5.330700858507953e-08,0.0,1.7058242818279723e-08
1952,9.068531170441929e-08,0.0,2.530752918339374e-08
1953,8.726799904934524e-08,0.0,5.386913581872932e-09
1954,8.99073313576082e-08,0.0,1.074978994708431e-08
1955,8.353190850129977e-08,0.0,1.8771215692936494e-09
1956,6.192010459926678e-08,0.0,2.0058624761176702e-08
1957,7.068030072332476e-08,0.0,6.184526502028831e-09
1958,7.52774127477096e-08,0.0,1.6544486891589827e-09
1959,7.440718263751478e-08,1.5501495642666896e-09,2.4802393916445453e-08
1960,7.958958292419993e-08,0.0,1.1073333361366622e-08
1961,5.211119358250471e-08,6.948159270159238e-10,1.320150300188061e-08
1962,7.800606027785761e-08,0.0,7.610347907416326e-09
1963,6.918676831446646e-08,0.0,1.4871922138226523e-08
1964,6.753204928600098e-08,1.2167936658258327e-09,9.125952438182594e-09
1965,7.770301380105593e-08,2.188817349590977e-09,2.681301314311213e-08
1966,7.256188183646373e-08,0.0,1.1632056873267516e-08
1967,5.916402656680475e-08,0.0,1.6763140209263838e-08
1968,8.354033553814588e-08,0.0,9.431972952667067e-09
1969,4.5871754394966047e-08,0.0,9.537691525451919e-09
1970,4.046878032681889e-08,0.0,2.483311556389367e-08
1971,5.7550053611521435e-08,0.0,2.569198631618974e-09
1972,6.05357328709033e-08,0.0,5.643161493651405e-09
1973,4.6310912438229934e-08,0.0,1.2129048654330177e-08
1974,4.837991696149402e-08,1.1251143350321513e-09,2.812785870887069e-08
1975,4.683413834527528e-08,0.0,1.9419032604162112e-08
1976,5.1993094274394025e-08,0.0,5.142174241967723e-09
1977,3.702372453062708e-08,1.7630346071939584e-09,1.1753563677885381e-09
1978,4.7524729041015235e-08,0.0,4.1584139465200565e-09
1979,3.803782533395861e-08,0.0,7.0223681314374176e-09
1980,4.207011627954671e-08,0.0,1.4781391666218724e-08
1981,3.858585273519566e-08,0.0,1.2651099057237047e-09
1982,3.600351305976801e-08,0.0,1.2415004579935385e-09
1983,3.915495838668903e-08,0.0,1.2630632095778083e-09
1984,5.625038212997424e-08,0.0,5.799008495621649e-10
1985,3.428868211585723e-08,0.0,1.4437339324047116e-08
1986,2.937297871596911e-08,0.0,1.7983456945813714e-09
1987,3.177624918748734e-08,0.0,3.6664902225425067e-09
1988,3.47800117594943e-08,0.0,1.798966087207532e-09
1989,2.7440611560791695e-08,0.0,3.2928733073589456e-09
1990,2.6153525567451652e-08,0.0,3.160217509901031e-08
1991,4.1616402768340777e-08,0.0,6.4476117778156095e-09
1992,3.305966345124034e-08,0.0,1.65298330578878e-09
1993,2.6034275180109034e-08,0.0,2.7696036575264316e-09
1994,3.323203756622206e-08,0.0,1.0549853213248639e-09
1995,2.6027763055935793e-08,5.422450821690461e-10,4.880205572987961e-09
1996,3.4697599460287165e-08,0.0,3.736664533349199e-09
1997,1.8700088588730068e-08,0.0,1.438468344439059e-09
1998,2.4794271524797296e-08,1.43043876743576e-09,1.43043876743576e-09
1999,2.0565904534919355e-08,4.570201161957499e-10,5.4842413388378475e-09
2000,2.076474814316498e-08,0.0,3.976228457602815e-09
2001,2.8039755406439326e-08,0.0,1.7524847129024579e-09
2002,3.023042793870445e-08,0.0,2.6287327870022636e-09
2003,2.5001536840818517e-08,0.0,4.583615265119079e-09
2004,2.4666830356068203e-08,0.0,3.0833537945085254e-09
2005,2.567137258324692e-08,0.0,0.0
2006,3.1295964930677656e-08,0.0,1.6471559671771274e-09
2007,2.1170741604237264e-08,1.997239706952314e-09,2.3966877371606188e-09
2008,3.661398295662366e-08,0.0,6.3861596011349775e-09
2009,2.813233557219519e-08,0.0,1.430457752249481e-09
2010,2.645324137517946e-08,4.723793023408973e-10,4.2514138876015295e-09
2011,1.6825476123472072e-08,0.0,3.059177577924288e-09
2012,2.0765941854961056e-08,0.0,3.404252713057332e-09
2013,2.5659950608769577e-08,0.0,5.0204250756635815e-09
2014,1.6890473020225727e-08,0.0,3.681256854903836e-09
2015,2.549061761669691e-08,0.0,4.43315073539452e-09
2016,3.976973061980971e-08,0.0,4.764082017771898e-09
2017,1.1823373391450787e-08,0.0,6.792150675227759e-09
2018,1.987729447705533e-08,2.5814667070633845e-10,6.195520096952123e-09
2019,2.1428297358738746e-08,0.0,5.867272001580659e-09
