year,obligations_NOUN égales_ADJ,obligations_NOUN légales_ADJ
1800,3.144164484325529e-09,2.2009151834367913e-08
1801,4.7623651688866175e-09,7.143547975374531e-09
1802,0.0,9.398928568771225e-08
1803,0.0,3.900678446910888e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,2.842877711017877e-09
1806,0.0,2.881669125542885e-09
1807,0.0,6.832692633906845e-08
1808,0.0,2.2660739951163578e-09
1809,2.259030518203531e-09,0.0
1810,4.680253518074551e-09,2.3401267590372754e-09
1811,1.504245972228091e-08,2.5070767684098882e-09
1812,2.6672082320544632e-09,0.0
1813,0.0,8.627225156487839e-09
1814,0.0,1.0384034254684593e-07
1815,0.0,8.90083740046066e-08
1816,4.6352077731626196e-09,8.806894413737609e-08
1817,1.556873407970727e-09,1.556873407970727e-09
1818,7.152706427149269e-09,1.0609847578280096e-07
1819,1.2421260464634543e-08,2.7947835379293906e-08
1820,8.306536791735653e-09,2.1359666035891678e-08
1821,3.94459531705138e-09,9.861488292628451e-09
1822,0.0,2.0051231786055723e-08
1823,2.9648061783404955e-09,1.2847493069401139e-08
1824,1.0105335235266466e-08,1.2631669044083083e-08
1825,4.4027217427355936e-09,3.434122675116669e-08
1826,0.0,7.927186018719112e-09
1827,7.373818444733615e-09,4.885154680778214e-08
1828,0.0,5.044765671868845e-08
1829,3.429270423183084e-09,3.2578069852906566e-08
1830,1.6698937344017395e-08,3.652892677230568e-08
1831,1.5591206548037917e-08,2.182768810143898e-08
1832,1.3529969367098715e-09,2.841293600397421e-08
1833,0.0,4.749287718652795e-08
1834,9.334530925997342e-10,5.2273371409228275e-08
1835,6.050470346963266e-09,1.663879345414898e-08
1836,3.36037508930076e-09,3.5619976301859424e-08
1837,3.478945576063097e-09,3.89641890974346e-08
1838,6.312161904276081e-10,5.491580967742493e-08
1839,2.7965900706306e-09,3.705482010118999e-08
1840,8.917564464638872e-09,5.159447907798764e-08
1841,1.2841097074556274e-09,4.494383887276854e-08
1842,6.708265054555795e-10,4.9641162291891305e-08
1843,6.497602011990011e-09,4.902736350231862e-08
1844,1.5367971784030487e-08,3.732221737218211e-08
1845,1.3950569588416784e-08,3.2923343162849505e-08
1846,1.1709002656346001e-09,3.9225158454669895e-08
1847,1.0786447290911383e-09,6.36400363518419e-08
1848,1.6090443422100975e-09,3.378993085334514e-08
1849,1.3407063903514427e-08,4.608678239037545e-08
1850,8.146795238417326e-09,6.585326417507531e-08
1851,6.449438760824933e-09,6.642921590582773e-08
1852,0.0,5.078225484567156e-08
1853,7.763511611358354e-09,3.4637203327747557e-08
1854,5.195664454227256e-10,4.052618152172727e-08
1855,0.0,4.086341576226005e-08
1856,5.177189232874468e-10,4.814786080942213e-08
1857,0.0,2.147863931156735e-08
1858,1.468102750479261e-09,7.683071601150004e-08
1859,1.5276520048956854e-09,6.976277622250393e-08
1860,4.577183909670879e-10,9.29168351149201e-08
1861,2.357981809808507e-09,8.064298084864419e-08
1862,6.325180823552046e-09,5.602302977081308e-08
1863,3.995696662428827e-09,6.742737979070768e-08
1864,8.63051052846231e-09,6.808513575151665e-08
1865,1.882737743486018e-09,6.307171673824996e-08
1866,0.0,5.7900795269461014e-08
1867,2.426405742994575e-09,4.949867538073249e-08
1868,9.385760613156435e-09,6.323039003497399e-08
1869,0.0,8.98567549256768e-08
1870,6.307453670473251e-09,7.454263339923273e-08
1871,5.3105884134652115e-09,8.496941461544338e-08
1872,4.23313739617015e-09,4.898344840853497e-08
1873,4.788803575905831e-09,1.0475508105400877e-07
1874,9.559374625212058e-09,6.691562104421678e-08
1875,2.2886108563824337e-09,5.549881387789668e-08
1876,6.650616057868319e-09,7.376137745040978e-08
1877,3.0924081073635534e-09,5.13339741825547e-08
1878,1.8117265465633636e-09,8.998242218005714e-08
1879,3.0546627449723474e-09,8.308682208912899e-08
1880,8.984985200299889e-09,8.599914025353428e-08
1881,6.972507571312292e-10,7.251407652120179e-08
1882,5.989846840748214e-09,6.855046463805081e-08
1883,2.5277355764075082e-09,6.256145734795382e-08
1884,0.0,1.5910089334880695e-07
1885,2.5782542767416317e-09,5.607703101873085e-08
1886,6.453463874400711e-10,9.48659208410696e-08
1887,6.528924512139156e-09,1.4885947685616685e-07
1888,5.706553452000662e-09,7.92576844155235e-08
1889,7.51816386923565e-09,1.0963989127699136e-07
1890,4.5880703680722945e-09,1.664814130997172e-07
1891,7.0116419337296065e-09,1.3322120118175462e-07
1892,3.761107425503951e-09,1.5357855431830103e-07
1893,1.847525021858587e-09,1.1577822833785945e-07
1894,3.780923574225881e-09,9.641355092071535e-08
1895,1.8055843487019274e-09,9.68996900496677e-08
1896,2.358811590497112e-09,1.126332513923245e-07
1897,0.0,1.2294365347997882e-07
1898,1.6975064687230201e-09,1.2108879321459654e-07
1899,1.1055156790007459e-09,1.2768705559551563e-07
1900,1.5573159428683425e-09,1.3185275504756788e-07
1901,1.1177477832191585e-09,1.5369032629886092e-07
1902,2.455141867585553e-09,1.3405074383854299e-07
1903,2.1600881083827517e-09,2.2356911699716875e-07
1904,1.6123875568041512e-09,2.3110888491828518e-07
1905,5.160759042333041e-10,1.847551795997049e-07
1906,4.115347618238729e-09,1.610129740647892e-07
1907,2.057137349353866e-09,1.6817097170385154e-07
1908,9.822778146428846e-10,1.350631935181923e-07
1909,1.1001967115120692e-09,1.820825605847176e-07
1910,1.068830135508847e-09,1.50170629265034e-07
1911,6.916486494645824e-09,1.7078400915693237e-07
1912,1.5628263128064646e-09,1.849344517523832e-07
1913,1.060597942803554e-09,1.7924105355504594e-07
1914,5.357394972094198e-09,1.8951784275245132e-07
1915,9.424609537234119e-09,2.167660182461617e-07
1916,0.0,1.1976333924579308e-07
1917,0.0,1.436601566595641e-07
1918,5.743188147278033e-09,1.550660755356148e-07
1919,6.4454939163738345e-09,1.583749945077706e-07
1920,9.843901693784574e-09,1.8627690234751526e-07
1921,3.7863738810983705e-09,1.8931868117633144e-07
1922,5.902348387820666e-09,1.4091857369891159e-07
1923,2.1231896241147297e-09,2.2293491763747397e-07
1924,3.867487219366694e-09,2.243142693814093e-07
1925,3.299453377181294e-09,2.8815226116307713e-07
1926,6.687683296036084e-09,2.351835153291404e-07
1927,5.574612327308159e-09,1.8173236426832773e-07
1928,1.1426041446327417e-08,2.1823739038140388e-07
1929,3.342121912552898e-09,2.3951874261740613e-07
1930,1.3654684494213143e-08,2.678418855595055e-07
1931,7.983749661377715e-09,2.1213963563582183e-07
1932,5.4797681947604815e-09,1.8740808194195324e-07
1933,1.261772819560747e-08,2.2826617707139008e-07
1934,7.188948103475923e-09,1.9649791660469873e-07
1935,9.574627313213568e-09,2.226100814795018e-07
1936,1.33371855781661e-08,2.2551969003359318e-07
1937,1.0072894518486919e-08,2.3923124947700103e-07
1938,5.186085783037697e-09,2.800486207377162e-07
1939,1.070583532936098e-08,3.379985269447161e-07
1940,2.5357829169792012e-09,2.408993680091953e-07
1941,0.0,2.0070218376133653e-07
1942,6.068423541449874e-09,1.153000468434584e-07
1943,5.806470415592457e-09,2.3806528326453247e-07
1944,3.2131861615880553e-09,2.538417049890995e-07
1945,6.535512131478072e-09,2.766700020195856e-07
1946,6.960552134671616e-09,1.962875764149885e-07
1947,5.960435700558264e-09,1.8954184599628832e-07
1948,4.348755133776194e-09,2.13089004663658e-07
1949,4.908504269707237e-09,2.6015073073537565e-07
1950,3.190608444114673e-09,2.658840232427906e-07
1951,4.264560704569931e-09,2.8572557209116667e-07
1952,4.2179215675730575e-09,3.268889106067263e-07
1953,4.3095309543161875e-09,3.10286234039836e-07
1954,3.9090144454689835e-09,2.3649537661540876e-07
1955,3.754243138587299e-09,2.900152846763149e-07
1956,1.744228317335228e-09,2.886697902937385e-07
1957,0.0,2.385460249332283e-07
1958,4.9633461784992505e-09,3.143452641518607e-07
1959,5.425523585955716e-09,3.069296266033916e-07
1960,1.3841666701708277e-09,3.1282165724455524e-07
1961,0.0,3.3142719213508087e-07
1962,3.170978146727066e-09,2.2640784252958568e-07
1963,1.2932106496776896e-09,2.2178562941732594e-07
1964,1.8251904432275978e-09,2.2328163451490468e-07
1965,5.47204326295514e-09,2.7852702055852774e-07
1966,6.092982118843793e-09,2.33195046162038e-07
1967,1.3311906243984595e-08,1.9573432674668823e-07
1968,4.491415683816058e-09,1.6752981424339453e-07
1969,8.629339909305145e-09,2.0664998134911627e-07
1970,7.817832603507213e-09,2.285566289561558e-07
1971,8.221435976452085e-09,2.111881307609309e-07
1972,2.0520587451500205e-09,1.9289352604090482e-07
1973,2.7566018356850464e-09,2.530560485602962e-07
1974,2.812785782069227e-09,3.0096807268620296e-07
1975,3.4268881066168433e-09,3.2841010844109064e-07
1976,2.285410749536254e-09,2.5310925222399305e-07
1977,4.11374712072643e-09,2.585783918096496e-07
1978,5.346532105932056e-09,2.091088187050616e-07
1979,8.777959692451986e-09,2.159378169608317e-07
1980,6.253665585376211e-09,1.8874700913329434e-07
1981,1.8976649140967083e-09,2.0621290830469263e-07
1982,6.2075020679230875e-09,2.098135767347742e-07
1983,3.78918940668882e-09,1.9135408058090775e-07
1984,1.739702604197646e-09,2.0644470422048755e-07
1985,2.4062232206745193e-09,2.6709078193576374e-07
1986,1.7983456945813714e-09,2.817408115696196e-07
1987,2.4443267410134695e-09,2.5176565765505643e-07
1988,1.1993107618124554e-09,2.806387295883894e-07
1989,2.1952488715726304e-09,2.5080718435432914e-07
1990,4.358920779878872e-09,2.528173925764321e-07
1991,5.2753188484189195e-09,2.831087719812331e-07
1992,3.856960972825618e-09,2.3472361987408874e-07
1993,2.7696036575264316e-09,2.2876927374682055e-07
1994,3.6924485691258724e-09,2.6849376405513325e-07
1995,2.1689803286761844e-09,2.9010111068927813e-07
1996,4.804283193493575e-09,3.1761648244810203e-07
1997,3.3564262480467733e-09,2.977629418587924e-07
1998,2.3840645013706308e-09,3.1946466227950054e-07
1999,2.285100553223174e-09,3.025473278572832e-07
2000,3.092622158362701e-09,2.9644991439425894e-07
2001,1.7524847129024579e-09,2.983605085216112e-07
2002,6.133709984368352e-09,3.5356456939972247e-07
2003,3.333538334260311e-09,3.287702261545178e-07
2004,2.2023955992267474e-09,4.030384133102416e-07
2005,4.5037495954858286e-10,3.562465997752895e-07
2006,1.6471559671771274e-09,3.61138939863892e-07
2007,1.997239706952314e-09,3.419274388072324e-07
2008,4.257439734089985e-09,3.42723907476028e-07
2009,0.0,3.337734746367005e-07
2010,1.8895172093635892e-09,4.3269944516310943e-07
2011,3.82397197240536e-10,4.6308301193676016e-07
2012,0.0,3.404252630900828e-07
2013,8.367375126105969e-10,4.493280343353945e-07
2014,1.9489005964601347e-09,4.2810852063368543e-07
2015,1.329945265027277e-09,4.841000613708957e-07
2016,1.6570720351438695e-09,4.3228866797306864e-07
2017,1.7609279590047322e-09,5.192221923522311e-07
2018,0.0,3.500468976902482e-07
2019,7.65296326310505e-10,4.306067289405746e-07
