year,dix_DET âmes_NOUN,dix_DET ames_NOUN,dix_DET lames_NOUN
1845,3.348136878855712e-09,0.0,7.812318791877715e-09
1846,1.5221703009160592e-08,1.7563503984519002e-09,1.1709002656346001e-09
1847,1.0786447290911383e-08,2.6966118227278457e-09,8.089835468183537e-09
1848,5.63165514222419e-09,0.0,2.413566457803995e-09
1849,2.513824481908955e-09,0.0,9.217356655710773e-09
1850,8.146795238417326e-09,0.0,2.987158254086353e-08
1851,5.8044946626978344e-09,0.0,3.2247193804124663e-09
1852,1.9531636308300904e-09,0.0,4.557382027314816e-09
1853,9.555090940693844e-09,0.0,1.1943863675867306e-09
1854,4.676098175337984e-09,0.0,1.454786069388092e-08
1855,7.960405667972736e-09,0.0,1.0083180512765466e-08
1856,7.248064703979651e-09,0.0,3.1063134287023786e-09
1857,2.9289055625270066e-09,0.0,7.810414592857029e-09
1858,1.0766087576996597e-08,0.0,1.9574703580271802e-08
1859,6.110607797538137e-09,0.0,7.129042689513199e-09
1860,7.781213007262977e-09,0.0,6.408057640072684e-09
1861,7.0739455404478235e-09,0.0,2.8295783494058924e-09
1862,9.487771457372673e-09,0.0,2.710791813242963e-09
1863,1.4983862706152706e-08,0.0,1.048870412745373e-08
1864,4.794728059032138e-09,0.0,4.31525504218655e-09
1865,8.001635798393636e-09,0.0,5.1775286835642476e-09
1866,8.271541673821048e-09,0.0,9.244664589402873e-09
1867,1.0190904120577216e-08,0.0,2.91168689159349e-09
1868,5.9278488784286765e-09,0.0,1.0867722721741302e-08
1869,3.9068154267241084e-09,0.0,2.5882650689368347e-08
1870,2.2936195165357276e-09,0.0,1.834895613228582e-08
1871,2.1242354542039266e-09,1.0621177271019633e-09,1.0621176826930423e-08
1872,1.2094678591978436e-09,0.0,1.693255002876981e-08
1873,7.183205141814142e-09,0.0,9.577607151811662e-09
1874,1.1949218281515073e-09,0.0,1.3144140442733487e-08
1875,2.2886108563824337e-09,0.0,3.032409523484603e-08
1876,1.209202959984168e-09,0.0,1.1487428119849596e-08
1877,6.184816214727107e-09,1.2369631985365004e-09,6.184816214727107e-09
1878,2.4156354694326865e-09,0.0,1.0870359723469392e-08
1879,3.0546627449723474e-09,0.0,2.443730107160036e-09
1880,9.626769603698904e-09,0.0,1.0910338410496934e-08
1881,6.9725074602899895e-09,0.0,8.36700908557475e-09
1882,3.3276925659464496e-09,0.0,1.9300616216355593e-08
1883,6.319338829996468e-09,0.0,1.8326083761621703e-08
1884,4.621187876807653e-09,6.601696966868076e-10,7.922036360241691e-09
1885,8.379326565943757e-09,6.445635691854079e-10,2.384885200434894e-08
1886,6.453463874400711e-10,0.0,2.1296431285122708e-08
1887,1.3057849246322917e-09,0.0,1.2404956839517922e-08
1888,1.268122939990235e-09,0.0,1.9021844099853524e-09
1889,1.8795409673089125e-09,0.0,1.8795409673089125e-08
1890,6.554386478008212e-10,0.0,7.865263995654459e-09
1891,6.374220040683554e-10,0.0,5.736797925592896e-09
1892,3.1342561879199593e-09,0.0,6.268512375839919e-10
1893,1.2316833108982905e-09,0.0,8.621783287310336e-09
1894,2.520615716150587e-09,0.0,6.9316932194141145e-09
1895,1.2037228991346183e-09,0.0,7.824199066419624e-09
1896,1.179405795248556e-09,0.0,0.0
1897,1.7480140668268973e-09,0.0,8.157398867503218e-09
1898,3.3950129374460403e-09,0.0,8.487532454637403e-09
1899,1.6582735185011188e-09,5.527578395003729e-10,7.185851913504848e-09
1900,2.595526460424935e-09,2.07642125715779e-09,8.30568502863116e-09
1901,0.0,0.0,3.912117296778206e-09
1902,9.820567692386817e-10,0.0,6.874397606715377e-09
1903,5.400220270956879e-10,0.0,2.1600881083827517e-09
1904,7.524475265086039e-09,0.0,6.987012746151322e-09
1905,3.096455536422127e-09,0.0,1.5482277682110634e-09
1906,1.0288369267641428e-08,0.0,8.745113744268451e-09
1907,1.5428529565042481e-09,0.0,7.71426478252124e-09
1908,1.4734167219643268e-09,0.0,7.858222295098471e-09
1909,4.950885368337765e-09,0.0,4.950885035270858e-09
1910,1.6032452032632705e-09,0.0,1.6566866989364826e-08
1911,1.5961122423746588e-09,0.0,3.1922244847493175e-09
1912,1.0418842455450772e-09,0.0,1.0418842677495377e-08
1913,1.590896969716482e-09,0.0,3.181793939432964e-09
1914,6.696743715117748e-10,0.0,0.0
1915,3.534228465440492e-09,0.0,2.4739600590351074e-08
1916,4.394984820521586e-09,0.0,3.2962386153911893e-09
1917,0.0,2.1932848870420685e-09,1.7546279096336548e-08
1918,1.1486376294556067e-09,0.0,6.89182577673364e-09
1919,9.207848372660976e-10,0.0,2.762354567309444e-09
1920,4.543339038320937e-09,0.0,4.543339038320937e-09
1921,7.572747762196741e-09,0.0,4.5436484574779e-09
1922,2.2133805899215986e-09,0.0,1.1804696498085576e-08
1923,3.1847844361720945e-09,0.0,6.369568872344189e-09
1924,2.578324886925998e-09,0.0,3.867487219366694e-09
1925,7.698724546756353e-09,0.0,5.499089184013428e-09
1926,1.2260752080273107e-08,0.0,4.458455382660986e-09
1927,4.459690061686672e-09,0.0,6.689535148041159e-09
1928,3.4278122562625413e-09,0.0,1.1426041446327417e-08
1929,5.570203187588163e-09,0.0,6.684243825105796e-09
1930,1.0503603542488804e-09,0.0,4.201441416995522e-09
1931,0.0,0.0,9.124285327288817e-09
1932,4.383814644626227e-09,0.0,3.2878609834696704e-09
1933,0.0,0.0,1.0323596200123575e-08
1934,0.0,0.0,4.7926320689839486e-09
1935,0.0,0.0,7.180970484910176e-09
1936,1.2124714565686645e-09,0.0,6.0623572828433225e-09
1937,3.777335333410292e-09,0.0,7.554670666820584e-09
1938,5.186085783037697e-09,0.0,0.0
1939,0.0,0.0,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0,7.607348528892999e-09
1941,0.0,0.0,5.9030051957620344e-09
1942,0.0,0.0,0.0
1943,2.9032352077962287e-09,0.0,1.7419411690866582e-08
1944,0.0,0.0,0.0
1945,8.714016175304096e-09,0.0,2.178504043826024e-09
1946,1.3921104269343232e-09,0.0,8.352662561605939e-09
1947,1.1920870957027319e-09,0.0,2.3841741914054637e-09
1948,0.0,0.0,8.697510267552389e-09
1949,0.0,0.0,4.908504158684934e-09
1950,1.4889506516624351e-08,0.0,1.0635361258337639e-08
1951,2.1322803522849654e-09,0.0,5.330700769690111e-09
1952,2.1089607837865287e-09,0.0,9.490323193972472e-09
1953,3.232148326759443e-09,0.0,5.386913581872932e-09
1954,4.886268278880834e-09,0.0,1.9545072227344917e-09
1955,2.815682353940474e-09,0.0,5.631364707880948e-09
1956,1.744228317335228e-09,0.0,1.744228317335228e-09
1957,1.7670075402875796e-09,0.0,7.951533653738352e-09
1958,8.272243445794913e-09,0.0,4.1361216673863055e-09
1959,7.750747821333448e-10,0.0,6.200598257066758e-09
1960,4.152500010512483e-09,0.0,8.997083300599229e-09
1961,6.253343398654465e-09,0.0,2.779263708063695e-09
1962,1.9025869768540815e-09,0.0,4.43936931660005e-09
1963,4.526237051827309e-09,6.466053248388448e-10,5.819448034571906e-09
1964,0.0,0.0,3.6503808864551957e-09
1965,5.472043540510896e-09,0.0,5.47204326295514e-09
1966,3.8773522170743036e-09,0.0,1.1078149508847446e-09
1967,4.930335695263466e-09,4.930335584241163e-10,1.972134178185314e-09
1968,3.5931326525240337e-09,2.245707841908029e-09,2.245707841908029e-09
1969,4.541757636644661e-09,4.5417578031781147e-10,4.995933444718048e-09
1970,4.598724956395017e-09,4.5987250119061684e-10,4.5987250119061684e-10
1971,5.138397263237948e-09,0.0,5.6522370117662035e-09
1972,2.5650734314375256e-09,0.0,2.5650734314375256e-09
1973,5.513203782392395e-10,0.0,2.205281512956958e-09
1974,1.1251143350321513e-09,0.0,3.937900228123681e-09
1975,2.8557400888473694e-09,1.7134440533084216e-09,1.7134440533084216e-09
1976,5.713526873840635e-10,0.0,4.570821499072508e-09
1977,4.113747231748732e-09,0.0,0.0
1978,1.1881182704343018e-09,0.0,7.72276909088987e-09
1979,0.0,0.0,1.1703946700691858e-09
1980,2.8425752862659692e-09,0.0,6.253665585376211e-09
1981,1.8976649140967083e-09,0.0,3.1627747087981106e-09
1982,1.2415004579935385e-09,0.0,3.7245013739806154e-09
1983,3.78918940668882e-09,0.0,2.5261264191556165e-09
1984,1.1598016991243298e-09,0.0,5.219107479526031e-09
1985,3.0077789148208467e-09,0.0,9.023336966507145e-09
1986,1.7983456945813714e-09,0.0,5.994485352545098e-09
1987,1.2221633705067347e-09,0.0,4.888653593049241e-09
1988,5.996553809062277e-10,0.0,4.1975875553212916e-09
1989,1.0976244357863152e-09,0.0,4.939309961038418e-09
1990,2.179460389939436e-09,0.0,3.2691906959314565e-09
1991,1.7584396161396398e-09,0.0,5.8614650910726596e-09
1992,2.7549720282848966e-09,0.0,1.65298330578878e-09
1993,1.661762283333701e-09,3.323524566667402e-09,5.539207426075166e-10
1994,5.802419378309054e-09,0.0,2.1099705871385765e-09
1995,5.422450821690461e-10,0.0,1.843633334885908e-08
1996,1.067618438099771e-09,0.0,2.6690460952494277e-09
1997,2.876936688878118e-09,0.0,2.3974471297094624e-09
1998,3.337690346327804e-09,1.9072516899143466e-09,4.7681290027412615e-09
1999,2.285100553223174e-09,0.0,2.285100608734325e-09
2000,1.7672125984802278e-09,0.0,8.836062992401139e-10
2001,4.381211837767296e-09,0.0,3.066848330846028e-09
2002,1.3143663935011318e-09,8.76244299341522e-10,3.066854992184176e-09
2003,4.166922806803086e-09,0.0,8.333845835650777e-10
2004,3.523833003171717e-09,1.3214374039449694e-09,1.7619165015858584e-09
2005,6.7556245042510454e-09,0.0,2.702249757291497e-09
2006,1.6471559671771274e-09,0.0,2.4707338397433887e-09
2007,3.595031605740928e-09,0.0,3.5950314392074745e-09
2008,4.6831836186811415e-09,0.0,1.7029758714315335e-09
2009,2.860915504498962e-09,4.76819250749827e-10,1.430457752249481e-09
2010,3.7790344187271785e-09,0.0,3.3066551718974324e-09
2011,5.735957819830162e-09,3.82397197240536e-10,4.206369030868018e-09
2012,5.446804396402882e-09,0.0,6.808505426114664e-10
2013,5.857162532763027e-09,0.0,6.414987430147789e-09
2014,3.6812567438815336e-09,0.0,3.8978013316981475e-09
2015,3.768178130636457e-09,0.0,5.763096139199675e-09
2016,5.592618063099408e-09,0.0,3.1070099826280284e-09
2017,1.911864622172743e-08,0.0,3.018733707449428e-09
2018,4.1303465647679616e-09,0.0,3.355906774693551e-09
2019,3.061185249730869e-09,0.0,3.316284025167704e-09
