year,heures_NOUN égales_ADJ,heures_NOUN egales_ADJ,heures_NOUN légales_ADJ
1800,2.5153315874604232e-08,0.0,0.0
1801,1.1905912700171939e-08,0.0,2.3811825844433088e-09
1802,4.0281122437590966e-08,2.2378401354217203e-09,0.0
1803,2.1843798947429605e-07,0.0,0.0
1804,5.190886831485386e-08,0.0,0.0
1805,1.9900143755080535e-08,0.0,0.0
1806,2.0171682990621775e-08,0.0,0.0
1807,1.7081731584767113e-08,0.0,5.693910232196231e-09
1808,2.2660739951163578e-09,0.0,0.0
1809,5.6475762733043666e-08,0.0,1.129515236897305e-08
1810,1.2870697219113936e-07,0.0,0.0
1811,1.2535384286138651e-08,0.0,0.0
1812,5.067695596494559e-08,0.0,0.0
1813,2.8757416004054903e-08,0.0,0.0
1814,1.0069366851439554e-07,0.0,0.0
1815,0.0,0.0,0.0
1816,4.1716869958463576e-08,0.0,0.0
1817,1.0742426326260102e-07,0.0,0.0
1818,4.887682791832049e-08,0.0,0.0
1819,4.005856268918251e-07,0.0,0.0
1820,2.1359666035891678e-08,0.0,0.0
1821,7.889190811738445e-08,0.0,0.0
1822,7.017931125119503e-09,0.0,0.0
1823,0.0,0.0,9.882686891060644e-10
1824,4.210556348027694e-09,0.0,0.0
1825,1.3208164340028361e-08,0.0,0.0
1826,1.7615968683770689e-09,0.0,0.0
1827,9.217273055917019e-10,0.0,0.0
1828,9.172301251858528e-10,0.0,0.0
1829,8.57317605795771e-10,0.0,0.0
1830,1.0436835840010872e-09,0.0,0.0
1831,2.9623292263636358e-08,0.0,1.5591206103948707e-09
1832,2.705993873419743e-09,0.0,0.0
1833,2.548398292390175e-08,0.0,1.0425265983826648e-08
1834,4.321887843161676e-07,9.334530925997342e-10,1.3068342852307069e-08
1835,2.442877473640692e-07,0.0,5.294161553592858e-09
1836,6.048674894287842e-09,0.0,5.376600054063374e-09
1837,2.2265250976261086e-08,6.957890930081589e-10,3.478945576063097e-09
1838,5.049729523420865e-09,0.0,6.312161904276081e-10
1839,3.4957374772659477e-09,0.0,0.0
1840,1.1465439264668476e-08,0.0,0.0
1841,4.8154113585496816e-08,0.0,6.420548537278137e-10
1842,1.2745703159566801e-08,0.0,2.3478927246856074e-08
1843,1.594865928211675e-08,0.0,1.2404512972352677e-08
1844,9.38544007511588e-08,0.0,3.2931368743049916e-09
1845,1.7298706467272496e-08,0.0,1.2834524554250493e-08
1846,1.8734404250153602e-08,0.0,5.854501328173001e-10
1847,8.629157832729106e-09,0.0,6.47186837454683e-09
1848,4.82713291560799e-09,0.0,1.206783295515379e-08
1849,2.8490010350878947e-08,0.0,3.3517659758786067e-09
1850,3.394498016007219e-09,0.0,9.504594444820214e-09
1851,1.5478653025979838e-08,0.0,3.2247193804124663e-09
1852,1.7578472011337e-08,6.510545436100301e-10,4.557382027314816e-09
1853,3.1651239851271384e-08,0.0,1.1943863675867306e-08
1854,3.896748168585873e-08,0.0,2.5978321716024766e-09
1855,1.0613874223963649e-09,0.0,0.0
1856,1.0872097000458325e-08,0.0,1.2425253714809514e-08
1857,2.782460128969433e-08,0.0,1.4644527368545823e-08
1858,3.9149408159744326e-09,0.0,1.9574704079872163e-09
1859,7.129042689513199e-09,0.0,7.129042689513199e-09
1860,1.5562426014525954e-08,0.0,1.8308735638683515e-09
1861,1.4147891747029462e-09,0.0,2.8295781828724387e-09
1862,0.0,0.0,3.6143890103090826e-09
1863,1.897955925755923e-08,0.0,3.995696717939978e-09
1864,7.192092255081661e-08,7.671564716815737e-09,0.0
1865,1.835669216632141e-08,0.0,5.177528628053096e-09
1866,7.298419202328432e-09,0.0,9.731225825149181e-10
1867,4.367530337390235e-09,0.0,4.367530337390235e-09
1868,3.951899252285784e-09,0.0,2.4699371437009177e-09
1869,3.906815315701806e-09,0.0,3.4184632902167778e-09
1870,1.3761717099214366e-08,0.0,1.1468098026767848e-08
1871,7.434824311758348e-09,0.0,1.0621177271019633e-09
1872,3.0236697590169115e-09,0.0,1.8142017887967654e-09
1873,5.986004469882289e-10,0.0,7.183205141814142e-09
1874,6.572069999322139e-09,0.0,2.9873046258899194e-09
1875,5.149374260327022e-09,0.0,4.0050688876469565e-09
1876,4.836811839936672e-09,0.0,6.04601479992084e-10
1877,1.36065949618569e-08,0.0,2.4739263970730008e-09
1878,4.831270938865373e-09,0.0,0.0
1879,5.498392852132383e-09,0.0,0.0
1880,3.5939940801199555e-08,0.0,6.417846254436199e-09
1881,2.091752326904839e-09,0.0,1.3945015142624584e-09
1882,3.9932310791357395e-09,0.0,1.7969540522244642e-08
1883,5.0554711528150165e-09,0.0,6.319338941018771e-10
1884,1.386356363042296e-08,0.0,0.0
1885,3.2228177904158883e-09,0.0,3.86738152613475e-09
1886,7.098810428374236e-09,0.0,7.744156427236248e-09
1887,1.566941953967671e-08,0.0,8.4876022321545e-09
1888,8.876860135842435e-09,1.268122939990235e-09,1.3315291091942072e-08
1889,7.51816386923565e-09,0.0,5.012109394186837e-09
1890,2.6217545912032847e-09,0.0,2.0974036729626278e-08
1891,1.7210394887001712e-08,0.0,3.633305567518619e-08
1892,4.387958441043338e-09,0.0,3.322311648012999e-08
1893,8.005941687372342e-09,0.0,1.6011883374744684e-08
1894,1.0082462864602348e-08,0.0,1.953477224425626e-08
1895,1.625025980445116e-08,0.0,2.6481904447095417e-08
1896,2.181900704556483e-08,0.0,2.7716036077318762e-08
1897,8.740070001067579e-09,0.0,2.9133568113515196e-08
1898,1.0750873968845553e-08,0.0,1.4145887128336199e-08
1899,2.3768587098516036e-08,1.1055156790007459e-09,1.6029977345510815e-08
1900,7.26747462209687e-09,0.0,3.5299159706347893e-08
1901,3.353243460679778e-09,0.0,2.7943694691501264e-08
1902,1.9641135384773634e-09,1.9641135384773634e-09,1.8659077838378835e-08
1903,4.3201759947208984e-09,0.0,2.9161189241122543e-08
1904,1.6123875568041512e-09,0.0,4.46093881834031e-08
1905,5.160758931310738e-09,0.0,8.050784450208681e-08
1906,6.6874399351490865e-09,0.0,1.9547901075611662e-08
1907,1.542852956504248e-08,0.0,3.445705232252294e-08
1908,2.9468334439286537e-09,0.0,3.192402786567072e-08
1909,9.351672325408344e-09,0.0,2.585462244297787e-08
