year,mes_DET yeux_NOUN,mes_DET lieux_NOUN
1859,1.1636634098977083e-05,3.5645213447565993e-09
1860,1.3280698681228387e-05,5.034902272882391e-09
1861,1.2286028606922628e-05,3.3011746669586728e-09
1862,1.3328059765171929e-05,9.035972858839614e-09
1863,1.2253802651684964e-05,9.989241711583219e-09
1864,1.2301833464789524e-05,3.3563094525845827e-09
1865,1.1884782395554794e-05,5.177528628053096e-09
1866,1.0639635320330854e-05,2.919367858567057e-09
1867,1.0304460005272631e-05,4.85281148598915e-10
1868,1.0180586286878679e-05,3.457911734727759e-09
1869,1.174681653992593e-05,1.953407657850903e-09
1870,1.0306379408575594e-05,1.1468097582678638e-09
1871,9.907434389333503e-06,5.3105884134652115e-09
1872,9.98597096213416e-06,2.4189357183956872e-09
1873,9.599156811646026e-06,5.986004469882289e-10
1874,9.525319285330625e-06,4.182226287507973e-09
1875,1.1034537067189376e-05,5.721527140956084e-10
1876,9.89914045135265e-06,0.0
1877,1.1383154060240486e-05,1.8554447978047506e-09
1878,8.4619708786704e-06,6.6429974854287366e-09
1879,8.705788218321686e-06,6.10932526790009e-10
1880,8.999745915616586e-06,2.5671385017744797e-09
1881,9.18348968070859e-06,1.1853262482652838e-08
1882,8.80307820239068e-06,6.655384909848294e-09
1883,8.362381578308486e-06,0.0
1884,8.215812073331108e-06,1.3203393933736152e-09
1885,6.788543686297999e-06,3.2228178459270396e-09
1886,7.86677233577393e-06,1.936039106809062e-09
1887,7.745916036583367e-06,3.264462256069578e-09
1888,7.3145330929946795e-06,3.804368819970705e-09
1889,7.63908127510149e-06,3.759082101151279e-09
1890,6.899147194872057e-06,6.554386478008212e-10
1891,7.355849987789043e-06,6.374220151705856e-09
1892,7.3680095908912335e-06,2.5074049503359674e-09
1893,6.9466939578433085e-06,1.2316833108982905e-09
1894,7.271345964454667e-06,9.452309157609307e-09
1895,7.390256712369592e-06,7.824199066419624e-09
1896,7.37600393563298e-06,4.1279202278587945e-09
1897,6.913395793617383e-06,5.826713445067355e-09
1898,6.723257200746957e-06,1.6975064687230201e-09
1899,7.186404843650962e-06,3.3165470370022376e-09
1900,7.016227300482569e-06,0.0
1901,6.199587915034499e-06,5.029864968975062e-09
1902,5.683653427013269e-06,4.910283846193408e-10
1903,6.321498034367323e-06,3.2401321625741275e-09
1904,6.116860816973713e-06,1.6123875568041512e-09
1905,6.651186254202912e-06,1.1353670281710748e-08
1906,6.6406280154751585e-06,3.600929110447737e-09
1907,6.609582442251849e-06,1.5428529565042481e-09
1908,6.807676470543811e-06,5.893666887857307e-09
1909,7.284402528284772e-06,1.1001967115120692e-09
1910,7.614345918227627e-06,1.0153886620400954e-08
1911,7.649101917195367e-06,5.3203743632934675e-09
1912,7.912068895166158e-06,0.0
1913,7.967742135406297e-06,2.121195885607108e-09
1914,7.080467327114093e-06,1.3393487430235496e-09
1915,6.2167081011921255e-06,4.712304768617059e-09
1916,7.178108944572159e-06,7.69122365795738e-09
1917,7.728039179255575e-06,1.0966424435210342e-09
1918,7.680939859255886e-06,3.44591288836682e-09
1919,8.688526008882036e-06,1.9336482248721865e-08
1920,7.679757288769906e-06,2.2716695191604686e-09
1921,8.151305507908546e-06,2.27182422873895e-09
1922,8.751707127885311e-06,5.902348387820666e-09
1923,9.295324218783207e-06,3.1847844361720945e-09
1924,9.403151011611044e-06,1.0313299436681689e-08
1925,9.479329776240775e-06,4.399271169575059e-09
1926,9.270243765513442e-06,3.343841648018042e-09
1927,1.0570580514013272e-05,5.574612549352764e-09
1928,8.211895647036727e-06,2.2852082448565625e-09
1929,9.332318256838334e-06,0.0
1930,8.036307178826974e-06,1.0503603542488804e-09
1931,7.026840364687814e-06,5.7026783295555106e-09
1932,6.98670461929396e-06,5.4797681947604815e-09
1933,6.354746659553712e-06,1.261772863969668e-08
1934,6.7012977638114535e-06,2.3963160344919743e-09
1935,6.5490451959249185e-06,8.377798899061872e-09
1936,6.480660090346646e-06,3.6374143697059935e-09
1937,6.078991987124027e-06,7.55467088886519e-09
1938,7.375910286100407e-06,6.482607339819424e-09
1939,6.738558681718132e-06,7.647025235257843e-09
1940,5.170461548686944e-06,7.607348528892999e-09
1941,7.142636320622842e-06,8.854507793643052e-09
1942,8.113482351745915e-06,2.1239483061208375e-08
1943,8.808415884686838e-06,2.9032352077962287e-09
1944,8.919805054574681e-06,6.4263723231761105e-09
1945,8.981972371202573e-06,4.357008087652048e-09
1946,9.934099580277689e-06,1.1136883415474585e-08
1947,9.82160543117061e-06,1.668921956188285e-08
1948,8.54530401284137e-06,4.348755133776194e-09
1949,7.46681632790569e-06,3.9268033269479474e-09
1950,8.71674211566642e-06,2.1270722072586068e-08
1951,9.372438569243968e-06,3.198420528427448e-09
1952,7.297004344763991e-06,1.5817205323287453e-08
1953,7.302500108608001e-06,1.185120990232491e-08
1954,9.135366894952313e-06,4.886268056836229e-09
1955,7.562922803572292e-06,4.6928039232341234e-09
1956,8.049613882121776e-06,9.593255967388359e-09
1957,7.095418652625085e-06,3.534015080575159e-09
1958,8.25900821155301e-06,6.617794756635931e-09
1959,7.508924454668886e-06,1.5501495198577686e-08
1960,8.869048258475232e-06,1.868625076895114e-08
1961,8.532339165867597e-06,6.94815938118154e-09
1962,8.988455135749973e-06,8.8787386332001e-09
1963,8.216414073558553e-06,1.2285501282960354e-08
1964,8.293057305763796e-06,7.300761994954996e-09
1965,8.62120441524894e-06,8.208064727899256e-09
1966,7.675495936609877e-06,8.30861190959098e-09
1967,8.859813078743173e-06,8.874604051634094e-09
1968,1.0162277703784639e-05,1.4821672528197993e-08
1969,7.66512454219992e-06,4.995933389206897e-09
1970,7.704703875788255e-06,4.59872487312829e-09
1971,8.745552520394995e-06,5.652237122788506e-09
1972,7.724975262135558e-06,7.182205497002769e-09
1973,7.306648797111848e-06,7.167165139154719e-09
1974,5.882660474298973e-06,6.750686232237513e-09
1975,6.461968837356835e-06,5.140332159925265e-09
1976,6.380866921062989e-06,3.4281160132820787e-09
1977,6.3674929151602555e-06,7.052138428775834e-09
1978,6.730690046197196e-06,1.3663360221016774e-08
1979,7.92357178625025e-06,1.2874340926671834e-08
1980,6.8886970439052675e-06,1.6486937370885357e-08
1981,6.988466935808901e-06,2.024175915771309e-08
1982,6.565675278125127e-06,1.4898005051833252e-08
1983,7.117992709027021e-06,1.263063198475578e-08
1984,7.313129742669844e-06,1.8556827463545034e-08
1985,6.841494354148381e-06,1.2632672019563529e-08
1986,7.83958790862016e-06,1.3187867686781374e-08
1987,7.424642575415419e-06,1.4054879038383206e-08
1988,6.861856377327058e-06,9.594486094499644e-09
1989,7.395244693952918e-06,1.372030544732894e-08
1990,6.852768422049849e-06,1.961514428661104e-08
1991,6.823331858640813e-06,2.6962739596569918e-08
1992,6.9744873485433345e-06,2.0937788391961476e-08
1993,7.823576481769123e-06,2.1602908462092785e-08
1994,7.392282213913859e-06,1.89897358393587e-08
1995,7.869602939081233e-06,1.8436331905569148e-08
1996,7.072438165778294e-06,2.5622842514394506e-08
1997,7.119459155546792e-06,1.7741110358571177e-08
1998,7.801136462148861e-06,2.6701524324934667e-08
1999,7.878112853632047e-06,2.1022924651115105e-08
2000,7.710348711498227e-06,2.076474858725419e-08
2001,7.4432406336200074e-06,2.0153574087355963e-08
2002,8.305043820655555e-06,2.3220473099883066e-08
2003,7.929654202598613e-06,2.0001230560673378e-08
2004,8.126399279717589e-06,2.686922595529495e-08
2005,8.000460979928903e-06,2.3869872634030287e-08
2006,8.485735691010632e-06,2.923701880597207e-08
2007,9.349479000775318e-06,2.7162461058161114e-08
2008,9.556674797295273e-06,2.8950589009424377e-08
2009,9.672755481915374e-06,3.1946888690015385e-08
2010,1.2447667018022912e-05,3.3538930299670255e-08
2011,1.3432466630547424e-05,3.7857323054169e-08
2012,1.624815797640622e-05,4.595741232016337e-08
2013,1.89769286862429e-05,4.044231144417765e-08
2014,2.0392647911648965e-05,4.7639795219822645e-08
2015,2.1444258891278878e-05,4.233658879027047e-08
2016,2.3243335817824118e-05,4.018399626937175e-08
2017,2.527233527871431e-05,7.395897519413275e-08
2018,2.85523128695786e-05,4.1561613262075525e-08
2019,2.778484804366599e-05,3.9030112142235396e-08
