year,petites_ADJ armes_NOUN,petites_ADJ larmes_NOUN
1867,7.182161176899626e-08,2.135237053835226e-08
1868,6.174842326345242e-08,2.3711395513714706e-08
1869,6.446245492952585e-08,6.299739396808945e-08
1870,9.17447806614291e-08,2.1789386295267832e-08
1871,7.116188771583154e-08,3.080141297573391e-08
1872,1.245751946044038e-07,2.237515595027162e-08
1873,8.38040605799506e-08,5.3874039451784483e-08
1874,5.914862910572083e-08,2.9275584623178474e-08
1875,6.522540968445512e-08,5.492665877682157e-08
1876,3.929909531130704e-08,6.529695895096665e-08
1877,4.886004667525867e-08,2.040989244278535e-08
1878,2.8987624745013818e-08,3.01954443671093e-08
1879,2.7491964260661916e-08,2.2604503158163425e-08
1880,2.3746030919369332e-08,2.6954953824542827e-08
1881,4.392679642251096e-08,5.647731171620762e-08
1882,4.1263388927959e-08,2.994923420374107e-08
1883,3.9811834384728684e-08,3.2860562271253e-08
1884,3.9610181801208455e-08,2.8387297845711146e-08
1885,2.8360796378024133e-08,2.0626034213933053e-08
1886,3.872078380151578e-08,1.355227396970804e-08
1887,3.0685946228459215e-08,2.3504128421336645e-08
1888,2.980088864568131e-08,1.268122939990235e-08
1889,2.318100555953606e-08,3.069916942877171e-08
1890,4.260351360585446e-08,2.0318598359381213e-08
1891,4.270727416155751e-08,3.505821055682645e-08
1892,2.2566645441202127e-08,2.2566645441202127e-08
1893,4.618812360357438e-08,3.387129154930335e-08
1894,2.4576003676557434e-08,4.600123659770361e-08
1895,3.611168608586013e-08,2.6481902892783182e-08
1896,2.8895442261145377e-08,3.066455178668548e-08
1897,3.554295346930303e-08,1.5732126712464378e-08
1898,3.225262190653666e-08,4.130599151608294e-08
1899,3.371822820952275e-08,3.703477347016815e-08
1900,3.789468627779513e-08,2.803168719367477e-08
1901,4.247441509619421e-08,2.235495522029396e-08
1902,3.682712873542826e-08,2.9461702411026636e-08
1903,1.3500550455347593e-08,4.266173903033632e-08
1904,1.289910045443321e-08,3.2247751136083025e-08
1905,3.509316148786468e-08,2.37394921498435e-08
1906,2.1091157265118454e-08,3.240836221607424e-08
1907,1.5942815068115124e-08,2.5714216533856415e-08
1908,1.620758460774141e-08,4.862275204686739e-08
1909,1.1001967337165297e-08,3.135560788791736e-08
1910,1.4963622119168463e-08,2.2979847358328698e-08
1911,2.766594531244948e-08,2.8197982615552064e-08
1912,3.64659484830554e-08,3.021464323182954e-08
1913,1.5378670781274195e-08,2.0681659052002033e-08
1914,2.6117300322425763e-08,2.343860217024485e-08
1915,5.183535378705528e-08,3.534228465440492e-09
1916,2.8567401111345703e-08,3.186363883855847e-08
1917,3.070598708632133e-08,5.483212106582869e-09
1918,2.1824114071478107e-08,1.4932290071101306e-08
1919,1.9336480860943084e-08,3.591060959706738e-08
1920,2.2716694303426266e-08,2.5745588771997063e-08
1921,1.817459427400081e-08,2.120369302360814e-08
1922,1.1066903560230656e-08,2.4347187377316004e-08
1923,1.8047112249064412e-08,2.653987074552333e-08
1924,1.5469948877466777e-08,2.3204924204378585e-08
1925,3.6293985594682e-08,2.5295809891190402e-08
1926,1.3375365925938354e-08,1.671920735191179e-08
1927,2.4528295394787847e-08,3.7907366134959375e-08
1928,1.8281665736807895e-08,2.2852082892654835e-08
1929,1.67106100068537e-08,1.893869061575515e-08
1930,4.201441528017824e-09,1.995684684175103e-08
1931,1.8248570654577634e-08,1.4826963656844327e-08
1932,9.863582839386709e-09,1.0959536389520963e-08
1933,1.3764794637438627e-08,1.605892663292252e-08
1934,2.3963160344919743e-08,1.4377896206951846e-08
1935,8.377798899061872e-09,3.111753699158726e-08
1936,1.6974599503782883e-08,1.2124714565686645e-08
1937,2.5182236740306507e-08,1.888667711114067e-08
1938,7.779128452511941e-09,6.482607339819424e-09
1939,7.647025235257843e-09,2.141167065872196e-08
1940,7.607348528892999e-09,1.0143131667916805e-08
1941,3.836953510472085e-08,2.066051862925633e-08
1942,3.944475324146879e-08,2.1239483061208375e-08
1943,1.1612940831184915e-08,3.4838823381733164e-08
1944,5.462416652335378e-08,1.927911696952833e-08
1945,2.832055301382752e-08,2.3963544037997053e-08
1946,8.352662561605939e-09,2.7842208538686464e-08
1947,5.960435700558264e-09,3.9338875268413176e-08
1948,1.3046265401328583e-08,2.174377655705939e-08
1949,2.846932467548413e-08,4.319483792869505e-08
1950,1.2762433998503298e-08,3.93508372553697e-08
1951,2.132280330080505e-08,2.2388944032059044e-08
1952,1.7926167217297007e-08,2.003512733494972e-08
1953,6.464296653518886e-09,2.8011951869189033e-08
1954,3.518113089739927e-08,2.34540866728139e-08
1955,2.1586897602787758e-08,2.7218263198847126e-08
1956,1.657016923672927e-08,2.9651880950609666e-08
1957,3.180613572517643e-08,1.9437083054185678e-08
1958,5.95601538089241e-08,9.099467845885556e-09
1959,2.9452841943111707e-08,1.1626121398933265e-08
1960,1.6610000486139143e-08,5.329041741219953e-08
1961,1.876002997391879e-08,2.570818935510033e-08
1962,1.9025868880362395e-08,2.7904608401740916e-08
1963,1.7458344103715717e-08,2.0691370394843034e-08
1964,1.6426714211092985e-08,1.6426714211092985e-08
1965,1.860494691641179e-08,1.641613067704384e-08
1966,1.7725039214155913e-08,2.76953731059848e-08
1967,1.3311905744384234e-08,2.7116845657815247e-08
1968,2.1558795637588446e-08,2.4702787371211343e-08
1969,2.0892085339507815e-08,2.2708789515490935e-08
1970,1.5175793066646293e-08,1.977451802304131e-08
1971,1.4901353151408614e-08,1.5415192677892264e-08
1972,1.2825367434743384e-08,1.0260293947794707e-08
1973,1.4885650045926013e-08,2.4258095976392724e-08
1974,1.912694358452427e-08,8.438357568252286e-09
1975,1.4849848462006321e-08,8.567219822452898e-09
1976,1.2569759455516305e-08,1.0284348483935446e-08
1977,1.9393379346865913e-08,9.990529292736028e-09
1978,1.485147826940647e-08,1.4257419245211622e-08
1979,6.437170796402825e-09,1.287434159280565e-08
1980,2.5583178242527538e-08,7.95921106799824e-09
1981,1.0753434587229549e-08,3.226030287351023e-08
1982,1.3656505259973528e-08,1.4277254933858785e-08
1983,1.073603728141137e-08,1.7682884490000106e-08
1984,1.9136727757995686e-08,1.4497521405587577e-08
1985,1.7445119127046382e-08,1.564045071233977e-08
1986,9.591176741707841e-09,1.019062523255343e-08
1987,1.7110287242605438e-08,7.944062296871834e-09
1988,9.594486094499644e-09,1.6190695006912392e-08
1989,1.2073869015694072e-08,1.2622680678475717e-08
1990,2.179460345530515e-08,1.6345952147389653e-08
1991,9.96449056600568e-09,1.4653663171770859e-08
1992,1.652983172562017e-08,1.597883780846132e-08
1993,9.416652346772025e-09,2.3818591543545153e-08
1994,2.215469219191135e-08,1.7407257857371405e-08
1995,2.765449824693178e-08,9.21816667442954e-09
1996,2.348760630432878e-08,1.6014276127407356e-08
1997,2.9728345229962372e-08,1.3905194329311144e-08
1998,2.3363832868383838e-08,2.0502955777601528e-08
1999,4.9815193581270734e-08,1.8737825513426287e-08
2000,6.892128823210442e-08,1.3695897749244068e-08
2001,1.1172089742217395e-07,1.1829271784336015e-08
2002,5.2574657238846356e-08,1.0076809608960957e-08
2003,5.0419767028131446e-08,1.8334461060476315e-08
2004,4.140503906402415e-08,2.99525808600265e-08
2005,1.1259373877692269e-08,1.9366122927522156e-08
2006,4.3649633574283087e-08,1.6883348052942893e-08
2007,1.837460494868992e-08,2.077129401811817e-08
2008,2.639612536881053e-08,2.8524846484856425e-08
2009,1.8119131084404216e-08,2.2887324035991696e-08
2010,1.747803501928047e-08,3.164941375644048e-08
2011,1.911985947344874e-08,4.3210881983668514e-08
2012,1.974466634635519e-08,5.957442184012507e-08
2013,2.063952525555024e-08,5.968727379013217e-08
2014,1.7540106256319632e-08,7.882220387500638e-08
2015,1.9505863591007255e-08,6.671891839005184e-08
2016,2.506321400419509e-08,6.400441066034546e-08
2017,2.037645252528364e-08,6.112935579949408e-08
2018,2.633095985693501e-08,7.228106824186398e-08
2019,2.0663000199760972e-08,7.244805289019496e-08
