year,jambes_NOUN égales_ADJ,jambes_NOUN egales_ADJ
1998,9.536258449571733e-10,0.0
1999,4.570201161957499e-10,0.0
2000,0.0,0.0
2001,8.762423564512289e-10,0.0
2002,4.38122149670761e-10,0.0
2003,1.6667691671301554e-09,0.0
2004,4.404791253964646e-10,0.0
2005,4.5037495954858286e-10,0.0
2006,4.1178899179428186e-10,0.0
2007,0.0,0.0
2008,1.2772318758180745e-09,0.0
2009,0.0,0.0
2010,9.447586046817946e-10,0.0
2011,0.0,0.0
2012,1.0212758416727752e-09,3.404252713057332e-10
2013,0.0,0.0
2014,1.9489005964601347e-09,0.0
2015,1.5516027351836215e-09,0.0
2016,1.86420612280358e-09,0.0
2017,7.54683426862357e-10,0.0
2018,1.290733298020541e-09,0.0
2019,5.1019755087367e-10,0.0
