year,leurs_DET êtres_NOUN,leurs_DET lettres_NOUN
1873,4.190203295451056e-09,1.2043840964537367e-06
1874,3.5847653734322193e-09,1.327558106112292e-06
1875,1.1443054503956773e-08,1.209530779533452e-06
1876,1.813804439976252e-09,1.2472928432316621e-06
1877,1.8554447978047506e-09,1.2159348781182189e-06
1878,3.0195443923020093e-09,1.3551715323245617e-06
1879,5.498392852132383e-09,1.303730034152295e-06
1880,1.0268554007097919e-08,1.2611068282986082e-06
1881,3.4862537301449947e-09,1.5444104306538975e-06
1882,8.652000893505374e-09,1.2279185224173261e-06
1883,3.791603475633565e-09,1.2607081369964135e-06
1884,1.8484751507230612e-08,1.2582833992524911e-06
1885,2.5782542767416317e-09,1.3161988112742051e-06
1886,8.38950331427668e-09,1.3100531806031768e-06
1887,9.793386768208734e-09,1.1099171457473744e-06
1888,2.0924028509838877e-08,1.2757317335854168e-06
1889,1.3783300722991498e-08,1.2950038161818611e-06
1890,9.831579994568074e-09,1.1417740708452584e-06
1891,1.466070642663908e-08,1.1154884607122995e-06
1892,1.6298132621272998e-08,1.2317626705282692e-06
1893,1.0469308087124318e-08,1.166404109298469e-06
1894,1.764431090123253e-08,1.1897306038122224e-06
1895,3.0694934372021976e-08,1.1971023692325389e-06
1896,1.9460195621601173e-08,1.2413245533693384e-06
1897,1.1653426668090106e-08,1.1676733713272824e-06
1898,2.319925584970406e-08,1.1045109102880701e-06
1899,2.1004797901014172e-08,1.1596859135210025e-06
1900,2.180242297811219e-08,1.0138127186642976e-06
1901,5.029864968975062e-09,1.2183450626146453e-06
1902,9.329539640834383e-09,1.0822265785748186e-06
1903,1.8900771392438287e-08,1.1016449157352781e-06
1904,2.418581335206227e-08,1.0141917616834917e-06
1905,2.6319871837543474e-08,1.1766530594314872e-06
1906,3.6009292214700395e-08,1.1224611160542963e-06
1907,1.902852053703441e-08,1.1401683908118798e-06
1908,1.1296195090437777e-08,1.1463182616466838e-06
1909,1.870334465081669e-08,1.1007467541901406e-06
1910,3.366815093386322e-08,1.1238748947040023e-06
1911,1.968538476671e-08,1.200276424473401e-06
1912,2.7088990606216612e-08,1.118462773064266e-06
1913,2.0151361468379037e-08,9.943105965248833e-07
1914,1.7411533548283842e-08,1.2188073537089394e-06
1915,4.005459075528961e-08,1.3606779969421723e-06
1916,5.0542325880087446e-08,1.574503344592415e-06
1917,3.61891991929042e-08,1.4771773528821086e-06
1918,1.8378202071289707e-08,1.3025550638090522e-06
1919,1.6574126959767455e-08,9.972099945798618e-07
1920,4.164727540612034e-08,1.0169507103086062e-06
1921,2.196096815509918e-08,9.867290087228753e-07
1922,4.131644004701229e-08,7.835367732411669e-07
1923,3.6094224498128824e-08,9.342034386072839e-07
1924,4.898817351772777e-08,8.727629907667733e-07
1925,2.0896538499570738e-08,1.0767216345186625e-06
1926,1.3375366592072169e-08,8.861179994212875e-07
1927,4.5711821883287485e-08,9.09776759705494e-07
1928,2.6279895593006586e-08,8.843755763265904e-07
1929,2.0052731031228177e-08,9.959523348257449e-07
1930,1.3654684494213143e-08,8.791516403761079e-07
1931,1.596749932275543e-08,8.576828305351114e-07
1932,1.753525857850491e-08,7.079860617764666e-07
1933,1.3764794637438627e-08,1.0438302773252417e-06
1934,5.990790086229936e-09,8.590792877072317e-07
1935,1.196828414151696e-08,9.036054438027463e-07
1936,1.576212937948185e-08,7.941687787393903e-07
1937,1.3850230295986421e-08,7.051026065241217e-07
1938,2.852347158466273e-08,8.1162239951027e-07
1939,2.9058696782158222e-08,7.769377665667321e-07
1940,5.0715658339584024e-09,7.303054561091926e-07
1941,1.1806010391524069e-08,7.319726371690649e-07
1942,2.4273694831933312e-08,1.1256926155667202e-06
1943,5.2258233296242906e-08,1.1758102191894437e-06
1944,3.213186161588055e-08,7.261800512026184e-07
1945,3.267756198965799e-08,7.319773427383325e-07
1946,3.6194869323935563e-08,7.378185316042618e-07
1947,2.5033829231801974e-08,1.120561821554844e-06
1948,1.7395020535104777e-08,6.740570515084698e-07
1949,1.570721330779179e-08,6.587212454389757e-07
1950,1.4889506516624351e-08,7.614918935416881e-07
1951,3.0918066329377325e-08,7.47364288677943e-07
1952,1.6871685715180718e-08,6.748674339362992e-07
1953,1.1851210013347213e-08,7.186142658710537e-07
1954,3.127211556375187e-08,6.273968446990352e-07
1955,1.8771215692936494e-08,7.19876108057349e-07
1956,3.488456457034772e-08,6.087356805295485e-07
1957,1.9437083054185678e-08,6.219866763856885e-07
1958,1.4062814024384807e-08,5.823659461334785e-07
1959,1.3176271296266862e-08,7.541477740069524e-07
1960,2.0070416439921246e-08,5.944995944417997e-07
1961,1.945484662257968e-08,7.552648950692742e-07
1962,2.3465238307984748e-08,6.747841476695271e-07
1963,1.939815952312074e-08,6.879880443122488e-07
1964,2.007709548612624e-08,7.684052150125353e-07
1965,2.0793764932136583e-08,8.136928499880014e-07
1966,2.4925835617750636e-08,7.211875265866752e-07
1967,1.1832804958089582e-08,1.1152419254756296e-06
1968,2.560107012494761e-08,7.837520499265338e-07
1969,3.2246479264586014e-08,8.801926423274153e-07
1970,2.9431840076199478e-08,7.04524694583597e-07
1971,3.134422532635739e-08,7.019051029288903e-07
1972,2.1033601527165047e-08,6.397292953153055e-07
1973,1.5988290802404492e-08,6.869452011670774e-07
1974,1.2938814464291681e-08,7.285115479760407e-07
1975,2.1132476213381324e-08,6.659585873869389e-07
1976,7.427584713948221e-09,6.319160474888008e-07
1977,1.704266772151186e-08,6.764176117002307e-07
1978,1.9603952239322098e-08,7.277224378654523e-07
1979,1.6385525491990904e-08,7.00481236570738e-07
1980,1.9329512213062117e-08,6.503812186586799e-07
1981,1.2651098835192442e-08,6.540618127104381e-07
1982,1.3035754697909852e-08,7.132419925781619e-07
1983,1.136756866415567e-08,6.144802782159786e-07
1984,1.6237223121606803e-08,6.146948789975681e-07
1985,2.285912048538563e-08,6.26219575305953e-07
1986,1.8582904104391673e-08,6.737801583334146e-07
1987,1.588812459374367e-08,6.495798308137068e-07
1988,1.6190695006912392e-08,5.960574567254184e-07
1989,2.3050112929468014e-08,7.655930662764376e-07
1990,3.160217648678909e-08,6.064348445633527e-07
1991,1.4653663171770859e-08,5.785266292690494e-07
1992,2.0386792698445788e-08,6.705602295653534e-07
1993,2.1048988330107932e-08,6.303618036440639e-07
1994,2.162719958676007e-08,6.33518662418453e-07
1995,2.3858783393393423e-08,6.555743277125714e-07
1996,1.92171327739743e-08,6.341653788766166e-07
1997,2.7810388658622287e-08,5.873745956286314e-07
1998,2.43174582692518e-08,6.599090909276129e-07
1999,2.376504681933511e-08,5.909270019976987e-07
2000,3.0042613841096966e-08,6.640301073446153e-07
2001,2.497290782499384e-08,6.479812082460512e-07
2002,4.205972459203622e-08,6.567450769878747e-07
2003,3.041853657848037e-08,5.846192774328074e-07
2004,4.845270390463341e-08,6.056587964486937e-07
2005,2.4320248148690382e-08,5.679228500810041e-07
2006,3.1707752423670854e-08,6.720396124038075e-07
2007,3.23552832581786e-08,6.538962673552362e-07
2008,3.661398295662366e-08,6.271208832231423e-07
2009,4.529782904327817e-08,5.445275697013585e-07
2010,5.385124124401841e-08,4.974153950954019e-07
2011,5.3153209778056265e-08,4.6346539006592025e-07
2012,6.297867541360525e-08,4.851059998145502e-07
2013,6.19185793193644e-08,5.078996641039168e-07
2014,6.171518673880882e-08,5.39195869286857e-07
2015,7.336864699114543e-08,4.7412546466674144e-07
2016,6.504007671326306e-08,5.335772206294109e-07
2017,6.993399337407169e-08,3.944478704775989e-07
2018,8.570469478552667e-08,4.582103318995223e-07
2019,7.678473412653375e-08,4.98973209417386e-07
