year,dispositions_NOUN égales_ADJ,dispositions_NOUN légales_ADJ
1881,1.1156012114099667e-08,8.771414548025547e-07
1882,2.6621540527571597e-09,7.939874313578343e-07
1883,3.791603475633565e-09,8.878670980649872e-07
1884,3.300848483434038e-09,9.684689885602893e-07
1885,3.86738152613475e-09,9.333280730494664e-07
1886,6.453463874400711e-10,8.705722907009772e-07
1887,3.9173548849191775e-09,1.1046940189274324e-06
1888,7.60873763994141e-09,1.167941277913087e-06
1889,1.8795409673089125e-09,9.842530017678541e-07
1890,4.5880703680722945e-09,1.3875636213356302e-06
1891,7.0116419337296065e-09,1.27101947366981e-06
1892,4.387958441043338e-09,1.2605978847446409e-06
1893,6.15841644346915e-09,1.3406872785282076e-06
1894,0.0,1.448723850216993e-06
1895,2.4074457982692365e-09,1.4438656350534984e-06
1896,5.897029087265082e-09,1.4459514598996748e-06
1897,2.9133566670225264e-09,1.4875599987362875e-06
1898,1.13167097914868e-09,1.4281687743533666e-06
1899,9.39688327150634e-09,1.3619952952126368e-06
1900,4.671947717582725e-09,1.349154723939705e-06
1901,8.38310842965484e-09,1.3770652653732895e-06
1902,3.437198747846537e-09,1.2963149220723835e-06
1903,4.860198465905796e-09,1.5919849438716938e-06
1904,1.0749250378694342e-09,1.6612966717843847e-06
1905,1.0321518084666081e-09,1.7015022244493139e-06
1906,2.0576738091193647e-09,1.7485083176893568e-06
1907,4.114274698707732e-09,1.904394876461879e-06
1908,1.080505640516094e-08,1.497973652675455e-06
1909,6.0510818578052294e-09,1.424204624456138e-06
1910,4.809735720812114e-09,1.611795896749868e-06
1911,4.25629931299909e-09,1.5721705608484626e-06
1912,6.251305251225858e-09,1.6836849781043384e-06
1913,2.6514948014977335e-09,1.5140035376504102e-06
1914,6.696743604095445e-09,1.905893256548552e-06
1915,3.534228465440492e-09,1.6681558339115554e-06
1916,1.3184954461564757e-08,1.6635017523469742e-06
1917,9.869782324756216e-09,1.2841683254549707e-06
1918,1.1486376294556067e-09,1.3668787639531388e-06
1919,1.1049418269237776e-08,1.894975227401119e-06
1920,5.300562211374427e-09,1.603798693849967e-06
1921,1.5145494858259667e-09,1.866682296736144e-06
1922,2.2133805899215986e-09,1.9116230589588667e-06
1923,4.246379248229459e-09,2.3440013592335163e-06
1924,3.867487219366694e-09,1.794514126629565e-06
1925,1.3197813508725176e-08,1.9301803035887133e-06
1926,4.458455382660986e-09,1.8268521166930896e-06
1927,1.1149224876660924e-09,1.6969120331111753e-06
1928,1.1426041224282812e-09,2.0829674038935764e-06
1929,4.4561625500705304e-09,2.229195228409253e-06
1930,4.201441416995522e-09,2.103871786118816e-06
1931,4.5621426636444085e-09,1.8545110123113773e-06
1932,1.0959536611565568e-09,1.6428345652741427e-06
1933,4.588264879146209e-09,2.174837440804822e-06
1934,2.3963160344919743e-09,2.0188962324141357e-06
1935,7.180970484910176e-09,2.419987026769377e-06
1936,3.6374143697059935e-09,2.330370104886015e-06
1937,6.295559185076627e-09,2.522000988491868e-06
1938,6.482607339819424e-09,2.5761882014307957e-06
1939,3.058810094103137e-09,3.098574712367963e-06
1940,2.5357829169792012e-09,2.4571736254586085e-06
1941,1.7709016475464523e-08,2.7537519144971156e-06
1942,9.102635090130207e-09,2.020784933165487e-06
1943,0.0,1.8929093421604648e-06
1944,3.2131861615880553e-09,2.085357818870648e-06
1945,2.178504043826024e-09,1.5031677831345291e-06
1946,5.568441707737293e-09,2.3610193125023216e-06
1947,7.152522574216391e-09,2.7251111234249947e-06
1948,7.610321262063735e-09,2.5592424073295206e-06
1949,1.9634016634739737e-09,2.672189647334733e-06
1950,4.2541445921528975e-09,2.5833293477717234e-06
1951,1.0661401761424827e-09,2.54487648732038e-06
1952,3.1634410646574906e-09,2.585585827219461e-06
1953,0.0,2.6643674893023217e-06
1954,7.818028890937967e-09,3.2161416072540305e-06
1955,2.815682353940474e-09,2.505018649401336e-06
1956,1.0465369904011368e-08,2.702681683786068e-06
1957,8.835037701437898e-10,2.464091945597602e-06
1958,4.9633461784992505e-09,2.7050235509307186e-06
1959,0.0,3.1297519065276447e-06
1960,2.076250060767393e-09,2.6181513490541874e-06
1961,2.08444772553662e-09,2.9084995141204217e-06
1962,2.5367825617905737e-09,2.398527913172188e-06
1963,1.2932106496776896e-09,2.0562049520833625e-06
1964,4.867174663303331e-09,2.3538872504502706e-06
1965,4.377634699181954e-09,2.7732314826778293e-06
1966,2.215629901769489e-09,2.3031472302648126e-06
1967,2.9582012395223956e-09,2.086518001931381e-06
1968,4.491415683816058e-09,1.8006085600319466e-06
1969,1.3625273131978588e-09,2.1673269330335643e-06
1970,5.978342709767048e-09,2.971696048348349e-06
1971,1.541519245584766e-09,2.2578117935267983e-06
1972,6.156176013405457e-09,2.1849296132359086e-06
1973,2.205281512956958e-09,2.1931525449048195e-06
1974,3.937900228123681e-09,2.6451438959185225e-06
1975,2.2845920710778955e-09,2.2560346355504635e-06
1976,2.856763492431469e-09,1.614071361899505e-06
1977,1.23412418062685e-08,1.81416253397515e-06
1978,1.1881182704343018e-09,1.5760388336616415e-06
1979,2.925986564150662e-09,1.8357640669819375e-06
1980,3.411090521154847e-09,1.8021928154254852e-06
1981,1.2651099057237047e-09,1.518131893973873e-06
1982,6.207502289967692e-10,1.4066199991447093e-06
1983,1.2630632095778083e-09,1.624299343916391e-06
1984,3.479405208395292e-09,1.5315181673969391e-06
1985,2.4062232206745193e-09,1.8064720510579946e-06
1986,0.0,1.4698478043584373e-06
1987,6.110816852533674e-10,1.4867617252889431e-06
1988,5.996553809062277e-10,1.4949409017361859e-06
1989,1.0976244357863152e-09,1.3363577284764006e-06
1990,2.179460389939436e-09,2.048692838485522e-06
1991,1.1722930404189924e-09,1.3950287627295666e-06
1992,3.30596661157756e-09,1.2705930840795077e-06
1993,5.539207426075166e-10,1.2042236416931473e-06
1994,0.0,1.409987929079648e-06
1995,2.1689803286761844e-09,1.50473012361374e-06
1996,1.067618438099771e-09,1.575270978548815e-06
1997,9.58978896292706e-10,1.274482960056389e-06
1998,9.536258449571733e-10,1.4962388998895904e-06
1999,1.3710603763428253e-09,1.4912566044245068e-06
2000,8.836062992401139e-10,1.4354184703080364e-06
2001,8.762423564512289e-10,1.1303526603612113e-06
2002,4.38122149670761e-10,1.4247731945360442e-06
2003,2.083461403401543e-09,1.3404991108245667e-06
2004,1.7619165015858584e-09,1.3148302073773266e-06
2005,2.251874686720612e-09,1.5254199965397675e-06
2006,2.0589450144825605e-09,1.2843698371511891e-06
2007,3.994479469415779e-10,1.050148595638234e-06
2008,8.514879357157668e-10,1.1546176210686099e-06
2009,4.291373478793048e-09,1.1548562284247055e-06
2010,1.4171379625338432e-09,1.1847272958220856e-06
2011,0.0,9.143116876941804e-07
2012,1.3617010852229328e-09,6.794888234296081e-07
2013,8.367375126105969e-10,1.1903985379646542e-06
2014,0.0,1.0428784307237038e-06
2015,8.866301581811342e-10,1.2545816998610348e-06
2016,1.4499380585064614e-09,1.029456008438956e-06
2017,2.515611330355938e-10,1.2734025061078569e-06
2018,2.5814667070633845e-10,9.67791913275562e-07
2019,2.55098775436835e-10,9.84171069973172e-07
