year,derniers_ADJ yeux_NOUN,derniers_ADJ lieux_NOUN
1800,3.144164484325529e-09,2.2009151834367913e-08
1801,2.1430643926123594e-08,2.3811825400343878e-08
1802,2.2378401354217203e-09,4.699464284385613e-08
1803,3.90067853572873e-08,2.9255089017965474e-08
1804,5.6852570651244605e-08,4.2021465418429216e-08
1805,1.421438877713399e-08,5.401467717547348e-08
1806,0.0,1.729001475325731e-08
1807,1.4234775136401367e-08,5.4092147649953404e-08
1808,6.798221985349073e-09,1.0650547466184435e-07
1809,4.51806094758922e-08,7.454800510231507e-08
1810,5.3822915901946544e-08,4.914266327205041e-08
1811,0.0,1.7298829391165782e-07
1812,0.0,1.3336041604361526e-07
1813,0.0,1.4091133948568313e-07
1814,0.0,7.237357380063258e-08
1815,0.0,3.506390555685357e-08
1816,3.0128852301913867e-08,3.476405652236281e-08
1817,0.0,2.0239355080775567e-08
1818,1.4305412854298538e-08,8.344824387052086e-09
1819,2.898294049202832e-08,1.5526575580793178e-08
1820,0.0,2.610625848831205e-08
1821,1.2819934447350079e-08,1.676452932031225e-08
1822,2.0051231786055723e-09,6.215881853677274e-08
1823,3.9530747564242574e-09,6.720227219148e-08
1824,8.421112696055388e-10,2.5263338088166165e-08
1825,0.0,5.2832657360113444e-08
1826,0.0,5.0205510859768765e-08
1827,1.474763688946723e-08,2.949527377893446e-08
1828,6.420610709767516e-09,3.118582370120748e-08
1829,7.715858174606183e-09,5.486832677092934e-08
1830,4.174734336004349e-09,6.053365098068753e-08
1831,1.2472964883158966e-08,4.989185953263586e-08
1832,0.0,9.470978667991403e-09
1833,0.0,8.340212787061319e-08
1834,5.600718555598405e-09,6.440826183506942e-08
1835,4.5378527602224494e-09,5.52105419160398e-08
1836,1.3441500135158435e-09,3.1587525484155776e-08
1837,4.87052354003481e-09,2.2961039292113128e-08
1838,1.2624323808552163e-09,2.9035945203759184e-08
1839,0.0,2.307186797168015e-08
1840,0.0,2.0383003729307347e-08
1841,1.926164561183441e-09,2.247191943638427e-08
1842,2.683306021822318e-09,2.2137275124123335e-08
1843,1.1813822142769936e-09,3.6622846977252266e-08
1844,6.037417232818143e-09,2.195424508855126e-09
1845,2.2320911785556063e-09,1.562463758375543e-08
1846,2.9272506640865004e-09,3.2785209214125643e-08
1847,5.9325460100012606e-09,1.3483059113639229e-08
1848,1.6090443422100975e-09,2.091757700384278e-08
1849,8.379414495607307e-09,1.9272654583346593e-08
1850,4.073397619208663e-09,1.2220192857625989e-08
1851,3.2247193804124663e-09,2.3862924081186065e-08
1852,3.2552727180501506e-09,3.906327350478023e-08
1853,2.388772735173461e-09,2.448492075757258e-08
1854,1.0391328908454511e-09,2.182179059673217e-08
1855,5.306937111981824e-10,1.6982198758341838e-08
1856,1.5531567143511893e-09,1.346069211649592e-08
1857,1.9526036343364694e-09,1.8549734193129552e-08
1858,4.893676019968041e-10,2.5447114637699997e-08
1859,0.0,1.323965115318515e-08
1860,4.577183909670879e-10,3.249800428761773e-08
1861,1.8863854922557266e-09,1.0375120318428799e-08
1862,9.035972525772706e-10,1.400575744270327e-08
1863,9.989241656072068e-10,2.1976331865403154e-08
1864,9.589455896019672e-10,1.6781548595190543e-08
1865,9.41368871743009e-10,1.1767110841276462e-08
1866,0.0,2.3841502994059738e-08
1867,4.85281148598915e-10,3.0572714138088486e-08
1868,3.457911734727759e-09,2.321740844024589e-08
1869,9.767038289254515e-10,8.790334682373668e-09
1870,1.7202146374017957e-09,1.1468097582678638e-08
1871,0.0,1.3807530230280918e-08
1872,0.0,1.0885210954825197e-08
1873,0.0,1.5563610844537834e-08
1874,1.1949218281515073e-09,1.6728906260254917e-08
1875,2.8607636259891933e-09,5.149374260327022e-09
1876,0.0,1.874264654588842e-08
1877,6.184815992682502e-10,1.9172929910382663e-08
1878,3.0195443923020093e-09,4.831270938865373e-09
1879,1.832797580370027e-09,1.588424503040642e-08
1880,6.417846254436199e-10,1.5402831010646878e-08
1881,0.0,1.1156012114099667e-08
1882,6.655385131892899e-10,1.6638463051776853e-08
1883,6.319338941018771e-10,8.847074184359371e-09
1884,6.601696966868076e-10,1.9144920315739e-08
1885,3.2228177904158883e-09,6.445635580831777e-09
1886,6.453463874400711e-10,9.680196200179125e-09
1887,2.6115698492645834e-09,1.697520346510828e-08
1888,0.0,1.3949351895803375e-08
1889,4.385595886446936e-09,1.8168895721260014e-08
1890,5.898947996740844e-09,5.243509182406569e-09
1891,1.2748440081367107e-09,1.0198752065093686e-08
1892,1.2537024751679837e-09,3.761107425503951e-09
1893,8.005941687372342e-09,4.310891643655168e-09
1894,4.411077725308132e-09,3.780923574225881e-09
1895,3.0093072478365457e-09,1.8055843487019274e-09
1896,5.89702897624278e-10,1.3563166589847242e-08
1897,0.0,1.2818770045441852e-08
1898,2.8291773368493978e-09,1.7540900287826844e-08
1899,3.8693048765026106e-09,7.738609753005221e-09
