year,derniers_ADJ yeux_NOUN,derniers_ADJ lieux_NOUN
1900,0.0,1.453494924419374e-08
1901,2.794369402536745e-09,1.117747761014698e-08
1902,0.0,4.419255628107521e-09
1903,0.0,9.1803746826713e-09
1904,2.6873125946735854e-09,1.1286712897629059e-08
1905,5.160759042333041e-10,2.0643036169332163e-09
1906,5.144184522798412e-10,6.173021205313489e-09
1907,2.5714217422034835e-09,8.742834012309686e-09
1908,0.0,1.0313916831705683e-08
1909,1.6502950117569526e-09,1.1001967115120692e-09
1910,5.344150677544235e-10,1.0153886620400954e-08
1911,2.6601871816467337e-09,9.576673676292558e-09
1912,3.125652625612929e-09,1.3023552902780011e-08
1913,0.0,1.856046338843953e-08
1914,1.3393487430235496e-09,1.7411533548283842e-08
1915,7.068456930880984e-09,5.890381071793627e-09
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,1.4256351654751143e-08,5.483212106582869e-09
1918,1.1486376294556067e-09,1.8378202071289707e-08
1919,0.0,7.366278698128781e-09
1920,7.572231730534895e-10,1.0601124422748853e-08
1921,0.0,3.7863738810983705e-09
1922,7.377935484775833e-10,1.475587119159627e-08
1923,2.1231896241147297e-09,3.1847844361720945e-09
1924,0.0,3.867487219366694e-09
1925,0.0,7.698724324711748e-09
1926,1.1146138456652466e-09,6.687683296036084e-09
1927,0.0,8.919379901328739e-09
1928,0.0,4.570416489713125e-09
1929,0.0,2.2280812750352652e-09
1930,0.0,1.6805765667982087e-08
1931,2.2810713318222042e-09,1.8248570654577634e-08
1932,1.0959536611565568e-09,4.383814644626227e-09
1933,0.0,2.523545639121494e-08
1934,0.0,4.7926320689839486e-09
1935,0.0,5.98414207075848e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,3.777335333410292e-09,7.554670666820584e-09
1938,0.0,1.2965214679638848e-08
1939,0.0,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,2.178504043826024e-09,1.5249527862692958e-08
1946,2.7842208538686464e-09,1.1136883415474585e-08
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,0.0,4.348755133776194e-09
1949,9.817008317369869e-10,1.2762110479513922e-08
1950,1.3825969702452312e-08,1.0635361036293034e-08
1951,7.462981344019681e-09,1.2793682557799002e-08
1952,5.2724018928529404e-08,7.381362632230548e-09
1953,0.0,1.6160740301529586e-08
1954,5.863521668203475e-09,2.5408594339637602e-08
1955,7.508486277174597e-09,1.1262729415761896e-08
1956,2.616342476002842e-09,2.3547082506070183e-08
1957,2.6505113659425206e-09,2.3854601849393475e-08
1958,0.0,1.6544486669545222e-08
1959,2.325224457422337e-09,1.2401196514133517e-08
1960,0.0,8.305000243069571e-09
1961,6.948159270159238e-10,5.55852741612739e-09
1962,4.43936931660005e-09,1.6489087428794846e-08
1963,5.819448034571906e-09,1.4871922360271128e-08
1964,0.0,1.3993127545575135e-08
1965,5.472043373977442e-10,1.586892572902343e-08
1966,2.215629901769489e-09,4.431259803538978e-09
1967,3.944268467392931e-09,1.1832804958089582e-08
1968,2.245707841908029e-09,5.838840522187638e-09
1969,9.083515606356229e-10,2.043791091921321e-08
1970,4.5987250119061684e-10,9.197449912790034e-09
1971,1.541519245584766e-09,9.24911525146399e-09
1972,2.0520587451500205e-09,1.0773308467548759e-08
1973,2.205281512956958e-09,2.3155456219114967e-08
1974,0.0,1.5751600912494723e-08
1975,1.1422960355389478e-09,1.313640396460869e-08
1976,5.713526873840635e-10,2.3425460682346966e-08
1977,0.0,1.3516598507123945e-08
1978,0.0,1.485147826940647e-08
1979,2.3407893401383717e-09,2.0481905949054635e-08
1980,1.1370301367108482e-09,1.7055452161685025e-08
1981,6.325549528618524e-10,1.644642821929665e-08
1982,6.207502289967692e-10,1.1173503899897241e-08
1983,1.89459470334441e-09,1.705135410645653e-08
1984,2.8995041922996734e-09,2.2616132966390978e-08
1985,0.0,1.564045071233977e-08
1986,2.3977941854269602e-09,2.2779044428489215e-08
1987,0.0,2.13878585952898e-08
1988,1.1993107618124554e-09,1.9788627625416666e-08
1989,1.0976244357863152e-09,2.3050112929468014e-08
1990,0.0,2.2339468941368068e-08
1991,5.861465202094962e-10,2.8721180100887977e-08
1992,1.65298330578878e-09,3.250866953408149e-08
1993,2.2156829704300662e-09,2.7696037463442735e-08
1994,5.274926606624319e-10,2.795711040448623e-08
1995,0.0,3.0907969517102174e-08
1996,5.338092190498855e-10,3.6299027783570637e-08
1997,4.79489448146353e-10,2.972834600711849e-08
1998,0.0,4.148272481074855e-08
1999,9.140402323914998e-10,3.701862993921168e-08
2000,4.4180314962005696e-10,4.5947526672307504e-08
2001,4.3812117822561447e-10,3.0230360437144554e-08
2002,1.752488598683044e-09,3.50497728618393e-08
2003,0.0,3.83356919542166e-08
2004,4.404791253964646e-10,4.404791198453495e-08
2005,9.007499190971657e-10,3.512924706683407e-08
2006,8.235779835885637e-10,3.5825642896725185e-08
2007,0.0,5.072988784604604e-08
2008,1.2772318758180745e-09,5.023778726354067e-08
2009,2.384096253749135e-09,4.6251468432956244e-08
2010,9.447586046817946e-10,4.393127639445993e-08
2011,7.64794394481072e-10,3.938691151006424e-08
2012,0.0,4.391485930455019e-08
2013,2.2313000336282585e-09,2.9843636895066084e-08
2014,1.0827225782605865e-09,2.8583876598986535e-08
2015,1.5516027351836215e-09,2.8150507702662253e-08
2016,2.278474076078396e-09,3.4384243008389603e-08
2017,1.2578056374223934e-09,2.7671724467381864e-08
2018,7.744400121190154e-10,2.1942467398616827e-08
2019,7.65296326310505e-10,3.035675533169524e-08
