year,ses_DET égales_ADJ,ses_DET légales_ADJ
1800,1.8864987794131594e-08,0.0
1801,8.572257570449437e-08,0.0
1802,2.9091921760482364e-08,0.0
1803,3.705644502360883e-08,0.0
1804,5.6852570651244605e-08,0.0
1805,8.528632911009026e-09,1.1371510844071508e-08
1806,1.729001475325731e-08,0.0
1807,1.4234775136401367e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,0.0,0.0
1810,7.020380277111826e-09,0.0
1811,2.5070768572277302e-08,0.0
1812,2.9339290108509886e-08,0.0
1813,3.738464116054274e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,4.045835311217161e-08,0.0
1816,6.952811659743929e-09,0.0
1817,1.0898113522728181e-08,0.0
1818,2.1458118837358597e-08,0.0
1819,1.8631890696951814e-08,0.0
1820,1.6613073583471305e-08,0.0
1821,1.2819934447350079e-08,9.86148829262845e-10
1822,1.303330066093622e-08,0.0
1823,6.522573414713406e-08,0.0
1824,1.2631669044083083e-08,0.0
1825,1.8491430608946757e-08,7.924898959288385e-09
1826,2.290075862276808e-08,0.0
1827,1.8434546333878643e-08,2.7651818612639545e-09
1828,2.7516904310687096e-08,9.172301251858528e-10
1829,1.8860987438529264e-08,0.0
1830,2.922314124020886e-08,0.0
1831,2.3386808933878456e-08,0.0
1832,3.2471927369215337e-08,1.3529969367098715e-09
1833,2.7800709290204395e-08,0.0
1834,2.8003592333902816e-08,0.0
1835,2.647080776796429e-08,0.0
1836,1.4785650037651976e-08,0.0
1837,2.852735292435682e-08,0.0
1838,2.209256599883247e-08,1.8936485712828244e-09
1839,1.3982949909063791e-08,6.9914749545318955e-09
1840,1.7835128929277744e-08,0.0
1841,2.118781061710706e-08,0.0
1842,2.2808102073668124e-08,0.0
1843,8.860366662588604e-09,0.0
1844,2.140538946093784e-08,0.0
1845,1.0044410636567136e-08,0.0
1846,2.6930706553685013e-08,0.0
1847,2.2651539310913904e-08,0.0
1848,1.206783295515379e-08,8.045221711050488e-10
1849,2.9327951622803994e-08,0.0
1850,4.752297222410107e-09,0.0
1851,1.4188765717904062e-08,0.0
1852,1.2370036550635177e-08,1.3021090872200602e-09
1853,1.1346670270029335e-08,0.0
1854,1.558699302961486e-08,0.0
1855,3.078023524949458e-08,0.0
1856,1.9155599773057475e-08,0.0
1857,1.757343248698362e-08,0.0
1858,1.9085335978274998e-08,4.893676019968041e-10
1859,2.9025388315062628e-08,0.0
1860,3.112485202905191e-08,0.0
1861,3.0182167876091626e-08,4.715963730639317e-10
1862,2.1234535907410645e-08,0.0
1863,1.7980635647063536e-08,0.0
1864,8.151037178549814e-09,0.0
1865,2.4946274379544775e-08,4.706844358715045e-10
1866,2.092213513549268e-08,0.0
1867,1.358787216076962e-08,0.0
1868,1.2843672791973404e-08,4.93987406535723e-10
1869,2.4417595057002472e-08,0.0
1870,1.2614907340946502e-08,5.734048791339319e-10
1871,3.18635318130589e-09,1.0621177271019633e-09
1872,9.071008832961525e-09,0.0
1873,9.577607151811662e-09,0.0
1874,7.169530746864439e-09,5.974609140757536e-10
1875,9.7265964171811e-09,0.0
1876,2.9625471853478302e-08,0.0
1877,3.216104360603822e-08,0.0
1878,1.872117572077059e-08,0.0
1879,1.2829582729523281e-08,0.0
1880,1.6686399817444908e-08,6.417846254436199e-10
1881,1.2550513517339823e-08,6.972507571312292e-10
1882,1.7969540522244642e-08,0.0
1883,9.479008689083912e-09,0.0
1884,1.1222884843675729e-08,1.3203393933736152e-09
1885,6.445635580831777e-09,0.0
1886,9.680196200179125e-09,0.0
1887,2.4809914123125054e-08,0.0
1888,7.60873763994141e-09,0.0
1889,2.7566601445982997e-08,0.0
1890,1.7696843102044113e-08,0.0
1891,1.1473596295275001e-08,0.0
1892,1.191017329205124e-08,0.0
1893,1.539604177480669e-08,0.0
1894,2.2055386850183822e-08,0.0
1895,1.625025980445116e-08,0.0
1896,1.4152869098893461e-08,0.0
1897,1.2236098356765979e-08,0.0
1898,8.487532454637403e-09,0.0
1899,1.713549302451156e-08,0.0
1900,1.038210584169974e-08,0.0
1901,8.38310842965484e-09,0.0
1902,1.8659077838378835e-08,0.0
1903,2.5381035939631147e-08,0.0
1904,1.2361637935498493e-08,5.374625189347171e-10
1905,5.676835002077496e-09,0.0
1906,6.6874399351490865e-09,5.144184522798412e-10
1907,1.0799970695529737e-08,0.0
1908,1.2278472460991452e-08,0.0
1909,1.320236009405562e-08,5.500983557560346e-10
1910,1.336037680488289e-08,5.344150677544235e-10
1911,2.3409645777405785e-08,0.0
1912,1.9795800554334164e-08,0.0
1913,1.484837142129436e-08,0.0
1914,1.5402511266415786e-08,0.0
1915,1.1780761921542648e-09,0.0
1916,9.888715624128963e-09,1.0987462051303964e-09
1917,3.289927441585405e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,3.314825391953491e-08,0.0
1920,9.843901693784574e-09,7.572231730534895e-10
1921,7.572747762196741e-09,0.0
1922,1.0329110011753073e-08,0.0
1923,6.369568872344189e-09,0.0
1924,3.867487219366694e-09,0.0
1925,1.8696901804560184e-08,0.0
1926,1.5604593173179637e-08,0.0
1927,1.0034302277972529e-08,0.0
1928,1.9424270192303084e-08,0.0
1929,1.2254447234738564e-08,0.0
1930,1.8906487042613662e-08,1.0503603542488804e-09
1931,1.4826963656844327e-08,0.0
1932,9.863582839386709e-09,0.0
1933,1.1470662641954732e-08,0.0
1934,9.585264137967897e-09,0.0
1935,1.0771455727365264e-08,0.0
1936,8.487299751891442e-09,0.0
1937,6.295559185076627e-09,0.0
1938,1.4261735792331365e-08,0.0
1939,1.988226472349197e-08,0.0
1940,7.607348528892999e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,0.0
1946,9.744772988540262e-09,0.0
1947,1.7881307101674793e-08,3.5762612871081956e-09
1948,7.610321262063735e-09,0.0
1949,1.47255123650325e-08,0.0
1950,1.2762433776458693e-08,0.0
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,0.0
1953,8.619061908632375e-09,0.0
1954,9.772536557761669e-09,0.0
1955,3.754243138587299e-09,0.0
1956,5.232684952005684e-09,0.0
1957,1.6786572132332367e-08,8.835037701437898e-10
1958,8.272243445794913e-10,0.0
1959,3.8753737996444215e-09,0.0
1960,5.536666680683311e-09,0.0
1961,1.389631876236308e-08,0.0
1962,8.8787386332001e-09,6.341956404476434e-10
1963,9.69907976156037e-09,0.0
1964,5.475571551727398e-09,0.0
1965,1.2038495533772675e-08,0.0
1966,1.273987226824147e-08,0.0
1967,1.035370456037299e-08,0.0
1968,1.7965662735264232e-08,0.0
1969,1.090021850558287e-08,0.0
1970,5.518470125309705e-09,2.7592350626548523e-09
1971,8.735275613958038e-09,0.0
1972,1.3851396474251487e-08,0.0
1973,6.064523994098181e-09,0.0
1974,1.6876715580593782e-09,0.0
1975,8.567219822452898e-09,0.0
1976,1.0284348483935446e-08,0.0
1977,0.0,5.289103821581875e-09
1978,5.346532105932056e-09,1.7821774056514528e-09
1979,4.681578680276743e-09,0.0
1980,5.116635559687666e-09,5.685150683554241e-10
1981,3.1627747087981106e-09,6.325549528618524e-10
1982,6.2075020679230875e-09,0.0
1983,3.78918940668882e-09,0.0
1984,1.739702604197646e-09,0.0
1985,6.015557829641693e-09,0.0
1986,8.392279760016663e-09,0.0
1987,8.555143260480236e-09,0.0
1988,5.396898483667201e-09,0.0
1989,4.390497743145261e-09,0.0
1990,7.628111475810329e-09,0.0
1991,4.10302547493302e-09,5.861465202094962e-10
1992,1.1019888335184191e-09,0.0
1993,6.093128224193833e-09,0.0
1994,1.2132331583813993e-08,0.0
1995,6.506940763983948e-09,0.0
1996,2.6690460952494277e-09,0.0
1997,4.794894259418925e-09,4.79489448146353e-10
1998,3.814503379828693e-09,4.768129224785866e-10
1999,3.1991407301035224e-09,0.0
2000,7.95245647111642e-09,0.0
2001,6.133696661692056e-09,0.0
2002,5.257465574004527e-09,0.0
2003,4.583615265119079e-09,0.0
2004,5.285749615779878e-09,0.0
2005,6.305249655724765e-09,4.5037495954858286e-10
2006,7.823991232669414e-09,0.0
2007,5.592271090648637e-09,0.0
2008,3.8316958494988285e-09,0.0
2009,8.582746957586096e-09,4.76819250749827e-10
2010,4.723792912386671e-09,0.0
2011,3.823971805871906e-09,0.0
2012,7.148930780687124e-09,0.0
2013,1.0319762822064149e-08,8.367375126105969e-10
2014,8.228691505962615e-09,0.0
2015,1.440773989003219e-08,0.0
2016,1.4706514228635115e-08,0.0
2017,7.798394818792076e-09,0.0
2018,1.1358453733123497e-08,0.0
2019,1.198964216797549e-08,0.0
