year,petites_ADJ âmes_NOUN,petites_ADJ ames_NOUN,petites_ADJ lames_NOUN
1886,6.776136785013875e-08,1.2906927748801422e-09,2.1490035351234837e-07
1887,6.20247837535004e-08,1.3057849246322917e-09,2.1545450579196768e-07
1888,8.559830178000993e-08,1.9021844099853524e-09,2.2635994412212312e-07
1889,8.019375030698939e-08,4.385595886446936e-09,2.2366538132700953e-07
1890,9.37277233603595e-08,1.3108772956016423e-09,1.999087828608026e-07
1891,9.688814495145692e-08,1.912266012205066e-09,2.7281660663902585e-07
1892,9.089342967172342e-08,6.268512375839919e-10,1.5107114847978664e-07
1893,9.422377278411886e-08,1.108515002012922e-08,1.8536833579219092e-07
1894,1.1657847864832149e-07,5.671385361338821e-09,1.9030647990803118e-07
1895,1.149555393098467e-07,3.611168697403855e-09,2.0523475541267544e-07
1896,1.3975958679246503e-07,1.769108692872834e-09,1.881152229543659e-07
1897,1.0371550374088656e-07,6.992056045262984e-09,2.0218695340190607e-07
1898,1.6805314251300274e-07,1.3014216371232123e-08,1.6861898188835767e-07
1899,1.5753597892853577e-07,4.9748205555033564e-09,2.061786688045686e-07
1900,1.515787526606971e-07,1.0901211378033793e-08,2.4709413537493674e-07
1901,2.0287122826090354e-07,1.2295225559899592e-08,2.0734221095608518e-07
1902,1.0213390755353657e-07,3.928227076954727e-09,2.1998071986217838e-07
1903,1.0746438294795269e-07,9.18037423858209e-09,1.738870878398302e-07
1904,1.6070129849055093e-07,4.299700151477737e-09,1.488771204094519e-07
1905,1.3985656899251353e-07,8.25721468977747e-09,1.6153175863564684e-07
1906,1.846762232027288e-07,8.230695236477459e-09,1.893059931035168e-07
1907,1.3679963650758964e-07,3.0857060240307987e-09,2.3194223786049406e-07
1908,2.062783472922547e-07,1.4243028090277221e-08,1.8663278922304016e-07
1909,1.6612969933049726e-07,8.801573803118856e-09,1.9858551070228714e-07
1910,1.635310069580953e-07,1.4963621897123858e-08,1.9452708954759146e-07
1911,1.872771671074247e-07,5.320374141248863e-10,2.0483440721363877e-07
1912,1.7503654792250245e-07,1.7191089607404564e-08,1.4482191090792185e-07
1913,1.8136224411158253e-07,7.424185544113726e-09,1.9408942364407267e-07
1914,1.7411533043132366e-07,1.0714790055210699e-08,1.4197097186752217e-07
1915,1.73177198803387e-07,3.5342285764627945e-09,1.9084833979832183e-07
1916,1.494294876724922e-07,3.2962386153911893e-09,1.2635581470021862e-07
1917,1.8423593461935894e-07,2.1932848870420685e-09,1.2392060000365746e-07
1918,1.7918746308964728e-07,5.743188147278033e-09,1.274987795341076e-07
1919,1.638997026986999e-07,1.0128633376460527e-08,1.1970202251632145e-07
1920,1.5750242576828555e-07,8.329454903588385e-09,1.226701584755574e-07
1921,1.7947411468099972e-07,9.844571380313027e-09,1.6584317563683726e-07
1922,1.704303151939257e-07,8.115729033253416e-09,1.6379016187784146e-07
1923,1.783479284256373e-07,1.4862327368803108e-08,1.273913738941701e-07
1924,1.6501279187508544e-07,7.734974549755691e-09,9.668718092825657e-08
1925,1.8256975509167717e-07,1.649726732999568e-08,1.2097996204829542e-07
1926,1.8168205162538698e-07,1.783382086451013e-08,1.1591983906100722e-07
1927,2.2967402735218911e-07,1.0034302388994831e-08,1.371354727552898e-07
1928,1.2111603542308558e-07,4.5704163786908225e-09,1.5425155197590357e-07
1929,1.4816740079304225e-07,2.2280812750352652e-09,1.1140406286358484e-07
1930,1.554533366476818e-07,5.251801771244402e-09,9.348207186121726e-08
1931,1.0606981515337566e-07,2.2810713318222042e-09,1.1291302826066385e-07
1932,1.304184875650094e-07,1.2055490605789032e-08,1.3151444022696523e-07
1933,9.750062757163391e-08,9.176529758292418e-09,1.2961848483428184e-07
1934,1.1981579994824187e-07,1.1981580172459871e-09,8.626737724171107e-08
1935,1.2087967604657024e-07,2.393656828303392e-09,1.1728918281050937e-07
1936,7.032334670142859e-08,1.576212893539264e-08,1.3458432590596203e-07
1937,1.2591117970472965e-07,2.5182236296217297e-09,1.5864809199683805e-07
1938,6.223302762009553e-08,9.07565012031597e-09,1.1668692678767911e-07
1939,1.208229933880034e-07,9.176430282309411e-09,1.1164657109929976e-07
1940,7.353770370421842e-08,2.5357829169792012e-09,6.846613587185857e-08
1941,8.264207496111453e-08,2.9515025978810172e-09,1.534781404188834e-07
1942,1.6688164339306866e-07,6.068423541449874e-09,1.0923162108156248e-07
1943,1.2193587672904016e-07,2.9032352077962287e-09,1.0451646659248581e-07
1944,7.069009200222354e-08,9.639558484764166e-09,1.285274464635222e-07
1945,1.241747327185294e-07,2.178504043826024e-09,1.3506725338174874e-07
1946,1.0301617248131834e-07,4.1763312808029696e-09,1.0858461507723405e-07
1947,1.3828210887467662e-07,9.536696765621855e-09,7.390939771312333e-08
1948,1.2611390332040173e-07,0.0,1.3263702669519262e-07
1949,1.070053921026215e-07,6.8719057111366055e-09,1.0013348372694963e-07
1950,1.2656080095041489e-07,3.616022947738884e-08,7.976520777219775e-08
1951,8.422507624672448e-08,5.224086763178093e-08,7.462980988748313e-08
1952,8.330395040445637e-08,6.326882351359586e-09,1.0228459501604448e-07
1953,6.141081443367113e-08,4.3095309543161875e-09,7.649417455013463e-08
1954,6.743050007251838e-08,0.0,8.404381190985077e-08
1955,7.414630509572362e-08,7.508486277174597e-09,1.3233706397386413e-07
1956,1.0378158399326765e-07,0.0,8.023449993288523e-08
1957,6.979679767482594e-08,2.6505113104313693e-09,1.007194327939942e-07
1958,1.0340304523737132e-07,5.790570412056439e-09,1.0257581806172311e-07
1959,6.820658227102427e-08,1.4726420971555854e-08,6.588135903484726e-08
1960,7.75133354169455e-08,2.0762500052562416e-09,7.820541725322983e-08
1961,9.449496340963037e-08,3.4740795795684676e-09,8.129346440455265e-08
1962,1.1098423513544731e-07,1.1415521861124489e-08,1.3444947910556948e-07
1963,8.211887925213546e-08,6.466053248388448e-09,7.56528208967211e-08
1964,8.335036461026846e-08,3.0419841090534305e-09,5.536411151751963e-08
1965,1.061576426764077e-07,7.660860668057268e-09,6.347570291609372e-08
1966,9.527208921777941e-08,5.539074754423723e-09,8.419393537906217e-08
1967,8.726693634386606e-08,1.1832804958089582e-08,7.789930123180966e-08
1968,1.2441221364234423e-07,2.560107012494761e-08,9.656544364133879e-08
1969,8.901845349740256e-08,8.175163879187153e-09,1.2217329015129508e-07
1970,6.438215083282017e-08,2.2993624781975086e-09,4.322801672174137e-08
1971,8.992195454915475e-08,4.624557736754298e-09,6.474380853660477e-08
1972,6.053573353703712e-08,1.2312352526411274e-08,6.361381821307077e-08
1973,6.891504811257221e-08,2.7566018356850464e-09,7.332560869599547e-08
1974,3.937900233674796e-08,1.1251143350321513e-09,4.725480096112733e-08
1975,3.426888239843606e-08,1.7134440533084216e-09,5.140332248743107e-08
1976,4.570821388050206e-08,2.285410694025103e-09,5.656391621755574e-08
1977,2.9971587545141176e-08,1.7630345516828072e-09,3.584836960612847e-08
1978,4.811878939747771e-08,4.1584139465200565e-09,6.772274474542428e-08
1979,4.3889801348839796e-08,3.511183899185255e-09,4.7986180362613595e-08
1980,4.2638629071944933e-08,1.7055452050662723e-09,4.377566042990111e-08
1981,4.3013736572561356e-08,1.897664808625521e-08,4.8706731092806876e-08
1982,5.6488270616661396e-08,8.069752754913395e-09,3.289976291398489e-08
1983,5.810090897284681e-08,6.315315936866739e-09,3.410270821291306e-08
1984,6.088958781624854e-08,4.639206796497319e-09,5.567048333432467e-08
1985,4.992913327228621e-08,2.4062232206745193e-09,3.188245756291508e-08
1986,9.411342294374236e-08,5.994485463567401e-10,3.7165808208783346e-08
1987,4.8886534653735936e-08,3.055408426266837e-09,3.910922785621551e-08
1988,4.977139755890647e-08,5.996553809062277e-10,5.396898572485043e-08
1989,5.762528199060313e-08,1.0976244357863152e-09,2.250130037850795e-08
1990,4.8492994286775115e-08,2.7243255429354463e-09,4.0320017546946474e-08
1991,7.150987713089307e-08,1.7584395606284886e-09,3.692722927439718e-08
1992,4.077358695120381e-08,4.407955445095979e-09,5.014049264673304e-08
1993,5.151463078334473e-08,6.647048800267896e-09,3.545092752688106e-08
1994,5.485923848524976e-08,1.0549853213248639e-09,4.430938460586731e-08
1995,5.530900004657724e-08,2.7112253553340793e-09,3.0907969517102174e-08
1996,8.274043228340133e-08,9.074756945892659e-09,3.896807143632941e-08
1997,8.966452957892557e-08,4.794894592485832e-09,4.123609187445254e-08
1998,6.627699811190269e-08,2.3840646123929332e-09,2.4794271524797296e-08
1999,6.03266558929505e-08,3.1991407301035224e-09,4.067479153491149e-08
2000,5.5225394923752447e-08,3.976228457602815e-09,4.683113274950301e-08
2001,6.046072398291358e-08,2.190605918883648e-09,3.811654281093979e-08
2002,5.7832122812850884e-08,3.943099347036849e-09,4.644094886430139e-08
2003,4.41693819297484e-08,4.166923028847691e-09,7.25044557725596e-08
2004,5.0655098116081376e-08,4.1845516746130684e-08,5.85837227617958e-08
2005,5.1342747164895286e-08,2.702249757291497e-09,5.4044996034008363e-08
2006,6.835697019536013e-08,2.8825228315376705e-09,8.976999765764049e-08
2007,4.7534305047669534e-08,3.994479441660204e-09,3.475197019042753e-08
2008,5.321799631530233e-08,3.4059516873519158e-09,9.877260254143039e-08
2009,5.292693661118619e-08,9.53638501499654e-10,2.6701878041990312e-08
2010,4.6765552763616824e-08,2.3618964561933353e-09,2.9759895880943077e-08
2011,6.19483466746118e-08,7.64794394481072e-10,4.053410407323099e-08
2012,6.025527238273654e-08,1.7021263287730903e-09,4.765953676155732e-08
2013,7.781658617478371e-08,1.1156500168141292e-09,3.374841384129468e-08
2014,7.925529610375293e-08,0.0,3.6162933980676826e-08
2015,9.974589387784505e-08,2.2165753954528356e-10,5.120289259252786e-08
2016,1.0791681859245728e-07,6.214020242811813e-09,6.151879716753683e-08
2017,7.697770831871509e-08,1.7609279590047322e-09,3.421231298261773e-08
2018,7.847659100335136e-08,7.744400121190154e-10,5.395265390006898e-08
2019,8.979476584514146e-08,0.0,4.821366772489455e-08
