year,nombres_NOUN égaux_ADJ,nombres_NOUN egaux_ADJ
1800,4.4018303668735825e-08,0.0
1801,1.452521445344246e-07,0.0
1802,3.5805442166747525e-08,0.0
1803,3.705644502360883e-08,0.0
1804,1.1123329168860607e-07,0.0
1805,2.2743021688143017e-08,0.0
1806,1.152667650217154e-08,0.0
1807,3.4163463169534225e-08,0.0
1808,2.2660739062985158e-08,0.0
1809,3.162642769893864e-08,0.0
1810,9.594519667643908e-08,0.0
1811,5.766276700569506e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,3.4508900625951355e-08,2.8757416448144113e-09
1814,9.754699448194515e-08,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,0.0
1817,9.341240669868967e-09,0.0
1818,1.1921176934492905e-08,0.0
1819,1.2421260464634543e-08,0.0
1820,2.3732962262101864e-08,0.0
1821,2.6626018723163725e-08,0.0
1822,8.822541985864518e-08,0.0
1823,1.9765373338032077e-08,0.0
1824,3.8737120178211626e-08,0.0
1825,1.0566531649658373e-08,0.0
1826,1.8496766784892316e-08,0.0
1827,2.3964910056406552e-08,0.0
1828,6.053718948351161e-08,0.0
1829,4.6295150379904726e-08,0.0
1830,5.322786122974321e-08,0.0
1831,3.897801548191637e-08,0.0
1832,5.953186388296672e-08,0.0
1833,5.791814183808697e-08,0.0
1834,3.640467127752345e-08,0.0
1835,1.1420262779893164e-07,1.5126175867408165e-09
1836,6.787957573806125e-08,0.0
1837,1.6768517241416703e-07,0.0
1838,5.5547026533986354e-08,0.0
1839,3.775396728578073e-08,0.0
1840,3.05745047057826e-08,0.0
1841,2.632424944692957e-08,0.0
1842,4.8970335342346516e-08,0.0
1843,8.151537400635789e-08,0.0
1844,7.299786375369877e-08,0.0
1845,5.636030309119633e-08,0.0
1846,6.791221807134207e-08,0.0
1847,2.8044762956369595e-08,0.0
1848,4.907585093860689e-08,0.0
1849,4.692472543865733e-08,1.6758829879393033e-09
1850,3.4623880651452055e-08,0.0
1851,8.577753618510542e-08,0.0
1852,8.333498158208386e-08,0.0
1853,9.674529621861438e-08,0.0
1854,4.364358119346434e-08,5.195664454227256e-10
1855,2.9718847827098216e-08,0.0
1856,4.711242240773572e-08,0.0
1857,5.418474913199134e-08,4.881509085841174e-10
1858,7.242640265303635e-08,0.0
1859,2.5460867192350634e-08,0.0
1860,3.8448344952257685e-08,0.0
1861,3.1125360067107977e-08,0.0
1862,3.162590545002786e-08,0.0
1863,4.195481650981492e-08,0.0
1864,4.554991406280351e-08,0.0
1865,4.8009813014004976e-08,0.0
1866,3.357272798654165e-08,4.865612912574591e-10
1867,3.88224918879132e-08,0.0
1868,9.879747864260935e-08,0.0
1869,4.0044856319809696e-08,9.767038289254515e-10
1870,4.0711746862598375e-08,0.0
1871,2.8677177965619194e-08,0.0
1872,3.688877114882416e-08,0.0
1873,6.584605216630735e-08,5.986004469882289e-10
1874,5.496640298474631e-08,0.0
1875,5.378235456987568e-08,0.0
1876,4.53451107773617e-08,0.0
1877,2.72131899237138e-08,0.0
1878,5.254007007238215e-08,0.0
1879,5.681672377022551e-08,0.0
1880,2.4387816210946767e-08,0.0
1881,3.765154232837631e-08,0.0
1882,3.0614771162618126e-08,0.0
1883,2.5909288936531993e-08,6.319338941018771e-10
1884,6.535680086017237e-08,0.0
1885,6.316722789279083e-08,0.0
1886,4.840097944658339e-08,0.0
1887,3.525619263200497e-08,0.0
1888,1.9021843655764314e-08,0.0
1889,4.761503902273034e-08,0.0
1890,2.4251230357208442e-08,0.0
1891,9.05139216911266e-08,0.0
1892,7.772955257223657e-08,0.0
1893,7.266931634219986e-08,0.0
1894,1.0397539540463185e-07,0.0
1895,5.958428417329742e-08,6.018614495673091e-10
1896,7.902018950289857e-08,0.0
1897,2.5637540090883704e-08,0.0
1898,4.7530182456512193e-08,0.0
1899,3.8693048765026106e-08,0.0
1900,3.8932899570909285e-08,0.0
1901,4.9739775187518376e-08,0.0
1902,3.780918689244572e-08,0.0
1903,1.1880484640514055e-07,0.0
1904,5.697102523072317e-08,0.0
1905,8.3604298595219e-08,0.0
1906,5.65860283074926e-08,0.0
1907,8.485691438409049e-08,0.0
1908,5.3534139343724974e-08,0.0
1909,3.4656196135074424e-08,0.0
1910,3.2064903399131595e-08,0.0
1911,9.310654824901121e-08,0.0
1912,2.031674344316059e-07,0.0
1913,6.522676998521604e-08,0.0
1914,7.902157506123331e-08,6.696743715117748e-10
1915,7.539687585378374e-08,0.0
1916,4.0653610255958483e-08,0.0
1917,5.263883839923267e-08,0.0
1918,3.790504266021344e-08,0.0
1919,3.498982437122322e-08,0.0
1920,1.0676846784463123e-07,0.0
1921,6.28538003866197e-08,0.0
1922,5.312113715572053e-08,0.0
1923,6.157249998750558e-08,1.0615948120573648e-09
1924,6.961477061473431e-08,2.578324886925998e-09
1925,5.939016167744171e-08,0.0
1926,5.9074533709235766e-08,0.0
1927,6.578042643923254e-08,0.0
1928,5.598760022262894e-08,0.0
1929,3.342121956961819e-08,0.0
1930,5.146765613694981e-08,0.0
1931,3.42160717536899e-08,0.0
1932,4.603005310244157e-08,0.0
1933,4.7029716121471665e-08,1.1470662197865522e-09
1934,4.193552882725271e-08,0.0
1935,6.343190506186147e-08,0.0
1936,5.092380206406233e-08,0.0
1937,5.288269733227935e-08,0.0
1938,5.963998717106733e-08,1.2965214457594243e-09
1939,1.8352860564618823e-08,0.0
1940,6.593035806190528e-08,0.0
1941,5.312704587367989e-08,0.0
1942,6.978687139280737e-08,0.0
1943,5.8064703267746154e-08,0.0
1944,1.927911696952833e-08,0.0
1945,5.2284096163646154e-08,0.0
1946,5.8468636154884734e-08,0.0
1947,4.887557025767819e-08,0.0
1948,6.740570768215548e-08,0.0
1949,5.104844191805569e-08,0.0
1950,5.211327192000681e-08,0.0
1951,4.904244832459881e-08,0.0
1952,7.170466886918803e-08,0.0
1953,3.878577814475648e-08,0.0
1954,7.036226179479854e-08,0.0
1955,3.566530892840092e-08,0.0
1956,2.9651880950609666e-08,0.0
1957,5.5660736131279975e-08,8.835037701437898e-10
1958,4.218844296133284e-08,0.0
1959,4.340418924275724e-08,0.0
1960,4.152500099330325e-08,0.0
1961,7.08712235564235e-08,0.0
1962,6.278536945902857e-08,6.341956404476434e-10
1963,6.14275075250248e-08,0.0
1964,5.049693641012709e-08,0.0
1965,3.666269182689419e-08,0.0
1966,5.040557937707746e-08,0.0
1967,2.021437633947798e-08,0.0
1968,3.9075317620484995e-08,4.4914158503495116e-10
1969,2.679637134406221e-08,0.0
1970,2.2993624781975086e-08,0.0
1971,2.209510974182649e-08,0.0
1972,1.7955514408640738e-08,0.0
1973,3.3079221140042137e-08,1.6539611902288698e-09
1974,2.925297337696975e-08,0.0
1975,2.6843956391076063e-08,0.0
1976,1.542652228181396e-08,0.0
1977,1.8218024422367307e-08,0.0
1978,2.0198010375338527e-08,0.0
1979,2.867466974976196e-08,0.0
1980,9.096241093686785e-09,1.7055452605774235e-09
1981,1.8344094243616382e-08,0.0
1982,1.9864007327896616e-08,0.0
1983,1.705135410645653e-08,0.0
1984,1.5077421977593986e-08,0.0
1985,1.0226449020933615e-08,0.0
1986,9.591176741707841e-09,0.0
1987,2.0165694891716157e-08,0.0
1988,2.4585871116755698e-08,0.0
1989,1.8110803523541108e-08,0.0
1990,9.80757164370516e-09,0.0
1991,1.52398094144246e-08,0.0
1992,6.61193322315512e-09,0.0
1993,8.308810806045841e-09,0.0
1994,2.953958855300698e-08,0.0
1995,1.4098372247417501e-08,0.0
1996,9.60856638698715e-09,0.0
1997,1.2466725429760572e-08,0.0
1998,1.4781200263769279e-08,0.0
1999,1.5081663917726473e-08,0.0
2000,8.83606254831193e-09,0.0
2001,6.133696661692056e-09,0.0
2002,1.1829298429688606e-08,0.0
2003,1.0833999475323708e-08,0.0
2004,1.497629043001325e-08,8.809582507929292e-10
2005,1.261049931144953e-08,0.0
2006,1.8530505130343045e-08,0.0
2007,1.1184542181297275e-08,1.1983438685803094e-09
