year,six_DET armes_NOUN,six_DET larmes_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,2.3811825400343878e-08
1802,0.0,6.713520406265161e-09
1803,0.0,9.751696339321825e-09
1804,0.0,7.4155526164076946e-09
1805,0.0,5.685755422035754e-09
1806,0.0,1.729001475325731e-08
1807,0.0,0.0
1808,0.0,6.798221985349073e-09
1809,0.0,0.0
1810,0.0,4.680253518074551e-09
1811,0.0,0.0
1812,0.0,5.3344164641089264e-09
1813,0.0,0.0
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,0.0,0.0
1817,0.0,1.556873407970727e-09
1818,1.1921177378582115e-09,1.3113295338484932e-08
1819,0.0,2.070210003424222e-09
1820,2.3732962262101864e-09,9.493184904840746e-09
1821,0.0,1.97229765852569e-09
1822,0.0,7.017931125119503e-09
1823,0.0,6.917880934764753e-09
1824,0.0,8.421112696055388e-10
1825,0.0,8.805443041381977e-10
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,1.8344602503717056e-09
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,1.3529969367098715e-09
1833,0.0,0.0
1834,0.0,2.8003592777992026e-09
1835,0.0,0.0
1836,0.0,3.36037508930076e-09
1837,1.3915781860163179e-09,2.7831563720326358e-09
1838,0.0,4.418513555037862e-09
1839,6.921560213868361e-08,0.0
1840,6.369688665408546e-10,3.821813088222825e-09
1841,0.0,1.5409316489467528e-08
1842,0.0,1.0733224087289273e-08
1843,0.0,1.1813821920725331e-08
1844,0.0,6.037417232818143e-09
1845,1.1160455892778032e-09,2.2320911785556063e-09
1846,5.269050973311096e-09,8.196302303531411e-09
1847,4.314578916364553e-09,7.550513103637968e-09
1848,2.413566457803995e-09,5.63165514222419e-09
1849,3.3517659758786067e-09,1.6758829879393033e-09
1850,6.788996032014438e-10,0.0
1851,3.8696632564949596e-09,5.8044946626978344e-09
1852,0.0,1.3021090872200602e-09
1853,5.971931837933653e-10,5.3747388761848924e-09
1854,0.0,2.0782657816909023e-09
1855,1.0613874223963649e-09,4.2455496895854594e-09
1856,2.0708756931497874e-09,4.141751386299575e-09
1857,4.881508974818871e-09,9.763018171682347e-10
1858,2.936205500958522e-09,4.893676019968041e-10
1859,0.0,5.601390462572908e-09
1860,1.8308735638683515e-09,5.492620580582752e-09
1861,1.8863854922557266e-09,5.659156698811785e-09
1862,1.8071945051545413e-09,7.228778020618165e-09
1863,4.994620828036034e-10,8.990317823531768e-09
1864,0.0,1.4384183844029508e-09
1865,2.3534221238463715e-09,6.118897832863013e-09
1866,1.4596839292835284e-09,1.0704348518686402e-08
1867,1.358787216076962e-08,2.426405742994575e-09
1868,9.87974813071446e-10,4.93987406535723e-10
1869,7.813630631403612e-09,9.767038289254515e-10
1870,1.204150201772336e-08,2.8670243956696595e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,0.0,6.652073114565837e-09
1873,0.0,0.0
1874,1.7923826867161097e-09,3.5847653734322193e-09
1875,0.0,9.7265964171811e-09
1876,1.1487427897804992e-08,6.04601479992084e-09
1877,3.710889595609501e-09,1.2369631985365004e-09
1878,6.039088673581716e-10,6.039088673581716e-10
1879,6.10932526790009e-10,5.498392852132383e-09
1880,0.0,1.2835692508872398e-09
1881,6.972507571312292e-10,9.064259565150223e-09
1882,6.655385131892899e-10,2.6621540527571597e-09
1883,0.0,6.319338941018771e-10
1884,6.601696966868076e-10,7.2618666635548834e-09
1885,1.933690763067375e-09,5.80107206715752e-09
1886,2.5813855497602844e-09,7.744156427236248e-09
1887,1.3057849246322917e-09,4.570247291724172e-09
1888,3.1703073499755874e-09,3.804368819970705e-09
1889,1.2530273485467092e-09,4.385595886446936e-09
1890,1.9663159434024635e-09,6.554386478008212e-10
1891,6.374220040683554e-10,6.374220040683554e-10
1892,6.268512375839919e-10,1.8805537127519756e-09
1893,5.542574899042307e-09,0.0
1894,0.0,3.780923574225881e-09
1895,1.8055843487019274e-09,6.018614495673091e-10
1896,2.948514543632541e-09,8.845543852942228e-09
1897,5.826713556089658e-10,2.330685422435863e-09
1898,1.13167097914868e-09,5.092519295146758e-09
1899,5.527578395003729e-09,8.844125432005967e-09
1900,0.0,0.0
1901,0.0,4.470991132876634e-09
1902,0.0,4.419255628107521e-09
1903,0.0,4.320176216765503e-09
1904,0.0,4.299700151477737e-09
1905,5.160759042333041e-10,2.0643036169332163e-09
1906,1.5432553013283723e-09,1.0288369045596824e-09
1907,0.0,3.0857059130084963e-09
1908,0.0,4.911389073214423e-10
1909,1.1001967115120692e-09,8.801573692096554e-09
1910,1.6032452032632705e-09,1.6032452032632705e-09
1911,5.320374141248863e-10,2.128149656499545e-09
1912,0.0,5.209421227725386e-10
1913,5.30298971401777e-10,2.121195885607108e-09
1914,4.018046340092951e-09,4.018046340092951e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,0.0
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,0.0,5.743188147278033e-09
1919,0.0,9.207848372660976e-10
1920,0.0,1.514446346106979e-09
1921,0.0,3.7863738810983705e-09
1922,7.377935484775833e-10,1.4755870969551665e-09
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,0.0,0.0
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,2.229227691330493e-09,7.802296586589819e-09
1927,0.0,3.3447675740205796e-09
1928,0.0,6.8556245125250825e-09
1929,0.0,0.0
1930,0.0,4.201441416995522e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,3.2878609834696704e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,0.0
1934,4.7926320689839486e-09,4.7926320689839486e-09
1935,2.393656828303392e-09,0.0
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,1.2965214457594243e-09,0.0
1939,0.0,3.058810094103137e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,8.714016175304096e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,2.3841741914054637e-09
1948,3.2615663503321457e-09,2.174377566888097e-09
1949,9.817008317369869e-10,0.0
1950,0.0,4.2541445921528975e-09
1951,0.0,6.396841278899501e-09
1952,0.0,0.0
1953,0.0,4.3095309543161875e-09
1954,0.0,4.886268278880834e-09
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,0.0,3.488456634670456e-09
1957,0.0,8.835037701437898e-10
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,7.750747821333448e-10,2.325224457422337e-09
1960,0.0,2.7683333403416555e-09
1961,0.0,2.779263708063695e-09
1962,3.805173953708163e-09,1.2683912808952869e-09
1963,2.5864212993553792e-09,6.466053248388448e-10
1964,6.083968329129164e-10,2.4335873316516654e-09
1965,2.188817349590977e-09,1.0944086747954884e-09
1966,4.985167390003653e-09,6.092982118843793e-09
1967,3.451234853457663e-09,6.409436092980059e-09
1968,1.3474247273492779e-09,4.4914158503495116e-10
1969,1.3625273131978588e-09,1.8167031212712459e-09
1970,3.219107425067591e-09,3.6789800095249348e-09
1971,1.541519245584766e-09,3.5968783507200897e-09
1972,1.0260293725750103e-09,1.5390440033513642e-09
1973,3.3079223804577396e-09,5.513203782392395e-10
1974,1.6876715580593782e-09,5.625571675160757e-10
1975,1.7134440533084216e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,1.7140580066410394e-09
1977,5.876781838942691e-10,4.11374712072643e-09
1978,4.158414057542359e-09,1.1881182704343018e-09
1979,1.1703946700691858e-09,0.0
1980,1.7055452605774235e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,0.0
1982,4.345251491955082e-09,6.207502289967692e-10
1983,3.1576580239445207e-09,6.315316047889041e-10
1984,1.7397025486864948e-09,0.0
1985,3.609334831011779e-09,0.0
1986,4.196139768986029e-09,3.5966913891627428e-09
1987,5.49973533381376e-09,6.110816852533674e-10
1988,5.996553809062277e-10,5.996553809062277e-10
1989,2.7440609784434855e-09,0.0
1990,1.634595292454577e-09,1.6345953479657283e-09
1991,2.344586080837985e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,5.509944167592096e-10
1993,1.661762283333701e-09,5.539207426075166e-10
1994,1.0549853213248639e-09,1.5824779264761446e-09
1995,2.7112254663563817e-09,1.626735190995987e-09
1996,5.3380921904988554e-09,1.067618438099771e-09
1997,6.233362714880286e-09,4.79489448146353e-10
1998,4.7681290027412615e-09,9.536258449571733e-10
1999,5.484241505371301e-09,0.0
2000,2.2090156370779823e-09,1.7672125984802278e-09
2001,2.6287270138425356e-09,1.3143635069212678e-09
2002,3.066854992184176e-09,4.38122149670761e-10
2003,2.5001538617175356e-09,4.1669229178253886e-10
2004,4.404791198453495e-09,4.404791253964646e-10
2005,1.3511248786457486e-09,4.5037495954858286e-10
2006,4.941467846020231e-09,8.235779835885637e-10
2007,3.994479413904628e-09,7.988958938831558e-10
2008,8.514879357157668e-10,8.514879357157668e-10
2009,1.907277002999308e-09,1.430457752249481e-09
2010,1.8895172093635892e-09,2.3618964561933353e-09
2011,4.20636914189032e-09,0.0
2012,3.744677928851914e-09,0.0
2013,6.414987374636638e-09,1.6734750252211938e-09
2014,5.197068442264197e-09,8.661780737106994e-10
2015,3.3248631625681924e-09,6.649726325136385e-10
2016,3.728412162340433e-09,2.4856081637381067e-09
2017,5.031222660711876e-10,7.54683426862357e-10
2018,2.5814667625745358e-09,1.5488800242380307e-09
2019,5.8672718905583565e-09,5.1019755087367e-10
