year,bonnes_ADJ armes_NOUN,bonnes_ADJ larmes_NOUN
1865,7.060266682401561e-08,5.177528628053096e-09
1866,6.227984528095476e-08,4.379051787850585e-09
1867,1.111293812527947e-07,2.038180824115443e-08
1868,8.496583348005515e-08,1.679557115608077e-08
1869,5.4695412643468444e-08,2.197583626184496e-08
1870,5.9060702994884196e-08,1.2614907340946502e-08
1871,7.859671313781291e-08,1.0621177271019633e-09
1872,1.19737322279434e-07,4.8378714367913744e-09
1873,1.4426271377487865e-07,8.380406590902112e-09
1874,1.4578046148017165e-07,1.4339061660262331e-08
1875,8.181783783811625e-08,2.8607636259891933e-09
1876,6.106474614853141e-08,1.6324239737741664e-08
1877,7.792868217393334e-08,8.658742167710898e-09
1878,7.548860736505958e-08,8.4547240319921e-09
1879,5.315112971970848e-08,5.498392852132383e-09
1880,7.701415682959123e-08,5.776061406947974e-09
1881,5.368830713337047e-08,3.4862537301449947e-09
1882,4.791877472598571e-08,1.2645231528551903e-08
1883,6.382532546922448e-08,1.64302811356265e-08
1884,5.677459569142229e-08,1.3203393933736152e-08
1885,5.0920522909336796e-08,1.0313017106966527e-08
1886,4.711028722681476e-08,9.680196200179125e-09
1887,5.6148753202478474e-08,1.3057849024278312e-08
1888,6.02358412038484e-08,1.8387781741679987e-08
1889,4.8868066926388565e-08,1.1903759755682586e-08
1890,6.423298515301212e-08,2.0318598359381213e-08
1891,3.6970476458009216e-08,1.211101796627645e-08
1892,4.5133290882404253e-08,8.149066310636499e-09
1893,4.92673315477532e-08,1.7243566630131824e-08
1894,7.435816229417469e-08,1.3863386882917439e-08
1895,5.5973114143625935e-08,1.38428128959589e-08
1896,6.781583294923621e-08,2.1229304536518612e-08
1897,4.661370667236042e-08,2.0393496669157685e-08
1898,5.318853624203257e-08,1.3580051749784161e-08
1899,7.849160965633928e-08,2.266307141951529e-08
1900,4.3085741197046445e-08,1.0901211489056095e-08
1901,2.6825947685438223e-08,1.0618603774048552e-08
1902,4.517461249520238e-08,5.4013122863239005e-09
1903,3.186130115295782e-08,2.214090244478939e-08
1904,4.944655174199397e-08,1.3436562973367927e-08
1905,2.7868098939620722e-08,1.1353670004154992e-08
1906,4.8869754465385995e-08,9.773950537805831e-09
1907,5.297128780057392e-08,5.65712765521198e-09
1908,2.89771957540097e-08,1.620758460774141e-08
1909,2.9705311987981986e-08,1.1552065692921332e-08
1910,5.2907090264397993e-08,8.550641084070776e-09
1911,4.362706818028528e-08,1.2236860857939291e-08
1912,3.4903123946605774e-08,1.3544495303108306e-08
1913,2.2802856491921375e-08,1.2727175757731857e-08
1914,2.9465672568562695e-08,1.2054138687211946e-08
1915,2.9451904026700504e-08,1.5314990164938536e-08
1916,3.955486249651585e-08,1.4283700444650549e-08
1917,2.631941953268324e-08,1.2063066989753679e-08
1918,2.986458014220261e-08,8.040463406189247e-09
1919,3.6831394822911534e-08,3.314825391953491e-08
1920,3.63467123065675e-08,6.815008557481406e-09
1921,3.1048266180278006e-08,6.815472630705699e-09
1922,2.8036154731125862e-08,6.640141769764796e-09
1923,4.458698299458774e-08,2.1231896241147297e-08
1924,3.867487308184536e-08,1.804827398643738e-08
1925,3.409435223034052e-08,8.798542339150117e-09
1926,2.8979959765251806e-08,1.5604593173179637e-08
1927,3.5677519605314956e-08,1.5608915049369898e-08
1928,2.9707706517001498e-08,7.998228745975666e-09
1929,4.3447585085232276e-08,5.570202965543558e-09
1930,3.2561171536826805e-08,9.453243521306831e-09
1931,2.737285598186645e-08,6.843213995466613e-09
1932,1.9727165678773417e-08,7.6716757391182e-09
1933,3.670611903316967e-08,2.2941324395731044e-09
1934,5.391711255242626e-08,7.188948103475923e-09
1935,2.154291145473053e-08,7.180970484910176e-09
1936,2.424942913137329e-08,6.0623572828433225e-09
1937,4.0291578073947676e-08,1.2591118370153254e-08
1938,2.463390735840676e-08,3.8895642262559704e-09
1939,3.211750509990452e-08,7.647025235257843e-09
1940,2.2822046474857416e-08,0.0
1941,5.312704587367989e-08,5.9030051957620344e-09
1942,5.158160121254696e-08,0.0
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,4.177142187700156e-08,1.2852744646352221e-08
1945,3.703456741277478e-08,4.357008087652048e-09
1946,3.062643116891195e-08,5.568441707737293e-09
1947,2.3841742802233057e-08,1.4305045148432782e-08
1948,2.8266908813634473e-08,1.522064252412747e-08
1949,2.6505922789965553e-08,3.9268033269479474e-09
1950,1.3825969702452312e-08,6.381216888229346e-09
1951,2.1322803078760444e-08,6.396841278899501e-09
1952,4.428817490520487e-08,4.217921456550755e-09
1953,2.693456835345387e-08,7.54167928107563e-09
1954,2.443134050622575e-08,5.863521668203475e-09
1955,2.815682265122632e-08,1.8771215692936494e-09
1956,2.3547082506070183e-08,1.3081712157969605e-08
1957,2.297109880089465e-08,2.6505113104313693e-09
1958,2.4816730004317833e-08,3.3088974338291166e-09
1959,2.2477168570844697e-08,1.4726420638488946e-08
1960,3.114374891310945e-08,4.844583290086746e-09
1961,2.640300600376122e-08,4.16889545107324e-09
1962,3.868593267952747e-08,7.610347907416326e-09
1963,3.36234755593523e-08,9.052474325699222e-09
1964,1.8251904876365188e-08,4.867174663303331e-09
1965,1.9699356812452606e-08,1.0396882466068291e-08
1966,3.0464910594218964e-08,4.431259803538978e-09
1967,3.3526280418527676e-08,1.9721342336964653e-09
1968,3.9973599541553995e-08,9.88111459321317e-09
1969,3.9967467557744385e-08,4.541757636644661e-09
1970,3.724967356788511e-08,4.5987250119061684e-10
1971,2.7747345754391972e-08,1.3873673210262893e-08
1972,1.898154344814884e-08,5.643161493651405e-09
1973,3.583582497412863e-08,3.307922213924286e-09
1974,2.6440186928766707e-08,1.1251143350321513e-09
1975,2.056132863970106e-08,2.8557400888473694e-09
1976,3.199575004941835e-08,2.856763492431469e-09
1977,2.938390863960194e-08,2.3507127355770763e-09
1978,3.6237608469491533e-08,5.940591130126904e-09
1979,2.691907674545746e-08,5.266775904289034e-09
1980,2.9562784220615868e-08,6.2536656408873625e-09
1981,2.1506869174459098e-08,1.2651099057237047e-09
1982,2.110550845202397e-08,1.2415004579935385e-09
1983,1.894594880980094e-08,5.68378455412244e-09
1984,2.145633182237816e-08,4.059305780401701e-09
1985,1.9851341903631692e-08,6.015558051686298e-10
1986,2.8773531113301942e-08,8.991728306373403e-09
1987,1.588812459374367e-08,3.6664902225425067e-09
1988,2.5185526553173077e-08,3.597932174415064e-09
1989,1.3171493229435782e-08,3.2928733073589456e-09
1990,2.0160008773473237e-08,4.358920779878872e-09
1991,1.817054240405014e-08,1.7584395606284886e-09
1992,1.983579878128694e-08,2.7549720282848966e-09
1993,2.2710750613441633e-08,7.2009697094088665e-09
1994,1.635227242502424e-08,4.747434001473039e-09
1995,1.843633334885908e-08,5.422450821690461e-10
1996,3.202855225481471e-08,6.4057106285986265e-09
1997,3.4043750929413363e-08,6.7128524960935465e-09
1998,2.527108478034279e-08,6.6753808036779105e-09
1999,2.8792268125243936e-08,9.140402323914998e-10
2000,3.180982588446568e-08,2.2090156370779823e-09
2001,3.1982846593336944e-08,3.5049694258049158e-09
2002,3.724038322161505e-08,2.1906108038649563e-09
2003,1.6667691227212345e-08,5.000307723435071e-09
2004,1.4535810777260849e-08,4.845270407116686e-09
2005,1.8915748967174295e-08,5.404499514582994e-09
2006,3.3354908168803377e-08,2.8825228870488218e-09
2007,3.355362920842708e-08,6.7906151812735516e-09
2008,3.193079933794252e-08,2.9802078582719105e-09
2009,3.099325240896178e-08,3.814554005998616e-09
2010,2.4563723499682055e-08,6.140930874920514e-09
2011,2.103184648660772e-08,1.0324724186716594e-08
2012,4.289358557230116e-08,5.7872298064864935e-09
2013,3.7374274342028e-08,1.2551062411603198e-08
2014,4.850597079553154e-08,7.57905826986871e-09
2015,3.812509774547834e-08,1.7289288223309995e-08
2016,5.261203739337361e-08,1.2013772199281902e-08
2017,2.8677968444412727e-08,8.301517695485927e-09
2018,4.1303465536657313e-08,1.4972506789945328e-08
2019,3.7244422657067844e-08,8.673358642408147e-09
