year,petits_ADJ yeux_NOUN,petits_ADJ lieux_NOUN
1844,4.154840951287042e-07,5.54344694592146e-08
1845,4.6985519475128967e-07,1.785672942844485e-08
1846,4.3674580751940084e-07,4.0981507964943376e-08
1847,2.3676251714732643e-07,1.4561703842730367e-08
1848,2.7514658995642094e-07,1.528592186161859e-08
1849,3.418801384214021e-07,0.0
1850,3.6117458535045444e-07,4.277067588986938e-08
1851,2.470135029852827e-07,1.4188765717904062e-08
1852,4.2123230059587513e-07,1.8880582430824688e-08
1853,5.01642261951929e-07,2.8068079416243563e-08
1854,3.434334132634831e-07,2.5458755104068587e-08
1855,5.6518882729506e-07,1.4328730202350926e-08
1856,3.960549861403706e-07,4.141751475117417e-08
1857,4.583737052143988e-07,1.8549734193129552e-08
1858,4.741972077226819e-07,1.5170396494568195e-08
1859,4.6186011104509817e-07,2.6988518087023294e-08
1860,5.37819119017513e-07,4.119465657481669e-09
1861,4.871590704169648e-07,1.8863854478468056e-08
1862,5.335741661838256e-07,2.4848924695675123e-08
1863,4.21046536303038e-07,2.2975255475898848e-08
1864,4.0179818938668177e-07,2.2535221688713136e-08
1865,5.304613637235889e-07,1.553258677233771e-08
1866,4.194158407244686e-07,1.5083399418358567e-08
1867,5.299270355862973e-07,1.94112459439566e-08
1868,5.181927917874418e-07,2.2723421366777075e-08
1869,5.401172415986366e-07,1.3673853160867111e-08
1870,5.080367486698378e-07,4.587239033071455e-09
1871,4.5246216018313135e-07,8.496941816815706e-09
1872,5.896155812479265e-07,1.3304146229131675e-08
1873,5.279655965750862e-07,1.5563610844537834e-08
1874,5.269605480862083e-07,1.7326366119618797e-08
1875,5.034943910686707e-07,1.0298748520654044e-08
1876,4.939594191455399e-07,5.2600327649088285e-08
1877,4.997331188860699e-07,6.184816214727107e-09
1878,4.4206129246049386e-07,1.5701630218245555e-08
1879,5.34565970156109e-07,4.887460391955756e-08
1880,4.2742857431221637e-07,1.5402831010646878e-08
1881,5.578006039286265e-07,1.8128519130300447e-08
1882,5.716975692848791e-07,1.1979693681496428e-08
1883,6.338296998364967e-07,1.64302811356265e-08
1884,5.301162673276849e-07,1.2543224237049344e-08
1885,6.632558893215901e-07,1.6758653131887513e-08
1886,6.130790666247776e-07,2.3877817056927597e-08
1887,6.659503242190112e-07,2.3504128421336645e-08
1888,5.712893766940397e-07,8.876860135842435e-09
1889,5.124882136442466e-07,8.771191772893872e-09
1890,5.466358174999186e-07,2.2940351840361473e-08
1891,6.23398705101863e-07,8.286486163910922e-09
1892,5.660466513290885e-07,1.0656471260972467e-08
1893,5.832020519846992e-07,2.463366621796581e-09
1894,7.013613299022836e-07,1.7014155417882648e-08
1895,6.831127734585607e-07,1.444467478961542e-08
1896,7.046949690447946e-07,1.1794058174530164e-08
1897,8.122438543978205e-07,1.6897470089816125e-08
1898,5.992197884552297e-07,6.224190496340043e-09
1899,6.05269860898261e-07,1.3818945987509323e-08
1900,6.561490977219364e-07,4.15284251431558e-09
1901,5.666981337526522e-07,9.500856101851696e-09
1902,5.386581278798985e-07,6.38336894454028e-09
1903,5.092407491247286e-07,4.860198465905796e-09
1904,5.363875743569224e-07,5.374625189347171e-09
1905,5.392993216446484e-07,2.0643036169332163e-09
1906,5.607161028819974e-07,8.230695236477459e-09
1907,5.857698397448985e-07,3.0857059130084963e-09
1908,6.546881650137948e-07,9.822778146428846e-09
1909,7.211789352368214e-07,1.7603147384193107e-08
1910,7.727641673227481e-07,3.740905363258662e-09
1911,6.730273298671818e-07,1.3832972989291648e-08
1912,5.626175152428914e-07,2.6568049094066737e-08
1913,6.008287414260849e-07,1.0075680734189518e-08
1914,6.140913910712698e-07,1.9420557606508737e-08
1915,4.5709356299994397e-07,0.0
1916,5.856317102370667e-07,1.0987461607214755e-08
1917,7.358470952567586e-07,2.1932848870420685e-09
1918,7.247903681673051e-07,1.6080926812378493e-08
1919,5.985101552141714e-07,9.207848372660976e-10
1920,7.602520781802014e-07,6.815008557481406e-09
1921,6.179361662361771e-07,7.572747429129834e-10
1922,9.170773864752846e-07,1.2542490601674672e-08
1923,9.862216074907337e-07,2.1231896241147297e-09
1924,6.445812346100865e-07,1.5469948877466777e-08
1925,9.216473131345992e-07,7.698724324711748e-09
1926,6.676536941085942e-07,7.802296586589819e-09
1927,1.0647510180206154e-06,5.574612327308159e-09
1928,8.946590241976082e-07,4.570416489713125e-09
1929,8.255041166194133e-07,2.1166771446701205e-08
1930,6.711802598147187e-07,5.2518016602221e-09
1931,7.071321306284517e-07,7.983749661377715e-09
1932,6.170218966872199e-07,7.6716757391182e-09
1933,6.882397087792924e-07,1.1470662641954732e-08
1934,6.733648092449585e-07,3.5944740517379614e-09
1935,7.360494578279031e-07,1.555876849579363e-08
1936,7.032334679024643e-07,9.699771652549316e-09
1937,6.144465487523121e-07,6.295559185076627e-09
1938,6.638189802288252e-07,5.186085783037697e-09
1939,6.285854965426552e-07,0.0
1940,5.198355097491003e-07,1.0143131667916805e-08
1941,7.40827147183154e-07,1.1806010391524069e-08
1942,7.19108186331141e-07,1.517105907566929e-08
1943,7.34518494027725e-07,2.9032352077962287e-09
1944,8.161492814906524e-07,1.927911696952833e-08
1945,8.016895094442589e-07,0.0
1946,8.046398534133914e-07,2.7842208538686464e-09
1947,9.036020287567226e-07,9.536696765621855e-09
1948,8.664894721732708e-07,7.610321262063735e-09
1949,7.264586088240321e-07,8.835307596655184e-09
1950,7.317128734030121e-07,4.3604980959344175e-08
1951,7.985390197973175e-07,7.462981344019681e-09
1952,8.414753551733156e-07,7.381362632230548e-09
1953,7.035309295133629e-07,9.69644453618912e-09
1954,7.221904070320306e-07,7.818028890937967e-09
1955,6.87965041379357e-07,1.407841132561316e-08
1956,8.63393040617666e-07,4.360570926564833e-08
1957,6.988514655859035e-07,7.068030161150318e-09
1958,7.246485438372474e-07,1.1581140491045971e-08
1959,6.061084718567145e-07,6.975672928177801e-09
1960,8.208108397411706e-07,1.038124963770315e-08
1961,7.510960244871967e-07,2.223410966450956e-08
1962,8.054284421632474e-07,7.610347907416326e-09
1963,6.944541155462503e-07,6.466053470433053e-09
1964,6.990479732849053e-07,1.520992043424485e-08
1965,5.603372414952901e-07,1.6963333848707407e-08
1966,6.829679364273034e-07,2.437192847537517e-08
1967,7.54341328956798e-07,2.415864486238206e-08
1968,6.440690185627318e-07,5.838840522187638e-09
1969,6.494713602478441e-07,1.9529558414888015e-08
1970,5.168967049939965e-07,1.103694025061941e-08
1971,5.00993735386146e-07,1.0276794526475896e-08
1972,4.909550739284896e-07,9.747279428040656e-09
1973,5.221003789301903e-07,1.8193572870472963e-08
1974,4.1910507775355654e-07,6.1881286761433785e-09
1975,3.752442410132062e-07,1.4849848462006321e-08
1976,4.3022856743846205e-07,1.2569759455516305e-08
1977,4.466354255328042e-07,5.289103821581875e-09
1978,4.895047140962561e-07,9.504946163474415e-09
1979,4.681578786858154e-07,1.1703946256602649e-08
1980,5.525966457753384e-07,1.5349906234973787e-08
1981,5.610762627838994e-07,1.8976647808699454e-08
1982,5.350867127162928e-07,1.4277254933858785e-08
1983,6.239532126528502e-07,1.4525227243211702e-08
1984,4.7261920599339646e-07,1.5077421977593986e-08
1985,4.397373061237886e-07,1.804667348892508e-08
1986,5.113296310810256e-07,2.6975184752586756e-08
1987,4.509782911554794e-07,2.3221103262471843e-08
1988,4.887191380475997e-07,2.2187249371086182e-08
1989,4.780154654326907e-07,2.1952487827547884e-08
1990,4.6313533630382153e-07,1.3076762783725826e-08
1991,4.460574984932464e-07,1.641210189973208e-08
1992,5.052618803347286e-07,1.4325855168806356e-08
1993,3.905141170434945e-07,2.3818591543545153e-08
1994,4.2304910152779485e-07,1.5824779708850656e-08
1995,4.74464457056456e-07,2.548551947256783e-08
1996,4.457307056782156e-07,2.829188794351012e-08
1997,4.6846119516885665e-07,3.308477047880842e-08
1998,4.2865482896559115e-07,4.1959538066294044e-08
1999,3.97607493596297e-07,3.656160885157078e-08
2000,4.082261000348808e-07,2.2090157258958243e-08
2001,4.043858439217729e-07,2.5849150375734098e-08
2002,4.714194403732108e-07,4.6002824660718034e-08
2003,5.033642764828983e-07,2.6251614215766494e-08
2004,4.691102617471188e-07,7.620288755560978e-08
2005,5.616175826617109e-07,2.9724747108161864e-08
2006,5.509736524800246e-07,7.823990699762362e-08
2007,5.580287734119338e-07,3.8746449604332156e-08
2008,6.45002103283332e-07,3.022782024686421e-08
2009,7.13798442575353e-07,3.576144536054926e-08
2010,9.617642717785202e-07,4.393127639445993e-08
2011,1.1617227073656977e-06,2.791499476018089e-08
2012,1.6942965430644108e-06,3.199997422598244e-08
2013,1.8748498860077234e-06,1.3136778420630435e-07
2014,1.919234136948944e-06,2.3170263929728208e-08
2015,1.8240199324282003e-06,1.8397575018980206e-08
2016,1.8772554994939128e-06,2.0713400772365276e-08
2017,1.6547691075174953e-06,2.968421419780043e-08
2018,2.026709580604802e-06,2.5556520455438658e-08
2019,1.843088625719247e-06,3.673422455108266e-08
