year,serions_VERB à_ADP,serions_VERB a_ADP,serions_VERB las_ADJ
1869,9.474027251599182e-08,9.767038289254515e-10,0.0
1870,8.715754518107133e-08,2.8670243956696595e-09,0.0
1871,6.903765381593985e-08,1.0621177271019633e-09,0.0
1872,1.1550417866601492e-07,1.2094678591978436e-09,0.0
1873,8.61984617017697e-08,5.986004469882289e-10,0.0
1874,1.0395820027042646e-07,5.974609140757536e-10,0.0
1875,1.1671915700617319e-07,5.721527140956084e-10,1.1443054281912168e-09
1876,1.1910648822777148e-07,3.02300739996042e-09,1.753344314181504e-08
1877,8.287653230354408e-08,0.0,0.0
1878,1.008527803492143e-07,0.0,0.0
1879,1.0569132768978307e-07,6.10932526790009e-10,0.0
1880,6.867095692086878e-08,6.417846254436199e-10,6.417846254436199e-10
1881,1.0946836681569039e-07,1.3945015142624584e-09,3.4862537301449947e-09
1882,9.583754945197143e-08,0.0,0.0
1883,8.341527291122475e-08,6.319338941018771e-10,0.0
1884,9.04432511106279e-08,0.0,0.0
1885,7.670306700902074e-08,1.2891271383708158e-09,6.445635691854079e-10
1886,6.453463896605172e-08,6.453463874400711e-10,1.2906927748801422e-09
1887,9.140494228176976e-08,0.0,6.528924623161458e-10
1888,8.750048152705858e-08,0.0,0.0
1889,7.643466659601472e-08,0.0,1.8795409673089125e-09
1890,6.292211196523567e-08,0.0,1.3108772956016423e-09
1891,5.16311828846483e-08,6.374220040683554e-10,6.374220040683554e-10
1892,6.958048714977849e-08,0.0,7.522214851007902e-09
1893,8.129109829724257e-08,1.2316833108982905e-09,0.0
1894,6.742646974089439e-08,6.301539290376468e-10,0.0
1895,9.328852712542357e-08,1.2037228991346183e-09,6.018614495673091e-10
1896,6.191880430606034e-08,2.948514543632541e-09,1.179405795248556e-09
1897,8.157398667663074e-08,5.826713556089658e-10,5.826713556089658e-10
1898,6.903192684148962e-08,1.13167097914868e-09,0.0
1899,8.733573508834525e-08,1.1055156790007459e-09,5.527578395003729e-10
1900,8.305684673359792e-08,0.0,3.633737311048435e-09
1901,7.824234415920728e-08,1.1177477832191585e-09,5.588738916095792e-10
1902,6.186957790532688e-08,9.820567692386817e-10,0.0
1903,9.018367563840002e-08,0.0,5.400220270956879e-10
1904,6.449550227216605e-08,1.0749250378694342e-09,0.0
1905,9.805442147126087e-08,5.160759042333041e-10,0.0
1906,6.12157933232993e-08,0.0,5.144184522798412e-10
1907,6.222840198688573e-08,0.0,1.5428529565042481e-09
1908,6.483033843096564e-08,1.4734167219643268e-09,9.822778146428846e-10
1909,7.701377313651392e-08,0.0,5.500983557560346e-10
1910,1.122271626741167e-07,0.0,0.0
1911,7.288912229341804e-08,5.320374141248863e-10,5.320374141248863e-10
1912,6.251305251225858e-08,2.0837684910901544e-09,0.0
1913,8.007514651353631e-08,0.0,0.0
1914,7.969124737883249e-08,0.0,1.3393487430235496e-09
1915,1.2134184146361804e-07,0.0,0.0
1916,1.4063951425669075e-07,4.394984820521586e-09,1.0987462051303964e-09
1917,1.1514745779095392e-07,2.1932848870420685e-09,0.0
1918,1.0108011139209339e-07,0.0,0.0
1919,8.01082791213048e-08,2.762354567309444e-09,0.0
1920,7.117898093156327e-08,0.0,1.514446346106979e-09
1921,1.0980483722278223e-07,0.0,0.0
1922,9.22241909506738e-08,0.0,0.0
1923,6.475728042687479e-08,0.0,1.0615948120573648e-09
1924,7.477142105472012e-08,0.0,0.0
1925,6.268961527666761e-08,0.0,0.0
1926,7.57937428375044e-08,0.0,0.0
1927,6.689534615134107e-08,0.0,0.0
1928,7.426926629250374e-08,0.0,0.0
1929,9.803557787790851e-08,0.0,0.0
1930,7.247486166761519e-08,0.0,1.0503603542488804e-09
1931,1.0835088914973312e-07,0.0,5.7026783295555106e-09
1932,8.219652158913959e-08,0.0,0.0
1933,6.53827711971644e-08,0.0,0.0
1934,8.626737724171107e-08,0.0,0.0
1935,8.856530087086867e-08,0.0,0.0
1936,6.547345776652946e-08,0.0,0.0
1937,6.925115059175369e-08,1.2591118148108649e-09,1.2591118148108649e-09
1938,5.704694316932546e-08,0.0,1.2965214457594243e-09
1939,9.482311469355409e-08,3.058810094103137e-09,0.0
1940,5.0715659227762444e-08,0.0,0.0
1941,1.0625409174735978e-07,0.0,0.0
1942,5.461581054078124e-08,0.0,0.0
1943,8.129058670647282e-08,0.0,0.0
1944,5.7837350908584995e-08,0.0,3.2131861615880553e-09
1945,7.406913482554955e-08,0.0,0.0
1946,7.517396483081029e-08,0.0,0.0
1947,1.001353169272079e-07,0.0,0.0
1948,8.480072466454658e-08,0.0,0.0
1949,7.068246077324147e-08,0.0,0.0
1950,7.232046073113452e-08,0.0,0.0
1951,9.808489664919762e-08,0.0,0.0
1952,6.85412260281737e-08,0.0,0.0
1953,6.141081598798337e-08,0.0,0.0
1954,8.306655985279576e-08,0.0,0.0
1955,5.631364530245264e-08,0.0,0.0
1956,8.895564462818584e-08,0.0,0.0
1957,6.979679767482594e-08,8.835037701437898e-10,8.835037701437898e-10
1958,8.851300492551673e-08,0.0,0.0
1959,5.115493451057773e-08,0.0,7.750747821333448e-10
1960,5.813500081330858e-08,0.0,0.0
1961,7.504011989567516e-08,3.47407969059077e-09,0.0
1962,7.927445722089033e-08,6.341956404476434e-10,0.0
1963,6.336732383260824e-08,2.5864212993553792e-09,0.0
1964,5.536411151751963e-08,2.4335873316516654e-09,0.0
1965,7.223097497899289e-08,5.472043373977442e-10,5.472043373977442e-10
1966,6.5361085432869e-08,5.539074754423723e-10,0.0
1967,7.39550358730412e-08,9.860671168482327e-10,0.0
1968,7.231179210975824e-08,0.0,4.4914158503495116e-10
1969,8.220581548812333e-08,9.083515606356229e-10,4.5417578031781147e-10
1970,7.08203629073978e-08,4.5987250119061684e-10,0.0
1971,6.114692752134943e-08,0.0,1.541519245584766e-09
1972,4.15541911991113e-08,0.0,0.0
1973,4.686223320504723e-08,0.0,0.0
1974,4.106667361725158e-08,1.1251143350321513e-09,0.0
1975,5.711480355330423e-08,5.711480177694739e-10,1.7134440533084216e-09
1976,5.484985621251326e-08,0.0,0.0
1977,5.876781727920388e-08,0.0,0.0
1978,5.643561706847322e-08,0.0,0.0
1979,7.49052588844279e-08,2.3407893401383717e-09,0.0
1980,5.1166356485055076e-08,0.0,5.685150683554241e-10
1981,4.8706731092806876e-08,0.0,0.0
1982,4.903926864585628e-08,0.0,6.207502289967692e-10
1983,6.315315914662278e-08,0.0,0.0
1984,5.219107634957254e-08,0.0,5.799008495621649e-10
1985,6.196025026383722e-08,0.0,0.0
1986,5.514926471050785e-08,5.994485463567401e-10,0.0
1987,5.7441678080749625e-08,0.0,0.0
1988,4.8572086797094016e-08,5.996553809062277e-10,5.996553809062277e-10
1989,6.530865448439727e-08,0.0,0.0
1990,5.612110598463005e-08,0.0,5.44865097484859e-10
1991,5.4511627212150415e-08,0.0,1.1722930404189924e-09
1992,6.005839026101967e-08,0.0,0.0
1993,5.539207492688547e-08,5.539207426075166e-10,0.0
1994,5.6969206241319625e-08,1.5824779264761446e-09,5.274926606624319e-10
1995,5.856247042856921e-08,0.0,0.0
1996,5.5516160557544936e-08,0.0,0.0
1997,7.048495120898224e-08,0.0,0.0
1998,5.4833485307881347e-08,0.0,0.0
1999,4.707307255102933e-08,4.570201161957499e-10,0.0
2000,5.169096795043515e-08,0.0,0.0
2001,5.7393872765487686e-08,2.190605918883648e-09,0.0
2002,5.958461102295587e-08,4.38122149670761e-10,4.38122149670761e-10
2003,5.54200738633881e-08,4.1669229178253886e-10,0.0
2004,6.386947148939726e-08,4.404791253964646e-10,0.0
2005,5.17931191268417e-08,4.5037495954858286e-10,0.0
2006,5.641509304155079e-08,0.0,0.0
2007,6.750670422661642e-08,0.0,0.0
2008,7.407945190607279e-08,0.0,0.0
2009,6.818515174700224e-08,0.0,4.76819250749827e-10
2010,8.597303491342245e-08,4.723793023408973e-10,0.0
2011,8.718656374639977e-08,7.64794394481072e-10,0.0
2012,1.119999168963659e-07,3.404252713057332e-10,0.0
2013,1.1881672890012851e-07,0.0,1.1156500168141292e-09
2014,1.323086991078526e-07,0.0,2.1654451842767486e-10
2015,1.1858678305998183e-07,0.0,0.0
2016,1.2863021936482255e-07,0.0,4.1426800878596737e-10
2017,1.1068689786952746e-07,0.0,0.0
2018,1.2081264344487863e-07,0.0,7.744400121190154e-10
2019,1.173454364788995e-07,0.0,2.55098775436835e-10
