year,masses_NOUN égales_ADJ,masses_NOUN egales_ADJ
1901,7.712459648701042e-08,0.0
1902,7.365425602756659e-08,0.0
1903,4.806195974538241e-08,0.0
1904,5.750849041419315e-08,0.0
1905,7.947569002908494e-08,0.0
1906,9.67106714711008e-08,0.0
1907,5.502842270743713e-08,0.0
1908,6.483033843096564e-08,4.911389073214423e-10
1909,7.261298407001959e-08,0.0
1910,6.41298072423524e-08,5.344150677544235e-10
1911,4.9479478292369095e-08,0.0
1912,4.8968558985507116e-08,0.0
1913,6.204498248507662e-08,0.0
1914,5.558297289098846e-08,0.0
1915,9.778032250551405e-08,1.1780761921542648e-09
1916,2.4172416956957932e-08,0.0
1917,2.3029491202919417e-08,0.0
1918,5.6283244731503146e-08,0.0
1919,5.616787390749778e-08,9.207848372660976e-10
1920,1.3175683477584244e-07,1.514446346106979e-09
1921,7.724202077952214e-08,0.0
1922,7.082817887749115e-08,0.0
1923,6.475728042687479e-08,0.0
1924,6.83256118350073e-08,0.0
1925,4.2892892793133797e-08,0.0
1926,8.693987751939858e-08,0.0
1927,5.351628118432927e-08,0.0
1928,4.570416578530967e-08,0.0
1929,5.124586976990031e-08,0.0
1930,4.411513643276521e-08,1.0503603542488804e-09
1931,3.763767608688795e-08,0.0
1932,8.110057336807586e-08,0.0
1933,5.276504566609219e-08,1.1470662197865522e-09
1934,7.308764082836205e-08,0.0
1935,4.308582290946106e-08,0.0
1936,4.00115567344983e-08,0.0
1937,5.162358363008934e-08,0.0
1938,8.168085230408906e-08,0.0
1939,5.8117393564316444e-08,0.0
1940,8.368083825871508e-08,0.0
1941,6.198155233505531e-08,0.0
1942,1.0316320242509391e-07,0.0
1943,6.967764676346633e-08,0.0
1944,8.996921252446555e-08,0.0
1945,1.2635322832466045e-07,0.0
1946,4.1763314584386535e-08,0.0
1947,7.510148947176276e-08,0.0
1948,4.348755311411878e-08,0.0
1949,5.2030145525350235e-08,9.817008317369869e-10
1950,5.7430952438153327e-08,0.0
1951,3.731490494374157e-08,0.0
1952,3.4797853487589236e-08,0.0
1953,2.2625037843226892e-08,0.0
1954,3.518113089739927e-08,0.0
1955,3.660387193349379e-08,0.0
1956,4.7966278060584955e-08,0.0
1957,5.1243219445495924e-08,0.0
1958,1.7371711180658167e-08,0.0
1959,2.8677767716089875e-08,0.0
1960,6.021124931976374e-08,0.0
1961,6.461787904754601e-08,0.0
1962,4.693047728210331e-08,0.0
1963,3.427008365974871e-08,0.0
1964,3.4070222199034106e-08,0.0
1965,2.9001830270658502e-08,0.0
1966,3.8773524835278295e-08,0.0
1967,3.9935716955596945e-08,0.0
1968,3.5482184301827147e-08,4.4914158503495116e-10
1969,3.40631842732364e-08,4.5417578031781147e-10
1970,2.115413444414571e-08,4.5987250119061684e-10
1971,2.0553589052951793e-08,0.0
1972,2.4624704053621826e-08,5.130146862875051e-10
1973,2.811733956775697e-08,5.513203782392395e-10
1974,1.2376257352286757e-08,5.625571675160757e-10
1975,1.9990180177842376e-08,0.0
1976,2.5710871653927825e-08,1.142705374768127e-09
1977,2.703319701424789e-08,0.0
1978,1.841583241457556e-08,0.0
1979,2.2822696621460636e-08,0.0
1980,1.3075846183596695e-08,0.0
1981,9.488323904349727e-09,0.0
1982,1.1173503899897241e-08,6.207502289967692e-10
1983,2.0209011353244932e-08,0.0
1984,2.551563760277986e-08,0.0
1985,1.2632671797518924e-08,0.0
1986,1.3787316177626963e-08,0.0
1987,1.649920555735207e-08,0.0
1988,2.398621568033832e-08,0.0
1989,1.2622680678475717e-08,0.0
1990,2.2339468941368068e-08,5.44865097484859e-10
1991,5.8614650910726596e-09,0.0
1992,1.2121876835635703e-08,0.0
1993,1.938722604677423e-08,0.0
1994,1.476979427650349e-08,0.0
1995,1.2471637056421514e-08,5.422450821690461e-10
1996,8.540947504798169e-09,0.0
1997,5.274384040632185e-09,0.0
1998,8.10582001520288e-09,0.0
1999,1.1882523409667556e-08,0.0
2000,5.743440834038438e-09,0.0
2001,9.20054432640427e-09,0.0
2002,8.762443215459825e-09,0.0
2003,1.583430631058036e-08,0.0
2004,6.607186797680242e-09,3.9643119897903034e-09
2005,1.261049931144953e-08,0.0
2006,1.0294725072412803e-08,0.0
2007,4.393927444112933e-09,3.994479469415779e-10
2008,2.554463751636149e-09,0.0
2009,7.1522885392028e-09,0.0
2010,5.668551850135373e-09,0.0
2011,5.353560705856353e-09,0.0
2012,6.808505315092361e-09,0.0
2013,8.925200134513034e-09,0.0
2014,1.4725027419615344e-08,0.0
2015,1.573768493301486e-08,0.0
2016,1.4292246497404903e-08,0.0
2017,4.779661555431858e-09,0.0
2018,4.64663996169179e-09,0.0
2019,5.101975730781305e-09,0.0
