year,petites_ADJ oies_NOUN,petites_ADJ lois_NOUN
1800,3.144164484325529e-09,9.432493897065797e-09
1801,1.6668277424969347e-08,2.3811825400343878e-08
1802,4.475680270843441e-09,4.699464284385613e-08
1803,0.0,3.90067853572873e-08
1804,0.0,2.4718509905596875e-08
1805,0.0,1.7057265822018053e-08
1806,2.881669125542885e-09,5.76333825108577e-09
1807,0.0,2.8469551160981155e-09
1808,0.0,2.2660739062985158e-08
1809,0.0,1.3554183553310395e-08
1810,0.0,2.106114038724627e-08
1811,0.0,1.0028307073639553e-08
1812,0.0,8.00162425207418e-09
1813,0.0,8.627225156487839e-09
1814,0.0,0.0
1815,2.4275012222574333e-08,2.697223555614414e-09
1816,4.6352077731626196e-09,6.952811659743929e-09
1817,0.0,2.335310045342709e-08
1818,0.0,2.8610825708597076e-08
1819,0.0,2.2772310259711048e-08
1820,0.0,5.933240565525466e-09
1821,0.0,4.3390548487565184e-08
1822,0.0,1.604098542884458e-08
1823,0.0,2.9648061783404955e-09
1824,0.0,1.6000115010683658e-08
1825,0.0,1.1447076175841175e-08
1826,0.0,1.2331177856594877e-08
1827,0.0,3.6869092667757286e-08
1828,0.0,2.109629271274116e-08
1829,0.0,3.3435387791769244e-08
1830,3.1310507520032616e-09,1.7742621594152297e-08
1831,0.0,2.3386808933878456e-08
1832,0.0,2.3000948701223933e-08
1833,9.266902800675325e-09,1.853380560135065e-08
1834,5.600718555598405e-09,5.600718466780563e-08
1835,0.0,1.9664028627630614e-08
1836,0.0,3.3603751947719473e-08
1837,3.478945576063097e-09,4.105155482214684e-08
1838,0.0,3.219202682203104e-08
1839,2.0974426639952526e-09,2.4470162784950844e-08
1840,1.9109065441114126e-09,1.5287252519424754e-08
1841,3.852329122366882e-09,1.0914932957462042e-08
1842,0.0,2.750388627958955e-08
1843,0.0,1.8311424432315704e-08
1844,0.0,1.6465683927435748e-08
1845,5.580227946389016e-10,2.9575208060350633e-08
1846,1.1709002656346001e-09,4.859236213405893e-08
1847,4.853901280910122e-09,3.235934187273415e-08
1848,0.0,2.333114323960217e-08
1849,8.379414939696517e-10,1.9272654583346593e-08
1850,1.3577992064028876e-09,6.449546141595874e-08
1851,1.2898877521649865e-09,4.127640806927957e-08
1852,0.0,1.1718981340891332e-08
1853,5.971931837933653e-10,2.5679307125159312e-08
1854,0.0,2.0782657372819813e-08
1855,0.0,1.751289246954002e-08
1856,5.177189232874468e-10,8.801221973442352e-09
1857,1.4644527812635033e-09,2.0502337605421417e-08
1858,4.893676019968041e-10,1.468102794888182e-08
1859,0.0,2.6988518087023294e-08
1860,0.0,2.1055045706930287e-08
1861,2.8295783494058924e-09,1.650587222457034e-08
1862,5.873382252774562e-09,7.680577063240435e-09
1863,9.989241656072068e-10,1.9978483312144135e-09
1864,4.794727948009836e-10,1.965838514195184e-08
1865,9.41368871743009e-10,2.1651483772533453e-08
1866,3.8924903300596725e-09,1.3623716377253459e-08
1867,0.0,1.4073153309368536e-08
1868,1.4819622196071691e-09,1.531360993567432e-08
1869,3.4184632902167778e-09,1.8557372083449764e-08
1870,0.0,2.695002887520559e-08
1871,0.0,2.549082545044712e-08
1872,3.628403577593531e-09,1.814201766592305e-08
1873,5.387403856360606e-09,1.496501056408306e-08
1874,8.364452408482492e-09,1.9716210442055626e-08
1875,4.00506905418041e-09,4.863298030954866e-08
1876,1.209203004393089e-08,3.4462285469771814e-08
1877,6.184815992682502e-10,1.4843558493460307e-08
1878,6.039088673581716e-10,1.0266450800600069e-08
1879,1.0385853066452455e-08,4.032154521382836e-08
1880,0.0,1.2835692508872398e-08
1881,0.0,3.2770785196589713e-08
1882,0.0,2.2628309226391252e-08
1883,6.319338941018771e-10,1.9589950994713945e-08
1884,1.3203393933736152e-09,1.1883054540362536e-08
1885,1.4180398189012067e-08,5.156508553483263e-09
1886,6.4534639854230136e-09,1.677900618446415e-08
1887,6.528924512139156e-09,1.828098877831863e-08
1888,6.340614699951175e-10,1.0779045211961602e-08
1889,8.771191772893872e-09,1.3156786771162388e-08
1890,1.1797895549392479e-08,3.1461055982617836e-08
1891,1.0198752065093686e-08,2.4859458047643557e-08
1892,2.5074049503359674e-09,2.1312942077855723e-08
1893,1.2316833108982905e-09,3.2639608460449665e-08
1894,5.671385139294216e-09,1.5123694296903523e-08
1895,1.023164486468886e-08,2.7083764564395096e-08
1896,1.1794058174530164e-08,1.1204354777305525e-08
1897,5.2440420894583895e-09,9.905413378419325e-09
1898,9.05336783318944e-09,1.3580051749784161e-08
1899,7.185851913504848e-09,1.7688250864011934e-08
1900,7.26747462209687e-09,1.453494924419374e-08
1901,6.14761275219422e-09,1.956058603980182e-08
1902,1.3748794991386148e-08,1.2275709337927765e-08
1903,3.7801539676252105e-09,1.9980815224585058e-08
1904,2.1498500757388683e-08,1.3436562973367927e-08
1905,1.7030505006232488e-08,2.0126959654476195e-08
1906,1.6975809202790515e-08,4.115347618238729e-09
1907,1.131425531042396e-08,7.199980611716228e-09
1908,1.3260750719723546e-08,1.3751889405000384e-08
1909,1.7603147384193107e-08,1.8153246017504898e-08
1910,1.817011197058349e-08,2.0842188419578633e-08
1911,1.5961122201701983e-08,2.128149745317387e-08
1912,8.335073964360618e-09,2.3963337980603683e-08
1913,1.1666577037772186e-08,1.7499866444836698e-08
1914,1.4063161857258422e-08,1.4063162190325329e-08
1915,1.767114277129167e-08,3.534228554258334e-08
1916,1.538244687182555e-08,1.7579939282086343e-08
1917,1.864292187292449e-08,1.5352993543160665e-08
1918,2.412139021856774e-08,1.033773866510046e-08
1919,4.5118457636661446e-08,1.565334223352366e-08
1920,5.6791737979011714e-08,1.2872794385998532e-08
1921,5.452377993542257e-08,6.815472630705699e-09
1922,3.762747152746826e-08,1.1066902949607993e-08
1923,1.1677542932631013e-08,1.0615948120573648e-08
1924,3.093989897617888e-08,6.445812328337297e-09
1925,1.8696901804560184e-08,2.5295809891190402e-08
1926,1.0031524944054127e-08,2.0063049888108253e-08
1927,2.1183527820767267e-08,2.1183527820767267e-08
1928,6.8556245125250825e-09,6.8556245125250825e-09
1929,2.3394852943781075e-08,1.7824650200282122e-08
1930,1.260432402894196e-08,2.4158287814657342e-08
1931,1.1405356659111021e-08,7.983749661377715e-09
1932,1.4247398039124448e-08,9.863582839386709e-09
1933,1.261772819560747e-08,1.261772819560747e-08
1934,1.677421224144382e-08,8.38710612072191e-09
1935,9.574627313213568e-09,1.0771455727365264e-08
1936,1.6974599503782883e-08,1.091224355320719e-08
1937,1.3850230295986421e-08,1.1332006444320086e-08
1938,1.0372171566075394e-08,2.074434313215079e-08
1939,1.6823456405745674e-08,1.3764645423464117e-08
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,1.4757512545315876e-08
1942,0.0,2.1239483061208375e-08
1943,5.806470415592457e-09,1.7419411690866582e-08
1944,1.2852744646352221e-08,2.2492303131116387e-08
1945,2.178504088234945e-08,1.9606536838523425e-08
1946,3.201854070766785e-08,1.809743643832462e-08
1947,3.5762612871081956e-09,1.6689219783927456e-08
1948,1.3046265179283978e-08,1.195907639583993e-08
1949,2.945102384188658e-09,7.85360643185129e-09
1950,8.508289184305795e-09,1.1698897628420468e-08
1951,1.0661401650402524e-08,1.3859822622919182e-08
1952,4.2179215675730575e-09,9.490323193972472e-09
1953,7.54167928107563e-09,5.386913692895234e-09
1954,2.4431340062136542e-08,9.772536113672459e-09
1955,3.0972505449256005e-08,6.569925492527773e-09
1956,1.2209598665435806e-08,9.593255523299149e-09
1957,6.272876690305296e-08,2.6505113659425206e-09
1958,1.6544486669545222e-08,8.272243334772611e-09
1959,2.712761748568937e-08,6.975672928177801e-09
1960,6.2287499602575735e-09,7.612916519406099e-09
1961,2.709782043197606e-08,1.1117055165321688e-08
1962,6.341956293454132e-09,1.7123282347597524e-08
1963,5.819448034571906e-09,3.879631726988464e-09
1964,7.909158994401366e-09,9.125952438182594e-09
1965,7.113656441681826e-09,1.1491290863308024e-08
1966,8.862519385033352e-09,1.772503954722282e-08
1967,1.6763141097442258e-08,6.4094360374689074e-09
1968,1.3025105854991281e-08,1.7516521566562915e-08
1969,4.995933389206897e-09,1.1354394757745467e-08
1970,1.0577067582895339e-08,8.277704743875347e-09
1971,1.9012070140433934e-08,8.735275613958038e-09
1972,6.669190977248718e-09,6.669190977248718e-09
1973,6.064524049609332e-09,1.3783009900070198e-08
1974,1.0688586071783135e-08,1.406392957647995e-08
1975,1.1422960355389478e-08,9.138368284311582e-09
1976,1.3712464830284432e-08,1.5997874969198023e-08
1977,5.876781727920388e-09,4.7014254711541525e-09
1978,1.2475242172627077e-08,9.504946163474415e-09
1979,1.8141118163228498e-08,1.2289143924704149e-08
1980,6.822180653731635e-09,1.9329512213062117e-08
1981,3.1627747087981106e-09,1.3283654176632353e-08
1982,1.3035754697909852e-08,5.586751949948621e-09
1983,6.94684787472255e-09,5.683784443100137e-09
1984,6.958810416790584e-09,5.799008384599347e-09
1985,1.6843562544721635e-08,1.142956040922627e-08
1986,5.9944854635674005e-09,1.0790073723399018e-08
1987,2.1387859316934765e-08,2.13878585952898e-08
1988,7.195864737408186e-09,1.139345240375178e-08
1989,9.329808037250586e-09,7.683371272548811e-09
1990,1.0352437129768077e-08,5.448650863826288e-09
1991,8.20605094986604e-09,1.1722930182145319e-08
1992,1.322386644631024e-08,1.1570882918476855e-08
1993,1.0524493720964756e-08,5.539207315052863e-09
1994,1.1604838645595805e-08,1.5297286992677073e-08
