year,peines_NOUN égales_ADJ,peines_NOUN légales_ADJ
1800,0.0,1.2576657937302116e-08
1801,0.0,2.3811825844433088e-09
1802,0.0,1.5664880947952042e-07
1803,0.0,9.751696339321825e-09
1804,4.943701892301533e-09,9.640218934237055e-08
1805,0.0,1.421438877713399e-08
1806,2.881669125542885e-09,1.729001475325731e-08
1807,0.0,8.540865792383556e-09
1808,6.798221985349073e-09,1.3596443970698147e-08
1809,6.7770917766551975e-09,6.7770917766551975e-09
1810,0.0,4.914266327205041e-08
1811,7.521229861140455e-09,1.7549536934780008e-08
1812,0.0,5.3344164641089264e-09
1813,0.0,1.7254450312975678e-08
1814,3.1466771410748606e-09,1.8880061958270744e-08
1815,2.697223555614414e-09,1.3486118000116676e-08
1816,2.5493642752394408e-08,7.879853569647821e-08
1817,0.0,2.0239355080775567e-08
1818,2.2650237241350624e-08,7.033494853203592e-08
1819,1.035105001712111e-09,1.1386155129855524e-08
1820,5.933240565525466e-09,5.458581142647745e-08
1821,4.930744257336528e-09,2.9584464655840748e-08
1822,3.107940926838637e-08,2.4061478143266868e-08
1823,3.9530747564242574e-09,7.70849570841392e-08
1824,1.6842225392110777e-09,3.789500624407083e-08
1825,1.8491430608946757e-08,9.333769668273817e-08
1826,1.8496766784892316e-08,7.48678655737578e-08
1827,1.013900075008678e-08,9.493790997794349e-08
1828,3.668920500743411e-09,9.264024447563912e-08
1829,1.0287811491593857e-08,1.7146351938279736e-07
1830,1.0436835395921662e-08,8.558205077946468e-08
1831,3.1182412207897414e-09,3.4300654760954785e-08
1832,1.352996914505411e-08,4.8707889277466165e-08
1833,1.1583628500844156e-09,3.01174338801502e-08
1834,6.534171426153534e-09,8.121041616959701e-08
1835,3.781543966852041e-09,3.403389570166837e-08
1836,1.6129799718100912e-08,2.5538851033957144e-08
1837,2.0873672568200163e-08,5.8446284034729956e-08
1838,4.418513555037862e-09,3.092959488526503e-08
1839,2.4470162784950844e-08,8.94908822601792e-08
1840,6.3696887764308485e-09,1.8917975364018957e-07
1841,8.988767952189392e-09,3.980740004294603e-08
1842,1.0733224087289273e-08,8.18408332214915e-08
1843,7.678984559333912e-09,3.4260082770742883e-08
1844,4.390849017710252e-09,4.7750482679020934e-08
1845,5.580227835366713e-09,9.095771247302764e-08
1846,1.2294452567118697e-08,5.678866443759034e-08
1847,1.1865092020002521e-08,2.6966118227278457e-08
1848,7.24069959545659e-09,8.769291781618449e-08
1849,7.54147322368226e-09,5.027649052635752e-08
1850,1.1541293254424545e-08,3.394497838371535e-08
1851,1.7413483988093503e-08,4.2566295377355345e-08
1852,3.2552727180501506e-09,7.552232972329875e-08
1853,3.5831591027601917e-09,2.8068079416243563e-08
1854,5.7152309551611324e-09,4.676098086520142e-08
1855,1.0613874223963649e-08,3.290301009428731e-08
1856,4.659470143053568e-09,1.4496129630003907e-08
1857,6.345961978126979e-09,8.200935486257777e-08
1858,7.34051397444091e-09,4.79580251067091e-08
1859,7.129042689513199e-09,2.3423998074534325e-08
1860,1.8308735638683515e-09,2.4716793944890014e-08
1861,7.073945429425521e-09,2.0278644541349422e-08
1862,6.325180823552046e-09,5.647482836934614e-08
1863,1.748117206545885e-08,7.04241571725106e-08
1864,7.671564716815737e-09,3.548098703731739e-08
1865,8.47231973466478e-09,6.307171673824996e-08
1866,5.838735717134114e-09,2.8707116683790446e-08
1867,1.0190904120577216e-08,5.532205094027631e-08
1868,2.9639244392143382e-09,2.667531973088444e-08
1869,7.325278605918584e-09,5.4207063726607885e-08
1870,1.490852596930381e-08,9.862563787876866e-08
1871,1.1683295220166201e-08,3.9298356568906456e-08
1872,1.69325495846806e-08,5.1402384571019866e-08
1873,4.788803575905831e-09,4.6690836252860635e-08
1874,1.1949218281515073e-09,4.660195029870806e-08
1875,7.437985338754061e-09,3.6045619822289154e-08
1876,1.209202959984168e-09,4.836811839936672e-08
1877,6.184815992682502e-10,5.3807898581226254e-08
1878,6.6429977074733415e-09,2.959153455606156e-08
1879,6.10932526790009e-10,2.6881030734671185e-08
1880,8.984985200299889e-09,2.631317030932223e-08
1881,5.5780060570498335e-09,2.1614773970668466e-08
1882,7.986462158271479e-09,2.4624924321869912e-08
1883,5.0554711528150165e-09,2.7173157945981075e-08
1884,3.300848483434038e-09,1.4523733327109767e-08
1885,5.80107206715752e-09,3.287274097374393e-08
1886,7.098810428374236e-09,2.3877816557327236e-08
1887,3.264462256069578e-09,2.8727267675776602e-08
1888,1.9021844099853524e-09,2.9800888867725916e-08
1889,5.012109394186837e-09,1.628935564212952e-08
1890,3.2771931834929546e-09,1.8352281472289178e-08
1891,3.1871101313640793e-09,2.2947192590550003e-08
1892,5.014809900671935e-09,2.6954603882245465e-08
1893,4.926733243593162e-09,3.94138659487453e-08
1894,6.301539290376468e-10,2.079507943619774e-08
1895,0.0,1.0833506536300774e-08
1896,5.89702897624278e-10,2.0639602027472392e-08
1897,5.826713556089658e-10,1.4566784223291052e-08
1898,6.224190496340043e-09,4.6398508368739044e-08
1899,4.9748205555033564e-09,2.266307141951529e-08
1900,5.710158568206225e-09,3.114631752509922e-08
1901,3.912117296778206e-09,5.812288605966387e-08
1902,2.455141867585553e-09,2.1114220427609354e-08
1903,2.1600881083827517e-09,3.6181475593366486e-08
1904,0.0,1.1824175416563776e-08
1905,6.192911072844254e-09,1.3417973399043603e-08
1906,4.629765903985117e-09,4.1153477070565714e-08
1907,2.057137349353866e-09,4.422845378826423e-08
1908,5.40252820258047e-09,4.371136341774218e-08
1909,3.850688656825696e-09,4.015717891547865e-08
1910,3.206490406526541e-09,3.259932035426516e-08
1911,1.5961122423746588e-09,2.181353409014264e-08
1912,5.209421227725386e-10,2.2400511667797218e-08
1913,1.060597942803554e-09,1.484837142129436e-08
1914,6.027069510139427e-09,3.281404303834279e-08
1915,1.1780761921542648e-09,6.950649467096781e-08
1916,1.0987462051303964e-09,1.3184954017475548e-08
1917,0.0,1.5352993543160665e-08
1918,1.1486376294556067e-09,9.189101035644853e-09
1919,0.0,1.5653341733923298e-08
1920,6.057785384427916e-09,1.590168707821249e-08
1921,9.844571380313027e-09,2.4232791773215467e-08
1922,2.951174193910333e-09,3.8365264742878935e-08
1923,0.0,1.5923921736771263e-08
1924,6.445812328337297e-09,1.675911143195208e-08
1925,3.299453377181294e-09,1.7597084678300234e-08
1926,3.343841648018042e-09,3.566764306128789e-08
1927,1.1149224876660924e-09,2.5643217327342427e-08
1928,1.1426041224282812e-09,2.0566874425753667e-08
1929,7.798284684668033e-09,8.912325100141061e-09
1930,6.302162347537887e-09,1.1553964007759987e-08
1931,7.983749661377715e-09,7.983749661377715e-09
1932,2.1919073223131136e-09,1.2055489939655217e-08
1933,4.588264879146209e-09,1.8353059516584835e-08
1934,1.3179738189705859e-08,1.5576054224197833e-08
1935,5.98414207075848e-09,2.6330224223158893e-08
1936,0.0,2.0612015205756506e-08
1937,5.0364472592434595e-09,1.76275650742852e-08
1938,1.2965214457594243e-09,2.852347158466273e-08
1939,3.058810094103137e-09,4.282334131744392e-08
1940,5.0715658339584024e-09,2.7893612752905028e-08
1941,0.0,1.7709015143196893e-08
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,3.193558839598154e-08
1944,0.0,1.6065930807940276e-08
1945,4.357008087652048e-09,2.178504088234945e-08
1946,0.0,5.568441707737293e-09
1947,5.960435700558264e-09,1.6689218895749036e-08
1948,0.0,3.479004262452179e-08
1949,4.908504269707237e-09,1.47255123650325e-08
1950,9.571825110299415e-09,4.573205392155444e-08
1951,1.0661401761424827e-09,3.1984203729962246e-08
1952,1.0544803918932644e-09,1.8980646387944944e-08
1953,3.232148326759443e-09,4.0940544732137596e-08
1954,7.818028890937967e-09,1.07497895029951e-08
1955,1.8771215692936494e-09,4.6928039232341234e-09
1956,4.360570571293465e-09,1.744228228517386e-08
1957,4.417518795207798e-09,1.4136060322300636e-08
1958,4.9633461784992505e-09,9.926692356998501e-09
1959,3.100299128533379e-09,1.3176271629333769e-08
1960,5.536666680683311e-09,2.906750090625465e-08
1961,2.08444772553662e-09,8.33779090214648e-09
1962,4.43936931660005e-09,1.0781326054143392e-08
1963,2.5864212993553792e-09,1.0345685197421517e-08
1964,2.4335873316516654e-09,8.517555549758526e-09
1965,4.377634699181954e-09,3.502107759345563e-08
1966,5.539074976468328e-09,6.092982118843793e-09
1967,1.9721342336964653e-09,1.429797347185513e-08
1968,1.3474247273492779e-09,3.2338192984537883e-08
1969,1.8167031212712459e-09,2.7250547540713654e-08
1970,1.3796175313274261e-09,1.839489982558007e-08
1971,4.1107179882260425e-09,7.193756701440179e-09
1972,9.747279428040656e-09,1.4364411160538992e-08
1973,1.6539611902288698e-09,2.536073751002732e-08
1974,2.812785782069227e-09,1.406392957647995e-08
1975,6.8537762132336866e-09,1.1422959911300268e-08
1976,1.142705374768127e-09,1.1427053969725876e-08
1977,3.526069214387917e-09,1.23412418062685e-08
1978,2.3762365408686037e-09,1.485147826940647e-08
1979,6.437170796402825e-09,1.8726314721106974e-08
1980,2.8425752862659692e-09,9.664756106531058e-09
1981,1.8976649140967083e-09,1.5181318924195608e-08
1982,3.7245013739806154e-09,5.462602103989411e-08
1983,9.47297440490047e-09,1.515675762675528e-08
1984,1.1598016991243298e-09,1.681712546997005e-08
1985,2.4062232206745193e-09,1.564045071233977e-08
1986,2.997242676272549e-09,1.1389522214244607e-08
1987,3.6664902225425067e-09,2.0165694891716157e-08
1988,4.197587610832443e-09,1.3192418713003917e-08
1989,8.780995486290522e-09,2.1952489270837816e-08
1990,1.8525414091641323e-08,1.5801088437683575e-08
1991,3.5168792322792797e-09,2.989347080983862e-08
1992,1.65298330578878e-09,9.91789939064347e-09
1993,3.323524566667402e-09,2.326467135604915e-08
1994,1.5824779264761446e-09,1.8989735950381004e-08
1995,4.337960657352369e-09,2.277429356212224e-08
