year,peines_NOUN égales_ADJ,peines_NOUN légales_ADJ
1996,3.736664311304594e-09,2.7758079612638653e-08
1997,4.315404922294874e-09,3.6441196726855196e-08
1998,4.768129224785866e-10,1.8118891276230897e-08
1999,1.3710603763428253e-09,1.553868322901053e-08
2000,2.2090156370779823e-09,1.678851901942835e-08
2001,3.066848330846028e-09,1.8839211080035057e-08
2002,5.257465574004527e-09,2.4972962364699924e-08
2003,1.2500769308587678e-09,1.750107614384433e-08
2004,3.523833003171717e-09,3.876216414511191e-08
2005,3.602999676388663e-09,2.477062288619436e-08
2006,2.4707338397433887e-09,2.4295551126485293e-08
2007,2.3966877371606188e-09,2.2768532309536127e-08
2008,3.8316958494988285e-09,1.7881246039408438e-08
2009,1.430457752249481e-09,2.145686650578682e-08
2010,3.7790344187271785e-09,2.0784689525044087e-08
2011,4.5887662558641296e-09,1.4531093661673822e-08
2012,1.3617010852229328e-09,6.808505315092361e-09
2013,2.2313000336282585e-09,2.4265387144062345e-08
2014,2.5985342766432495e-09,9.527958866328845e-09
2015,6.649726325136385e-10,1.5294370214746777e-08
2016,1.4499380585064614e-09,1.4085112021167134e-08
2017,2.7671724911471074e-09,2.0628013630563657e-08
2018,7.744400121190154e-10,9.035133530232997e-09
2019,2.04079020349468e-09,1.607122257496485e-08
