year,ressources_NOUN égales_ADJ,ressources_NOUN légales_ADJ
1857,3.4170564155999728e-09,6.345961978126979e-09
1858,6.361778659424999e-09,3.4255731584664773e-09
1859,6.619825576592575e-09,8.656694916453489e-09
1860,1.2816115280145368e-08,6.408057640072684e-09
1861,1.744906619194353e-08,6.6023493339173456e-09
1862,9.487771457372673e-09,1.2198563048571032e-08
1863,1.2486552236623538e-08,8.490855130105501e-09
1864,2.3973639073915365e-08,9.109982990196386e-09
1865,1.3179164426446732e-08,6.589582213223366e-09
1866,4.379051787850585e-09,2.432806400776144e-09
1867,1.067618526917613e-08,4.367530337390235e-09
1868,1.6301584082611953e-08,2.0747471296544973e-08
1869,2.3929244363785074e-08,1.0743741896135361e-08
1870,9.17447806614291e-09,5.734048791339319e-09
1871,5.3105884134652115e-09,1.0621177271019633e-09
1872,1.269941218851045e-08,1.8142017887967654e-09
1873,8.380406590902112e-09,5.9860045809045914e-09
1874,7.766991494406739e-09,8.364453130127458e-09
1875,3.89063856687244e-08,1.3731664694205392e-08
1876,1.269663130187837e-08,1.813804439976252e-09
1877,9.895705588292003e-09,3.710889595609501e-09
1878,1.9325083755461492e-08,2.1740719446938783e-08
1879,1.0996785704264767e-08,9.163987790827832e-09
1880,1.3477476912271413e-08,3.2089231272180996e-09
1881,1.5339516323820135e-08,4.8807553554297556e-09
1882,2.4624924321869912e-08,3.3276925659464496e-09
1883,1.8326083761621703e-08,1.516641390253426e-08
1884,1.7164412113856997e-08,4.621187876807653e-09
1885,3.86738152613475e-09,5.156508553483263e-09
1886,5.808117542471791e-09,1.936039106809062e-09
1887,9.793386546164129e-09,3.264462256069578e-09
1888,2.3460273723685532e-08,1.0779045211961602e-08
1889,8.14467782106476e-09,3.759081934617825e-09
1890,1.2453334363726754e-08,3.9326319978272295e-09
1891,1.5935549768641977e-08,1.2748440081367107e-09
1892,6.268512375839919e-09,2.5074049503359674e-09
1893,6.15841644346915e-09,3.079208221734575e-09
1894,1.764431090123253e-08,1.449354058991048e-08
1895,1.5648398132839247e-08,1.2037228991346183e-09
1896,1.592197840238896e-08,5.307326134129653e-09
1897,8.157399200570126e-09,6.992056267307589e-09
1898,5.6583546736987955e-09,1.3014216371232123e-08
1899,1.6029977345510815e-08,3.3165470370022376e-09
1900,6.748368974740515e-09,4.15284251431558e-09
1901,8.38310842965484e-09,8.941982265753268e-09
1902,3.928227076954727e-09,6.38336894454028e-09
1903,5.400220270956879e-09,9.1803746826713e-09
1904,5.912087708281888e-09,9.13686282189019e-09
1905,6.192911072844254e-09,7.2250627702885595e-09
1906,4.115347618238729e-09,8.745113966313056e-09
1907,6.685696440911215e-09,4.114274698707732e-09
1908,5.40252820258047e-09,3.437972351250096e-09
1909,1.1001967337165297e-08,6.60118004702781e-09
1910,1.6566866989364826e-08,2.67207544979442e-09
1911,1.0640748726586935e-08,4.25629931299909e-09
1912,1.6670147928721235e-08,3.125652625612929e-09
1913,1.2196876397752021e-08,1.590896969716482e-09
1914,1.4063162190325329e-08,7.366418142140674e-09
1915,9.424609537234119e-09,0.0
1916,1.7579939282086343e-08,1.0987462051303964e-09
1917,1.973956464951243e-08,8.773139548168274e-09
1918,8.040463406189247e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,5.300562211374427e-09,1.514446346106979e-09
1921,1.3630945261411398e-08,6.815472630705699e-09
1922,1.475587119159627e-08,7.377935484775833e-10
1923,1.0615948120573648e-08,5.307974060286824e-09
1924,9.02413699321869e-09,2.578324886925998e-09
1925,3.299453377181294e-09,8.798542339150117e-09
1926,1.114613823460786e-08,5.57306911730393e-09
1927,1.2264147031260109e-08,3.3447675740205796e-09
1928,1.5996457491951332e-08,1.1426041224282812e-09
1929,6.684243825105796e-09,3.342121912552898e-09
1930,5.2518016602221e-09,2.100720708497761e-09
1931,1.0264820993199919e-08,2.2810713318222042e-09
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,1.7205993074753678e-08,1.1470662197865522e-09
1934,8.38710612072191e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,1.091224355320719e-08,0.0
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,9.075650453382877e-09
1939,1.2235240376412548e-08,6.117620188206274e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,1.089252066321933e-08,1.089252066321933e-08
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,0.0
1948,6.523132700664291e-09,2.174377566888097e-09
1949,2.0615717133409817e-08,1.1780409536754632e-08
1950,1.701657836861159e-08,8.508289184305795e-09
1951,8.529121409139861e-09,6.396841278899501e-09
1952,9.490323193972472e-09,1.8980646387944944e-08
1953,1.0773827163745864e-08,2.1547654771580937e-09
1954,1.4658803948464083e-08,3.9090144454689835e-09
1955,1.3139850985055546e-08,0.0
1956,1.9186511934776718e-08,6.976913269340912e-09
1957,3.445664731316356e-08,2.6505113659425206e-09
1958,1.0753916868111446e-08,7.445019267748876e-09
1959,2.1702094343822864e-08,5.425523585955716e-09
1960,1.7994166157109248e-08,2.076250060767393e-09
1961,1.598076693198891e-08,2.08444772553662e-09
1962,1.331810839388936e-08,1.9025869768540815e-09
1963,1.2932106940866106e-08,5.1728425987107585e-09
1964,9.125952438182594e-09,3.041984220075733e-09
1965,1.2585699593614663e-08,2.188817349590977e-09
1966,1.163205709531212e-08,4.985167390003653e-09
1967,1.627010703941778e-08,4.437302081328198e-09
1968,1.257596426995633e-08,1.7965663401398047e-09
1969,1.090021850558287e-08,1.3625273131978588e-09
1970,2.6672605457633836e-08,5.518470125309705e-09
1971,1.6956711590410123e-08,2.0553589941130213e-09
1972,2.4624704053621826e-08,5.130146973897354e-09
1973,2.591205827684462e-08,4.410563025913916e-09
1974,2.1377172032543967e-08,6.1881286761433785e-09
1975,3.369773438066659e-08,6.282628195464213e-09
1976,3.142439908287997e-08,3.4281160132820787e-09
1977,2.7620874476497193e-08,5.289103821581875e-09
1978,1.544553818177974e-08,1.7821774056514528e-09
1979,1.0533551808578068e-08,4.096381456264453e-09
1980,1.1370301145063877e-08,2.8425752862659692e-09
1981,7.590659656386833e-09,8.855769451088236e-09
1982,1.3656505259973528e-08,8.690503427999374e-09
1983,6.946847541655643e-09,9.47297440490047e-09
1984,4.639206796497319e-09,0.0
1985,4.210890747202711e-09,8.421781494405423e-09
1986,1.1988970927134801e-09,2.997242676272549e-09
1987,7.332980445085013e-09,8.555143260480236e-09
1988,8.395175221664886e-09,2.398621523624911e-09
1989,9.329808037250586e-09,1.6464366536794728e-09
1990,9.262707045820662e-09,4.358920779878872e-09
1991,5.8614650910726596e-09,4.68917216167597e-09
1992,6.060938417817852e-09,4.4079553340736766e-09
1993,4.985286850001103e-09,2.2156829704300662e-09
1994,5.802419433820205e-09,3.6924485691258724e-09
1995,5.4224509327127635e-09,7.0491861237087505e-09
1996,1.2811421257197253e-08,7.473328622609188e-09
1997,7.671831170341648e-09,7.671831170341648e-09
1998,1.0013071261028017e-08,8.10582001520288e-09
1999,8.683382013430219e-09,6.8553016596695215e-09
2000,1.1045078629479121e-08,5.743440834038438e-09
2001,8.324302136486494e-09,7.886181485616817e-09
2002,2.6287327870022636e-09,7.009954394732176e-09
2003,1.2500768420409258e-08,8.333845613606172e-09
2004,8.369103632333008e-09,1.3654853248112886e-08
2005,1.0808999029165989e-08,5.404499514582994e-09
2006,9.471146533712727e-09,9.471146533712727e-09
2007,6.391167151065247e-09,4.393927444112933e-09
2008,1.5326783397995314e-08,7.663391698997657e-09
2009,7.1522885392028e-09,1.43045770784056e-08
2010,3.7790344187271785e-09,1.2281861749841028e-08
2011,4.206369030868018e-09,4.5887662558641296e-09
2012,5.7872298064864935e-09,4.425528388196653e-09
2013,5.29933741333366e-09,4.741512515948898e-09
2014,4.547434873103384e-09,4.980523993225461e-09
2015,3.989835573037226e-09,3.989835573037226e-09
2016,3.935546111222266e-09,4.971216327476213e-09
2017,3.2702947017071438e-09,4.024978128569501e-09
2018,4.64663996169179e-09,4.904786798931582e-09
2019,3.826481798085979e-09,5.101975730781305e-09
