year,serons_VERB à_ADP,serons_VERB a_ADP,serons_VERB las_ADJ
1800,4.244622004989651e-07,3.144164484325529e-09,0.0
1801,3.905139465132379e-07,0.0,0.0
1802,3.6924362234458386e-07,0.0,0.0
1803,2.652461432717246e-07,1.950339223455444e-09,0.0
1804,3.781931923185766e-07,4.943701892301533e-09,2.4718509461507665e-09
1805,2.3311596919484145e-07,0.0,0.0
1806,1.7578182109900808e-07,2.881669125542885e-09,0.0
1807,1.9643989901396708e-07,0.0,0.0
1808,2.2660739773527894e-07,2.2660739951163578e-09,0.0
1809,1.965356517530381e-07,0.0,0.0
1810,2.971960952891095e-07,0.0,0.0
1811,1.1031137603367824e-07,0.0,7.521229861140455e-09
1812,2.2404549326893175e-07,0.0,0.0
1813,2.904499183387088e-07,2.8757416448144113e-09,0.0
1814,2.580275122454623e-07,0.0,6.293354282149721e-09
1815,1.8341120266995858e-07,0.0,5.394447111228828e-09
1816,2.3871319854151807e-07,2.3176038865813098e-09,0.0
1817,3.5496714190230705e-07,4.670620334934483e-09,1.556873407970727e-09
1818,3.326008481963072e-07,1.1921177378582115e-09,1.1921177378582115e-09
1819,2.5463583597229444e-07,1.449147024601416e-08,3.1053151161586356e-09
1820,2.7174240813110373e-07,0.0,4.746592452420373e-09
1821,3.609304712881567e-07,0.0,3.0570614484304315e-08
1822,3.6794011748497724e-07,2.0051231786055723e-09,4.010246357211145e-09
1823,2.2532526600116398e-07,0.0,2.9648061783404955e-09
1824,3.4442351193320064e-07,5.894778887238772e-09,5.894778887238772e-09
1825,3.927227680833312e-07,8.805443041381977e-10,1.7610886082763955e-09
1826,2.4310037360919523e-07,8.807984341885344e-10,8.807984341885344e-10
1827,3.272132005349704e-07,0.0,9.217273055917019e-10
1828,2.5132104042313586e-07,9.172301251858528e-10,1.4675682002973645e-08
1829,3.154928833737358e-07,8.57317605795771e-10,1.2859763920403111e-08
1830,3.4963400707965775e-07,3.1310507520032616e-09,8.349468672008697e-09
1831,2.853190608220757e-07,3.1182412207897414e-09,1.5591206103948707e-09
1832,3.0171833031999995e-07,4.058990921151917e-09,1.2176972319366541e-08
1833,3.092828819717397e-07,3.475088550253247e-09,0.0
1834,3.0990642585493333e-07,7.467624518753269e-09,1.0267983796552471e-08
1835,3.524398834997555e-07,3.781543966852041e-09,7.563087933704082e-09
1836,2.822715146066912e-07,1.3441500135158435e-09,8.736974699274924e-09
1837,3.089303675096744e-07,3.478945576063097e-09,6.957890930081589e-10
1838,3.067710565574089e-07,1.2624323808552163e-09,1.8936485712828244e-09
1839,3.544678008893243e-07,6.9914751765765e-10,7.690622361167243e-09
1840,3.541546789165295e-07,4.458782232319436e-09,1.2739377330817092e-09
1841,3.2616387102279987e-07,2.5682194149112547e-09,5.778493683550323e-09
1842,3.2468003041685733e-07,2.0124795163667386e-09,0.0
1843,3.047966004032787e-07,2.953455480181333e-09,8.860366662588604e-09
1844,2.8869831680822244e-07,1.6465684371524958e-09,1.3721403568922597e-08
1845,3.498802811918722e-07,2.7901139176833567e-09,1.674068350610014e-08
1846,3.4307376495235076e-07,2.9272506640865004e-09,6.439951683034906e-09
1847,2.933913663127896e-07,2.1572894581822766e-09,1.1325769655456952e-08
1848,3.0813200169177435e-07,2.413566457803995e-09,1.206783295515379e-08
1849,3.510974977416481e-07,3.3517659758786067e-09,7.54147322368226e-09
1850,3.2179841014112753e-07,2.0366988096043315e-09,1.6972489191857676e-08
1851,2.8828992526541697e-07,3.8696632564949596e-09,2.1283147688677673e-08
1852,2.6107286998922064e-07,1.9531636308300904e-09,9.114764054629632e-09
1853,3.7085698068040074e-07,2.9859659189668264e-09,1.7915795513800958e-09
1854,2.7381150857763714e-07,1.558699391779328e-09,1.558699302961486e-08
1855,3.3858259484986775e-07,3.714855978387277e-09,6.8990182455763716e-09
1856,2.65589818582157e-07,2.0708756931497874e-09,3.6240324075009767e-09
1857,2.9435500437102746e-07,5.3696598834029885e-09,4.881508974818871e-09
1858,3.366849057329091e-07,3.4255731584664773e-09,9.297984604472731e-09
1859,3.2131615057551244e-07,3.5645213447565993e-09,1.2221216039165483e-08
1860,3.5061228231825226e-07,2.746310373558103e-09,3.204028820036342e-09
1861,3.013500702309102e-07,2.3579818653196583e-09,1.8863854922557266e-09
1862,3.153554359869304e-07,4.9697850279528666e-09,1.8071945051545413e-09
1863,2.687106075427437e-07,1.4983863039219614e-09,9.989241434027463e-09
1864,3.38028314672556e-07,2.8768367688059016e-09,9.589455896019672e-10
1865,4.090247784915846e-07,3.765475486972036e-09,4.706844358715045e-10
1866,2.9680239777007955e-07,2.432806400776144e-09,3.8924903300596725e-09
1867,3.02815436725723e-07,2.426405742994575e-09,9.7056229719783e-10
1868,3.3689940437398036e-07,1.4819622196071691e-09,9.87974857480367e-09
1869,3.491716142889345e-07,6.348574776993132e-09,1.953407657850903e-09
1870,4.0310362692252966e-07,2.8670243956696595e-09,8.601073631098188e-09
1871,3.228837783808558e-07,3.18635318130589e-09,0.0
1872,3.7493504123631283e-07,3.023669647994609e-09,8.4662747923403e-09
1873,3.6873788644697925e-07,2.3944017879529156e-09,2.3944017879529156e-09
1874,3.602689275794546e-07,3.5847653734322193e-09,2.9873046258899194e-09
1875,4.39985427647116e-07,1.716458086775674e-09,5.721527140956084e-10
1876,3.4885505328929867e-07,6.04601479992084e-10,0.0
1877,3.5315298418936436e-07,4.329371083855449e-09,0.0
1878,2.5303782535957e-07,6.039088673581716e-10,6.039088673581716e-10
1879,3.2745984412940743e-07,7.33119043250241e-09,3.665595160740054e-09
1880,3.3180265290866373e-07,1.2835692508872398e-09,1.0910338410496934e-08
1881,3.6466215647124045e-07,6.972507571312292e-10,2.091752326904839e-09
1882,3.4408341775815643e-07,1.3310770263785798e-09,3.3276925659464496e-09
1883,3.500913692278118e-07,1.8958017378167824e-09,1.8958017378167824e-09
1884,3.5517129504114564e-07,4.621187876807653e-09,1.0562715146988921e-08
1885,3.139024613574293e-07,1.933690763067375e-09,6.445635691854079e-10
1886,2.633013309605303e-07,5.808117542471791e-09,2.5813855497602844e-09
1887,3.3428094070586667e-07,1.3057849246322917e-09,3.9173548849191775e-09
1888,3.259075924688659e-07,2.53624587998047e-09,6.340614699951175e-10
1889,3.101242782577174e-07,3.759081934617825e-09,4.385595886446936e-09
1890,3.224758131636918e-07,2.6217545912032847e-09,7.209825181320184e-09
1891,3.3592138493077073e-07,2.5496880162734215e-09,6.3742202627281586e-09
1892,3.222015436676884e-07,3.761107425503951e-09,3.761107425503951e-09
1893,2.999148875915125e-07,1.847525021858587e-09,1.847525021858587e-09
1894,3.308308009764005e-07,1.8904617871129403e-09,6.301539290376468e-10
1895,2.8768977244908456e-07,1.8055843487019274e-09,1.2037228991346183e-09
1896,2.506237422039703e-07,5.89702897624278e-10,5.89702897624278e-10
1897,3.0823315455563716e-07,1.1653427112179315e-09,2.330685422435863e-09
1898,3.468571492248884e-07,2.8291773368493978e-09,2.26334195829736e-09
1899,2.973837069930596e-07,1.6582735185011188e-09,3.8693048765026106e-09
1900,3.078294525948877e-07,4.15284251431558e-09,2.595526460424935e-09
1901,3.057040203202632e-07,4.470991132876634e-09,2.235495566438317e-09
1902,2.1605248434752866e-07,1.9641135384773634e-09,1.4730852093691738e-09
1903,3.234731877910235e-07,5.940242076007962e-09,5.400220270956879e-10
1904,2.590569465610315e-07,1.6123875568041512e-09,4.299700151477737e-09
1905,2.833256758094649e-07,2.0643036169332163e-09,1.186974607492175e-08
1906,3.09679904830773e-07,1.5432553013283723e-09,4.115347618238729e-09
1907,2.72570702009034e-07,5.142843373384665e-10,2.5714217422034835e-09
1908,3.094175156093115e-07,1.4734167219643268e-09,2.4556945366072114e-09
1909,3.328094919652358e-07,5.500983557560346e-10,2.2003934230241384e-09
1910,3.3294060131083825e-07,1.068830135508847e-09,1.068830135508847e-09
1911,2.8410798336153675e-07,1.5961122423746588e-09,3.7242617878519013e-09
1912,3.198584579422459e-07,5.209421227725386e-10,2.6047106693738442e-09
1913,2.68861583663238e-07,2.121195885607108e-09,5.302989602995467e-09
1914,2.8929932227583777e-07,0.0,2.0090231700464756e-09
1915,3.887651303102757e-07,1.1780761921542648e-09,0.0
1916,4.625721601314581e-07,2.197492410260793e-09,0.0
1917,4.4852674818685045e-07,1.0966424435210342e-09,1.315970976634162e-08
1918,3.388481104593666e-07,1.1486376294556067e-09,2.2972752589112133e-09
1919,4.3276887140564213e-07,1.8415696745321952e-09,4.603924352863942e-09
1920,2.991031635701802e-07,0.0,1.514446346106979e-09
1921,3.0972537956586166e-07,7.572747429129834e-10,5.300923255902035e-09
1922,3.0249535143411777e-07,0.0,7.377935484775833e-10
1923,2.65398711007947e-07,2.1231896241147297e-09,0.0
1924,3.3776055374801217e-07,5.156649662829693e-09,2.578324886925998e-09
1925,3.134480834887654e-07,6.598906976407193e-09,1.0998177923937646e-09
1926,3.7339563618843385e-07,0.0,8.916910765321973e-09
1927,3.857631725168176e-07,1.1149224876660924e-09,1.0034302277972529e-08
1928,3.199291427335993e-07,1.1426041224282812e-09,1.1426041224282812e-09
1929,3.7877381942053034e-07,1.1140406375176326e-09,4.4561625500705304e-09
1930,3.445181846473133e-07,0.0,2.100720708497761e-09
1931,3.4672285664782976e-07,4.5621426636444085e-09,3.4216069977333063e-09
1932,3.002913047112088e-07,2.1919073223131136e-09,1.0959536611565568e-09
1933,2.661193718722643e-07,0.0,8.02946331646126e-09
1934,2.576039719315304e-07,1.1981580172459871e-09,4.7926320689839486e-09
1935,2.9202612950030016e-07,5.98414207075848e-09,3.590485242455088e-09
1936,2.400693404069898e-07,1.2124714565686645e-09,1.2124714565686645e-09
1937,2.4049035118878237e-07,1.2591118148108649e-09,0.0
1938,2.6060081381729105e-07,0.0,0.0
1939,2.61528271039424e-07,0.0,0.0
1940,2.687930020783824e-07,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.8924725370416127e-07,1.1806010391524069e-08,5.9030051957620344e-09
1942,3.1859224236541195e-07,0.0,0.0
1943,2.816138078287622e-07,0.0,0.0
1944,3.084658715124533e-07,0.0,6.4263723231761105e-09
1945,3.2024010465647734e-07,2.178504043826024e-09,6.535512131478072e-09
1946,2.9791164024572936e-07,1.3921104269343232e-09,0.0
1947,5.090211629976693e-07,1.1920870957027319e-09,0.0
1948,2.837562647073355e-07,1.0871887834440486e-09,1.0871887834440486e-09
1949,2.729128425471572e-07,9.817008317369869e-10,1.9634016634739737e-09
1950,3.094890246302384e-07,1.0635361480382244e-09,4.2541445921528975e-09
1951,3.560908226063475e-07,2.1322803522849654e-09,0.0
1952,2.6045665890706005e-07,0.0,1.0544803918932644e-09
1953,2.9951240776426857e-07,0.0,0.0
1954,2.765627584722097e-07,1.9545072227344917e-09,1.9545072227344917e-09
1955,3.303733819848276e-07,6.569925492527773e-09,0.0
1956,2.7820442483061925e-07,3.488456634670456e-09,0.0
1957,2.6770163685796433e-07,8.835037701437898e-10,1.7670075402875796e-09
1958,2.746384950569336e-07,3.3088973783179654e-09,0.0
1959,2.619752876853454e-07,5.425523585955716e-09,7.750747821333448e-10
1960,2.9275125257299806e-07,1.3841666701708277e-09,4.844583401109048e-09
1961,3.2934275395746226e-07,1.32015025577914e-08,4.16889545107324e-09
1962,2.828512606356526e-07,1.2683912808952869e-09,1.9025869768540815e-09
1963,2.7092764298686234e-07,6.466053248388448e-10,2.5864212993553792e-09
1964,2.8655492201323796e-07,1.2167936658258327e-09,0.0
1965,2.4022270395107626e-07,3.2832261354087677e-09,6.0192477668863376e-09
1966,2.885857952605875e-07,5.539074754423723e-10,3.3234448526542337e-09
1967,3.199787670382648e-07,9.860671168482327e-10,6.409436092980059e-09
1968,2.712815216909803e-07,2.245707925174756e-09,2.245707841908029e-09
1969,2.7114293743579765e-07,1.8167031212712459e-09,1.8167031212712459e-09
