year,autres_ADJ oies_NOUN,autres_ADJ lois_NOUN
1848,2.413566457803995e-09,1.8351151100937102e-06
1849,8.379414939696517e-10,1.8401194665784715e-06
1850,6.788996032014438e-10,1.4983314322591923e-06
1851,6.449438760824933e-09,1.8071327696489448e-06
1852,6.510545436100301e-10,1.6367511617154662e-06
1853,1.1943863675867306e-09,1.4028067805149647e-06
1854,3.63696517347023e-09,1.2874856235578491e-06
1855,2.653468555990912e-09,1.2672966356319648e-06
1856,5.177189232874468e-10,1.2673759717252153e-06
1857,9.763018171682347e-10,1.1388560168246187e-06
1858,4.893676019968041e-10,1.1881845729533325e-06
1859,0.0,1.2842461658557625e-06
1860,1.3731551729012637e-09,1.287561811835758e-06
1861,3.7727710400226044e-09,1.1572974939477731e-06
1862,1.355395878865906e-09,1.358106672899595e-06
1863,6.992469381295052e-09,1.2251805028284934e-06
1864,4.794727948009836e-10,1.324303846139685e-06
1865,0.0,1.2247208589499792e-06
1866,2.919367692033603e-09,1.3312316853308914e-06
1867,0.0,1.2340699289126178e-06
1868,9.87974813071446e-10,1.2917770519926819e-06
1869,9.278686263769487e-09,1.3361308432990882e-06
1870,3.4404292748035914e-09,1.186374726458439e-06
1871,1.0621177271019633e-09,1.2246217373501622e-06
1872,5.442605477412599e-09,1.0842879283323725e-06
1873,1.1972008939764578e-09,1.221144888763348e-06
1874,1.0156835372754358e-08,1.0067216180686955e-06
1875,5.149374260327022e-09,1.3565741170395995e-06
1876,1.209202959984168e-09,1.3549118778044544e-06
1877,5.566334504436554e-09,9.468953465763263e-07
1878,3.0195443923020093e-09,1.009131665341556e-06
1879,7.331190321480108e-09,1.2566881677500419e-06
1880,2.5671385017744797e-09,1.1366005745472307e-06
1881,2.7890030285249168e-09,1.058426638000931e-06
1882,6.655385131892899e-10,9.736828081585713e-07
1883,2.5277355764075082e-09,1.0964053102080484e-06
1884,1.9805090900604227e-09,9.321595939582039e-07
1885,1.2891271383708158e-09,1.0609516829518384e-06
1886,5.808117542471791e-09,8.78316436692117e-07
1887,3.9173548849191775e-09,8.82710618155258e-07
1888,3.804368819970705e-09,1.0125961704687825e-06
1889,1.2530273485467092e-09,1.2304729022361016e-06
1890,2.6217545912032847e-09,1.2164941039505273e-06
1891,2.549687905251119e-09,1.084892205849286e-06
1892,9.402768341715273e-09,8.28697352517338e-07
1893,1.539604183031784e-08,1.0204496450061384e-06
1894,1.8904617871129403e-09,1.005095558781477e-06
1895,4.213030146971164e-09,9.984881126356981e-07
1896,1.5332275227208925e-08,1.1676116948300397e-06
1897,1.1653427112179315e-09,1.0464777567831263e-06
1898,5.6583546736987955e-09,1.028688870086114e-06
1899,5.527578395003729e-10,8.236091897373399e-07
1900,1.1939421895590385e-08,1.0153700240600472e-06
1901,1.676621730339889e-09,9.6349857203748e-07
1902,9.820567692386817e-10,7.80735137428934e-07
1903,1.6200660812870638e-09,9.741997555323678e-07
1904,4.837162670412454e-09,1.0168791302334057e-06
1905,5.160759042333041e-10,9.88285393965782e-07
1906,0.0,1.0180341485366284e-06
1907,1.028568674676933e-09,1.109825637168882e-06
1908,1.4734167219643268e-09,9.444601198893565e-07
1909,2.7504918342913243e-09,9.082123804127207e-07
1910,2.137660271017694e-09,9.533964991925714e-07
1911,4.788336838146279e-09,9.103160159007473e-07
1912,5.2094213387476884e-09,9.288398050699698e-07
1913,6.3635876568213234e-09,8.389330004021645e-07
1914,7.366418253162976e-09,8.612012193376373e-07
1915,1.1780761921542648e-09,8.234752539859613e-07
1916,3.2962386153911893e-09,8.097759405245597e-07
1917,0.0,8.49897883625772e-07
1918,0.0,9.637070119694613e-07
1919,1.8415696745321952e-09,8.968444262791309e-07
1920,0.0,8.859510942649251e-07
1921,0.0,8.30730420953163e-07
1922,0.0,8.514137568305102e-07
1923,1.0615948120573648e-09,9.6392808224266e-07
1924,0.0,9.630042963060248e-07
1925,2.1996355847875293e-09,8.864531308994117e-07
1926,3.343841648018042e-09,9.440779225045048e-07
1927,5.574612549352764e-09,9.710975020782442e-07
1928,4.5704163786908225e-09,1.006634182010302e-06
1929,1.1140406375176326e-09,1.0494263120719438e-06
1930,3.1510811737689437e-09,9.736840338447905e-07
1931,3.4216069977333063e-09,8.508396058815038e-07
1932,1.0959536611565568e-09,8.592276494745477e-07
1933,5.735331098932761e-09,7.834462283362598e-07
1934,0.0,1.0172361708526978e-06
1935,3.590485242455088e-09,9.407071175360215e-07
1936,3.6374143697059935e-09,9.336030277751206e-07
1937,0.0,8.738235939276251e-07
1938,1.2965214457594243e-09,9.581293389793188e-07
1939,3.058810094103137e-09,8.182316770799503e-07
1940,0.0,6.567677814928174e-07
1941,3.836953510472085e-08,7.260696510691389e-07
1942,0.0,7.403476636191897e-07
1943,0.0,6.851635134808021e-07
1944,0.0,6.876218154872049e-07
1945,0.0,6.535511998251309e-07
1946,4.1763312808029696e-09,6.334102176097645e-07
1947,1.1920870957027319e-09,6.091564781485204e-07
1948,2.174377566888097e-09,6.44702939478492e-07
1949,0.0,8.197202090443056e-07
1950,2.1270722960764488e-09,7.359670313178412e-07
1951,6.396841056854896e-09,7.335044402978497e-07
1952,0.0,7.138832440745091e-07
1953,2.1547654771580937e-09,7.218464173064376e-07
1954,5.86352189024808e-09,7.485762942849306e-07
1955,1.8771215692936494e-09,6.645010515171634e-07
1956,8.72114158667614e-10,7.020518921763141e-07
1957,3.5340151360863103e-09,7.182885468637323e-07
1958,4.963346011965797e-09,7.908264620937189e-07
1959,5.425523585955716e-09,7.19269408477885e-07
1960,3.460416619915918e-09,7.343004213566928e-07
1961,2.08444772553662e-09,7.663819658887405e-07
1962,6.341956404476434e-10,7.071281657999862e-07
1963,3.879631726988464e-09,7.073862029471911e-07
1964,6.083968218106861e-09,5.749350018291466e-07
1965,0.0,7.699165252006424e-07
1966,5.539074754423723e-10,7.245109472364675e-07
1967,4.930335584241163e-10,6.951773308117026e-07
1968,1.796566312384229e-09,7.653372655624935e-07
1969,9.99186730576973e-09,9.746612228411777e-07
1970,6.898087545614828e-09,1.0701233108534325e-06
1971,1.0276794970565106e-09,7.481506472117871e-07
1972,8.721249833421041e-09,6.397293303983531e-07
1973,3.859242647674677e-09,7.73502463857767e-07
1974,3.375343005096454e-09,7.527014687092048e-07
1975,2.2845920710778955e-09,7.030831978838137e-07
1976,4.570821499072508e-09,8.758836544942028e-07
1977,6.464460078348111e-09,8.868063829936546e-07
1978,3.5643548113029055e-09,7.871283500548998e-07
1979,4.0963813452421505e-09,7.806532211773742e-07
1980,5.116635559687666e-09,1.3064475794521968e-06
1981,6.325549528618524e-10,8.17893536009251e-07
1982,8.069752865935698e-09,8.566352924788134e-07
1983,5.683784221055532e-09,8.437262062344075e-07
1984,2.319603453759811e-09,1.0426616885439444e-06
1985,1.8046674155058895e-09,9.420363831225131e-07
1986,4.795588481876223e-09,1.3097950222196175e-06
1987,5.499735000746853e-09,1.085281116530723e-06
1988,1.7989661427186832e-09,1.300052857811096e-06
1989,2.7440609784434855e-09,9.609701896451384e-07
1990,8.717841448735442e-09,9.840263803795324e-07
1991,7.033758298025106e-09,1.6042830779383621e-06
1992,3.305966445044106e-09,1.5444373389073007e-06
1993,3.3235245111562506e-09,9.571750450021455e-07
1994,6.8574046441227665e-09,1.1346367041475958e-06
1995,7.591431261388948e-09,8.909086877118e-07
1996,2.135236876199542e-09,9.128137579139661e-07
1997,5.753873377756236e-09,8.194474432343668e-07
1998,5.244942036242151e-09,8.487269891332971e-07
1999,9.140402212892695e-09,1.010928483868856e-06
2000,4.4180314962005696e-09,8.151267962830389e-07
2001,1.7524847129024579e-09,1.0348421752848225e-06
2002,4.81934359086722e-09,8.512713129960048e-07
2003,3.333538334260311e-09,8.538025024762419e-07
2004,5.726228602398464e-09,7.629098366379594e-07
2005,6.3052495447024626e-09,7.47622452834662e-07
2006,5.353256948836815e-09,6.613331358096275e-07
2007,2.7961355453243186e-09,6.455078809253223e-07
2008,5.108927725316903e-09,5.998732681700147e-07
2009,2.860915504498962e-09,6.260636746802106e-07
2010,6.140930985942816e-09,5.621313501347203e-07
2011,1.7207874236646603e-08,4.0878260321175475e-07
2012,1.0553183549255607e-08,4.15999676040002e-07
2013,1.0319762933086452e-08,4.6550498300490517e-07
2014,7.57905826986871e-09,4.2052945525838936e-07
2015,7.314698624583116e-09,4.530680122738495e-07
2016,1.2428039930512114e-08,4.917361320355695e-07
2017,5.7859059765519305e-09,4.158305639823112e-07
2018,4.904786798931582e-09,4.179394518799562e-07
2019,6.377469219387422e-09,4.1453551891112994e-07
