year,jeunes_ADJ êtres_NOUN,jeunes_ADJ lettres_NOUN
1856,1.8120163147727908e-08,0.0
1857,1.6597130780837688e-08,0.0
1858,1.9574704523961373e-08,0.0
1859,2.036869339860914e-08,0.0
1860,1.9224172476128842e-08,4.577183909670879e-10
1861,3.5369726703038395e-08,4.715963730639317e-10
1862,1.9879140111811466e-08,0.0
1863,2.3974180862751382e-08,9.989241656072068e-10
1864,4.17141343689309e-08,4.794727948009836e-10
1865,1.3649848362717876e-08,0.0
1866,3.308616669528419e-08,0.0
1867,2.814630661873707e-08,0.0
1868,1.975949714960734e-08,0.0
1869,2.0022428159904848e-08,0.0
1870,3.4977698959437475e-08,0.0
1871,8.496941816815706e-09,0.0
1872,6.047338985126771e-08,0.0
1873,2.8732820567256567e-08,0.0
1874,2.8678122987457755e-08,0.0
1875,3.089624556196213e-08,0.0
1876,1.3301232115736639e-08,0.0
1877,1.4225077116236662e-08,6.184815992682502e-10
1878,2.2344627481629686e-08,0.0
1879,2.932476128592043e-08,0.0
1880,9.626769603698904e-09,0.0
1881,1.2550513517339823e-08,6.972507571312292e-10
1882,1.5972924316542958e-08,0.0
1883,2.6541224329434954e-08,0.0
1884,4.291102939646407e-08,0.0
1885,7.090199094506033e-09,1.933690763067375e-09
1886,1.2261581083805595e-08,0.0
1887,1.828098916689669e-08,6.528924623161458e-10
1888,2.9800888867725916e-08,0.0
1889,2.5060547415023393e-08,0.0
1890,2.5562107097698572e-08,0.0
1891,1.0836173736095134e-08,0.0
1892,1.6924984080901595e-08,1.2537024751679837e-09
1893,2.46336657738766e-08,0.0
1894,3.4028310835765296e-08,0.0
1895,2.7083764564395096e-08,1.2037228991346183e-09
1896,3.4792471126365854e-08,0.0
1897,2.855089675790623e-08,5.826713556089658e-10
1898,2.1501747937691107e-08,5.6583548957434e-10
1899,2.432134493801641e-08,0.0
1900,3.114631752509922e-08,0.0
1901,1.676621685930968e-08,0.0
1902,1.8659077838378835e-08,1.9641135384773634e-09
1903,2.1600881083827517e-08,0.0
1904,2.203596238814498e-08,0.0
1905,3.1996705729397945e-08,2.0643036169332163e-09
1906,4.423998589686562e-08,5.144184522798412e-10
1907,3.3428481316377656e-08,0.0
1908,2.553922229253658e-08,0.0
1909,4.290767208203761e-08,0.0
1910,4.11499598840237e-08,0.0
1911,2.4473720827700163e-08,0.0
1912,2.5526164293410147e-08,0.0
1913,2.7575547179026216e-08,3.71209285532359e-09
1914,2.1429579888376793e-08,0.0
1915,2.238344798399794e-08,0.0
1916,3.4061130804730055e-08,0.0
1917,1.4256351654751143e-08,6.57985488317081e-09
1918,2.756730310693456e-08,1.1486376294556067e-09
1919,3.9593746947730324e-08,4.603924352863942e-09
1920,5.3005621225565847e-08,3.028892692213958e-09
1921,5.300923078266351e-08,0.0
1922,4.205423209668879e-08,0.0
1923,7.006525493125082e-08,0.0
1924,3.738571052736006e-08,6.445812328337297e-09
1925,2.1996356736053713e-08,0.0
1926,5.238685218955652e-08,2.229227691330493e-09
1927,3.4562596340492746e-08,1.1149224876660924e-09
1928,3.427812345080383e-08,0.0
1929,5.458799279267623e-08,1.1140406375176326e-09
1930,4.621585603103995e-08,0.0
1931,4.44808918587114e-08,0.0
1932,2.7398842306070037e-08,0.0
1933,2.982372038218273e-08,0.0
1934,4.7926320689839486e-08,0.0
1935,3.351119559624749e-08,1.196828414151696e-09
1936,5.698615979099486e-08,0.0
1937,5.5400921183945684e-08,0.0
1938,3.8895642262559704e-08,1.2965214457594243e-09
1939,3.5176316970364496e-08,0.0
1940,5.5787225505810056e-08,0.0
1941,5.9030050181263505e-08,8.854508237732261e-09
1942,2.4273694165799498e-08,0.0
1943,3.4838823381733164e-08,5.806470415592457e-09
1944,3.213186161588055e-08,0.0
1945,3.921307367704685e-08,4.357008087652048e-09
1946,3.062643116891195e-08,1.3921104269343232e-09
1947,3.9338875268413176e-08,0.0
1948,3.696441908118686e-08,1.0871887834440486e-09
1949,1.9634017078828947e-08,0.0
1950,5.9558026066497405e-08,3.190608444114673e-09
1951,4.691016641800161e-08,2.1322803522849654e-09
1952,3.9015773722894664e-08,0.0
1953,3.770839640537815e-08,0.0
1954,2.8340354063516315e-08,0.0
1955,2.9095383879962355e-08,9.385607846468247e-10
1956,2.0930739808022736e-08,8.72114158667614e-10
1957,4.1524678806581505e-08,0.0
1958,3.3088973339090444e-08,8.272243445794913e-10
1959,3.332821663093455e-08,7.750747821333448e-10
1960,3.114374891310945e-08,0.0
1961,2.431855783413539e-08,0.0
1962,2.4099433559854333e-08,0.0
1963,3.168366191630412e-08,1.2932106496776896e-09
1964,2.5552667537454e-08,1.2167936658258327e-09
1965,2.188817305182056e-08,1.0944086747954884e-09
1966,2.1602390987141007e-08,0.0
1967,2.7116845657815247e-08,1.4791006197611978e-09
1968,2.7397636159776084e-08,4.042274071025531e-09
1969,1.4533624970169967e-08,2.7250546263957176e-09
1970,1.7015283404475667e-08,2.7592350626548523e-09
1971,1.0790635052160269e-08,0.0
1972,1.2825367434743384e-08,1.5390440033513642e-09
1973,1.2129047988196362e-08,2.205281512956958e-09
1974,1.2376257352286757e-08,1.6876715580593782e-09
1975,1.6563292959403952e-08,5.711480177694739e-10
1976,1.542652228181396e-08,5.713526873840635e-10
1977,8.815172591880582e-09,5.876781838942691e-10
1978,2.3762364520507617e-08,1.1881182704343018e-09
1979,1.9896710057309974e-08,2.3407893401383717e-09
1980,2.3309118191150446e-08,0.0
1981,1.3916208629893845e-08,1.2651099057237047e-09
1982,2.1726258125909226e-08,1.2415004579935385e-09
1983,2.2103606056589342e-08,1.89459470334441e-09
1984,2.203623239438457e-08,0.0
1985,2.285912081845254e-08,0.0
1986,8.392279760016663e-09,0.0
1987,1.4054879038383206e-08,0.0
1988,1.2592763276586538e-08,5.996553809062277e-10
1989,1.5915555096057687e-08,5.488122178931576e-10
1990,1.6345952147389653e-08,5.44865097484859e-10
1991,1.641210189973208e-08,0.0
1992,1.322386644631024e-08,0.0
1993,2.1602909683338112e-08,0.0
1994,1.3714808844156323e-08,1.5824779264761446e-09
1995,1.7351842629409475e-08,0.0
1996,1.4412848692302305e-08,5.338092190498855e-10
1997,1.5823152565985765e-08,0.0
1998,1.8118891276230897e-08,0.0
1999,1.4624643718263997e-08,4.570201161957499e-10
2000,1.899753598877396e-08,0.0
2001,1.796296800193886e-08,0.0
2002,7.886198361006791e-09,4.38122149670761e-10
2003,1.6250998768896352e-08,0.0
2004,1.1452457648886138e-08,0.0
2005,1.1259373877692269e-08,0.0
2006,2.3060183096390574e-08,8.235779835885637e-10
2007,1.997239706952314e-08,3.994479469415779e-10
2008,1.3623806971452268e-08,8.514879357157668e-10
2009,1.3350939020995156e-08,4.76819250749827e-10
2010,1.369900015646408e-08,0.0
2011,2.2561435386592166e-08,0.0
2012,1.5659562535574878e-08,0.0
2013,2.2312999448104165e-08,5.578250084070646e-10
2014,2.555225364631042e-08,0.0
2015,2.1722438958704515e-08,8.866301581811342e-10
2016,2.2163337831671015e-08,6.214020409345267e-10
2017,1.6603035390971854e-08,0.0
2018,2.116802733098666e-08,7.744400121190154e-10
2019,1.3010037491767434e-08,7.65296326310505e-10
