year,bras_NOUN égaux_ADJ,bras_NOUN egaux_ADJ
1947,2.3841742802233057e-08,0.0
1948,3.044128504825494e-08,0.0
1949,2.6505922789965553e-08,0.0
1950,2.8715476219076663e-08,0.0
1951,2.5587365115598004e-08,0.0
1952,3.796129277588989e-08,0.0
1953,3.232148060305917e-08,0.0
1954,1.9545073115523337e-08,0.0
1955,1.9709776921672528e-08,0.0
1956,2.0930739808022736e-08,0.0
1957,2.738861759610245e-08,0.0
1958,2.3162280982091943e-08,0.0
1959,2.1702094343822864e-08,0.0
1960,3.18358317485945e-08,0.0
1961,2.709782087606527e-08,0.0
1962,2.7904608401740916e-08,0.0
1963,3.427008365974871e-08,0.0
1964,1.520992043424485e-08,0.0
1965,2.9001830270658502e-08,0.0
1966,2.8249282024717104e-08,5.539074754423723e-10
1967,1.5777073869571723e-08,4.930335584241163e-10
1968,2.1558795637588446e-08,0.0
1969,2.815889921237158e-08,4.5417578031781147e-10
1970,1.6555409487750694e-08,0.0
1971,2.980270608077262e-08,5.138397485282553e-10
1972,1.9494558856081312e-08,0.0
1973,1.543697081274331e-08,0.0
1974,2.925297337696975e-08,5.625571675160757e-10
1975,1.313640396460869e-08,0.0
1976,1.0284348483935446e-08,5.713526873840635e-10
1977,2.056873604772136e-08,0.0
1978,1.7821774278559133e-08,0.0
1979,1.521513048885481e-08,0.0
1980,1.9329512213062117e-08,0.0
1981,1.3283654176632353e-08,0.0
1982,9.311253101884631e-09,6.207502289967692e-10
1983,1.1999100379966876e-08,0.0
1984,1.797692661398287e-08,0.0
1985,4.210890747202711e-09,6.015558051686298e-10
1986,5.395036861699509e-09,0.0
1987,1.5277041853778428e-08,0.0
1988,4.797243047249822e-09,0.0
1989,2.7440611560791695e-08,0.0
1990,1.8525414091641323e-08,5.44865097484859e-10
1991,1.1136783939491579e-08,0.0
1992,1.652983172562017e-08,0.0
1993,1.3848018731721368e-08,5.539207426075166e-10
1994,6.329911705904578e-09,0.0
1995,1.626735190995987e-08,0.0
1996,1.3879040139386234e-08,0.0
1997,9.58978851883785e-09,0.0
1998,1.4781200263769279e-08,0.0
1999,1.3253583119876566e-08,0.0
2000,7.510653432518666e-09,0.0
2001,1.0076787404500465e-08,0.0
2002,7.448076377869484e-09,0.0
2003,9.167230530238157e-09,0.0
2004,9.690540814233373e-09,0.0
2005,7.656374201303606e-09,0.0
2006,7.823991232669414e-09,0.0
2007,5.192823504529542e-09,0.0
2008,7.663391698997657e-09,0.0
2009,7.629108011997232e-09,0.0
2010,9.919965293647692e-09,0.0
2011,4.206369030868018e-09,0.0
2012,4.425528388196653e-09,0.0
2013,7.530637446961919e-09,0.0
2014,4.114345752981308e-09,0.0
2015,4.211493376260478e-09,0.0
2016,6.628288140575478e-09,0.0
2017,3.2702947017071438e-09,0.0
2018,7.228107001822082e-09,0.0
2019,4.591778068885333e-09,0.0
