year,bras_NOUN égaux_ADJ,bras_NOUN egaux_ADJ
1800,1.320549074534938e-07,3.144164484325529e-09
1801,1.166779455274991e-07,0.0
1802,4.0281122437590966e-08,0.0
1803,4.095712213825209e-08,0.0
1804,2.2246657849223084e-08,0.0
1805,0.0,0.0
1806,3.7461699520235925e-08,0.0
1807,8.540865792383556e-09,0.0
1808,1.1330369531492579e-08,0.0
1809,4.292158095609011e-08,0.0
1810,7.956430891908894e-08,0.0
1811,1.579458341893769e-07,0.0
1812,5.3344166417446104e-08,0.0
1813,2.5881675469463516e-08,0.0
1814,9.440030979135372e-09,0.0
1815,8.091670444798638e-09,0.0
1816,2.5493642752394408e-08,0.0
1817,1.71256075987003e-08,0.0
1818,3.457141417584353e-08,0.0
1819,4.34744116262209e-08,0.0
1820,3.20394981656591e-08,0.0
1821,1.0847637454958203e-08,0.0
1822,4.511527151862538e-08,0.0
1823,3.755420863171821e-08,0.0
1824,6.484256687144807e-08,0.0
1825,4.226612659863349e-08,8.805443041381977e-10
1826,5.9013494535520294e-08,0.0
1827,3.871254605769536e-08,0.0
1828,5.6868266540277546e-08,0.0
1829,3.1720752247110795e-08,8.57317605795771e-10
1830,6.262101504006523e-09,0.0
1831,2.6505050598757407e-08,0.0
1832,1.7588959622116818e-08,0.0
1833,7.992703388026712e-08,2.3167257001688313e-09
1834,2.14694217959277e-08,0.0
1835,3.403389570166837e-08,0.0
1836,3.36037508930076e-08,0.0
1837,2.7135774516295896e-08,0.0
1838,1.9567702125300457e-08,0.0
1839,6.082583325905944e-08,0.0
1840,7.006657654073933e-08,0.0
1841,4.8154113585496816e-08,1.2841097074556274e-09
1842,2.817471411731276e-08,0.0
1843,2.5990408047960045e-08,0.0
1844,3.1833653935109396e-08,0.0
1845,5.636030309119633e-08,0.0
1846,2.517435504501009e-08,0.0
1847,2.9662729161827883e-08,0.0
1848,3.298540818263973e-08,0.0
1849,2.1786478399121734e-08,0.0
1850,5.159636984330973e-08,0.0
1851,1.6123596680017727e-08,0.0
1852,4.557381672043448e-08,0.0
1853,3.4637203327747557e-08,5.971931837933653e-10
1854,2.8056588163849483e-08,0.0
1855,6.792879503336735e-08,1.5920811335945473e-09
1856,4.7630141608578924e-08,0.0
1857,3.4658715009072694e-08,4.881509085841174e-10
1858,2.300027723833864e-08,0.0
1859,5.8050776630125256e-08,0.0
1860,3.3871160098897235e-08,0.0
1861,4.480165571862926e-08,0.0
1862,3.930648162508987e-08,0.0
1863,4.345320192555846e-08,0.0
1864,3.212467802882202e-08,0.0
1865,4.753912818955541e-08,0.0
1866,6.519920958680814e-08,0.0
1867,1.067618526917613e-07,4.85281148598915e-10
1868,4.791677810089823e-08,0.0
1869,2.783605879130846e-08,9.767038289254515e-10
1870,4.873941605865184e-08,0.0
1871,7.541035529357032e-08,0.0
1872,4.354084381930079e-08,0.0
1873,5.5071240012694034e-08,0.0
1874,2.5690820137924675e-08,0.0
1875,5.3210200690045895e-08,0.0
1876,7.497058618355368e-08,0.0
1877,4.391219476929109e-08,0.0
1878,6.461824852976861e-08,0.0
1879,5.5594860270957724e-08,0.0
1880,3.5939940801199555e-08,0.0
1881,9.482610607847164e-08,6.972507571312292e-10
1882,5.856738738430067e-08,0.0
1883,5.0554710639971745e-08,0.0
1884,5.743476449993068e-08,0.0
1885,1.0764211566538506e-07,6.445635691854079e-10
1886,7.356948827919041e-08,0.0
1887,8.161156017649773e-08,0.0
1888,5.7699594435689505e-08,0.0
1889,4.448246926358479e-08,0.0
1890,7.275369284798217e-08,0.0
1891,7.64906431527379e-08,0.0
1892,4.0745330665004076e-08,0.0
1893,4.126139074855928e-08,1.2316833108982905e-09
1894,4.915200690902566e-08,6.301539290376468e-10
1895,6.98159254852726e-08,0.0
1896,4.0689499769541726e-08,0.0
1897,5.127508018176741e-08,1.1653427112179315e-09
1898,5.2056865484928494e-08,0.0
1899,6.246163763989898e-08,0.0
1900,6.281174336209006e-08,0.0
1901,6.874148539282032e-08,0.0
1902,9.427745339962712e-08,0.0
1903,3.294134387488157e-08,0.0
1904,4.460938995975994e-08,5.374625189347171e-10
1905,8.308821719538173e-08,0.0
1906,7.047533046034005e-08,0.0
1907,5.502842270743713e-08,0.0
1908,5.942780845202833e-08,4.911389073214423e-10
1909,5.3359539009534274e-08,5.500983557560346e-10
1910,4.0615546481603815e-08,0.0
1911,2.7133907565257687e-08,0.0
1912,2.6568049094066737e-08,5.209421227725386e-10
1913,5.196929819817342e-08,0.0
1914,3.8841115213017474e-08,0.0
1915,3.062998032987707e-08,1.1780761921542648e-09
1916,9.888715624128963e-09,0.0
1917,2.1932848426331475e-08,0.0
1918,3.101321510712296e-08,0.0
1919,3.1306683467846597e-08,0.0
1920,5.4520068459851245e-08,0.0
1921,3.710646367949266e-08,0.0
1922,4.279202414636529e-08,0.0
1923,2.441668023323018e-08,0.0
1924,1.933743654092268e-08,0.0
1925,3.739380360912037e-08,0.0
1926,1.5604593173179637e-08,0.0
1927,2.1183527820767267e-08,0.0
1928,2.9707706517001498e-08,0.0
1929,2.1166771446701205e-08,0.0
1930,3.2561171536826805e-08,1.0503603542488804e-09
1931,2.167017854048936e-08,0.0
1932,1.9727165678773417e-08,0.0
1933,2.523545639121494e-08,0.0
1934,2.036868629318178e-08,0.0
1935,4.0692164304800826e-08,0.0
1936,1.576212937948185e-08,0.0
1937,2.7700460591972842e-08,0.0
1938,5.4453899167583586e-08,0.0
1939,2.9058696782158222e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,4.427253941230447e-08,0.0
1942,9.102635090130207e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,5.7837350908584995e-08,6.4263723231761105e-09
1945,2.6142048525912287e-08,0.0
1946,2.0881657292193267e-08,0.0
