year,nos_DET ans_NOUN,nos_DET lents_ADJ
1800,1.226224086714467e-07,0.0
1801,7.857902772911984e-08,0.0
1802,1.2755688771903806e-07,0.0
1803,1.5212645965156923e-07,0.0
1804,1.5819846055364906e-07,0.0
1805,8.812921237222326e-08,0.0
1806,1.3543845511776453e-07,0.0
1807,1.5088862381773538e-07,0.0
1808,1.450287405724282e-07,0.0
1809,8.810219243038375e-08,0.0
1810,1.2168659679900884e-07,0.0
1811,1.4039629903095374e-07,0.0
1812,5.3344166417446104e-08,0.0
1813,1.3803560250380542e-07,0.0
1814,6.293354459785405e-08,0.0
1815,5.124724800076308e-08,0.0
1816,1.2978581764855335e-07,0.0
1817,1.2143612515558289e-07,0.0
1818,1.1801965627000754e-07,0.0
1819,7.452755745873674e-08,0.0
1820,7.831877635311457e-08,0.0
1821,1.0058718102889941e-07,0.0
1822,7.719724237631453e-08,0.0
1823,1.0475648082319822e-07,0.0
1824,1.802118072546932e-07,0.0
1825,1.3296219081304628e-07,0.0
1826,7.839105875540042e-08,0.0
1827,9.032927539287527e-08,0.0
1828,7.613009955775851e-08,0.0
1829,5.572564276690173e-08,0.0
1830,5.7402597564149005e-08,0.0
1831,4.365537709105638e-08,0.0
1832,1.0282777063164161e-07,0.0
1833,1.0888610546544442e-07,0.0
1834,6.720862222309165e-08,0.0
1835,6.201732105637348e-08,0.0
1836,1.1290860263413194e-07,6.720750067579218e-10
1837,4.592208013853849e-08,0.0
1838,7.322107919982557e-08,0.0
1839,3.495737432857027e-08,0.0
1840,4.9046602779156956e-08,0.0
1841,8.73194618833395e-08,0.0
1842,5.702025340781347e-08,0.0
1843,4.489252369843655e-08,0.0
1844,3.841992773923053e-08,0.0
1845,5.636030275812942e-08,0.0
1846,5.0348710534109387e-08,0.0
1847,2.534815113364175e-08,0.0
1848,4.907585093860689e-08,0.0
1849,1.0306680486849018e-07,0.0
1850,6.245876349453283e-08,0.0
1851,5.868989294555149e-08,0.0
1852,4.6224873262445954e-08,0.0
1853,3.3442819624696085e-08,0.0
1854,6.442623751157228e-08,0.0
1855,5.094659627502551e-08,0.0
1856,6.678573938323495e-08,0.0
1857,6.980557848423885e-08,0.0
1858,5.18729667553508e-08,0.0
1859,5.194016750031949e-08,0.0
1860,6.224970103274607e-08,0.0
1861,4.6216444282709546e-08,3.3011746669586728e-09
1862,8.629353992484212e-08,0.0
1863,8.34101649416219e-08,4.994620828036034e-10
1864,6.04135705906117e-08,4.794727948009836e-10
1865,5.365802618895188e-08,0.0
1866,5.3521741094630926e-08,0.0
1867,7.327745521479301e-08,0.0
1868,4.2482918516384416e-08,0.0
1869,5.46954153080037e-08,0.0
1870,7.454263339923273e-08,0.0
1871,6.691341436493303e-08,0.0
1872,4.233137351761229e-08,0.0
1873,4.369783174196229e-08,0.0
1874,3.8237498112270174e-08,0.0
1875,7.437985516389745e-08,0.0
1876,4.9577319805038655e-08,0.0
1877,6.246663986075873e-08,0.0
1878,5.918306911212312e-08,0.0
1879,4.3376210623335965e-08,0.0
1880,4.235778638950194e-08,0.0
1881,6.972507465841105e-08,0.0
1882,5.457415808152177e-08,0.0
1883,4.7395042834796897e-08,0.0
1884,4.819238963449379e-08,0.0
1885,4.9631395993010585e-08,0.0
1886,5.937186853266496e-08,0.0
1887,2.7421483750345033e-08,0.0
1888,3.6775564593583e-08,0.0
1889,4.51089832154139e-08,0.0
1890,2.5562107652810084e-08,0.0
1891,2.549687994068961e-08,0.0
1892,3.886477561998447e-08,0.0
1893,3.325545000487651e-08,3.079208221734575e-09
1894,2.8987081401865566e-08,0.0
1895,1.9259566386153892e-08,0.0
1896,2.063960063969361e-08,2.358811590497112e-09
1897,2.3889524691789177e-08,0.0
1898,2.5462597474934512e-08,0.0
1899,1.6582735185011188e-08,5.527578395003729e-10
1900,2.6474371694895638e-08,1.038210628578895e-09
1901,2.123720777014171e-08,0.0
1902,1.9641135329262482e-08,1.9641135384773634e-09
1903,2.5381034607363517e-08,0.0
1904,1.666133808697623e-08,0.0
1905,2.3223416079076742e-08,0.0
1906,2.1605574218597212e-08,1.0288369045596824e-09
1907,4.834272726572664e-08,5.142843373384665e-10
1908,2.5539223402759603e-08,4.911389073214423e-10
1909,3.190570296851547e-08,0.0
1910,3.259932035426516e-08,4.275320542035388e-09
1911,3.564650674636738e-08,5.320374141248863e-10
1912,4.9489502940147645e-08,1.0418842455450772e-09
1913,4.030272293675807e-08,4.772690687104841e-09
1914,3.884111277052682e-08,6.696743715117748e-10
1915,1.767114277129167e-08,3.534228465440492e-09
1916,1.7579939282086343e-08,3.2962386153911893e-09
1917,2.19328495365545e-08,1.0966424435210342e-09
1918,3.675640503075783e-08,3.44591288836682e-09
1919,3.6831394434333475e-08,1.8415696745321952e-09
1920,2.8017257402979112e-08,2.0445025228355007e-08
1921,2.120369302360814e-08,1.5145494858259667e-09
1922,4.205423248526685e-08,2.951174193910333e-09
1923,7.006525448716161e-08,1.0615948120573648e-09
1924,8.121723371612433e-08,1.289162443462999e-09
1925,3.4094350676028284e-08,0.0
1926,4.346993842663238e-08,0.0
1927,2.5643217327342427e-08,1.1149224876660924e-09
1928,2.5137291137511397e-08,0.0
1929,4.0105462062456354e-08,0.0
1930,4.9366935983563565e-08,0.0
1931,3.193499864551086e-08,0.0
1932,1.6439305028370654e-08,2.1919073223131136e-09
1933,2.982372171445036e-08,1.1470662197865522e-09
1934,2.156684431042777e-08,2.3963160344919743e-09
1935,1.555876849579363e-08,0.0
1936,3.8799087942464894e-08,1.2124714565686645e-09
1937,1.6368453259474336e-08,0.0
1938,4.148868626430158e-08,0.0
1939,2.4470481641003516e-08,0.0
1940,3.0429394115571995e-08,0.0
1941,5.607854847156091e-08,0.0
1942,4.2478965012193726e-08,3.034211770724937e-09
1943,4.3548528783077245e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,3.267756198965799e-08,0.0
1946,5.986074924635432e-08,0.0
1947,2.8610089852776355e-08,3.5762612871081956e-09
1948,3.0441285714388755e-08,1.0871887834440486e-09
1949,2.1597417965146803e-08,1.9634016634739737e-09
1950,8.295581821471387e-08,2.1270722960764488e-09
1951,4.371174844308712e-08,0.0
1952,2.1089607171731473e-08,0.0
1953,1.939288907237824e-08,0.0
1954,4.104465145537972e-08,0.0
1955,1.8771216581114913e-08,0.0
1956,1.4825940475304833e-08,1.744228317335228e-09
1957,1.6786571077620493e-08,8.835037701437898e-10
1958,3.3916197239580725e-08,8.272243445794913e-10
1959,2.40273188012452e-08,0.0
1960,5.1906251297140216e-08,0.0
1961,4.5163034867456986e-08,3.47407969059077e-09
1962,4.819886784135363e-08,2.5367825617905737e-09
1963,4.0736133799512686e-08,0.0
1964,4.9888540409881443e-08,1.8251904432275978e-09
1965,4.3776346048129966e-08,0.0
1966,3.6003986569888013e-08,0.0
1967,3.993571850990918e-08,1.4791006197611978e-09
1968,5.569355751577909e-08,4.4914158503495116e-10
1969,3.406318194176805e-08,4.5417578031781147e-10
1970,3.2650948611490094e-08,0.0
1971,2.774734608745888e-08,0.0
1972,2.2059630899740057e-08,0.0
1973,2.5360736732871203e-08,0.0
1974,1.8001828638869455e-08,1.1251143350321513e-09
1975,1.5420996479775795e-08,5.711480177694739e-10
1976,2.4568166112626244e-08,0.0
1977,1.3516598063034735e-08,0.0
1978,1.7227714810275074e-08,0.0
1979,1.345953837272873e-08,5.851973350345929e-10
1980,1.4212876431329846e-08,5.685150683554241e-10
1981,2.024175771442316e-08,6.325549528618524e-10
1982,1.8622506203769262e-08,6.207502289967692e-10
1983,2.9681985536100797e-08,1.89459470334441e-09
1984,2.4355835570588624e-08,2.3196033982486597e-09
1985,1.924978509926234e-08,0.0
1986,2.6975184141964093e-08,1.1988970927134801e-09
1987,1.833245094617908e-08,0.0
1988,1.6190695006912392e-08,0.0
1989,2.030605161795762e-08,0.0
1990,1.1987032311200352e-08,5.44865097484859e-10
1991,2.9307326621097474e-08,5.861465202094962e-10
1992,2.093778761480536e-08,0.0
1993,2.437251228615267e-08,5.539207426075166e-10
1994,1.4769794220992338e-08,0.0
1995,1.9520823790752928e-08,5.422450821690461e-10
1996,2.56228422923499e-08,1.067618438099771e-09
1997,1.870008814464086e-08,1.438468344439059e-09
1998,3.0516027038629545e-08,0.0
1999,3.473352708227573e-08,9.140402323914998e-10
2000,2.032294532661183e-08,0.0
2001,1.6648604800328926e-08,1.3143635069212678e-09
2002,1.9277373808357368e-08,0.0
2003,2.4584844826591734e-08,2.083461403401543e-09
2004,1.4535811138083332e-08,1.7619165015858584e-09
2005,2.0717248361279417e-08,0.0
2006,1.2765458912156191e-08,4.1178899179428186e-10
2007,1.797515847279385e-08,7.988958938831558e-10
2008,1.3198063086861112e-08,0.0
2009,1.1920481268745675e-08,0.0
2010,1.511613750837526e-08,0.0
2011,1.1471915861704929e-08,7.64794394481072e-10
2012,1.361701096325163e-08,0.0
