year,cents_ADJ yeux_NOUN,cents_ADJ lieues_NOUN
1800,0.0,8.489244152087849e-08
1801,0.0,7.143547975374531e-08
1802,0.0,2.1483265300048515e-07
1803,0.0,1.618781624301846e-07
1804,0.0,4.943701981119375e-08
1805,0.0,6.254330742194725e-08
1806,2.881669125542885e-09,1.3832011802605848e-07
1807,0.0,7.971474502710407e-08
1808,0.0,1.11037628869326e-07
1809,2.259030518203531e-09,9.93973401364201e-08
1810,0.0,7.254392642153107e-08
1811,2.5070767684098882e-09,8.273353557797236e-08
1812,0.0,1.0135391192989118e-07
1813,0.0,1.00650957790549e-07
1814,0.0,7.866692897096073e-08
1815,8.091670444798638e-09,2.778140242298832e-07
1816,0.0,1.3442102897442965e-07
1817,1.556873407970727e-09,8.874178547557676e-08
1818,0.0,2.2173389879753813e-07
1819,0.0,1.2524770909294602e-07
1820,0.0,1.96983592104516e-07
1821,0.0,1.6074226039108908e-07
1822,0.0,1.0526896687679255e-07
1823,0.0,1.0772128433700345e-07
1824,2.5263338088166165e-09,8.5053237341981e-08
1825,7.044354433105582e-09,1.3384273245264922e-07
1826,8.807984341885344e-10,1.470933455038903e-07
1827,0.0,1.2351145528555207e-07
1828,0.0,1.3299836609803606e-07
1829,0.0,1.0287811136322489e-07
1830,0.0,1.408972849503698e-07
1831,0.0,1.9177183219198923e-07
1832,1.3529969367098715e-09,1.5559464827674674e-07
1833,1.1583628500844156e-09,1.9692168962137657e-07
1834,1.8669061851994684e-09,1.3255034048142988e-07
1835,0.0,6.958040899007756e-08
1836,0.0,1.6197007823848253e-07
1837,8.349468672008697e-09,1.1063046656545339e-07
1838,6.312161904276081e-10,1.312929640562288e-07
1839,0.0,9.997809513606626e-08
1840,1.9109065441114126e-09,1.0955864837569607e-07
1841,6.420548537278137e-10,8.988767774553708e-08
1842,0.0,1.3416530464382959e-07
1843,0.0,1.618493570276769e-07
1844,2.195424508855126e-09,8.507269910751347e-08
1845,0.0,8.314539456932835e-08
1846,0.0,8.781751859032738e-08
1847,5.393223645455691e-10,9.11454804963796e-08
1848,0.0,9.895622810063287e-08
1849,0.0,1.1982562853063428e-07
1850,1.3577992064028876e-09,4.955967014552698e-08
1851,1.9348316282474798e-09,5.224045551699419e-08
1852,0.0,6.575650957074686e-08
1853,8.957897534855874e-09,1.0570319375347026e-07
1854,2.5978321716024766e-09,7.63762670885626e-08
1855,5.837630823180007e-09,9.021793090369101e-08
1856,2.0708756931497874e-09,8.490590630572115e-08
1857,9.763018171682347e-10,8.249750038658021e-08
1858,3.4255731584664773e-09,8.759680270031822e-08
1859,4.582956236731661e-09,1.0235268632641237e-07
1860,3.661747127736703e-09,8.055843636611826e-08
1861,8.960331143725853e-09,9.384768162590262e-08
1862,4.066187830886747e-09,7.545037306044833e-08
1863,4.994620828036034e-10,7.441985161449338e-08
1864,1.9178911792039344e-09,6.32904075814622e-08
1865,3.765475486972036e-09,6.354240156269952e-08
1866,1.0217787504984699e-08,5.157549765044678e-08
1867,9.7056229719783e-10,9.317398053099168e-08
1868,1.4819622196071691e-09,6.520633633044781e-08
1869,2.441759683335931e-09,4.49283774628384e-08
1870,2.2936195165357276e-09,5.2179842668920173e-08
1871,0.0,5.2043770182308435e-08
1872,1.2094678591978436e-09,4.4145576083565174e-08
1873,2.9930022904522957e-09,5.7465641134513135e-08
1874,5.974609140757536e-10,6.751308490038355e-08
1875,5.149374260327022e-09,5.492665877682157e-08
1876,0.0,4.292670396921494e-08
1877,0.0,7.669171964153065e-08
1878,1.0266450800600069e-08,6.461824852976861e-08
1879,6.10932526790009e-10,5.803859082220697e-08
1880,3.2089231272180996e-09,5.904418642899145e-08
1881,0.0,7.39085805889772e-08
1882,6.655385131892899e-10,4.1263387373646765e-08
1883,0.0,5.8769852984141835e-08
1884,0.0,3.630933420595284e-08
1885,0.0,5.5432465728699754e-08
1886,3.2267319927115068e-09,4.904632433522238e-08
1887,9.140494583448344e-09,2.154545164501087e-08
1888,6.340614699951175e-10,4.2482117379449846e-08
1889,1.0024218788373673e-08,2.944614330147033e-08
1890,1.3108772956016423e-09,4.391439034634459e-08
1891,1.9122659011827636e-09,3.569563133964948e-08
1892,1.8805537127519756e-09,2.6327752422616868e-08
1893,1.847525021858587e-09,3.7566341148931315e-08
1894,2.520615716150587e-09,5.419323656496999e-08
1895,6.018614495673091e-10,3.009307292245467e-08
1896,1.179405795248556e-09,4.009979548413867e-08
1897,4.078699600285063e-09,2.4472196713531957e-08
1898,0.0,3.734514208986184e-08
1899,2.7637891975018647e-09,2.5426860617017155e-08
1900,1.038210628578895e-09,1.6092265298084385e-08
1901,1.1177477832191585e-09,1.2854099118442264e-08
1902,2.455141867585553e-09,1.3748794991386148e-08
1903,1.0800440541913758e-09,1.5120615870500842e-08
1904,2.6873125946735854e-09,1.2361637935498493e-08
1905,1.5482277682110634e-09,1.3934049469810361e-08
1906,0.0,1.388929860013377e-08
1907,1.028568674676933e-09,1.2342823652033985e-08
1908,5.40252820258047e-09,2.2592390180875555e-08
1909,1.1001967115120692e-09,7.151278680339601e-09
1910,3.740905363258662e-09,8.550641084070776e-09
1911,0.0,6.916486494645824e-09
1912,1.4586379215586476e-08,2.2400511667797218e-08
1913,3.71209285532359e-09,2.7575547179026216e-08
1914,4.68772043404897e-09,7.366418142140674e-09
1915,3.534228465440492e-09,3.534228465440492e-09
1916,4.394984820521586e-09,3.2962386153911893e-09
1917,4.386569774084137e-09,1.0966424213165737e-08
1918,1.1486376294556067e-09,1.1486376294556067e-08
1919,2.762354567309444e-09,1.1970202606903513e-08
1920,7.572231730534895e-10,9.843901693784574e-09
1921,3.7863738810983705e-09,1.2116395886607734e-08
1922,7.377935484775833e-10,2.0658220023506146e-08
1923,0.0,8.492758496458919e-09
1924,3.867487219366694e-09,1.5469948877466777e-08
1925,0.0,1.3197813508725176e-08
1926,3.343841648018042e-09,2.7865345586519652e-08
1927,0.0,1.6723836537835268e-08
1928,0.0,2.5137291359556002e-08
1929,0.0,1.6710609784809094e-08
1930,0.0,1.7856125467119455e-08
1931,2.2810713318222042e-09,2.3951248095954725e-08
1932,0.0,1.53433514782364e-08
1933,1.1470662197865522e-09,1.9500125958415992e-08
1934,1.1981580172459871e-09,1.7972370258689807e-08
1935,1.196828414151696e-09,1.4361940969820353e-08
1936,2.424942913137329e-09,1.2124714565686645e-08
1937,2.5182236296217297e-09,1.1332006444320086e-08
1938,0.0,3.8895642262559704e-09
1939,3.058810094103137e-09,7.647025235257843e-09
1940,0.0,1.7750480196809804e-08
1941,2.9515025978810172e-09,2.6563522936839945e-08
1942,1.2136847082899749e-08,1.2136847082899749e-08
1943,0.0,1.7419411690866582e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,1.9489545977080525e-08
1947,1.1920870957027319e-09,1.7881307101674793e-08
1948,2.174377566888097e-09,1.4133454406817236e-08
1949,8.835307596655184e-09,2.846932467548413e-08
1950,9.571825110299415e-09,1.2762433776458693e-08
1951,0.0,1.7058242818279723e-08
1952,3.1634410646574906e-09,6.326882129314981e-09
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,0.0,6.840775057526116e-09
1955,0.0,1.5016972554349195e-08
1956,0.0,6.104799332717903e-09
1957,4.417518795207798e-09,1.8553580005686854e-08
1958,1.6544486891589827e-09,9.099467845885556e-09
1959,2.325224457422337e-09,2.015194411342236e-08
1960,0.0,1.3841666479663672e-08
1961,6.94815938118154e-09,8.33779090214648e-09
1962,1.9025869768540815e-09,1.9660065575521912e-08
1963,2.5864212993553792e-09,1.2932106940866106e-08
1964,3.041984220075733e-09,1.3993127545575135e-08
1965,3.830430195250756e-09,9.302473458205895e-09
1966,1.1078149508847446e-09,1.6617224929404983e-08
1967,3.451234853457663e-09,1.0846738618397467e-08
1968,1.3474247273492779e-09,2.1558795637588446e-08
1969,3.1792304344691047e-09,1.6804504454626112e-08
1970,0.0,1.1956685419534097e-08
1971,4.1107179882260425e-09,1.644287195290417e-08
1972,5.130146973897354e-09,1.0260293947794707e-08
1973,2.205281512956958e-09,7.1671650836435674e-09
1974,2.812785782069227e-09,1.1251143128276908e-08
1975,5.711480177694739e-10,1.4849848462006321e-08
1976,5.142174241967723e-09,1.1427053969725876e-08
1977,1.7630346071939584e-09,1.057820764316375e-08
1978,1.1881182704343018e-09,2.0198010375338527e-08
1979,2.3407893401383717e-09,1.0533551808578068e-08
1980,5.116635559687666e-09,1.193881615790815e-08
1981,3.795329828193417e-09,6.958104314946922e-09
1982,6.207502289967692e-10,6.2075020679230875e-09
1983,6.315316047889041e-10,9.47297440490047e-09
1984,1.739702604197646e-09,6.958810416790584e-09
1985,4.210890747202711e-09,5.414002135495366e-09
1986,1.7983456945813714e-09,3.5367463624425e-08
1987,1.8332451112712533e-09,6.110816741511371e-09
1988,1.798966087207532e-09,2.99827696004229e-09
1989,5.488122178931576e-10,9.878619700032232e-09
1990,1.6345953479657283e-09,7.628111475810329e-09
1991,1.7584396161396398e-09,8.7921980806982e-09
1992,2.2039776670368383e-09,9.366905473484621e-09
1993,1.1078414852150331e-09,9.970573700002205e-09
1994,1.5824779264761446e-09,1.318731612798274e-08
1995,1.0844901643380922e-09,5.964695848348356e-09
1996,4.270473752399084e-09,1.1209993822092201e-08
