year,cents_ADJ yeux_NOUN,cents_ADJ lieues_NOUN
1997,1.917957792585412e-09,5.753873377756236e-09
1998,3.814503379828693e-09,8.582632382569955e-09
1999,2.285100553223174e-09,5.941261704833778e-09
2000,3.092622158362701e-09,4.418031274155965e-09
2001,4.3812117822561447e-10,8.324302136486494e-09
2002,8.76244299341522e-10,4.81934359086722e-09
2003,1.6667691671301554e-09,1.0833999475323708e-08
2004,3.523833003171717e-09,7.928623979580607e-09
2005,7.205999352777326e-09,9.007498746882447e-09
2006,8.235779835885637e-10,1.0294725072412803e-08
2007,5.192823504529542e-09,1.3581230362547103e-08
2008,5.960415716543821e-09,7.663391698997657e-09
2009,4.76819250749827e-09,7.1522885392028e-09
2010,2.8342759250676863e-09,4.2514138876015295e-09
2011,4.971163480860241e-09,8.795135286732148e-09
2012,6.808505315092361e-09,2.2127641940983267e-08
2013,5.578249862026041e-09,1.7013663367038134e-08
2014,4.980523993225461e-09,2.03551842048455e-08
2015,3.768178213903184e-09,2.0835809522168347e-08
2016,2.0713399884186856e-09,2.754882189037744e-08
2017,2.7671724911471074e-09,1.1320251402935355e-08
2018,2.8396134332808742e-09,2.478208038780849e-08
2019,5.612172948588068e-09,2.1428297358738746e-08
