year,telles_ADJ oies_NOUN,telles_ADJ lois_NOUN
1859,0.0,1.2781354996604932e-07
1860,0.0,1.327383358784573e-07
1861,0.0,1.4430848693791631e-07
1862,9.035972525772706e-10,1.3734678816490486e-07
1863,0.0,8.640694204586907e-08
1864,0.0,1.2706028940101532e-07
1865,0.0,1.0213852164042692e-07
1866,0.0,1.109359715201208e-07
1867,0.0,1.237466875636528e-07
1868,0.0,9.03996948409258e-08
1869,0.0,8.692664010823137e-08
1870,0.0,7.626285025708057e-08
1871,0.0,9.665271250014484e-08
1872,0.0,8.466275147611668e-08
1873,0.0,1.3288929778809688e-07
1874,0.0,7.109785116199419e-08
1875,0.0,6.636971505713518e-08
1876,0.0,1.305939179019333e-07
1877,0.0,8.782438953858218e-08
1878,0.0,1.0930750704574166e-07
1879,0.0,1.0019293483765068e-07
1880,0.0,1.2386443870582298e-07
1881,6.972507571312292e-10,8.088108671699956e-08
1882,0.0,9.317539451103585e-08
1883,0.0,7.393626333396242e-08
1884,0.0,7.723985362417807e-08
1885,2.5782542767416317e-09,8.18595751184148e-08
1886,0.0,6.130790808356323e-08
1887,0.0,6.790081386043312e-08
1888,1.268122939990235e-09,1.1476512895569613e-07
1889,0.0,6.828999232766364e-08
1890,0.0,1.0487018187177455e-07
1891,0.0,8.796423855983448e-08
1892,0.0,1.0405730677121028e-07
1893,0.0,9.607129669575443e-08
1894,0.0,7.183754746620252e-08
1895,0.0,8.787176852820267e-08
1896,5.89702897624278e-10,9.789068400323231e-08
1897,0.0,6.001514663012131e-08
1898,0.0,7.921696720813998e-08
1899,0.0,5.30647525920358e-08
1900,0.0,4.360484595622438e-08
1901,0.0,1.095392860861466e-07
1902,0.0,7.66004291108402e-08
1903,0.0,8.154332675758269e-08
1904,0.0,1.1770428898216778e-07
1905,0.0,9.444188719953672e-08
1906,0.0,1.19345074267585e-07
1907,0.0,1.1725683179975022e-07
1908,0.0,1.0461258881377944e-07
1909,0.0,8.746563651129691e-08
1910,0.0,6.840512867256621e-08
1911,0.0,6.756874881830299e-08
1912,0.0,8.543450746856251e-08
1913,0.0,7.106006449930646e-08
1914,0.0,6.696743781731129e-08
1915,0.0,6.479419312199752e-08
1916,0.0,4.9443578120644815e-08
1917,0.0,6.68951898319392e-08
1918,0.0,6.202643021424592e-08
1919,0.0,6.629650783906982e-08
1920,0.0,9.843900983241838e-08
1921,0.0,6.66401760440749e-08
1922,0.0,4.795657915224183e-08
1923,0.0,9.342033990833443e-08
1924,0.0,7.34822620529485e-08
1925,1.0998177923937646e-09,8.028669640225417e-08
1926,0.0,7.80229711949687e-08
1927,0.0,1.0257286930936971e-07
1928,0.0,9.140833157061934e-08
1929,0.0,8.912324744869693e-08
1930,0.0,1.3864756454040617e-07
1931,0.0,8.211856794559935e-08
1932,0.0,6.356530946050043e-08
1933,0.0,9.75006315684368e-08
1934,1.1981580172459871e-09,7.428579351653752e-08
1935,0.0,7.659701850570855e-08
1936,0.0,6.30485175179274e-08
1937,0.0,9.317427185351335e-08
1938,0.0,9.594258898459884e-08
1939,1.5294050470515685e-09,8.105846660555471e-08
1940,0.0,4.564409294971483e-08
1941,0.0,5.312704587367989e-08
1942,3.034211770724937e-09,5.461581054078124e-08
1943,0.0,1.1322617154974068e-07
1944,0.0,5.7837350908584995e-08
1945,0.0,9.149717072887142e-08
1946,0.0,8.631084824628488e-08
1947,0.0,1.454346261198225e-07
1948,0.0,1.2720109054953355e-07
1949,0.0,9.031647607571358e-08
1950,0.0,1.0529007710147198e-07
1951,0.0,9.062191708153478e-08
1952,0.0,6.748674508116892e-08
1953,0.0,1.0558350993505883e-07
1954,0.0,1.2215670608384244e-07
1955,0.0,9.854888105564896e-08
1956,0.0,1.0988638621256541e-07
1957,0.0,1.1043797343290862e-07
1958,0.0,7.52774127477096e-08
1959,0.0,1.1161076685084481e-07
1960,0.0,9.758375085766602e-08
1961,0.0,1.0074830925077549e-07
1962,0.0,1.1161843360696366e-07
1963,0.0,7.953245528824482e-08
1964,0.0,1.1194502036460108e-07
1965,2.188817349590977e-09,1.034216197126625e-07
1966,0.0,8.862519962349324e-08
1967,0.0,1.1043951531064522e-07
1968,0.0,1.0150599649705327e-07
1969,0.0,1.2626087197986635e-07
1970,9.197450023812337e-10,1.1726748994078662e-07
1971,0.0,9.403267142715777e-08
1972,0.0,8.464742506930634e-08
1973,0.0,9.868634975873647e-08
1974,0.0,9.113426102658195e-08
1975,0.0,8.909908899568109e-08
1976,0.0,9.884401208637428e-08
1977,5.876781838942691e-10,9.285315627494128e-08
1978,5.940591352171509e-10,8.55445136949129e-08
1979,0.0,1.0357992863418986e-07
1980,0.0,9.72160734136196e-08
1981,0.0,9.99436835513734e-08
1982,0.0,1.1545954237135447e-07
1983,0.0,1.1114956066649029e-07
1984,1.1598016991243298e-09,9.858314342636731e-08
1985,0.0,8.9030258720868e-08
1986,0.0,1.0070735356748628e-07
1987,0.0,8.310711052672559e-08
1988,5.996553809062277e-10,1.067386605768661e-07
1989,0.0,9.00052015140318e-08
1990,0.0,9.153733770972394e-08
1991,0.0,1.1078169137590521e-07
1992,0.0,9.972998782359355e-08
1993,0.0,1.351566680796168e-07
1994,0.0,9.86411308190327e-08
1995,0.0,8.404798990113704e-08
1996,0.0,1.0676184558633395e-07
1997,0.0,9.877482654019332e-08
1998,0.0,1.058524716768261e-07
1999,0.0,9.414614510205865e-08
2000,0.0,1.0382373716311122e-07
2001,0.0,8.587175415186721e-08
2002,0.0,9.813935974989363e-08
2003,0.0,7.417122560582357e-08
2004,0.0,7.796480616661938e-08
2005,1.3511248786457486e-09,1.004336169785347e-07
2006,0.0,1.0212367129724953e-07
2007,0.0,8.428351350175944e-08
2008,1.7029758714315335e-09,7.493093789889826e-08
2009,0.0,8.773474036161133e-08
2010,9.447586046817946e-10,8.739016976733183e-08
2011,0.0,6.386033390981538e-08
2012,3.404252713057332e-10,5.344676878848986e-08
2013,2.789125042035323e-10,5.773488709337471e-08
2014,6.496335691608124e-10,5.7817384657710136e-08
2015,8.866301581811342e-10,6.583228895351567e-08
2016,6.214020409345267e-10,6.586861189816773e-08
2017,2.515611330355938e-10,6.691526266422443e-08
2018,2.5814667070633845e-10,6.479481129417763e-08
2019,2.55098775436835e-10,6.300939503489644e-08
