year,soyez_VERB à_ADP,soyez_VERB a_ADP,soyez_VERB là_ADV
1800,2.0122653054954753e-07,0.0,0.0
1801,2.8812309693648785e-07,2.3811825844433088e-09,0.0
1802,1.432217686669901e-07,0.0,4.475680270843441e-09
1803,3.0620325475183563e-07,1.950339223455444e-09,0.0
1804,2.966221011035941e-07,2.4718509461507665e-09,1.2359254952798437e-08
1805,2.5585899443569815e-07,0.0,2.842877711017877e-09
1806,3.1986526494165446e-07,0.0,2.881669125542885e-09
1807,1.309599344523349e-07,0.0,0.0
1808,2.062127357760346e-07,0.0,0.0
1809,1.8749953767382976e-07,0.0,2.259030518203531e-09
1810,2.8315533029399376e-07,2.3401267590372754e-09,2.3401267590372754e-08
1811,1.0279014972525147e-07,2.5070767684098882e-09,0.0
1812,2.8805848995006045e-07,0.0,2.6672082320544632e-09
1813,1.7542023478256397e-07,0.0,0.0
1814,2.0453401461395515e-07,0.0,3.1466771410748606e-09
1815,1.321639544471509e-07,2.697223555614414e-09,1.3486118000116676e-08
1816,2.0626674057666605e-07,0.0,1.1588019432906549e-08
1817,2.724528407327398e-07,1.556873407970727e-09,1.0898114077839693e-08
1818,1.6808860348049848e-07,1.1921177378582115e-09,5.960588467246453e-09
1819,1.6147637360575118e-07,1.035105001712111e-09,0.0
1820,2.1241001491034694e-07,1.1866481131050932e-09,3.5599443393152796e-09
1821,3.2247066350521436e-07,0.0,1.7750678704686607e-08
1822,3.398683787736445e-07,1.0025615893027862e-09,1.5038423839541792e-08
1823,2.6880908521320634e-07,3.4589405117912975e-08,2.2730179738417178e-08
1824,2.7789672074618466e-07,8.421112696055388e-10,1.6842225392110777e-09
1825,2.0252519661312363e-07,0.0,2.0252519883356968e-08
1826,2.3076919219988667e-07,8.807984341885344e-10,8.80798456392995e-09
1827,2.1568418517858845e-07,0.0,4.608636583469661e-09
1828,2.283903057787029e-07,0.0,1.7427372434042354e-08
1829,1.9804036632820043e-07,0.0,6.001223351592699e-09
1830,2.2021723822263084e-07,1.0436835840010872e-09,1.0436835840010872e-09
1831,1.1069756311599122e-07,1.5591206103948707e-09,9.354723218280014e-09
1832,2.1242052383740884e-07,0.0,1.6235963684607668e-08
1833,2.3167256557599103e-07,1.1583628500844156e-09,2.20088942626262e-08
1834,1.6802155755613057e-07,2.8003592777992026e-09,1.213489042584115e-08
1835,2.631954671983294e-07,2.2689263801112247e-09,2.3445572594482655e-08
1836,2.0095043140599955e-07,0.0,3.965242623138465e-08
1837,2.073451561557249e-07,6.957890930081589e-10,2.4352618477330168e-08
1838,1.8620877106911848e-07,2.5248647617104325e-09,6.312161682231476e-09
1839,2.272229409072679e-07,6.9914751765765e-10,2.1673573602498664e-08
1840,2.025561016694155e-07,1.9109065441114126e-09,1.7198159119047318e-08
1841,1.7207070435176774e-07,1.2841097074556274e-09,2.3113974290112083e-08
1842,1.616691847061702e-07,6.708265054555795e-10,1.9453969102301016e-08
1843,2.3155091000148786e-07,1.7720733214154905e-09,3.0125247241219455e-08
1844,2.1954244466826367e-07,1.6465684371524958e-09,1.4819115712327857e-08
1845,1.891697323230801e-07,5.580227946389016e-10,1.0602432709561072e-08
1846,1.9378399862546303e-07,5.854501328173001e-10,8.781752214304106e-09
1847,1.9631333536551665e-07,5.393223645455691e-10,1.0247124926365814e-08
1848,1.4642303547418578e-07,0.0,1.850401026848303e-08
1849,1.215015217326254e-07,0.0,7.54147322368226e-09
1850,1.6089919974149325e-07,2.0366988096043315e-09,2.851378244628222e-08
1851,1.5543147213747943e-07,6.449438760824933e-10,9.029214709244116e-09
1852,1.5495098537599006e-07,2.6042181744401205e-09,1.8229526776991634e-08
1853,1.5706181066832414e-07,1.1943863675867306e-09,2.09017620989016e-08
1854,2.23933135146126e-07,5.195664454227256e-10,2.338049043260071e-08
1855,2.6110130590950575e-07,5.306937111981824e-10,1.751289246954002e-08
1856,2.3607982058138077e-07,2.0708756931497874e-09,1.6049286344355096e-08
1857,2.1966790697547367e-07,9.763018171682347e-10,1.610898081594314e-08
1858,2.16300485078591e-07,9.787352039936081e-10,2.104280660830682e-08
1859,1.904472810565494e-07,0.0,2.291477918525686e-08
1860,1.6477861741748256e-07,4.577183909670879e-10,3.3413442679375294e-08
1861,2.1646273040687447e-07,9.431927461278633e-10,2.8767378368321772e-08
1862,2.647540018330119e-07,1.3553959066214816e-09,1.2198563076326607e-08
1863,2.2276008593280494e-07,4.994620828036034e-10,4.445212581360991e-08
1864,2.1288591689483383e-07,0.0,3.835782536043553e-08
1865,2.3298879803235195e-07,9.41368871743009e-10,2.4004906507002488e-08
1866,2.1408696326830068e-07,4.865612912574591e-10,1.654308451337627e-08
1867,2.1643538516968874e-07,2.91168689159349e-09,3.1543274658929477e-08
1868,1.363405255361272e-07,4.93987406535723e-10,2.7169306804353255e-08
1869,1.982708752734652e-07,3.4184632902167778e-09,2.0999132543941812e-08
1870,2.2362790730312554e-07,1.7202146374017957e-09,1.8922361011419753e-08
1871,1.6356612420054262e-07,1.0621177271019633e-09,3.611200227737754e-08
1872,1.6085923082442832e-07,6.047339295989218e-10,4.112190699068208e-08
1873,1.38875307698072e-07,2.9930022904522957e-09,2.0951015811121465e-08
1874,1.4578046503288533e-07,0.0,4.062734360044118e-08
1875,1.853774787008433e-07,0.0,4.5772215795381044e-08
1876,1.6021939508448213e-07,2.418405919968336e-09,3.1439278513900604e-08
1877,1.8492599629382767e-07,6.184815992682502e-10,1.6699003180242755e-08
1878,1.4191858532797141e-07,1.2078177347163432e-09,1.087035966795824e-08
1879,1.7961416887146697e-07,0.0,2.7491963816572706e-08
1880,1.2450622044468673e-07,6.417846032391594e-09,2.2462461446437487e-08
1881,1.868632057977493e-07,1.3945015142624584e-09,1.045876146799074e-08
1882,1.5440493861262894e-07,6.655385131892899e-10,1.9966156061812512e-08
1883,1.5671960618135472e-07,2.5277356319186595e-09,2.8437026067251736e-08
1884,1.2345173772132512e-07,6.601696966868076e-10,2.5746619058963915e-08
1885,1.0441930076154904e-07,0.0,1.8692343728421434e-08
1886,9.680195844907757e-08,0.0,7.744156649280853e-09
1887,1.1556196888307113e-07,0.0,1.6322312390570914e-08
1888,8.559829467458258e-08,6.340614699951175e-10,2.4728398217988e-08
1889,1.4848374352283145e-07,1.2530273485467092e-09,1.6289355198040312e-08
1890,1.3895299488808632e-07,6.554386478008212e-10,2.0318598359381213e-08
1891,1.0135009631540015e-07,6.374220040683554e-10,2.7409146508006188e-08
1892,1.1722118387069713e-07,6.268512375839919e-10,1.50444294799712e-08
1893,9.668713918387084e-08,0.0,1.662772508570498e-08
1894,1.0082462864602348e-07,6.301539290376468e-10,1.8274463275957942e-08
1895,1.492616368281574e-07,1.8055843487019274e-09,1.1435367763823479e-08
1896,1.0909503878053783e-07,0.0,1.769108748383985e-08
1897,1.0779420378526083e-07,1.7480140668268973e-09,1.3984112534615178e-08
1898,1.0524539995060422e-07,1.13167097914868e-09,1.6975064465185596e-08
1899,1.0668226657628566e-07,0.0,2.819064981451902e-08
1900,1.1524137910612353e-07,0.0,2.8550791952852705e-08
1901,8.103671156334258e-08,0.0,2.1237207603608255e-08
1902,8.101968074214483e-08,4.910283846193408e-10,1.32577662736999e-08
1903,9.990407701110371e-08,5.400220270956879e-10,1.404057292653249e-08
1904,9.029370140467563e-08,0.0,9.13686282189019e-09
1905,8.51525232548056e-08,5.160759042333041e-10,2.37394921498435e-08
1906,9.825392410789391e-08,1.0288369045596824e-09,2.8293014819880113e-08
1907,8.022835906729142e-08,3.599990305858114e-09,3.188562835987341e-08
1908,1.085416965196373e-07,9.822778146428846e-10,2.799491771732221e-08
1909,1.0836937480718234e-07,1.1001967115120692e-09,2.035363966257364e-08
1910,1.0100445013705439e-07,0.0,2.5651923141190025e-08
1911,7.714542249459555e-08,0.0,1.8621308717214902e-08
1912,1.1148161416230096e-07,4.688479104952847e-09,2.6047105805560022e-08
1913,9.545381196573999e-08,5.30298971401777e-10,3.181793872819583e-08
1914,1.245594329901678e-07,2.0090231145353243e-09,2.54476265060255e-08
1915,8.599955902965917e-08,1.1780761921542648e-09,2.2383447872975637e-08
1916,1.0657838167560385e-07,1.0987462051303964e-09,2.1974923436474114e-08
1917,8.992467748214494e-08,0.0,3.1802629529842363e-08
1918,9.303964887408256e-08,0.0,2.1824114071478107e-08
1919,7.55043565447977e-08,0.0,4.6960025645859105e-08
1920,9.010956025790051e-08,1.514446346106979e-09,2.2716694303426266e-08
1921,9.99602658424692e-08,0.0,3.0290991048786964e-08
1922,1.5272325981641188e-07,0.0,5.312113715572053e-08
1923,9.023555946896522e-08,6.369568872344189e-09,2.3355085421172816e-08
1924,9.797634303865266e-08,0.0,2.3204924204378585e-08
1925,1.231795909717448e-07,1.0998177923937646e-09,3.409435223034052e-08
1926,8.248142435718364e-08,1.1146138456652466e-09,2.8979960209341016e-08
1927,1.0034302633243897e-07,1.1149224876660924e-09,4.794166685861967e-08
1928,9.826395430678758e-08,0.0,3.427812345080383e-08
1929,1.1251810150270103e-07,0.0,2.33948540540041e-08
1930,1.1658999987673724e-07,0.0,3.7812973197048905e-08
1931,6.615106862284392e-08,0.0,3.5356605643244166e-08
1932,7.452485029091349e-08,3.287861094491973e-09,2.6302888755935783e-08
1933,1.0553009399671964e-07,0.0,1.7205993074753678e-08
1934,9.46544798097193e-08,0.0,2.995395043114968e-08
1935,8.856530442358235e-08,0.0,4.7873134789711e-08
1936,1.1033490210365926e-07,1.2124714565686645e-09,4.9711330163404455e-08
1937,8.813782681471594e-08,0.0,3.90324657040253e-08
1938,7.13086780734784e-08,0.0,2.3337385357535823e-08
1939,9.176429927038043e-08,0.0,5.199977159975333e-08
1940,9.889553354014424e-08,0.0,4.0572528225979454e-08
1941,1.8299316195680149e-07,0.0,5.017554416397729e-08
1942,1.2136847260535433e-07,0.0,1.8205270846394228e-08
1943,9.580676252340936e-08,0.0,5.806470348979076e-08
1944,1.092483259412802e-07,0.0,2.8918675454292497e-08
1945,1.590307974197458e-07,2.178504043826024e-09,3.485606603348401e-08
1946,1.1276094191714492e-07,0.0,5.568441796555135e-08
1947,1.0251948800998889e-07,1.1920870957027319e-09,5.125974555930668e-08
1948,1.1632919694193333e-07,1.0871887834440486e-09,4.7836308247894976e-08
1949,8.442627219551468e-08,9.817008317369869e-10,2.9451024730065e-08
1950,1.0316300524948474e-07,0.0,7.444752880836347e-08
1951,9.488647378930182e-08,2.1322803522849654e-09,5.330700769690111e-08
1952,1.0333907773940609e-07,0.0,4.74516177462192e-08
1953,1.0235136294056701e-07,0.0,4.955960719588148e-08
1954,7.427127712844594e-08,0.0,4.299915956629263e-08
1955,9.104039477847437e-08,0.0,4.223523619728553e-08
