year,soyez_VERB à_ADP,soyez_VERB a_ADP,soyez_VERB là_ADV
1956,1.3953826893953192e-07,0.0,6.36643324725128e-08
1957,1.0778745895834163e-07,0.0,4.8592706747285774e-08
1958,1.166386311979295e-07,8.272243445794913e-10,5.625125593100577e-08
1959,8.835852582933512e-08,1.5501495642666896e-09,4.340418868764573e-08
1960,1.1073333539002306e-07,1.3841666701708277e-09,5.882708498106126e-08
1961,9.449496563007642e-08,0.0,3.96045076733742e-08
1962,1.135210183633717e-07,0.0,5.7077608861533236e-08
1963,9.181795590507136e-08,0.0,4.4615767968991804e-08
1964,1.2776333768727e-07,6.083968329129164e-10,4.9280142522256654e-08
1965,1.1764893415033839e-07,0.0,4.377634610364112e-08
1966,1.1299712454615474e-07,5.539074754423723e-10,4.652822660489164e-08
1967,1.272026572962659e-07,1.479100675272349e-09,5.0289421960059144e-08
1968,1.1048882875286381e-07,4.4914158503495116e-10,3.8626175147271624e-08
1969,1.0582296017247472e-07,4.5417578031781147e-10,3.860494146579185e-08
1970,8.967513664970284e-08,1.3796175313274261e-09,3.1271328998494496e-08
1971,1.0276795059382948e-07,5.138397485282553e-10,4.573173884026005e-08
1972,1.0773308645184443e-07,1.0260293725750103e-09,3.283294058853414e-08
1973,8.545466023690551e-08,2.205281512956958e-09,5.127279667505036e-08
1974,5.738083252992965e-08,0.0,3.037808854466917e-08
1975,7.881842556400898e-08,5.711480177694739e-10,3.369773349248817e-08
1976,9.884401563908796e-08,0.0,3.3709809832416227e-08
1977,5.818013892877616e-08,5.876781838942691e-10,3.349765620441758e-08
1978,8.19801595497438e-08,1.7821774056514528e-09,3.623760735926851e-08
1979,1.2113584801909383e-07,5.266775904289034e-09,4.037861467409698e-08
1980,7.618102060291676e-08,0.0,3.75219948445249e-08
1981,8.855769451088236e-08,2.5302198114474095e-09,4.933928732242521e-08
1982,7.324852724366337e-08,6.207502289967692e-10,4.469401670981199e-08
1983,8.083604718933657e-08,1.2630632095778083e-09,5.115406054301275e-08
1984,8.176601884457568e-08,1.1598016991243298e-09,4.6392067076794774e-08
1985,9.985826032732348e-08,1.8046674155058895e-09,3.5491794059261395e-08
1986,1.1089798235275339e-07,0.0,5.095312749503478e-08
1987,8.738468082469808e-08,0.0,4.399788267051008e-08
1988,8.635037485049679e-08,0.0,4.797243047249822e-08
1989,9.329807681979219e-08,0.0,4.610022585893603e-08
1990,6.265948648831454e-08,5.44865097484859e-10,4.413407328485164e-08
1991,8.030207254705601e-08,5.861465202094962e-10,5.6270066384200845e-08
1992,7.879220120798891e-08,0.0,3.416165283987027e-08
1993,7.921066291771695e-08,0.0,3.268132342526542e-08
1994,9.336620010458319e-08,1.5824779264761446e-09,5.960666960014294e-08
1995,8.350574098869856e-08,0.0,4.0126136635620924e-08
1996,8.274042784250923e-08,0.0,3.790045544072029e-08
1997,8.486963132270375e-08,0.0,3.308477181107605e-08
1998,8.77335804005952e-08,0.0,3.909866108653404e-08
1999,8.866190626122261e-08,1.3710603485872497e-09,3.7932668228712885e-08
2000,8.836062725947613e-08,4.4180314962005696e-10,3.4018841965632873e-08
2001,9.813914747525132e-08,4.3812117822561447e-10,5.082205545292595e-08
2002,9.901560282798982e-08,0.0,4.0745359530802716e-08
2003,1.0167292074925172e-07,8.333845835650777e-10,6.000369179304244e-08
2004,9.250061872023707e-08,2.2023956547378987e-09,4.360743180442661e-08
2005,1.1169298730351329e-07,4.5037495954858286e-10,5.089236898569993e-08
2006,1.0994766341809736e-07,0.0,5.229720256849646e-08
2007,1.4420070826304254e-07,1.1983438685803094e-09,9.906308795493146e-08
2008,1.4006976378766467e-07,0.0,1.1537661759319917e-07
2009,1.8882042596146675e-07,1.907277002999308e-09,1.3160211920215659e-07
2010,2.4280295818357445e-07,4.723793023408973e-10,1.7950412978251507e-07
2011,3.460694699697342e-07,3.82397197240536e-10,2.0534730005294932e-07
2012,3.281699534340987e-07,0.0,2.621274486358516e-07
2013,3.4389910297250026e-07,2.789125042035323e-10,2.8588532607898287e-07
2014,3.417072420575096e-07,4.330890368553497e-10,3.0294576802702977e-07
2015,3.606368110808944e-07,6.649726325136385e-10,2.8438661736629456e-07
2016,3.7864095503437056e-07,8.285360175719347e-10,3.036584530491382e-07
2017,3.944478450534916e-07,1.2578056374223934e-09,3.0464053679679637e-07
2018,3.7121492368896725e-07,7.744400121190154e-10,3.5185389712921733e-07
2019,4.0076018592571927e-07,0.0,3.145368019374928e-07
