year,seras_VERB à_ADP,seras_VERB a_ADP,seras_VERB las_ADJ
1800,4.7162465932615305e-08,0.0,0.0
1801,4.0480102825313224e-08,0.0,0.0
1802,7.161088433349505e-08,0.0,4.475680270843441e-09
1803,4.4857802805609026e-08,0.0,0.0
1804,8.157108055684148e-08,0.0,0.0
1805,8.24434565060983e-08,0.0,0.0
1806,2.5935023018064385e-08,0.0,0.0
1807,5.4092147649953404e-08,0.0,0.0
1808,7.931259204951857e-08,0.0,0.0
1809,4.51806094758922e-08,0.0,0.0
1810,3.2761775514700275e-08,0.0,0.0
1811,2.5070768572277302e-08,0.0,0.0
1812,5.867858021701977e-08,0.0,0.0
1813,2.5881675469463516e-08,0.0,0.0
1814,6.608021863030444e-08,0.0,3.1466771410748606e-09
1815,3.236668177919455e-08,0.0,0.0
1816,2.0858434979231788e-08,0.0,4.6352077731626196e-09
1817,3.89218364205135e-08,0.0,0.0
1818,4.530047448270125e-08,0.0,1.1921177378582115e-09
1819,4.968504185853817e-08,0.0,0.0
1820,4.865257352548724e-08,0.0,0.0
1821,8.57949515875589e-08,0.0,0.0
1822,8.521773509073682e-08,0.0,0.0
1823,5.435477845594505e-08,0.0,0.0
1824,5.726356633317664e-08,8.421112696055388e-10,0.0
1825,5.899646993157148e-08,0.0,0.0
1826,5.0205510859768765e-08,0.0,0.0
1827,6.544264152807955e-08,1.8434546111834038e-09,0.0
1828,6.695779575238703e-08,0.0,9.172301251858528e-10
1829,5.658296231558779e-08,8.57317605795771e-10,0.0
1830,6.053365098068753e-08,2.0873671680021744e-09,1.0436835840010872e-09
1831,3.741889287312006e-08,0.0,0.0
1832,7.576782934393123e-08,0.0,0.0
1833,1.169946486356821e-07,0.0,0.0
1834,1.213489042584115e-07,0.0,0.0
1835,5.3697924329298985e-08,4.5378527602224494e-09,0.0
1836,8.535352691296794e-08,0.0,0.0
1837,8.001574514082677e-08,0.0,6.262101948095733e-09
1838,9.910094433962513e-08,0.0,0.0
1839,6.362242288560083e-08,6.9914751765765e-10,2.7965900706306e-09
1840,4.522479102320176e-08,6.369688665408546e-10,0.0
1841,7.447836480878323e-08,0.0,6.420548537278137e-10
1842,6.238686722781495e-08,0.0,0.0
1843,7.50177733266355e-08,5.906911071384968e-10,8.269675610961258e-09
1844,6.641159444598088e-08,1.097712254427563e-09,4.9397050894128824e-09
1845,5.859239493588575e-08,0.0,0.0
1846,7.435216531348487e-08,1.7563503984519002e-09,0.0
1847,5.608952591273919e-08,0.0,0.0
1848,8.20612626739603e-08,0.0,3.218088684420195e-09
1849,2.9327951622803994e-08,0.0,2.513824481908955e-09
1850,5.634866795389826e-08,0.0,0.0
1851,6.900899762740664e-08,0.0,1.2898877521649865e-09
1852,7.096494414327026e-08,0.0,6.510545436100301e-10
1853,6.867721680237082e-08,1.1943863675867306e-09,0.0
1854,6.390667550704165e-08,5.195664454227256e-10,1.0391328908454511e-09
1855,9.074862816760287e-08,3.714855978387277e-09,9.552486801567284e-09
1856,5.901995692170203e-08,3.6240324075009767e-09,2.5885946719483854e-09
1857,7.224633691294002e-08,4.881509085841174e-10,1.9526036343364694e-09
1858,1.1598012150670911e-07,1.468102750479261e-09,1.9574704079872163e-09
1859,7.841946825237756e-08,5.092173349652285e-10,1.5276520048956854e-09
1860,1.0664838612228777e-07,0.0,1.373155145145688e-09
1861,6.838147470489275e-08,0.0,0.0
1862,6.054101930885736e-08,0.0,1.3553959066214816e-09
1863,7.192254258825415e-08,4.495158911765884e-09,9.989241656072068e-10
1864,9.397666644872515e-08,9.589455896019672e-10,3.3563094525845827e-09
1865,5.17752880568878e-08,0.0,6.589582213223366e-09
1866,8.466166434573097e-08,9.731225825149181e-10,7.784980660119345e-09
1867,8.152723296461772e-08,9.7056229719783e-10,5.338092634588065e-09
1868,6.91582400236257e-08,1.4819622196071691e-09,4.93987406535723e-10
1869,1.1036753022608536e-07,4.883519144627257e-10,2.441759683335931e-09
1870,7.855646799725946e-08,0.0,1.1468097582678638e-09
1871,6.903765381593985e-08,0.0,1.0621177271019633e-09
1872,7.619647846013322e-08,0.0,0.0
1873,6.345164393906089e-08,0.0,1.1972008939764578e-09
1874,6.094101223652615e-08,1.7923826867161097e-09,5.974609140757536e-10
1875,6.980263123068653e-08,1.716458086775674e-09,4.577221712764867e-09
1876,8.887641911314859e-08,0.0,2.418405919968336e-09
1877,8.844286725206985e-08,0.0,6.184815992682502e-10
1878,6.582606459915041e-08,0.0,6.039088673581716e-10
1879,1.0141479833691847e-07,0.0,0.0
1880,6.35366745882493e-08,0.0,0.0
1881,5.020205406935929e-08,6.972507571312292e-10,2.7890030285249168e-09
1882,9.051323957010027e-08,0.0,2.6621540527571597e-09
1883,8.657494277031219e-08,1.2638677882037541e-09,0.0
1884,8.978307874940583e-08,2.6406787867472303e-09,6.601696966868076e-10
1885,4.898683059195719e-08,0.0,6.445635580831777e-09
1886,4.711028722681476e-08,6.453463874400711e-10,1.2906927748801422e-09
1887,6.071899605331055e-08,0.0,6.528924623161458e-10
1888,5.326116436776829e-08,2.53624587998047e-09,1.9021844099853524e-09
1889,6.327788071303075e-08,6.265136742733546e-10,1.8795409673089125e-09
1890,5.767860145056147e-08,0.0,3.2771931834929546e-09
1891,3.952016314201501e-08,1.9122659011827636e-09,1.9122659011827636e-09
1892,5.5162907131034444e-08,6.268512375839919e-10,6.268512375839919e-09
1893,4.865148994781521e-08,1.2316833108982905e-09,4.926733243593162e-09
1894,4.852185142567578e-08,1.2603078580752936e-09,1.2603078580752936e-09
1895,4.935263930860856e-08,6.018614495673091e-10,6.018614495673091e-10
1896,7.548197089590758e-08,0.0,1.7691086373616827e-09
1897,4.136966680334808e-08,5.826713556089658e-10,9.322741689743452e-09
1898,5.714938566825367e-08,5.6583548957434e-10,0.0
1899,6.798921248218903e-08,1.1055156790007459e-09,1.2160672469008205e-08
1900,5.2429637520390315e-08,0.0,1.038210628578895e-09
1901,6.706486743723872e-08,5.588738916095792e-10,1.676621730339889e-09
1902,3.5845072687834545e-08,0.0,1.4730852093691738e-09
1903,4.3741785304973746e-08,1.6200660812870638e-09,4.320176216765503e-09
1904,4.568431322127253e-08,0.0,5.374625189347171e-10
1905,6.244518147013878e-08,1.0321518084666081e-09,5.160759042333041e-10
1906,5.7100447037328195e-08,2.0576737536082135e-09,0.0
1907,5.554270998686661e-08,0.0,3.599990305858114e-09
1908,7.072399910157401e-08,0.0,1.964555629285769e-09
1909,5.666013080940502e-08,5.500983557560346e-10,2.2003934230241384e-09
1910,1.0100444569616229e-07,2.137660271017694e-09,1.6032452032632705e-09
1911,5.001151848205154e-08,5.320374141248863e-10,0.0
1912,4.5842906359894187e-08,3.125652625612929e-09,4.167536982180309e-09
1913,5.88631863251976e-08,0.0,6.363587878865928e-09
1914,4.620753202289052e-08,6.696743715117748e-10,1.1384464038144415e-08
1915,2.709575319670421e-08,0.0,0.0
1916,3.84561182897869e-08,1.0987462051303964e-09,0.0
1917,8.334482259897413e-08,0.0,8.773139548168274e-09
1918,4.020231614276781e-08,0.0,0.0
1919,8.194984957299312e-08,0.0,3.6831393490643904e-09
1920,5.4520068459851245e-08,7.572231730534895e-10,7.572231730534895e-10
1921,6.739745117556595e-08,3.7863738810983705e-09,1.5145494858259667e-09
1922,6.345024416987144e-08,7.377935484775833e-10,7.377935484775833e-10
1923,8.386599148479945e-08,0.0,0.0
1924,1.1344629768927916e-07,0.0,0.0
1925,6.048998102414771e-08,4.399271169575059e-09,1.0998177923937646e-09
1926,6.35329868714507e-08,0.0,5.57306911730393e-09
1927,1.1818178080602593e-07,2.2298449753321847e-09,0.0
1928,5.141718517620575e-08,1.1426041224282812e-09,2.2852082448565625e-09
