year,seras_VERB à_ADP,seras_VERB a_ADP,seras_VERB las_ADJ
1929,8.021092412491271e-08,1.1140406375176326e-09,7.798284684668033e-09
1930,6.617270287279098e-08,0.0,0.0
1931,5.7026781519198266e-08,1.1405356659111021e-09,3.4216069977333063e-09
1932,8.329247691563069e-08,0.0,2.1919073223131136e-09
1933,5.850037609889114e-08,0.0,2.2941324395731044e-09
1934,8.02765853791243e-08,0.0,1.1981580172459871e-09
1935,5.744776387928141e-08,0.0,0.0
1936,6.911087524485993e-08,0.0,1.2124714565686645e-09
1937,4.784624962894668e-08,0.0,2.5182236296217297e-09
1938,7.519824407609121e-08,0.0,3.8895642262559704e-09
1939,8.258787431714154e-08,0.0,0.0
1940,4.81798743123818e-08,0.0,2.5357829169792012e-09
1941,7.083606590185809e-08,0.0,0.0
1942,6.068423630267716e-08,0.0,9.102635090130207e-09
1943,3.4838823381733164e-08,0.0,2.0322646676618206e-08
1944,7.390327994016843e-08,0.0,3.2131861615880553e-09
1945,8.931866801731303e-08,0.0,8.714016175304096e-09
1946,7.378185529205439e-08,0.0,2.7842208538686464e-09
1947,1.3112958185956813e-07,0.0,4.7683483828109274e-09
1948,6.958008214041911e-08,0.0,2.174377566888097e-09
1949,5.693864935096826e-08,0.0,1.9634016634739737e-09
1950,1.0529007710147198e-07,0.0,0.0
1951,9.168805803483338e-08,1.0661401761424827e-09,5.330700769690111e-09
1952,8.541291407482277e-08,0.0,1.0544803918932644e-09
1953,7.110725874781565e-08,0.0,1.0773827385790469e-09
1954,9.6748109967848e-08,9.772536113672459e-10,0.0
1955,4.035811329572425e-08,0.0,2.815682353940474e-09
1956,7.325758843990116e-08,0.0,0.0
1957,6.979679767482594e-08,0.0,0.0
1958,7.52774127477096e-08,0.0,3.3088973783179654e-09
1959,5.658045765244424e-08,0.0,0.0
1960,7.128458179295194e-08,0.0,0.0
1961,8.963125708305597e-08,6.948159270159238e-10,6.948159270159238e-10
1962,7.420089076504155e-08,6.341956404476434e-10,1.9025869768540815e-09
1963,7.435961180135564e-08,0.0,5.1728425987107585e-09
1964,7.057403195176448e-08,0.0,2.4335873316516654e-09
1965,7.9344630421474e-08,2.188817349590977e-09,2.73602163147757e-09
1966,7.200797114137458e-08,0.0,3.3234448526542337e-09
1967,8.923907302005318e-08,9.860671168482327e-10,9.860671168482327e-10
1968,9.342144835500221e-08,0.0,8.982831700699023e-10
1969,7.811823365955206e-08,0.0,3.1792304344691047e-09
1970,6.25426608280577e-08,1.3796175313274261e-09,0.0
1971,6.936836882687203e-08,0.0,2.0553589941130213e-09
1972,5.3866543225922214e-08,0.0,1.0260293725750103e-09
1973,6.119655893144227e-08,0.0,3.859242703185828e-09
1974,5.62557183059198e-08,1.1251143350321513e-09,5.625571675160757e-10
1975,4.569184142155791e-08,0.0,5.711480177694739e-10
1976,6.227744364650789e-08,0.0,1.7140580066410394e-09
1977,5.230335986539103e-08,1.1753563677885381e-09,5.876781838942691e-10
1978,7.306927329864266e-08,1.1881182704343018e-09,4.752473081737207e-09
1979,5.208256226296726e-08,0.0,6.437170796402825e-09
1980,5.571447658780926e-08,0.0,5.685150683554241e-10
1981,5.3134616706529414e-08,0.0,1.2651099057237047e-09
1982,7.014477887423709e-08,0.0,6.207502289967692e-10
1983,6.69423485533116e-08,6.315316047889041e-10,6.315316047889041e-10
1984,6.78483971228161e-08,1.1598016991243298e-09,1.739702604197646e-09
1985,7.940536761452677e-08,6.015558051686298e-10,0.0
1986,7.013547786982599e-08,0.0,1.7983456945813714e-09
1987,7.210763897091965e-08,0.0,1.8332451112712533e-09
1988,7.015967895540598e-08,0.0,5.996553809062277e-10
1989,4.335616665684938e-08,1.6464366536794728e-09,5.488122178931576e-10
1990,7.737084217751544e-08,0.0,2.179460389939436e-09
1991,6.857914058855386e-08,0.0,5.861465202094962e-10
1992,7.162927317949652e-08,0.0,0.0
1993,7.200969776022248e-08,5.539207426075166e-10,5.539207426075166e-10
1994,7.226649501035354e-08,1.0549853213248639e-09,5.274926606624319e-10
1995,8.025227060670659e-08,5.422450821690461e-10,0.0
1996,7.793614287265882e-08,1.6014276571496566e-09,5.338092190498855e-10
1997,7.240290500476476e-08,9.58978896292706e-10,4.79489448146353e-10
1998,6.580018663271403e-08,0.0,1.43043876743576e-09
1999,7.038109828272354e-08,9.140402323914998e-10,1.8280804647829996e-09
2000,9.366226549900603e-08,2.2090156370779823e-09,1.7672125984802278e-09
2001,7.097563070601609e-08,0.0,1.3143635069212678e-09
2002,8.762442860188457e-08,1.752488598683044e-09,8.76244299341522e-10
2003,6.917092321145901e-08,0.0,2.083461403401543e-09
2004,7.444096894460017e-08,0.0,4.404791253964646e-10
2005,9.592986316420138e-08,4.5037495954858286e-10,4.5037495954858286e-10
2006,1.0130009542308471e-07,0.0,4.1178899179428186e-10
2007,1.278233412449481e-07,0.0,1.5977917877663117e-09
2008,1.541193199727786e-07,1.7029758714315335e-09,8.514879357157668e-10
2009,1.5496625849209522e-07,0.0,9.53638501499654e-10
2010,2.139878176876664e-07,0.0,0.0
2011,2.0764167629749863e-07,0.0,7.64794394481072e-10
2012,2.866380839350313e-07,3.404252713057332e-10,1.7021263287730903e-09
2013,3.132187487153715e-07,0.0,3.0680376017500066e-09
2014,3.876146763559518e-07,4.330890368553497e-10,1.9489005964601347e-09
2015,3.750445500827482e-07,0.0,1.329945265027277e-09
2016,3.628987883530499e-07,4.1426800878596737e-10,2.899876117012923e-09
2017,4.6664590058753674e-07,2.515611330355938e-10,0.0
2018,4.212953683691012e-07,0.0,2.0651733656507076e-09
2019,4.3188222775825125e-07,2.55098775436835e-10,1.02039510174734e-09
