year,services_NOUN égaux_ADJ,services_NOUN légaux_ADJ
1964,4.258777774879263e-09,3.041984220075733e-09
1965,4.377634699181954e-09,2.188817349590977e-09
1966,4.431259803538978e-09,2.769537488234164e-09
1967,2.9582012395223956e-09,1.4791006197611978e-09
1968,6.287982134978165e-09,4.491415683816058e-09
1969,3.6334062425424918e-09,2.2708788183223305e-09
1970,3.6789800095249348e-09,5.978342709767048e-09
1971,1.849823050292798e-08,2.0553589941130213e-09
1972,3.0780880067027283e-09,3.5911027485013847e-09
1973,4.9618833486420044e-09,1.102640756478479e-09
1974,5.06301445213353e-09,6.1881286761433785e-09
1975,1.1422960355389478e-09,1.4278700888326057e-08
1976,9.712995741040231e-09,4.570821443561357e-09
1977,5.876781727920388e-09,1.057820764316375e-08
1978,2.3762365408686037e-09,6.534650598410963e-09
1979,2.925986564150662e-09,2.925986564150662e-09
1980,5.6851505725319385e-09,9.66475616204221e-09
1981,3.795329828193417e-09,1.1385989540091401e-08
1982,1.2415004579935385e-09,3.7245013739806154e-09
1983,5.68378455412244e-09,5.052252727288931e-09
1984,5.799008495621649e-10,5.219107590548333e-09
1985,6.015558051686298e-10,6.617113967877231e-09
1986,3.5966913891627428e-09,4.196139935519483e-09
1987,5.49973533381376e-09,1.0999470001493705e-08
1988,1.798966087207532e-09,1.0793796745289796e-08
1989,3.841685636274406e-09,8.232183157375061e-09
1990,3.2691906959314565e-09,1.1987032311200352e-08
1991,1.7584396161396398e-09,7.619904984768056e-09
1992,4.958949695321735e-09,6.060938473329003e-09
1993,1.1078414852150331e-09,9.416652901883538e-09
1994,4.2199412852994556e-09,1.4242301338285301e-08
1995,5.4224509327127635e-09,6.506940930517402e-09
1996,6.939520069693117e-09,1.014237538399243e-08
1997,2.3974471297094624e-09,3.5961709610177195e-08
1998,1.9072516899143466e-09,4.052909696738993e-08
1999,4.113180906983871e-09,5.2557312057999184e-08
2000,3.092622158362701e-09,5.6992604857697415e-08
2001,7.448059946568719e-09,3.242096680011741e-08
2002,3.504977197366088e-09,5.1260291733523644e-08
2003,2.5001538617175356e-09,3.5002153897512045e-08
2004,6.607186797680242e-09,3.127401876357183e-08
2005,4.053374524914943e-09,2.432024759357887e-08
2006,2.8825228870488218e-09,9.882936247151974e-09
2007,3.595031605740928e-09,1.0385646564969875e-08
2008,3.8316958494988285e-09,9.366367403895737e-09
2009,2.860915504498962e-09,1.2874119548200724e-08
2010,1.8895172093635892e-09,9.919965127114239e-09
2011,2.6767803529281764e-09,6.883149578085224e-09
2012,1.3617010852229328e-09,3.063827413996023e-09
2013,3.0680376017500066e-09,9.761937924679387e-09
2014,2.165445156521173e-09,3.681256854903836e-09
2015,2.21657536769726e-09,1.9949178142741886e-09
2016,4.556948152156792e-09,2.6927420293532123e-09
2017,2.264050280587071e-09,4.024978128569501e-09
2018,2.0651733656507076e-09,5.679226700028295e-09
2019,2.2958890344426663e-09,3.061185249730869e-09
