year,leurs_DET âmes_NOUN,leurs_DET ames_NOUN,leurs_DET lames_NOUN
1885,1.101559185201495e-06,5.736615876772433e-08,4.2541193900902385e-08
1886,1.2093791070810767e-06,7.937760482246148e-08,6.647067518628091e-08
1887,1.216338628040603e-06,7.051238765098944e-08,5.288428894800745e-08
1888,1.3315290807724978e-06,8.179392674279029e-08,5.07249175996094e-08
1889,1.3238233407264488e-06,1.209171417992927e-07,4.197641673142627e-08
1890,1.2086288343482465e-06,1.1011369310809371e-07,7.472000729258355e-08
1891,1.237236137541231e-06,1.038997901048333e-07,3.76078996833229e-08
1892,1.244926615129316e-06,7.208789098989143e-08,7.835640292164214e-08
1893,1.2649387635121911e-06,8.991288336090975e-08,4.803564856992182e-08
1894,1.270390320939896e-06,1.329624805812557e-07,3.465846476480294e-08
1895,1.590117982175343e-06,1.3421510480782217e-07,7.463081752590028e-08
1896,1.3398049603097206e-06,9.022454150464654e-08,3.538217563381352e-08
1897,1.38442716490772e-06,7.050323302948414e-08,5.302309502575042e-08
1898,1.320660025783127e-06,8.883617352850592e-08,6.16760653660009e-08
1899,1.3846583613030816e-06,7.793885536955258e-08,5.5275783950037294e-08
1900,1.5920959484105879e-06,5.0353213154608056e-08,5.0872319468098226e-08
1901,1.3502393230169218e-06,6.81826142767683e-08,5.1416396917858265e-08
1902,1.3719333580297643e-06,6.137854857701797e-08,7.267220425433152e-08
1903,1.4856005527974503e-06,7.236295007650995e-08,4.050165380853343e-08
1904,1.318933072980144e-06,5.96583396017536e-08,5.91208779709973e-08
1905,1.4914593222670192e-06,4.8511136441220515e-08,4.747898341150858e-08
1906,1.46866468142548e-06,5.761486576716379e-08,4.629766081620801e-08
1907,1.4219961812500514e-06,5.8628414900674386e-08,6.068555080673832e-08
1908,1.3540699299596781e-06,7.317969785702871e-08,4.665819597349241e-08
1909,1.5039689387208455e-06,4.290767208203761e-08,3.740668930163338e-08
1910,1.5027751949503454e-06,6.519863859910657e-08,6.519863848808427e-08
1911,1.423200096439814e-06,7.608134722225657e-08,4.4159107037700096e-08
1912,1.3367375188977348e-06,5.209421310992113e-08,3.281935495591526e-08
1913,1.411125563066662e-06,3.977242246655521e-08,4.719660673391246e-08
1914,1.5389117606900982e-06,1.0513887893637275e-07,3.8841114324839054e-08
1915,1.7317720413245752e-06,3.180805707714285e-08,4.476689552390667e-08
1916,1.8909422436763634e-06,3.186364039287071e-08,5.933229574317522e-08
1917,1.768884231978518e-06,5.2638837289009643e-08,2.3029491202919417e-08
1918,1.7275510231229418e-06,2.9864577477667353e-08,3.9053680289669046e-08
1919,1.6537295124408047e-06,1.8415696523277347e-08,3.4989823594067104e-08
1920,1.372088334505861e-06,5.4520069348029665e-08,3.558949002169243e-08
1921,1.4925885345462575e-06,2.877644034171567e-08,4.619375776337975e-08
1922,1.4372217869151882e-06,4.3529819471199716e-08,4.6480992998976234e-08
1923,1.347163774312321e-06,7.00652584839645e-08,5.307974193513587e-08
1924,1.5276574885092487e-06,5.156649751647535e-08,3.222906186373109e-08
1925,1.6508265474612926e-06,7.698724391325129e-08,3.299453288363452e-08
1926,1.3353074024280431e-06,6.018914844307943e-08,5.238684952502126e-08
1927,1.3602054096395477e-06,3.567751982735956e-08,3.9022285847067906e-08
1928,1.118609439743068e-06,6.170062416543942e-08,6.055801549109674e-08
1929,1.0939878869464792e-06,5.013182802215965e-08,3.6763341038081876e-08
1930,1.0629646922666325e-06,4.306477274784726e-08,3.781297108762516e-08
1931,1.0789467843608236e-06,7.641589050422226e-08,6.272946428964588e-08
1932,1.0564993857542504e-06,7.12369884192654e-08,5.1509822407425077e-08
1933,9.704179966263382e-07,5.5059179437932926e-08,3.670611903316967e-08
1934,1.0423974856621498e-06,4.7926320689839486e-08,3.714289675826876e-08
1935,9.658405133450287e-07,6.821921960664667e-08,4.188899538348778e-08
1936,9.323905452163217e-07,3.8799086166108054e-08,4.243650053581405e-08
1937,8.763418044566151e-07,2.266401233352866e-08,2.7700460591972842e-08
1938,9.581293554106196e-07,4.148868781861381e-08,3.8895642262559704e-08
1939,9.130548264124627e-07,4.7411557346777045e-08,4.5882152299725476e-08
1940,6.643751166990342e-07,5.3251442144741645e-08,4.3108308034334186e-08
1941,9.326748333648993e-07,9.149658275475758e-08,7.673907065353092e-08
1942,1.1196242013511437e-06,1.517105863158008e-08,5.4615812983271894e-08
1943,1.1700038164974558e-06,3.4838822493554744e-08,3.774205747930637e-08
1944,8.675602600760612e-07,1.927911696952833e-08,6.42637232317611e-08
1945,8.801156319293568e-07,3.267756065739036e-08,5.8819610071481065e-08
1946,9.24361330589818e-07,3.3410651134602176e-08,4.037120149291695e-08
1947,1.0204266089886005e-06,3.695469952269548e-08,6.198852986472048e-08
1948,8.882332132031934e-07,2.5005342907391537e-08,4.674911635582646e-08
1949,7.735802594055485e-07,1.865231580300275e-08,3.5341230386620737e-08
1950,8.497653922745485e-07,3.6160228367165814e-08,1.914365066468804e-08
1951,7.889437085850659e-07,3.411648408224721e-08,4.264560748978852e-08
1952,7.065018863272599e-07,2.4253048791500476e-08,5.061506003212202e-08
1953,7.423167271980446e-07,2.5857184948741008e-08,3.447624863373022e-08
1954,6.821230424947089e-07,5.472620490110103e-08,3.615838251036507e-08
1955,6.429141148345252e-07,2.62797024142003e-08,5.255940260795455e-08
1956,7.186220827293255e-07,4.883839266334178e-08,5.7559534916151733e-08
1957,6.723463688018683e-07,4.240817974565658e-08,6.802979024556066e-08
1958,6.055282444350496e-07,2.233505791426893e-08,3.887954491688106e-08
1959,5.91382057990586e-07,5.1154935620800757e-08,3.2553141071645086e-08
1960,6.304878965579519e-07,4.6369582840100065e-08,5.6058749753340464e-08
1961,6.878677591970472e-07,7.295567339138387e-08,4.307858814112109e-08
1962,6.792235573982452e-07,5.707760736273215e-08,5.7077607529265606e-08
1963,6.453121201843715e-07,2.9743844720542256e-08,4.7848794926252936e-08
1964,7.562372505987014e-07,9.673509765439903e-08,2.8594651924063186e-08
1965,7.9837111144343e-07,7.441978983058206e-08,4.432355038552771e-08
1966,6.873991509337429e-07,6.81306198124787e-08,4.6528229380449204e-08
1967,6.744698826111062e-07,1.562916367436884e-07,4.6345153048577004e-08
1968,8.466318739408507e-07,1.0959054630443887e-07,4.042274237558985e-08
1969,6.540131511911795e-07,1.1626899665273527e-07,6.767219296044402e-08
1970,6.962469640825475e-07,8.829552111677685e-08,5.7024190924792606e-08
1971,7.466091354046966e-07,1.1612778028080584e-07,3.596878184186636e-08
1972,5.612380835628983e-07,1.1029815810692511e-07,5.4379555081141007e-08
1973,4.427102773263414e-07,6.22992017973445e-08,3.087394140344202e-08
1974,4.871745176160402e-07,7.144475955289664e-08,2.8690416320475975e-08
1975,4.774797357498528e-07,3.484002819575949e-08,2.5701661687804744e-08
1976,4.88506557871915e-07,6.056338452964383e-08,2.5710871542905522e-08
1977,4.2312829329205215e-07,5.1715678683894595e-08,2.4094805817220788e-08
1978,5.049502735943179e-07,4.930690877813504e-08,5.7029678202091816e-08
1979,5.184848532735487e-07,4.6815787246856644e-08,4.915657503268278e-08
1980,5.11095027633246e-07,4.54812042471886e-08,3.8090508747146146e-08
1981,4.826394341961304e-07,4.870673031565076e-08,2.4669642328944974e-08
1982,4.92254942585646e-07,5.2143018680617104e-08,2.4209259041896303e-08
1983,4.13021682632575e-07,2.5892795019188952e-08,2.7787390166622572e-08
1984,5.166916317023151e-07,3.8853355421863967e-08,3.769355522154072e-08
1985,4.860570808062903e-07,3.007778959229768e-08,2.8874678648094232e-08
1986,5.790672972239008e-07,3.356911842944399e-08,3.5367464734648024e-08
1987,4.564780233806687e-07,3.360949296649096e-08,4.766437200487417e-08
1988,4.6113498708422185e-07,3.298104522819756e-08,3.597932263232906e-08
1989,5.043584447861349e-07,5.872290853581319e-08,3.677041959804228e-08
1990,4.778466884403088e-07,4.086488392118781e-08,5.721083584653286e-08
1991,4.185086064367738e-07,6.037309213668962e-08,6.095923987814444e-08
1992,4.799161423818532e-07,3.1957675727944945e-08,5.344645714888685e-08
1993,4.802492927780122e-07,3.766661171855645e-08,4.431365963064593e-08
1994,5.53339800646313e-07,6.540908836782933e-08,6.118914791519714e-08
1995,5.194707686229094e-07,3.8499400001335005e-08,3.19924611247302e-08
1996,4.766916461562687e-07,8.00713857440627e-08,3.4697598572108745e-08
1997,5.226434822702686e-07,2.5892430310925363e-08,2.5892430755014573e-08
1998,5.144811332513655e-07,5.5787111374883125e-08,3.385371916131419e-08
1999,5.328854602026922e-07,4.06747895920212e-08,2.05659043683859e-08
2000,5.085154537454173e-07,5.257457635909901e-08,3.1368023289957137e-08
2001,5.012106498725188e-07,4.3373996810869286e-08,2.278230154528771e-08
2002,5.520339207976122e-07,3.548789445639855e-08,4.0745359530802716e-08
2003,5.950366084306324e-07,3.7085613413534446e-08,2.9585152105937595e-08
2004,5.087534056258392e-07,2.8631143872415166e-08,3.3476414001976096e-08
2005,5.548619448347836e-07,3.648037250059133e-08,4.413674603576112e-08
2006,5.283252768606417e-07,2.8825229980711242e-08,3.541385318328594e-08
2007,6.195437798339753e-07,4.833320232933147e-08,3.435252304839764e-08
2008,5.862494631969639e-07,4.683183491005494e-08,3.0653565352700696e-08
2009,6.675469421679736e-07,3.9099177895352e-08,3.957599670201262e-08
2010,6.04645524759917e-07,2.125706816125117e-08,8.739017109959946e-08
2011,5.961572036028429e-07,1.797266777070483e-08,1.1051278825391364e-07
2012,7.557441179528723e-07,1.4297861811174428e-08,1.1948926825766648e-07
2013,8.42315770910318e-07,7.251725164802991e-09,1.5172840495125683e-07
2014,8.999590122016343e-07,4.5474349286145355e-09,1.5417970367082034e-07
2015,9.775097495889895e-07,5.098123367908158e-09,1.3432446621663985e-07
2016,1.1220449422921774e-06,1.615645275898636e-08,1.340156998708153e-07
2017,8.532953508222363e-07,1.031400623241474e-08,1.44647646749263e-07
2018,9.618544893896797e-07,5.937373537268087e-09,1.8225154363449292e-07
2019,1.055088588941544e-06,3.06118530524202e-09,1.5765104066645108e-07
