year,deux_DET oies_NOUN,deux_DET lois_NOUN
1962,1.3318108227355907e-08,4.198374981001507e-07
1963,1.9398159301076134e-08,3.911962167535421e-07
1964,1.64267148772268e-08,4.033671103798042e-07
1965,1.8604947471523303e-08,3.6170207451391434e-07
1966,1.9386760863326913e-08,4.1044545184831804e-07
1967,1.0353704338328384e-08,4.057666131984661e-07
1968,1.706738025908372e-08,4.509381490436226e-07
1969,3.451735930415367e-08,4.360087579868832e-07
1970,1.1036939917552502e-08,3.959502095085554e-07
1971,1.592903242642052e-08,3.9822580433224175e-07
1972,1.6929484925043425e-08,3.8168291993656567e-07
1973,1.6539610570021068e-08,3.7820578668856797e-07
1974,2.137717214356627e-08,3.786009799000567e-07
1975,1.599214494163448e-08,3.3640617402852513e-07
1976,2.1140049488721502e-08,3.399548376137318e-07
1977,2.4094805706198485e-08,3.731756557101562e-07
1978,2.198018778098998e-08,3.4098994916575975e-07
1979,1.755592016206009e-08,3.991045929296888e-07
1980,1.5349906457018392e-08,3.2462209276218346e-07
1981,1.644642921849737e-08,3.611888672594432e-07
1982,1.738100685599875e-08,3.5879364190805063e-07
1983,8.841442022955448e-09,3.713405831717864e-07
1984,1.1018116474748041e-08,3.537395230068796e-07
1985,1.0828004493035337e-08,3.6755060150994723e-07
1986,1.9781802029772422e-08,3.824481709102656e-07
1987,1.1610552075325131e-08,4.155355313173459e-07
1988,1.2592763276586538e-08,3.8018150050334043e-07
1989,5.488122178931576e-09,4.011817438254184e-07
1990,2.0160008995517842e-08,4.402510001000337e-07
1991,1.6412102732399347e-08,4.3902375068682886e-07
1992,1.4325855057784054e-08,4.115928149417414e-07
1993,2.437251223064152e-08,4.3261210791456506e-07
1994,1.582477948680605e-08,4.5891861333302586e-07
1995,1.3013882305124014e-08,5.324846625853752e-07
1996,1.3345230476247139e-08,3.6459170615898984e-07
1997,8.630809844589749e-09,4.2530713528776687e-07
1998,1.4304387785379902e-08,4.7490568277908096e-07
1999,1.7823783837744855e-08,3.674441693135577e-07
2000,8.836062770356534e-09,4.2015479806423173e-07
2001,1.0076786682855499e-08,4.0613834073610633e-07
2002,1.3143664601145133e-08,3.487452318040596e-07
2003,2.0001230061073016e-08,3.654391385055078e-07
2004,1.673820693159911e-08,4.149313497237017e-07
2005,1.666387328125296e-08,3.4859020558997145e-07
2006,1.0706514064207084e-08,3.706100812905788e-07
2007,1.5179021789490932e-08,3.6948934933889177e-07
2008,1.362380658287421e-08,3.499615282009927e-07
2009,1.668867311011013e-08,3.1470070638306424e-07
2010,1.7478034408657805e-08,2.4563723854953423e-07
2011,2.5620612964516454e-08,2.7494357723867324e-07
2012,2.7574446503919603e-08,2.1548919804104116e-07
2013,2.5102124379117186e-08,3.3692630552195624e-07
2014,2.252062950014455e-08,2.537901799826159e-07
2015,1.662431570181866e-08,2.686489324332797e-07
2016,2.1334802369210593e-08,2.6078170733967454e-07
2017,2.037645163710522e-08,2.4728459280254356e-07
2018,2.297505452553139e-08,2.333645916507976e-07
2019,2.1683395745597522e-08,2.1708906317030596e-07
