year,recettes_NOUN égales_ADJ,recettes_NOUN légales_ADJ
1979,2.3407893401383717e-09,0.0
1980,2.2740602734216964e-09,2.2740602734216964e-09
1981,3.1627747087981106e-09,0.0
1982,1.2415004579935385e-09,0.0
1983,2.5261264191556165e-09,1.89459470334441e-09
1984,8.69851302098823e-09,0.0
1985,3.0077789148208467e-09,1.8046674155058895e-09
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,0.0
1988,1.798966087207532e-09,0.0
1989,2.7440609784434855e-09,5.488122178931576e-10
1990,2.724325431913144e-09,2.179460389939436e-09
1991,4.68917216167597e-09,2.344586080837985e-09
1992,1.0468894195980738e-08,0.0
1993,4.4313659408601325e-09,0.0
1994,4.747434001473039e-09,5.274926606624319e-10
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,8.007138063703678e-09,5.338092190498855e-10
1997,1.917957792585412e-09,9.58978896292706e-10
1998,3.814503379828693e-09,4.768129224785866e-10
1999,5.484241505371301e-09,2.7421207526856506e-09
2000,2.2090156370779823e-09,1.3254094488601709e-09
2001,4.8193329327261836e-09,0.0
2002,3.066854992184176e-09,0.0
2003,5.8336921959778465e-09,4.1669229178253886e-10
2004,3.9643119897903034e-09,1.7619165015858584e-09
2005,2.702249757291497e-09,4.5037495954858286e-10
2006,3.706100981659688e-09,4.1178899179428186e-10
2007,1.5977917877663117e-09,0.0
2008,1.2772318758180745e-09,4.257439678578834e-10
2009,4.76819250749827e-10,2.384096253749135e-09
2010,5.196172381261022e-09,9.447586046817946e-10
2011,6.118355155848576e-09,1.1471915639660324e-09
2012,1.0212758416727752e-09,0.0
2013,1.1156500168141292e-09,8.367375126105969e-10
2014,2.165445156521173e-09,1.0827225782605865e-09
2015,6.649726325136385e-10,4.433150790905671e-10
2016,6.214020409345267e-10,2.0713400439298368e-10
2017,1.509366853724714e-09,1.0062445321423752e-09
2018,5.162933414126769e-10,1.0325866828253538e-09
2019,2.2958890344426663e-09,1.53059265262101e-09
