year,leurs_DET aides_NOUN,leurs_DET laides_ADJ
1903,1.9926812933057647e-07,0.0
1904,9.136862644254506e-08,1.0749250378694342e-09
1905,1.4243694579363364e-07,0.0
1906,1.6461390772715134e-07,2.0576738091193647e-09
1907,1.6405670510977188e-07,1.5428529565042481e-09
1908,1.699340612670852e-07,2.4556945366072114e-09
1909,1.6117882439825593e-07,3.300590023513905e-09
1910,2.1430044394588066e-07,0.0
1911,1.7876456581689126e-07,5.320374141248863e-10
1912,1.7034807403559782e-07,5.209421227725386e-10
1913,1.2727175957572e-07,0.0
1914,1.8148175640053665e-07,6.696743715117748e-10
1915,1.920264159904761e-07,1.1780761921542648e-09
1916,8.789969285771804e-08,0.0
1917,1.3598366876976797e-07,1.2063066989753679e-08
1918,1.4013378368815665e-07,1.2635013924011673e-08
1919,1.4088008232215898e-07,9.207848372660976e-10
1920,1.6053130780235847e-07,0.0
1921,1.332803513109937e-07,7.572747429129834e-10
1922,1.4608312159936077e-07,0.0
1923,1.2526819359592878e-07,3.1847844361720945e-09
1924,1.263379195703962e-07,1.289162443462999e-09
1925,8.578578558626759e-08,4.399271169575059e-09
1926,1.2706597285472299e-07,2.229227691330493e-09
1927,7.804457169413581e-08,0.0
1928,9.940655754103744e-08,2.2852082448565625e-09
1929,6.127223173280072e-08,0.0
1930,1.1553964185395671e-07,1.0503603542488804e-09
1931,1.106319595933769e-07,3.4216069977333063e-09
1932,1.0521155502374313e-07,0.0
1933,8.144169938439916e-08,0.0
1934,8.387105765450542e-08,0.0
1935,1.041240693666623e-07,0.0
1936,1.0184760546039229e-07,0.0
1937,1.196156200755638e-07,0.0
1938,1.607686582749679e-07,1.0372171566075394e-08
1939,2.0035205672286338e-07,0.0
1940,1.2171757646228798e-07,0.0
1941,9.739958528598436e-08,0.0
1942,7.282108316353231e-08,3.034211770724937e-09
1943,9.870999662098257e-08,0.0
1944,1.0282195717081777e-07,0.0
1945,7.406913482554955e-08,0.0
1946,7.517396571898871e-08,1.3921104269343232e-09
1947,8.583026800401683e-08,1.1920870957027319e-09
1948,8.480072621885881e-08,4.348755133776194e-09
1949,9.915178444952488e-08,0.0
1950,7.338399399259288e-08,0.0
1951,1.194077015043149e-07,1.0661401761424827e-09
1952,6.432330224015459e-08,0.0
1953,1.3144070110104877e-07,2.1547654771580937e-09
1954,8.20893006903134e-08,0.0
1955,7.60234235563928e-08,0.0
1956,1.1424695145478836e-07,1.744228317335228e-09
1957,7.156380449346855e-08,0.0
1958,8.603133494489157e-08,0.0
1959,1.0541016770559963e-07,7.750747821333448e-10
1960,1.5295042232743583e-07,0.0
1961,1.6119729195906984e-07,2.08444772553662e-09
1962,1.2874171773091803e-07,3.805173953708163e-09
1963,1.1832877233608485e-07,6.466053248388448e-10
1964,1.5514119411363936e-07,6.083968329129164e-10
1965,1.433675329565176e-07,0.0
1966,1.1521275733450409e-07,5.539074754423723e-10
1967,9.811368073542326e-08,4.930335584241163e-10
1968,9.342145035340366e-08,3.1439910674890825e-09
1969,1.3852361591126794e-07,4.5417578031781147e-10
1970,1.168076182445077e-07,0.0
1971,1.1047554349108424e-07,2.0553589941130213e-09
1972,8.669948242667758e-08,1.5390440033513642e-09
1973,7.442825339376569e-08,2.205281512956958e-09
1974,1.0294795993459616e-07,0.0
1975,1.0109319914519688e-07,1.7134440533084216e-09
1976,9.198778444519107e-08,1.7140580066410394e-09
1977,9.109011750441098e-08,5.876781838942691e-10
1978,8.792075290031676e-08,5.940591352171509e-10
1979,1.0123913796178385e-07,2.3407893401383717e-09
1980,1.0233271130477561e-07,0.0
1981,1.1385989318046796e-07,6.325549528618524e-10
1982,1.2290854312091426e-07,1.8622506869903077e-09
1983,9.662433697599226e-08,1.89459470334441e-09
1984,1.0786156079412024e-07,1.739702604197646e-09
1985,1.768574083849117e-07,0.0
1986,9.77101137777936e-08,5.994485463567401e-10
1987,1.1366119423428245e-07,6.110816852533674e-10
1988,1.1033659275128116e-07,0.0
1989,1.1909224828521303e-07,0.0
1990,1.1006274847069619e-07,0.0
1991,9.143885498774651e-08,0.0
1992,9.587303195779384e-08,0.0
1993,1.196468819575358e-07,0.0
1994,9.916862331316167e-08,1.0549853213248639e-09
1995,1.0953350526587968e-07,0.0
1996,1.1370136077104576e-07,5.338092190498855e-10
1997,1.1363899987681947e-07,0.0
1998,1.3970618406577984e-07,1.43043876743576e-09
1999,1.2613754629686724e-07,0.0
2000,1.374007789767262e-07,4.4180314962005696e-10
2001,1.66924169042737e-07,0.0
2002,1.3406538146298885e-07,8.76244299341522e-10
2003,1.4375884110906512e-07,1.2500769308587678e-09
2004,1.2465559540153492e-07,0.0
2005,1.4637185463683977e-07,0.0
2006,1.1159481827505147e-07,2.4707338397433887e-09
2007,9.067468625945097e-08,3.994479469415779e-10
2008,1.1495087193225118e-07,0.0
2009,1.3541666299410338e-07,9.53638501499654e-10
2010,9.494824060318763e-08,9.447586046817946e-10
2011,9.48345036944076e-08,0.0
2012,9.361694841558688e-08,2.0425516833455504e-09
2013,9.036765336034591e-08,1.3945624655065103e-09
2014,9.549612978165811e-08,8.661780737106994e-10
2015,8.001837259463684e-08,1.10828768384863e-09
2016,9.797438338399189e-08,1.4499380585064614e-09
2017,6.465121293874887e-08,2.515611330355938e-10
2018,8.209064117359333e-08,2.5814667070633845e-10
2019,7.321334921650546e-08,7.65296326310505e-10
