year,pas_ADV égal_ADJ,pas_ADV egal_ADJ,pas_ADV légal_ADJ
1850,3.9104617144403164e-07,2.0366988096043315e-09,6.85688590351674e-08
1851,3.611685599480552e-07,6.449438760824933e-10,5.159551008659946e-08
1852,2.6628131877259875e-07,6.510545436100301e-10,2.4740073101270355e-08
1853,3.90564338204058e-07,1.7915795513800958e-09,4.060913738612726e-08
1854,3.7772480254716356e-07,1.0391328908454511e-09,2.4419623656513068e-08
1855,3.1098650765670754e-07,1.0613874223963649e-09,3.661786607267459e-08
1856,3.007946816069307e-07,4.141751386299575e-09,2.7439103433835044e-08
1857,3.221796021080081e-07,1.0251168802710708e-08,2.7336451324799782e-08
1858,3.024291856945638e-07,2.4468380654951716e-09,2.0064071293290908e-08
1859,2.9738291118519555e-07,5.092173349652285e-10,4.3283474582267445e-08
1860,3.478659778011206e-07,1.373155145145688e-09,3.982150076353719e-08
1861,3.508677082209033e-07,4.715963730639317e-10,3.3483342321005694e-08
1862,3.795108511894796e-07,4.517986262886353e-10,3.207770404856092e-08
1863,2.562240410952654e-07,9.989241656072068e-10,4.6449972757045543e-08
1864,3.485767194888467e-07,1.4384183844029508e-09,2.205574922697906e-08
1865,3.403048367545125e-07,1.4120533631256649e-09,3.012380389577629e-08
1866,2.856114917904051e-07,1.9462451650298362e-09,2.6274308950746672e-08
1867,2.9893317332607694e-07,1.455843445796745e-09,2.426405742994575e-08
1868,3.5468295322971244e-07,4.93987406535723e-10,3.210918109175509e-08
1869,3.003364383857843e-07,5.860222973552709e-09,3.7603097524652185e-08
1870,2.7236731625635e-07,1.1468097582678638e-09,3.669791226457164e-08
1871,2.984550917517481e-07,0.0,4.5671061599250606e-08
1872,3.2474213185196277e-07,2.4189357183956872e-09,6.349706183073067e-08
1873,2.663771851985075e-07,3.591602570907071e-09,1.9155214303623325e-08
1874,2.7303963179292623e-07,1.1949218281515073e-09,2.5093358502203955e-08
1875,2.414484470136813e-07,5.721527140956084e-10,3.6045619822289154e-08
1876,3.216479740331124e-07,2.418405919968336e-09,2.539326260375674e-08
1877,2.9439723903124104e-07,1.8554447978047506e-09,3.3398006138440905e-08
1878,1.974782009028786e-07,1.8117265465633636e-09,3.38188961279684e-08
1879,3.011897433680133e-07,0.0,3.9099681714560575e-08
1880,2.3232603041378752e-07,6.417846254436199e-10,3.273101611966922e-08
1881,2.328817458874255e-07,1.3945015142624584e-09,4.8807553554297556e-08
1882,2.6954310783366964e-07,6.655385131892899e-10,4.791877472598571e-08
1883,2.6730802460406267e-07,1.8958017378167824e-09,2.1485751844352308e-08
1884,2.9245518362586154e-07,1.3203393933736152e-09,5.0833065756705764e-08
1885,2.584699814178748e-07,5.80107206715752e-09,4.1252068427866107e-08
1886,2.639466742948571e-07,0.0,3.355801325710672e-08
1887,2.7552061965252506e-07,6.528924623161458e-10,4.309090329002174e-08
1888,2.5045429197234625e-07,1.268122939990235e-09,4.628648753168818e-08
1889,2.925818876065023e-07,1.2530273485467092e-09,4.761503902273034e-08
1890,2.47100359729302e-07,6.554386478008212e-10,3.1461055982617836e-08
1891,2.836527812632994e-07,1.2748440081367107e-09,2.677172439291553e-08
1892,2.269201502258511e-07,5.641661360300532e-09,2.193979398157353e-08
1893,2.4510498519703106e-07,0.0,2.6481190573690583e-08
1894,3.012135891822254e-07,6.301539290376468e-10,3.843938856107343e-08
1895,2.371334062445385e-07,0.0,2.8287487907618925e-08
1896,2.3882967070676386e-07,5.89702897624278e-10,2.4767521367152767e-08
1897,2.5754073362804775e-07,1.1653427112179315e-09,4.777905004971217e-08
1898,2.749960401615681e-07,5.6583548957434e-10,3.5647634177848886e-08
1899,2.868813169243367e-07,1.1055156790007459e-09,3.2612710754165164e-08
1900,2.829123957326374e-07,1.038210628578895e-09,3.633737222230593e-08
1901,2.772014511265297e-07,5.588738916095792e-10,3.4650181390816215e-08
1902,2.401128824658372e-07,0.0,2.897067474805226e-08
1903,2.5111023660429055e-07,1.0800440541913758e-09,5.022204874194358e-08
1904,2.3970827101038594e-07,1.0749250378694342e-09,3.0097901060344157e-08
1905,2.4874859150259e-07,2.0643036169332163e-09,4.1286071450485906e-08
1906,2.767571345430042e-07,0.0,4.6812079546043606e-08
1907,2.2885653550019924e-07,5.142843373384665e-10,5.0399865614281225e-08
1908,2.475340181717911e-07,2.9468334439286537e-09,3.1432890068572306e-08
1909,2.5524562374812376e-07,0.0,3.245580160182726e-08
1910,2.1590368248780578e-07,5.344150677544235e-10,4.435645095668406e-08
1911,2.2984016823102138e-07,1.0640748282497725e-09,5.107559175598908e-08
1912,2.078559049323303e-07,5.209421227725386e-10,2.2921453179947093e-08
1913,2.6514948103795177e-07,5.30298971401777e-10,3.977242357677824e-08
1914,2.5514594881315134e-07,8.036092680185902e-09,4.085013571852869e-08
1915,2.0027295022373437e-07,2.3561523843085297e-09,1.1780762143587253e-08
1916,2.175517437308372e-07,1.0987462051303964e-09,6.152978926365904e-08
1917,2.2590833737012872e-07,0.0,5.483212106582869e-08
1918,2.0790341181964322e-07,0.0,1.4932290071101306e-08
1919,2.5966133421206905e-07,0.0,4.1435317399418636e-08
1920,1.9612080848219193e-07,7.572231730534895e-10,2.4988365154854364e-08
1921,2.2793969378653856e-07,0.0,2.0446417892117097e-08
1922,2.7519698164724105e-07,3.6889677978990676e-09,2.4347187377316004e-08
1923,2.2399650845272845e-07,8.492758496458919e-09,3.8217415010421973e-08
1924,2.5783248247535084e-07,1.289162443462999e-09,1.4180787211159895e-08
1925,1.979671964136287e-07,0.0,4.5092530598367375e-08
1926,2.441004198772134e-07,1.1146138456652466e-09,1.3375366592072169e-08
1927,2.7873062435901375e-07,3.3447675740205796e-09,3.1217830098739796e-08
1928,2.5251551960536744e-07,1.1426041224282812e-09,2.5137291359556002e-08
1929,2.673697565569455e-07,0.0,4.567566591617833e-08
1930,2.8884909397675074e-07,1.0503603542488804e-09,2.7309368988426286e-08
1931,1.9617213808942324e-07,0.0,3.649714130915527e-08
1932,1.895999872658649e-07,0.0,2.082311922890767e-08
1933,2.3170737506461592e-07,2.2941324395731044e-09,3.0970788600370724e-08
1934,2.3483897848564084e-07,0.0,2.3963160344919743e-08
1935,2.644990786393464e-07,5.98414207075848e-09,2.154291145473053e-08
1936,2.5098159994740854e-07,2.424942913137329e-09,4.00115567344983e-08
1937,2.5559970140420774e-07,1.2591118148108649e-09,1.510934133364117e-08
1938,2.748625433923735e-07,1.6854778905894818e-08,1.4261735792331365e-08
1939,2.0494027808126702e-07,0.0,2.141167065872196e-08
1940,2.3836359730466938e-07,2.5357829169792012e-09,1.5214697057785997e-08
1941,2.7744124508899404e-07,2.9515025978810172e-09,2.066051862925633e-08
1942,2.1846324216312496e-07,3.034211770724937e-09,2.730790527039062e-08
1943,2.3225881307098462e-07,0.0,2.9032352077962287e-09
1944,2.0564391434163554e-07,0.0,3.213186161588055e-08
1945,2.5488498067716137e-07,4.357008087652048e-09,2.3963544037997053e-08
1946,3.104406118836778e-07,0.0,2.645009899993056e-08
1947,2.6464334723641514e-07,0.0,2.8610090296865565e-08
1948,2.3591996978211682e-07,0.0,3.913879709216417e-08
1949,1.963401672355758e-07,0.0,2.2579119018928395e-08
1950,2.7971000804427604e-07,2.1270722072586068e-08,3.084254984742074e-08
1951,2.8572557653205877e-07,1.0661401761424827e-09,2.9851925376078725e-08
1952,2.2882224470777146e-07,3.1634410646574906e-09,3.057992969957013e-08
1953,2.413337369944202e-07,2.1547654771580937e-09,2.9089333608567358e-08
1954,2.8144904717919417e-07,1.9545072227344917e-09,4.29991580119804e-08
1955,2.430872427794384e-07,9.385607846468247e-10,2.0648336374051723e-08
1956,2.3721504760487733e-07,3.488456634670456e-09,1.657016923672927e-08
1957,2.8978922728128964e-07,1.7670075402875796e-09,2.738861759610245e-08
1958,2.614029028791265e-07,8.272243445794913e-10,3.060729980575161e-08
1959,2.131455687504058e-07,1.5501495642666896e-09,2.325224279786653e-08
1960,2.207745808391337e-07,1.3841666701708277e-09,3.114374891310945e-08
1961,2.5569227091182256e-07,2.08444772553662e-09,3.682524507553353e-08
1962,2.543124537623953e-07,3.805173953708163e-09,3.2343976386073336e-08
1963,2.5799553782235307e-07,2.5864212993553792e-09,2.4571003010009917e-08
1964,2.3970835627551423e-07,1.2167936658258327e-09,3.04198408684897e-08
1965,2.2380658037945977e-07,4.377634699181954e-09,2.188817305182056e-08
1966,2.547974418121157e-07,3.8773522170743036e-09,2.9357096309468034e-08
1967,2.4503768258909986e-07,3.944268467392931e-09,2.859594694371026e-08
1968,3.085602600094717e-07,1.7965663401398047e-09,2.245707975134792e-08
1969,3.01572725902588e-07,4.5417578031781147e-10,3.40631842732364e-08
1970,2.9477826046786504e-07,2.2993624781975086e-09,2.6212733317265702e-08
1971,2.564060253007483e-07,8.221435976452085e-09,2.1581270104320538e-08
1972,2.2675249056192115e-07,1.5390440033513642e-09,2.7189777540570503e-08
1973,2.3927304937387817e-07,0.0,3.087394162548662e-08
1974,1.8058085515804123e-07,2.2502286700643026e-09,3.1503201824989446e-08
1975,2.0675558687344164e-07,2.2845920710778955e-09,2.5701661243715535e-08
1976,1.6055010121363011e-07,5.713526873840635e-10,9.712995741040231e-09
1977,1.6631292965030298e-07,1.7630346071939584e-09,3.584836960612847e-08
1978,1.7940585905762418e-07,2.3762365408686037e-09,3.089107636355948e-08
1979,1.972115057924384e-07,2.3407893401383717e-09,3.043026097770962e-08
1980,1.6657492096783244e-07,3.97960553399912e-09,2.38776323158163e-08
1981,1.8280837821293972e-07,1.2651099057237047e-09,2.909752794266751e-08
1982,1.7753455949787167e-07,1.8622506869903077e-09,3.7245012407538525e-08
1983,1.957748025915862e-07,1.2630632095778083e-09,3.0945049189767815e-08
1984,1.8904768239735859e-07,2.3196033982486597e-09,4.001315900836744e-08
1985,1.774589577507868e-07,1.142956040922627e-08,3.789801539255677e-08
1986,1.7024338205828826e-07,1.7983456945813714e-09,3.2969669661042644e-08
1987,1.8210234031812433e-07,1.8332451112712533e-09,2.9331921780340053e-08
1988,1.84693860205698e-07,3.597932174415064e-09,2.818380373525997e-08
1989,1.5147217879984964e-07,5.488122178931576e-10,3.7319232149002346e-08
1990,1.9179250898559985e-07,1.089730194969718e-09,4.2499475938484466e-08
1991,1.6998248497657187e-07,5.861465202094962e-10,4.7477868747591856e-08
1992,1.5978838519004057e-07,3.30596661157756e-09,3.305966345124034e-08
1993,1.6728407103983045e-07,5.539207426075166e-10,2.8803878393546256e-08
1994,1.5455535162800516e-07,0.0,3.3759530282395644e-08
1995,1.8870129281367554e-07,2.1689803286761844e-09,3.470368525881895e-08
1996,1.3558754119458172e-07,0.0,2.829188794351012e-08
1997,1.639853905999189e-07,9.58978896292706e-10,4.123609187445254e-08
1998,1.7928165618741332e-07,2.3840645013706308e-09,3.146965354972053e-08
1999,1.8692122694119462e-07,4.570201161957499e-10,3.244842972094375e-08
2000,2.1515813841688214e-07,2.6508188977203417e-09,3.401884285381129e-08
2001,1.9978325838110322e-07,0.0,4.6440845835604705e-08
2002,1.8620191610807524e-07,1.3143663935011318e-09,2.7601695151702188e-08
2003,2.050126113317674e-07,4.1669229178253886e-10,3.541884652236149e-08
2004,1.687035080522037e-07,8.809582507929292e-10,4.0083598662477016e-08
2005,1.8285223291059083e-07,0.0,3.467887310648621e-08
2006,1.9889408520157303e-07,4.1178899179428186e-10,4.323784352777693e-08
2007,1.5498579841732862e-07,7.988958938831558e-10,3.5550868915379397e-08
2008,1.596539931369989e-07,1.2772318758180745e-09,4.981204426712793e-08
2009,1.7880721259189158e-07,1.430457752249481e-09,5.912558620480013e-08
2010,1.8139365920433193e-07,0.0,5.90474122930118e-08
2011,1.8737462426088314e-07,0.0,6.42427266939194e-08
2012,1.9642537552044814e-07,0.0,7.182973149610916e-08
2013,1.9133398154735914e-07,0.0,6.944921437934681e-08
2014,1.9900441827758186e-07,0.0,6.82115199879263e-08
2015,2.535762178013101e-07,0.0,7.647184929737705e-08
2016,1.9843437826239096e-07,2.0713400439298368e-10,7.7468115478041e-08
2017,1.625084848910774e-07,2.515611330355938e-10,8.276361285197709e-08
2018,1.8560746184448362e-07,2.5814667070633845e-10,8.131620177209697e-08
2019,2.0458921312638267e-07,0.0,9.158046054835722e-08
