year,dix_DET oies_NOUN,dix_DET lois_NOUN
1971,5.138397485282553e-10,2.0553589941130213e-09
1972,5.130146862875051e-10,7.695220183290274e-09
1973,5.513203782392395e-10,4.410563025913916e-09
1974,5.625571675160757e-10,9.563471792262135e-09
1975,1.1422960355389478e-09,9.709516746170266e-09
1976,3.9994687561772935e-09,8.570290255249802e-09
1977,3.526069214387917e-09,8.815172591880582e-09
1978,1.1881182704343018e-09,2.970295565063452e-09
1979,0.0,5.851973128301324e-09
1980,1.7055452605774235e-09,4.548120546843393e-09
1981,5.060439622894819e-09,8.855769062510177e-09
1982,6.207502289967692e-10,4.966001831974154e-09
1983,6.315316047889041e-10,6.946847541655643e-09
1984,0.0,5.799008662155103e-09
1985,6.015558051686298e-10,1.7445119127046382e-08
1986,0.0,2.3977942409381114e-09
1987,0.0,5.499735167280306e-09
1988,0.0,3.597932174415064e-09
1989,5.488122178931576e-10,6.585746725740194e-09
1990,0.0,5.993515905799995e-09
1991,0.0,1.7584396161396398e-09
1992,3.856960972825618e-09,1.046889430700304e-08
1993,6.093128224193833e-09,4.985286850001103e-09
1994,1.5824779264761446e-09,4.747434001473039e-09
1995,2.1689803286761844e-09,4.880205572987961e-09
1996,0.0,4.804283193493575e-09
1997,9.58978896292706e-10,4.794894370441227e-09
1998,5.2449422582867555e-09,7.1521940592234046e-09
1999,0.0,1.0511462644746672e-08
2000,4.4180314962005696e-10,6.627047466345459e-09
2001,0.0,5.695575122643959e-09
2002,8.76244299341522e-10,1.1829297541510186e-08
2003,4.1669229178253886e-10,5.416999848684156e-09
2004,1.7619165015858584e-09,5.285749393735273e-09
2005,4.5037495954858286e-10,4.053374524914943e-09
2006,4.1178899179428186e-10,1.2353669198716943e-09
2007,3.994479469415779e-10,9.986198895584053e-09
2008,1.7029758714315335e-09,7.237647536850744e-09
2009,9.53638501499654e-10,9.059565542202108e-09
2010,0.0,4.2514138876015295e-09
2011,2.6767803529281764e-09,9.177532511728259e-09
2012,1.0212758416727752e-09,1.0212758416727752e-09
2013,5.578250084070646e-10,5.020424964641279e-09
2014,4.330890368553497e-10,4.114345711347944e-09
2015,8.866301581811342e-10,2.43823286560918e-09
2016,4.1426800878596737e-10,4.349814120008233e-09
2017,2.515611330355938e-10,3.5218558347427376e-09
2018,5.162933414126769e-10,3.3559067191824e-09
2019,1.275493877184175e-09,3.061185249730869e-09
