year,dix_DET oies_NOUN,dix_DET lois_NOUN
1800,0.0,2.829747991484055e-08
1801,7.143547975374531e-09,1.6668277424969347e-08
1802,3.1329761895904085e-08,1.5664880947952042e-08
1803,1.950339267864365e-08,2.3404069793286908e-08
1804,0.0,2.9662210465630778e-08
1805,2.842877755426798e-08,4.5486043376286034e-08
1806,0.0,1.729001475325731e-08
1807,2.8469551160981155e-09,2.2775640928784924e-08
1808,0.0,6.798221985349073e-09
1809,1.581321384946932e-08,4.518061036407062e-09
1810,0.0,3.2761775514700275e-08
1811,2.5070767684098882e-09,1.7549536934780008e-08
1812,0.0,5.3344164641089264e-09
1813,0.0,2.8757416004054903e-08
1814,0.0,1.2586708120210233e-08
1815,0.0,1.8880564667256294e-08
1816,0.0,2.3176038865813098e-09
1817,0.0,1.2454987263765815e-08
1818,1.668964877410417e-08,3.099506074022429e-08
1819,0.0,1.2421260464634543e-08
1820,0.0,8.306536791735653e-09
1821,0.0,6.903041693817613e-09
1822,6.015369535816717e-09,3.0076847679083585e-09
1823,1.9765373782121287e-09,3.9530747564242574e-09
1824,0.0,2.5263338088166165e-09
1825,1.7610886082763955e-09,8.805443041381977e-10
1826,8.807984341885344e-10,6.1655889282974385e-09
1827,9.217273055917019e-10,5.530363722527909e-09
1828,1.8344602503717056e-09,8.255071293206129e-09
1829,0.0,1.800366966620004e-08
1830,4.174734336004349e-09,6.262101504006523e-09
1831,3.1182412207897414e-09,1.4032085715598441e-08
1832,0.0,2.705993873419743e-09
1833,1.1583628500844156e-09,1.3900354645102198e-08
1834,0.0,8.401078055442213e-09
1835,5.294161553592858e-09,1.0588323107185715e-08
1836,1.3441500135158435e-09,1.008112526790228e-08
1837,2.7831562610103333e-09,1.2524203785169163e-08
1838,6.312161904276081e-10,2.019891809368346e-08
1839,7.690622361167243e-09,8.38977065598101e-09
1840,5.095750932326837e-09,6.3696887764308485e-09
1841,0.0,1.0272877659645019e-08
1842,0.0,6.037438549100216e-09
1843,5.906911071384968e-10,1.0632439928492943e-08
1844,6.586273748609983e-09,9.330554107123135e-09
1845,1.0602433153650281e-08,2.1762888213761045e-08
1846,1.1709002656346001e-09,1.8148954339380907e-08
1847,0.0,1.5640349459999925e-08
1848,2.413566457803995e-09,2.333114323960217e-08
1849,0.0,5.279031256577582e-08
1850,0.0,2.647708363667789e-08
1851,0.0,1.80584280862206e-08
1852,0.0,1.8229528109259263e-08
1853,0.0,1.19438634538227e-08
1854,1.558699391779328e-09,7.793496792363186e-09
1855,0.0,6.8990182455763716e-09
1856,0.0,3.31340110903966e-08
1857,4.881509085841174e-10,2.1966790220151466e-08
1858,0.0,2.985142433242771e-08
1859,1.5276520048956854e-09,4.735721126358783e-08
1860,9.154367819341758e-10,7.323494255473406e-09
1861,0.0,9.431927239234028e-09
1862,0.0,1.7620147341190773e-08
1863,2.9967726078439227e-09,3.546180649127706e-08
1864,4.794727948009836e-10,4.267307784910912e-08
1865,1.4120533631256649e-09,1.3649848362717876e-08
1866,0.0,2.3354942868536455e-08
1867,9.7056229719783e-10,1.1161466417775046e-08
1868,3.951899252285784e-09,1.3831646938911035e-08
1869,3.906815315701806e-09,3.906815315701806e-09
1870,0.0,1.490852730157144e-08
1871,4.248470908407853e-09,9.559059321873065e-09
1872,6.047339295989218e-10,6.652073336610442e-09
1873,4.788803575905831e-09,7.1832053083475955e-09
1874,0.0,1.2546679417635431e-08
1875,0.0,6.86583251363615e-09
1876,1.209202959984168e-09,8.464420719889176e-09
1877,1.2369631985365004e-09,8.658742389755503e-09
1878,4.831270938865373e-09,1.3889903893726796e-08
1879,0.0,1.4051448449237114e-08
1880,6.417846254436199e-10,1.7328185109022343e-08
1881,6.972507571312292e-10,2.5798277292210514e-08
1882,0.0,9.983077475794744e-09
1883,3.791603475633565e-09,1.9589950994713945e-08
1884,1.3203393933736152e-09,1.2543224237049344e-08
1885,6.445635691854079e-10,1.6758653131887513e-08
1886,2.5813855497602844e-09,1.419762035714811e-08
1887,0.0,2.8727268563955022e-08
1888,0.0,5.706553452000662e-09
1889,0.0,2.3181005281980305e-08
1890,1.3108772956016423e-09,1.7696843102044113e-08
1891,0.0,2.358461337337303e-08
1892,0.0,1.191017329205124e-08
1893,2.463366621796581e-09,1.9091091429945806e-08
1894,0.0,1.3863386216783624e-08
1895,1.2037228991346183e-09,1.625025980445116e-08
1896,0.0,1.35631669784253e-08
1897,0.0,9.322741689743452e-09
1898,0.0,1.1882544836971931e-08
1899,2.2110313580014918e-09,1.0502398950507086e-08
1900,2.595526460424935e-09,1.0901211489056095e-08
1901,0.0,1.397184773432869e-08
1902,2.455141867585553e-09,1.4239823542538943e-08
1903,0.0,1.2420506401156217e-08
1904,2.6873125946735854e-09,1.3974025492302644e-08
1905,5.160759042333041e-10,1.5482276793932215e-08
1906,2.0576738091193647e-09,1.5432552735727967e-08
1907,4.114274698707732e-09,1.5428530175665145e-08
1908,1.4734167219643268e-09,1.0805055739027125e-08
1909,4.400786735025974e-09,1.2102164159699669e-08
1910,0.0,2.2445433733864206e-08
1911,5.320374141248863e-10,4.788336727123976e-09
1912,1.0418842455450772e-09,9.897900277167082e-09
1913,1.060597942803554e-09,2.1742258660140124e-08
1914,6.696743715117748e-10,6.027069343605973e-09
1915,0.0,7.068456930880984e-09
1916,0.0,8.789969863087777e-09
1917,0.0,1.973956376133401e-08
1918,0.0,3.445912799548978e-08
1919,1.8415696745321952e-09,1.565334223352366e-08
1920,0.0,1.817335526510533e-08
1921,1.5145494858259667e-09,1.36309453724337e-08
1922,0.0,9.591316185719734e-09
1923,0.0,1.6985516992917837e-08
1924,1.289162443462999e-09,2.0626599095407983e-08
1925,0.0,1.649726644181726e-08
1926,0.0,1.671920735191179e-08
1927,0.0,1.449399278374841e-08
1928,0.0,1.4853853147478446e-08
1929,1.1140406375176326e-09,1.2254446568604749e-08
1930,0.0,1.1553964007759987e-08
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,0.0,1.753525868952721e-08
1933,0.0,2.982372193649496e-08
1934,0.0,3.5944740517379614e-09
1935,1.196828414151696e-09,9.574627313213568e-09
1936,0.0,8.487299751891442e-09
1937,0.0,8.813782592653752e-09
1938,5.186085783037697e-09,5.186085783037697e-09
1939,0.0,6.117620188206274e-09
1940,0.0,1.7750480196809804e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,6.068423541449874e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,1.5249527862692958e-08
1946,0.0,5.568441707737293e-09
1947,0.0,9.536696765621855e-09
1948,0.0,8.697510045507784e-09
1949,0.0,6.8719057111366055e-09
1950,1.0635361480382244e-09,1.2762433998503298e-08
1951,1.0661401761424827e-09,1.4925962910083967e-08
1952,1.0544803918932644e-09,1.2653764258629963e-08
1953,0.0,4.3095309543161875e-09
1954,0.0,7.818028890937967e-09
1955,0.0,9.385607846468247e-09
1956,1.744228317335228e-09,6.976913269340912e-09
1957,0.0,7.068030161150318e-09
1958,8.272243445794913e-10,5.790570467567591e-09
1959,0.0,2.3252243464000344e-09
1960,6.920833350854139e-10,7.61291657491725e-09
1961,0.0,7.64297514166401e-09
1962,2.5367825617905737e-09,2.5367825617905737e-09
1963,6.466053248388448e-10,2.5864211883330768e-09
1964,6.083968329129164e-10,7.300762105977299e-09
1965,0.0,8.20806533852192e-09
1966,0.0,7.754704767215514e-09
1967,9.860671168482327e-10,5.916402479044791e-09
1968,2.245707841908029e-09,3.1439910674890825e-09
1969,2.2708788183223305e-09,4.995933444718048e-09
1970,0.0,3.6789800095249348e-09
