year,véritables_ADJ oies_NOUN,véritables_ADJ lois_NOUN
1885,0.0,1.1473231609215873e-07
1886,0.0,1.2003442861896474e-07
1887,0.0,1.2013221351026004e-07
1888,0.0,1.1730136861842766e-07
1889,0.0,6.57839365203472e-08
1890,0.0,1.4812913207151723e-07
1891,0.0,9.625072294738857e-08
1892,0.0,1.4041467011338682e-07
1893,0.0,1.2193665099857753e-07
1894,0.0,1.3359263562051638e-07
1895,0.0,1.1555739831692335e-07
1896,0.0,1.6039918193655467e-07
1897,0.0,7.807796009728918e-08
1898,1.6975064687230201e-09,1.3183966984797735e-07
1899,0.0,1.0778777692621588e-07
1900,0.0,1.0849301190773986e-07
1901,0.0,8.383108252019156e-08
1902,0.0,8.592996891820803e-08
1903,0.0,9.234376818767487e-08
1904,0.0,8.975624155027617e-08
1905,1.5482277682110634e-09,6.760594573052003e-08
1906,3.600929110447737e-09,7.459067319359747e-08
1907,0.0,1.2137110161347664e-07
1908,0.0,1.1001511524000307e-07
1909,0.0,6.711199773690169e-08
1910,0.0,8.550641439342144e-08
1911,0.0,8.512598981269548e-08
1912,0.0,8.647639049286227e-08
1913,0.0,9.969620862193551e-08
1914,0.0,6.629776549971211e-08
1915,0.0,3.887651445211304e-08
1916,0.0,5.273981784625903e-08
1917,0.0,4.934890895924582e-08
1918,0.0,4.020231614276781e-08
1919,9.207848372660976e-10,5.524708868165362e-08
1920,7.572231730534895e-10,9.541012246927494e-08
1921,0.0,1.1056211235427327e-07
1922,0.0,8.558404829273059e-08
1923,0.0,1.3482254246355296e-07
1924,0.0,6.574728672603669e-08
1925,0.0,1.3087831973734865e-07
1926,0.0,7.022067194384363e-08
1927,0.0,1.304459260609292e-07
1928,0.0,9.597874850442167e-08
1929,0.0,7.241263944024467e-08
1930,0.0,7.667630796959202e-08
1931,0.0,9.010231849515549e-08
1932,0.0,6.24693612394367e-08
1933,0.0,6.997103696448903e-08
1934,0.0,8.506921744810825e-08
1935,0.0,5.744776387928141e-08
1936,0.0,6.66859278908305e-08
1937,0.0,7.932404599841902e-08
1938,0.0,6.482607517455108e-08
1939,0.0,4.8940961505650193e-08
1940,0.0,6.846613587185857e-08
1941,0.0,5.312704587367989e-08
1942,0.0,1.1833425617169269e-07
1943,0.0,9.870999662098257e-08
1944,0.0,1.4459337194239197e-07
1945,0.0,7.84261473540937e-08
1946,0.0,8.213451252458981e-08
1947,0.0,7.629357412497484e-08
1948,0.0,6.631851334759631e-08
1949,0.0,5.104844191805569e-08
1950,0.0,7.019338710279044e-08
1951,0.0,8.742349422163898e-08
1952,0.0,6.643226413416414e-08
1953,0.0,5.8178667217134716e-08
1954,0.0,6.645324646115114e-08
1955,0.0,5.0682281482750113e-08
1956,0.0,6.802490304380626e-08
1957,0.0,7.421432002274742e-08
1958,0.0,4.4670112941957996e-08
1959,0.0,5.658045765244424e-08
1960,0.0,5.4674583083169637e-08
1961,6.948159270159238e-10,5.558527504945232e-08
1962,0.0,4.312530421657357e-08
1963,1.939815863494232e-09,4.396916253313066e-08
1964,0.0,5.901449284806404e-08
1965,0.0,6.019247678068496e-08
1966,0.0,5.5944653354345064e-08
1967,0.0,6.310829547828689e-08
1968,0.0,6.602381574793981e-08
1969,0.0,1.099105375601539e-07
1970,4.5987250119061684e-10,6.576176758699148e-08
1971,0.0,4.3162540208641076e-08
1972,0.0,5.0275438923108595e-08
1973,0.0,3.748978727458052e-08
1974,0.0,3.206575982517279e-08
1975,0.0,6.282628106646371e-08
1976,0.0,3.7709277478370495e-08
1977,0.0,3.2322301279918975e-08
1978,0.0,3.386137237271214e-08
1979,0.0,4.8571379807071935e-08
1980,5.685150683554241e-10,5.344041653643217e-08
1981,0.0,3.542307780435294e-08
1982,0.0,4.2831764801576355e-08
1983,0.0,3.726036368334462e-08
1984,0.0,3.421414973558967e-08
1985,6.015558051686298e-10,3.4890238254092765e-08
1986,0.0,3.7765257587807355e-08
1987,0.0,3.483165755824302e-08
1988,0.0,3.7778288941581195e-08
1989,0.0,3.951447880012893e-08
1990,5.44865097484859e-10,4.086488303300939e-08
1991,0.0,2.8135033858234237e-08
1992,0.0,2.7549720726938176e-08
1993,0.0,2.8803878393546256e-08
1994,0.0,3.5342008430916394e-08
1995,0.0,4.9886548225686056e-08
1996,0.0,3.096093337262573e-08
1997,0.0,4.075660342550691e-08
1998,4.768129224785866e-10,3.8621845277475586e-08
1999,0.0,3.701862993921168e-08
2000,0.0,2.783359853708589e-08
2001,0.0,2.4534786646768225e-08
2002,0.0,3.811662807606808e-08
2003,4.1669229178253886e-10,3.1251921939201566e-08
2004,0.0,3.832168360418109e-08
2005,4.5037495954858286e-10,2.8373621674404603e-08
2006,0.0,3.8296377624646993e-08
2007,0.0,3.155638950147477e-08
2008,0.0,2.937633425403874e-08
2009,0.0,3.6715082529781284e-08
2010,4.723793023408973e-10,2.739800031292816e-08
2011,0.0,2.2561435386592166e-08
2012,0.0,2.5872321174347235e-08
2013,0.0,3.458514896692577e-08
2014,0.0,2.165445245339015e-08
2015,0.0,3.2805317573547654e-08
2016,2.0713400439298368e-10,3.459138042671839e-08
2017,2.515611330355938e-10,2.7168601590688013e-08
2018,0.0,1.9360999914397325e-08
2019,0.0,2.448948244193616e-08
