year,aux_ADP une_PRON,aux_ADP lunes_NOUN
1800,3.144164484325529e-09,3.144164484325529e-09
1801,0.0,3.5717739876872656e-08
1802,2.2378401354217203e-09,1.7902721083373763e-08
1803,0.0,1.950339223455444e-09
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,0.0,1.4214388555089386e-08
1806,0.0,2.881669125542885e-09
1807,0.0,5.693910232196231e-09
1808,6.798221985349073e-09,0.0
1809,2.259030518203531e-09,1.129515236897305e-08
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,0.0
1814,9.440030979135372e-09,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,2.0858434979231788e-08
1817,0.0,0.0
1818,1.1921177378582115e-09,1.1921177378582115e-09
1819,0.0,6.210630232317271e-09
1820,1.1866481131050932e-09,8.306536791735653e-09
1821,0.0,6.903041693817613e-09
1822,2.0051231786055723e-09,1.604098542884458e-08
1823,3.95307486744656e-09,4.941343445530322e-09
1824,8.421112696055388e-10,4.210556348027694e-09
1825,1.7610886082763955e-09,7.044354433105582e-09
1826,2.642395191543301e-09,8.80798456392995e-09
1827,9.217273055917019e-10,9.217273055917019e-10
1828,9.172301251858528e-10,1.559291185060374e-08
1829,8.57317605795771e-10,2.571952872898464e-09
1830,4.174734336004349e-09,4.174734336004349e-09
1831,0.0,0.0
1832,4.058990921151917e-09,1.6235963684607668e-08
1833,1.1583628500844156e-09,8.108540172635514e-09
1834,9.334530925997342e-10,4.667265685043276e-09
1835,1.1344631900556124e-08,3.025235173481633e-09
1836,2.688300027031687e-09,6.048674894287842e-09
1837,6.957890930081589e-10,4.174734336004349e-09
1838,6.312161904276081e-10,0.0
1839,2.0974426639952526e-09,0.0
1840,0.0,2.8026629905752998e-08
1841,2.5682194149112547e-09,4.494383976094696e-09
1842,2.683306021822318e-09,6.708265054555795e-10
1843,5.906911071384968e-10,3.5441467538532834e-09
1844,1.097712254427563e-09,5.488561272137815e-10
1845,3.9061593959388574e-09,3.9061593959388574e-09
1846,1.1709002656346001e-09,1.7563503984519002e-09
1847,2.6966118227278457e-09,8.629157832729106e-09
1848,8.045221711050488e-10,1.6090443422100975e-09
1849,8.379414939696517e-10,4.1897072478036534e-09
1850,3.394498016007219e-09,1.0862393651223101e-08
1851,1.9348316282474798e-09,1.9348316282474798e-09
1852,2.6042181744401205e-09,1.0416872697760482e-08
1853,5.971931837933653e-10,1.1943863675867306e-09
1854,1.558699391779328e-09,4.1565315633818045e-09
1855,5.306937111981824e-10,7.960405667972736e-09
1856,1.0354378465748937e-09,4.659470143053568e-09
1857,2.440754598431738e-09,9.763017949637742e-09
1858,4.893676019968041e-10,2.936205500958522e-09
1859,5.092173349652285e-10,6.110607797538137e-09
1860,1.3731551729012637e-09,9.154367819341758e-10
1861,3.3011746114475216e-09,1.8863854922557266e-09
1862,1.8071945329101169e-09,1.355395878865906e-09
1863,1.4983863039219614e-09,7.4919311865429e-09
1864,1.4384183844029508e-09,8.63051052846231e-09
1865,3.294791106611683e-09,1.882737743486018e-09
1866,3.8924903300596725e-09,1.4596838737723772e-09
1867,9.7056229719783e-10,2.91168689159349e-09
1868,4.93987406535723e-10,6.9158236915001225e-09
1869,4.395167230164532e-09,6.348574776993132e-09
1870,2.8670243956696595e-09,4.013834153937523e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,6.0473391849669156e-09,1.2094678591978436e-09
1873,3.591602570907071e-09,2.3944017879529156e-09
1874,3.584765539965673e-09,4.182226565063729e-09
1875,2.2886108563824337e-09,5.149374260327022e-09
1876,3.02300739996042e-09,1.813804439976252e-09
1877,6.80329748092845e-09,3.710889595609501e-09
1878,7.246906574831513e-09,1.2078177347163432e-09
1879,6.10932526790009e-10,2.443730107160036e-09
1880,2.5671385017744797e-09,3.8507077526617195e-09
1881,4.880755244407453e-09,6.275256814181063e-09
1882,3.3276925659464496e-09,1.3310770263785798e-09
1883,3.1596694705093853e-09,2.5277355764075082e-09
1884,3.9610181801208455e-09,6.601696966868076e-10
1885,2.5782542767416317e-09,5.156508553483263e-09
1886,1.2906927748801422e-09,4.517424767591649e-09
1887,3.2644623670918804e-09,6.528924623161458e-09
1888,4.438430289965822e-09,6.340614699951175e-09
1889,3.132568371366773e-09,4.38559560889118e-09
1890,3.932631831293776e-09,5.243509182406569e-09
1891,1.2748440081367107e-09,6.3742202627281586e-09
1892,1.2537024751679837e-09,3.1342561879199593e-09
1893,4.310891699166319e-09,4.310891643655168e-09
1894,1.8904617871129403e-09,7.561847370496366e-09
1895,4.814891596538473e-09,2.4074457982692365e-09
1896,1.7691086373616827e-09,1.0614652268259306e-08
1897,1.1653427112179315e-09,5.826713556089658e-10
1898,2.8291774478717002e-09,1.6975064687230201e-09
1899,1.1055156790007459e-09,0.0
1900,5.191053142894475e-10,3.633737311048435e-09
1901,1.676621730339889e-09,3.353243460679778e-09
1902,1.9641135939885146e-09,1.4730852093691738e-09
1903,3.2401321625741275e-09,8.640352433531007e-09
1904,2.6873125946735854e-09,6.449550227216605e-09
1905,2.0643036724443675e-09,1.0321518084666081e-09
1906,5.144184633820714e-09,2.0576738091193647e-09
1907,4.114274698707732e-09,3.0857059130084963e-09
1908,4.911389073214423e-10,5.893666887857307e-09
1909,2.750491723269022e-09,8.801573692096554e-09
1910,2.67207544979442e-09,8.550641084070776e-09
1911,2.128149656499545e-09,2.6601871816467337e-09
1912,5.209421227725386e-10,1.041884239993962e-08
1913,1.060597942803554e-09,1.060597942803554e-09
1914,6.696743715117748e-10,6.6967438816512015e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,0.0,4.386569774084137e-09
1918,8.040463406189247e-09,4.594550517822427e-09
1919,3.6831393490643904e-09,4.603924186330488e-09
1920,1.514446346106979e-09,1.2872793941909322e-08
1921,2.2718242842501013e-09,5.300923311413186e-09
1922,2.951174193910333e-09,4.4267612908655e-09
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,0.0,1.0313299547703991e-08
1925,1.0998177923937646e-09,5.499088961968823e-09
1926,6.687682962969177e-09,4.458455382660986e-09
1927,0.0,1.0034302277972529e-08
1928,2.2852082448565625e-09,4.570416489713125e-09
1929,0.0,0.0
1930,4.201441416995522e-09,1.0503603875555712e-08
1931,0.0,0.0
1932,1.0959536611565568e-09,6.575721855917038e-09
1933,3.4411986593596566e-09,4.588264879146209e-09
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,4.787313656606784e-09,0.0
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,6.295558963032022e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,9.176430282309411e-09
1940,0.0,7.607348528892999e-09
1941,0.0,5.9030051957620344e-09
1942,3.034211770724937e-09,9.102635090130207e-09
1943,2.9032352077962287e-09,2.322588166236983e-08
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,0.0,4.1763312808029696e-09
1947,1.1920870957027319e-09,9.536696765621855e-09
1948,2.174377566888097e-09,1.087188805648509e-08
1949,1.9634016634739737e-09,4.908504269707237e-09
1950,0.0,6.381216888229346e-09
1951,0.0,0.0
1952,0.0,1.0544804140977249e-08
1953,1.0773827385790469e-09,1.508335856215126e-08
1954,2.9317608341017376e-09,5.863521668203475e-09
1955,0.0,1.1262729415761896e-08
1956,2.616342476002842e-09,1.4825940475304833e-08
1957,8.835037701437898e-10,6.184526224473075e-09
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,7.750747821333448e-10,6.975673150222406e-09
1960,2.0762500052562416e-09,1.6609999708983025e-08
1961,0.0,1.3896318540318475e-08
1962,6.341956404476434e-10,9.512934273647744e-09
1963,6.466053248388448e-10,6.466053470433053e-09
1964,2.433587276140514e-09,1.9468698653213323e-08
1965,5.472043373977442e-10,8.208064727899256e-09
1966,2.215629901769489e-09,1.2739872379263772e-08
1967,1.479100675272349e-09,1.8242242272314968e-08
1968,1.3474247273492779e-09,1.3923388997305608e-08
1969,4.5417578031781147e-10,9.537691525451919e-09
1970,1.839490032518043e-09,1.333630239575001e-08
1971,1.0276794970565106e-09,1.5415192233803054e-08
1972,1.0260293725750103e-09,1.3851396252206882e-08
