year,aux_ADP une_PRON,aux_ADP lunes_NOUN
1973,2.756601946707349e-09,1.1577727720979425e-08
1974,0.0,7.313243122197832e-09
1975,5.711480177694739e-10,8.567220266542108e-09
1976,1.142705374768127e-09,1.085570122683066e-08
1977,5.876781838942691e-10,9.402850609241398e-09
1978,1.1881182704343018e-09,7.722768535778357e-09
1979,2.3407893401383717e-09,7.607565355449708e-09
1980,2.8425753417771205e-09,1.364436125195212e-08
1981,3.795329717171114e-09,1.5813873766035158e-08
1982,6.207502289967692e-10,4.966001942996456e-09
1983,1.89459470334441e-09,9.472973849788957e-09
1984,5.799008495621649e-10,6.958810083723677e-09
1985,6.015558051686298e-10,1.2031115881327992e-08
1986,2.3977941854269602e-09,7.193382445258578e-09
1987,1.8332450557601021e-09,5.49973533381376e-09
1988,1.798966087207532e-09,5.396898483667201e-09
1989,2.1952488715726304e-09,1.4269117998289005e-08
1990,1.089730194969718e-09,1.5801087605016306e-08
1991,1.1722930404189924e-09,2.2859714399192654e-08
1992,2.754972139307199e-09,6.060938473329003e-09
1993,1.661762283333701e-09,1.2740177357528637e-08
1994,1.5824779819872958e-09,7.3848973047851985e-09
1995,2.1689803286761844e-09,8.133676010491087e-09
1996,0.0,6.939519625603907e-09
1997,9.58978896292706e-10,1.0069277966984203e-08
1998,1.9072516899143466e-09,8.582632382569955e-09
1999,2.285100608734325e-09,1.0511462505968794e-08
2000,8.836062992401139e-10,1.5021307087081937e-08
2001,1.3143635069212678e-09,8.324302663842431e-09
2002,2.190610748353805e-09,7.00995456126563e-09
2003,2.0834614589126943e-09,1.3334153003974336e-08
2004,8.809582507929292e-10,6.6071867144135155e-09
2005,9.007499190971657e-10,1.1259373988714572e-08
2006,4.1178899179428186e-10,1.4000825832027886e-08
2007,7.988958938831558e-10,7.988958827809256e-09
2008,1.7029758436759579e-09,8.089135306033057e-09
2009,9.53638501499654e-10,1.3827758049700378e-08
2010,1.8895172093635892e-09,2.1257068993918438e-08
2011,1.91198598620268e-09,2.6003009939712385e-08
2012,1.0212758416727752e-09,1.4297861505863096e-08
2013,1.9523875849358774e-09,1.7292575649197062e-08
2014,4.330890368553497e-10,1.2343037439355165e-08
2015,2.2165753954528356e-10,1.5959342791749265e-08
2016,1.0356700219649184e-09,1.8849194094450183e-08
2017,1.509366759355757e-08,1.4087423227948648e-08
2018,3.872200060595077e-09,1.6521386980716812e-08
2019,2.55098775436835e-09,1.454062992234384e-08
