year,belles_ADJ oies_NOUN,belles_ADJ lois_NOUN
1800,3.772997558826319e-08,6.60274537267469e-08
1801,1.1905912700171939e-08,1.3096504858367553e-07
1802,8.951360541686881e-09,1.4098392853156838e-07
1803,3.90067853572873e-08,7.411289004721766e-08
1804,1.4831105232815389e-08,5.9324420931261557e-08
1805,4.264316544322355e-08,3.980028751016107e-08
1806,0.0,4.610670600868616e-08
1807,2.8469551160981155e-09,2.8469550272802735e-08
1808,6.798221985349073e-09,5.891792298484688e-08
1809,1.3554183553310395e-08,1.219876537561504e-07
1810,0.0,7.254392642153107e-08
1811,0.0,4.763445815569867e-08
1812,0.0,3.200649700829672e-08
1813,1.4378708002027452e-08,1.2653262615458516e-07
1814,0.0,1.0069366851439554e-07
1815,0.0,1.0249449644561537e-07
1816,0.0,9.965696534663948e-08
1817,0.0,1.1520863552050287e-07
1818,4.768470951432846e-09,9.179306914575136e-08
1819,2.070210003424222e-09,9.937008371707634e-08
1820,4.746592452420373e-09,1.0205173595068118e-07
1821,0.0,1.5383922402634198e-07
1822,1.2030739071633434e-08,8.922798144794797e-08
1823,9.882686891060644e-10,9.092072161820397e-08
1824,0.0,8.000056794799093e-08
1825,8.805443041381977e-10,4.57883047033647e-08
1826,8.807984341885344e-10,8.631824499616414e-08
1827,0.0,8.295545939063231e-08
1828,5.503380862137419e-09,8.346793833879929e-08
1829,0.0,8.401712392469562e-08
1830,4.174734336004349e-09,1.231546633562175e-07
1831,1.5591206103948707e-09,1.2005229166334175e-07
1832,1.3529969367098715e-09,2.110675154654018e-07
1833,1.1583628278799551e-08,9.498575082034222e-08
1834,3.733812370398937e-09,1.0828055962974759e-07
1835,1.1344631900556124e-08,6.731148260996633e-08
1836,1.3441500135158435e-09,1.2164557006144605e-07
1837,0.0,9.53231023004264e-08
1838,1.8936485712828244e-09,8.647661786653771e-08
1839,5.5931801412612e-09,5.872839281551023e-08
1840,3.821813088222825e-09,9.044958204640352e-08
1841,2.43980835534785e-08,6.934192242624704e-08
1842,1.0733224087289273e-08,1.207487656529338e-07
1843,3.5441467538532834e-09,6.852016554148577e-08
1844,3.841992946007622e-09,7.629100196027139e-08
1845,0.0,8.649353588907616e-08
1846,4.6836010625384006e-09,7.962121628679597e-08
1847,1.0786447290911383e-09,1.089431194145618e-07
1848,7.24069959545659e-09,6.355725190587691e-08
1849,8.379414939696517e-10,5.027649052635752e-08
1850,4.752297222410107e-09,8.893584890756756e-08
1851,8.384270167027807e-09,6.900899762740664e-08
1852,4.557381805270211e-09,9.896029240508142e-08
1853,5.3747388761848924e-09,8.957897534855874e-08
1854,1.0910895298366086e-08,9.50806580135577e-08
1855,5.837630823180007e-09,1.0720012966203285e-07
1856,1.0872097611080989e-08,1.1700447544171766e-07
1857,6.345961978126979e-09,8.981976407085313e-08
1858,1.468102750479261e-09,6.214968806261822e-08
1859,1.2730433596175317e-08,8.453007893649556e-08
1860,4.119465657481669e-09,9.245911769539816e-08
1861,1.8863854922557266e-09,1.1035355385047296e-07
1862,1.3553959066214816e-09,6.280001230152266e-08
1863,3.995696662428827e-09,5.5939754162182e-08
1864,0.0,7.3359338159662e-08
1865,1.0825742080555756e-08,8.895936076669386e-08
1866,3.8924903300596725e-09,8.028261078152354e-08
1867,6.79393608038481e-09,7.182160999263942e-08
1868,3.951899252285784e-09,6.86642493974432e-08
1869,6.8369265804335555e-09,7.227608023185894e-08
1870,1.1468097582678638e-09,1.0493309332559875e-07
1871,1.0621177271019633e-09,5.629224020253787e-08
1872,0.0,3.084143074261192e-08
1873,5.986004469882289e-10,4.908523720814628e-08
1874,4.182226565063729e-09,3.525019565131515e-08
1875,1.7164581422868253e-09,6.40811066432434e-08
1876,3.627608879952504e-09,8.766721748543205e-08
1877,7.421779191219002e-09,8.16395697711414e-08
1878,2.4156354694326865e-09,4.408534692856847e-08
1879,9.163987790827832e-09,4.154341226580982e-08
1880,5.776061406947974e-09,3.273101611966922e-08
1881,6.2752567586699115e-09,1.5339516323820135e-08
1882,0.0,5.457415852561098e-08
1883,1.0110942305630033e-08,2.1485751844352308e-08
1884,1.2543224237049344e-08,5.545425452169184e-08
1885,1.933690763067375e-09,4.3185760745245716e-08
1886,5.162771099520569e-09,2.3232470169887165e-08
1887,5.876032105334161e-09,2.6768590899450828e-08
1888,3.804368819970705e-09,4.12139939953704e-08
1889,6.265136742733546e-10,4.8868066926388565e-08
1890,2.6217545912032847e-09,4.1948073459252555e-08
1891,3.1871101313640793e-09,3.569563133964948e-08
1892,5.641661138255927e-09,3.6984221907232495e-08
1893,0.0,6.527921669885473e-08
1894,2.520615716150587e-09,4.285046628638156e-08
1895,6.018614495673091e-10,1.9259566386153892e-08
1896,4.1279202278587945e-09,2.240870955461105e-08
1897,2.330685422435863e-09,3.204692333724779e-08
1898,6.224190496340043e-09,2.7160103499568322e-08
1899,1.6582735185011188e-09,2.7637891975018647e-08
1900,7.786579381274805e-09,1.86877908703309e-08
1901,1.676621730339889e-09,2.5708198236884527e-08
1902,4.910283735171106e-09,8.838511256215043e-09
1903,1.6200660812870638e-09,3.132127801563911e-08
1904,6.449550227216605e-09,2.364835083312755e-08
1905,0.0,1.4450125540577119e-08
1906,5.144184522798412e-10,1.8519063615940468e-08
1907,2.5714217422034835e-09,1.0799970695529737e-08
1908,1.964555629285769e-09,3.290630701258124e-08
1909,2.2003934230241384e-09,1.5952851484257735e-08
1910,1.6032452032632705e-09,4.221879024157715e-08
1911,1.5961122423746588e-09,2.181353409014264e-08
1912,5.209421061191932e-09,2.2400511667797218e-08
1913,7.954484682048957e-09,1.2727175757731857e-08
1914,1.0045115850232378e-08,6.696743604095445e-09
1915,0.0,3.534228554258334e-08
1916,0.0,2.0876177231343718e-08
1917,5.483212106582869e-09,2.52227767560953e-08
1918,4.594550517822427e-09,2.5270027848023346e-08
1919,3.6831393490643904e-09,1.6574126959767455e-08
1920,9.086678076641874e-09,6.057785384427916e-09
1921,1.9689142760626055e-08,1.741731914250977e-08
1922,7.377935484775833e-10,2.3609393551282665e-08
1923,3.1847844361720945e-09,1.6985516992917837e-08
1924,3.867487219366694e-09,2.1915761649893284e-08
1925,2.1996355847875293e-09,1.0998178368026856e-08
1926,4.458455382660986e-09,1.4489979882625903e-08
1927,5.574612327308159e-09,1.4493992672726108e-08
1928,0.0,2.8565102283550914e-08
1929,2.2280812750352652e-09,1.6710609784809094e-08
1930,5.251801771244402e-09,5.2518016602221e-09
1931,0.0,1.4826963656844327e-08
1932,1.0959536611565568e-09,2.4110979879310435e-08
1933,0.0,3.4411986593596566e-09
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,1.196828414151696e-09,8.377798899061872e-09
1936,2.424942913137329e-09,1.6974599503782883e-08
1937,0.0,1.2591118370153254e-08
1938,2.5930428915188486e-09,9.075650453382877e-09
1939,1.5294050470515685e-09,1.5294050470515685e-08
1940,2.5357829169792012e-09,1.5214697057785997e-08
1941,5.9030051957620344e-09,2.6563522936839945e-08
1942,0.0,0.0
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,3.5762612871081956e-09,1.549713246618012e-08
1948,0.0,1.4133454406817236e-08
1949,2.945102384188658e-09,9.817008539414473e-09
1950,2.1270722960764488e-09,1.3825969702452312e-08
1951,2.1322803522849654e-09,2.1322803078760444e-08
1952,3.1634410646574906e-09,2.5307528517259925e-08
1953,1.0773827385790469e-09,1.4005975934594517e-08
1954,9.772536113672459e-10,8.795282724349818e-09
1955,4.6928039232341234e-09,9.385607846468247e-09
1956,1.744228317335228e-09,2.616342520411763e-08
1957,0.0,1.0602045463770082e-08
1958,0.0,6.617794756635931e-09
1959,2.325224457422337e-09,1.705164542897819e-08
1960,0.0,5.536666680683311e-09
1961,0.0,1.389631876236308e-08
1962,1.2683912808952869e-09,1.7123282347597524e-08
1963,0.0,9.69907976156037e-09
1964,2.4335873316516654e-09,1.8251904876365188e-08
1965,2.188817349590977e-09,1.7510538796727815e-08
1966,0.0,1.8832853498906843e-08
1967,0.0,1.429797347185513e-08
1968,9.431973424511852e-09,2.245707975134792e-08
1969,0.0,1.7712855182594467e-08
1970,1.8394900047624674e-09,6.438214850135182e-09
1971,3.5968783507200897e-09,2.0553589052951793e-08
1972,0.0,1.4364410994005539e-08
1973,5.513203782392395e-10,8.821126051827832e-09
1974,1.6876715580593782e-09,1.012602890426706e-08
1975,5.711480177694739e-10,1.4278700888326057e-08
1976,0.0,7.427584769459372e-09
1977,2.3507127355770763e-09,5.876781727920388e-09
1978,2.3762365408686037e-09,1.3069301196821925e-08
1979,1.7555920051037788e-09,1.1118749476679568e-08
1980,1.1370301367108482e-09,1.3644362084619388e-08
1981,1.2651099057237047e-09,1.5181319312773667e-08
1982,0.0,1.1173503899897241e-08
1983,2.5261264191556165e-09,5.052252838311233e-09
1984,1.1598016991243298e-09,9.278413592994639e-09
1985,1.8046674155058895e-09,6.617113967877231e-09
1986,1.7983456945813714e-09,1.019062523255343e-08
1987,6.110816852533674e-10,1.588812459374367e-08
1988,1.1993107618124554e-09,9.594486094499644e-09
1989,2.1952488715726304e-09,9.878619700032232e-09
1990,5.44865097484859e-10,2.2884334427430986e-08
1991,1.7584396161396398e-09,7.6199047072123e-09
1992,1.1019888335184191e-09,1.2672871640972971e-08
1993,0.0,4.985286850001103e-09
1994,1.0549853213248639e-09,2.0572214154412904e-08
1995,2.1689803286761844e-09,9.760411145975922e-09
1996,1.6014276571496566e-09,1.0676184380997711e-08
1997,1.917957792585412e-09,1.102825741838842e-08
1998,9.536258449571733e-10,1.3350762273489636e-08
1999,1.8280804647829996e-09,8.226361813967742e-09
2000,1.3254094488601709e-09,1.192868470667463e-08
2001,3.943090742808408e-09,1.445799924226776e-08
2002,1.3143663935011318e-09,9.200564754507923e-09
2003,1.6667691671301554e-09,1.6250998768896352e-08
2004,4.404791253964646e-10,1.1011977996133737e-08
2005,9.007499190971657e-10,1.261049931144953e-08
2006,3.294311934354255e-09,1.070651389767363e-08
2007,1.997239706952314e-09,7.190063211481856e-09
2008,3.8316958494988285e-09,1.0643598891135753e-08
2009,3.814554005998616e-09,1.7642312499788204e-08
2010,0.0,1.0392344762522043e-08
2011,1.529588788962144e-09,6.500752380844688e-09
2012,3.063827413996023e-09,9.19148224198807e-09
2013,3.3469500504423877e-09,1.2829975304384789e-08
2014,1.9489005964601347e-09,1.2126492698882885e-08
2015,5.541438335976423e-09,1.2856137487915476e-08
2016,6.4211539696490405e-09,1.636358604173438e-08
2017,1.257805665177969e-09,6.5405894034142875e-09
2018,4.646640239247546e-09,1.523065407127433e-08
2019,5.1019755087367e-10,1.3775333762566788e-08
