year,très_ADV égales_ADJ,très_ADV légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,0.0
1808,0.0,0.0
1809,1.3554183553310395e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,8.280840013696888e-09,4.140420006848444e-09
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,2.0051231786055723e-09
1823,0.0,0.0
1824,1.1789557774477544e-08,8.421112696055388e-09
1825,1.7610886082763955e-09,0.0
1826,0.0,5.284790383086602e-09
1827,1.8434546111834038e-09,0.0
1828,9.172301251858528e-10,0.0
1829,1.714635211591542e-09,8.57317605795771e-10
1830,9.39315203396518e-09,0.0
1831,0.0,1.5591206103948707e-09
1832,2.705993873419743e-09,0.0
1833,1.7375443306377747e-08,5.791814139399776e-09
1834,4.667265685043276e-09,3.733812370398937e-09
1835,0.0,7.563087933704082e-10
1836,0.0,0.0
1837,7.653680356156656e-09,0.0
1838,1.5149188570262595e-08,1.2624323808552163e-09
1839,2.0974426639952526e-09,9.788065469251706e-09
1840,8.917564464638872e-09,3.1848443882154243e-09
1841,5.778493683550323e-09,5.1364388298225094e-09
1842,6.708265054555795e-10,4.695785538189057e-09
1843,4.134837805480629e-09,5.906911071384968e-10
1844,3.841992946007622e-09,5.488561272137815e-10
1845,3.348136878855712e-09,0.0
1846,5.503231292891542e-08,0.0
1847,5.2314270249098627e-08,2.1572894581822766e-09
1848,0.0,8.04522137798358e-09
1849,8.379414939696517e-10,5.865590679832167e-09
1850,6.788996032014438e-09,1.3577992064028876e-09
1851,6.449438760824933e-10,6.449438760824933e-10
1852,3.906327261660181e-09,0.0
1853,7.763511611358354e-09,2.388772735173461e-09
1854,2.0782657816909023e-09,3.117398783558656e-09
1855,2.600399184871094e-08,0.0
1856,5.177189343896771e-09,0.0
1857,4.881509085841174e-10,9.763018171682347e-10
1858,0.0,0.0
1859,1.018434669930457e-08,0.0
1860,5.034902272882391e-09,3.204028820036342e-09
1861,5.659156698811785e-09,0.0
1862,0.0,2.2589932147099034e-09
1863,0.0,0.0
1864,0.0,2.3973640850272204e-09
1865,0.0,0.0
1866,0.0,2.432806400776144e-09
1867,0.0,0.0
1868,9.87974813071446e-10,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,2.1242354542039266e-09,1.0621177271019633e-09
1872,0.0,1.0885210954825197e-08
1873,0.0,2.3944017879529156e-09
1874,5.974609140757536e-10,0.0
1875,1.716458086775674e-09,0.0
1876,2.418405919968336e-09,0.0
1877,6.184815992682502e-10,0.0
1878,6.039088673581716e-10,6.039088673581716e-10
1879,5.498392852132383e-09,0.0
1880,6.417846254436199e-10,1.2835692508872398e-09
1881,2.091752326904839e-09,6.2752567586699115e-09
1882,3.9932310791357395e-09,3.3276925659464496e-09
1883,6.319338829996468e-09,1.2638677882037541e-09
1884,5.281357573494461e-09,5.281357573494461e-09
1885,3.2228177904158883e-09,0.0
1886,1.5488312854472497e-08,7.098810428374236e-09
1887,1.0446279397058333e-08,6.528924623161458e-10
1888,1.9021843655764314e-08,5.706553452000662e-09
1889,5.6386229019267375e-09,6.265136742733546e-10
1890,1.4419650362640368e-08,0.0
1891,8.92390783491237e-09,4.461953917456185e-09
1892,2.005923960268774e-08,3.761107425503951e-09
1893,1.3548516086814288e-08,6.158416554491453e-10
1894,1.9534772022211655e-08,3.780923574225881e-09
1895,5.416753268150387e-09,1.444467478961542e-08
1896,2.0639602027472392e-08,0.0
1897,8.157399200570126e-09,5.826713556089658e-10
1898,6.7900258748920805e-09,5.6583548957434e-10
1899,3.3165470370022376e-09,3.8693048765026106e-09
1900,1.557315876254961e-08,5.191053142894475e-10
1901,1.900171220370339e-08,0.0
1902,6.38336894454028e-09,0.0
1903,9.1803746826713e-09,1.0800440541913758e-09
1904,9.13686282189019e-09,4.837162670412454e-09
1905,4.1286072338664326e-09,1.0321518084666081e-09
1906,9.259531807970234e-09,2.572092316910357e-09
1907,4.114274698707732e-09,2.057137349353866e-09
1908,6.384805573134145e-09,1.4734167219643268e-09
1909,5.5009836685826485e-09,2.2003934230241384e-09
1910,2.67207544979442e-09,5.344150677544235e-10
1911,4.25629931299909e-09,5.320374141248863e-10
1912,3.646594803896619e-09,5.730363294986773e-09
1913,5.302989602995467e-09,5.302989602995467e-09
1914,5.357394972094198e-09,0.0
1915,0.0,0.0
1916,5.493730803607377e-09,0.0
1917,0.0,0.0
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,2.762354567309444e-09
1920,1.514446346106979e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,3.6889677978990676e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,0.0
1925,1.0998178368026856e-08,0.0
1926,3.343841648018042e-09,0.0
1927,1.3379070296082318e-08,1.1149224876660924e-09
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,6.684243825105796e-09,6.684243825105796e-09
1930,7.352522590764465e-09,0.0
1931,0.0,1.1405356659111021e-09
1932,5.4797681947604815e-09,0.0
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,9.585264137967897e-09,0.0
1935,3.590485242455088e-09,0.0
1936,2.424942913137329e-09,0.0
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,0.0,0.0
1939,3.058810094103137e-09,0.0
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,0.0
1942,0.0,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,0.0,0.0
1946,2.7842208538686464e-09,0.0
1947,3.5762612871081956e-09,0.0
1948,2.174377566888097e-09,0.0
1949,2.945102384188658e-09,0.0
1950,0.0,0.0
1951,5.330700769690111e-09,0.0
1952,0.0,0.0
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,0.0,0.0
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,1.744228317335228e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,8.272243445794913e-10,8.272243445794913e-10
1959,3.100299128533379e-09,1.5501495642666896e-09
1960,2.7683333403416555e-09,1.3841666701708277e-09
1961,4.16889545107324e-09,6.948159270159238e-10
1962,1.9025869768540815e-09,6.341956404476434e-10
1963,1.939815863494232e-09,0.0
1964,4.867174663303331e-09,0.0
1965,5.472043373977442e-10,3.2832261354087677e-09
1966,3.8773522170743036e-09,5.539074754423723e-10
1967,6.902469706915326e-09,0.0
1968,8.982831700699023e-10,3.1439910674890825e-09
1969,3.1792304344691047e-09,2.7250546263957176e-09
1970,1.3796175313274261e-09,0.0
1971,2.0553589941130213e-09,0.0
1972,2.565073486948677e-09,1.0260293725750103e-09
1973,2.7566018356850464e-09,0.0
1974,2.2502286700643026e-09,2.812785782069227e-09
1975,1.7134440533084216e-09,1.1422960355389478e-09
1976,5.713526873840635e-10,1.142705374768127e-09
1977,1.1753563677885381e-09,1.1753563677885381e-09
1978,0.0,4.158414057542359e-09
1979,2.3407893401383717e-09,0.0
1980,2.2740602734216964e-09,0.0
1981,6.325549528618524e-10,6.325549528618524e-10
1982,3.7245013739806154e-09,0.0
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,1.739702604197646e-09,5.799008384599347e-09
1985,0.0,1.2031116103372597e-09
1986,2.997242676272549e-09,5.994485463567401e-10
1987,6.110816852533674e-10,6.110816852533674e-10
1988,1.798966087207532e-09,0.0
1989,3.841685636274406e-09,1.6464366536794728e-09
1990,1.089730194969718e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,1.65298330578878e-09,1.1019888335184191e-09
1993,1.661762283333701e-09,2.7696036575264316e-09
1994,5.274926606624319e-10,1.5824779264761446e-09
1995,0.0,1.626735190995987e-09
1996,5.338092190498855e-10,1.6014276571496566e-09
1997,0.0,1.438468344439059e-09
1998,0.0,2.3840645013706308e-09
1999,1.8280804647829996e-09,1.3710603763428253e-09
2000,4.4180314962005696e-10,6.627047355323157e-09
2001,2.6287270138425356e-09,0.0
2002,0.0,1.3143663935011318e-09
2003,4.1669229178253886e-10,1.6667691671301554e-09
2004,4.404791253964646e-10,8.809582507929292e-10
2005,2.702249757291497e-09,0.0
2006,0.0,1.2353669198716943e-09
2007,7.988958938831558e-10,2.7961355453243186e-09
2008,2.9802078582719105e-09,1.2772318758180745e-09
2009,1.430457752249481e-09,3.814554005998616e-09
2010,9.447586046817946e-10,3.7790344187271785e-09
2011,7.64794394481072e-10,1.911985902935953e-09
2012,2.0425516833455504e-09,2.382976926895708e-09
2013,8.367375126105969e-10,6.136075203500013e-09
2014,4.330890368553497e-10,6.063246349441442e-09
2015,2.438232948875907e-09,5.763096222466402e-09
2016,1.2428040818690533e-09,5.178350193091319e-09
2017,1.0062445321423752e-09,4.024978128569501e-09
2018,2.5814667070633845e-10,9.809573597863164e-09
2019,1.2754939326953263e-09,5.3570743396846865e-09
