year,serons_VERB également_ADV,serons_VERB légalement_ADV
1977,2.2331770210826107e-08,0.0
1978,1.0099005187669263e-08,0.0
1979,1.2289143924704149e-08,0.0
1980,1.5349906234973787e-08,0.0
1981,9.488323904349727e-09,0.0
1982,1.3656505259973528e-08,3.7245013739806154e-09
1983,6.946847541655643e-09,0.0
1984,1.739702604197646e-08,0.0
1985,1.2632671797518924e-08,0.0
1986,1.2588419195935785e-08,0.0
1987,1.1610551631235921e-08,0.0
1988,8.395175221664886e-09,0.0
1989,2.469655058234821e-08,0.0
1990,1.1442167213715493e-08,0.0
1991,1.1722930182145319e-08,0.0
1992,9.366905473484621e-09,0.0
1993,1.4401939196773128e-08,0.0
1994,1.5824779708850656e-08,0.0
1995,1.7894087989134277e-08,0.0
1996,1.1209993822092201e-08,5.338092190498855e-10
1997,1.4864173003559245e-08,0.0
1998,1.621164003040576e-08,0.0
1999,1.1425503210205079e-08,0.0
2000,1.192868470667463e-08,0.0
2001,1.5772362971233633e-08,0.0
2002,1.5334276071143904e-08,0.0
2003,1.6250998768896352e-08,0.0
2004,1.4535810777260849e-08,0.0
2005,1.4862373554080932e-08,0.0
2006,1.2353670086895363e-08,0.0
2007,1.3581230362547103e-08,0.0
2008,6.3861596011349775e-09,4.257439678578834e-10
2009,1.1443662017995848e-08,0.0
2010,9.447585824773341e-09,0.0
2011,1.7972668686638826e-08,0.0
2012,1.3957436095779485e-08,0.0
2013,1.338780020176955e-08,2.789125042035323e-10
2014,1.147685946278898e-08,2.1654451842767486e-10
2015,1.0861219479352258e-08,6.649726325136385e-10
2016,1.532791671365885e-08,4.1426800878596737e-10
2017,1.0314006537726073e-08,0.0
2018,9.809573597863164e-09,5.162933414126769e-10
2019,1.3010037491767434e-08,0.0
