year,serons_VERB également_ADV,serons_VERB légalement_ADV
1800,3.144164484325529e-09,0.0
1801,1.4287095950749062e-08,0.0
1802,8.951360541686881e-09,0.0
1803,5.851017448321727e-09,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,5.76333825108577e-09,0.0
1807,1.4234775136401367e-08,0.0
1808,1.5862518409903714e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,2.574139479349924e-08,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,2.300593315851529e-08,0.0
1814,3.776012391654149e-08,0.0
1815,2.697223555614414e-09,0.0
1816,9.270415546325239e-09,0.0
1817,1.0898113522728181e-08,0.0
1818,8.344824387052086e-09,0.0
1819,1.0351049795076506e-08,0.0
1820,3.5599443393152796e-09,1.1866481131050932e-09
1821,4.930744257336528e-09,0.0
1822,1.604098542884458e-08,0.0
1823,2.4706716672540097e-08,0.0
1824,2.5263338088166165e-08,0.0
1825,1.4088708866211164e-08,0.0
1826,1.4973572604048968e-08,0.0
1827,0.0,0.0
1828,1.834460228167245e-08,0.0
1829,1.2002446148073886e-08,0.0
1830,5.218417697960831e-09,0.0
1831,3.1182412207897414e-09,0.0
1832,1.8941957335982806e-08,0.0
1833,1.9692167896323554e-08,0.0
1834,1.5868701908061666e-08,0.0
1835,2.193295500774184e-08,0.0
1836,3.36037508930076e-09,0.0
1837,2.5744196108234974e-08,0.0
1838,8.837027110075724e-09,1.2624323808552163e-09
1839,1.5381244722334486e-08,0.0
1840,1.4013314952876499e-08,0.0
1841,1.926164472365599e-08,0.0
1842,1.2074877098200432e-08,0.0
1843,1.2404512972352677e-08,0.0
1844,1.3721403568922597e-08,0.0
1845,1.3392547515422848e-08,0.0
1846,1.8148954339380907e-08,0.0
1847,1.1325769655456952e-08,0.0
1848,1.689496542667257e-08,7.24069959545659e-09
1849,2.6814127807028854e-08,0.0
1850,1.0183494048021657e-08,0.0
1851,2.192809134271556e-08,0.0
1852,1.1067927019325907e-08,0.0
1853,8.360704129017904e-09,0.0
1854,6.754363734984281e-09,0.0
1855,1.2736649068756378e-08,0.0
1856,7.248064815001953e-09,0.0
1857,3.4170564155999728e-09,0.0
1858,8.31924928945682e-09,0.0
1859,1.476730293603623e-08,0.0
1860,7.781213007262977e-09,3.204028820036342e-09
1861,1.0375120318428799e-08,0.0
1862,7.228778020618165e-09,0.0
1863,1.0988165932701577e-08,0.0
1864,7.1920918109924514e-09,0.0
1865,1.2237795665726026e-08,0.0
1866,1.751620715140234e-08,0.0
1867,1.552899675516528e-08,4.367530337390235e-09
1868,1.5807597009143137e-08,0.0
1869,2.1487483792270723e-08,0.0
1870,8.027668307875047e-09,0.0
1871,3.18635318130589e-09,0.0
1872,2.7213026498884574e-08,0.0
1873,1.7359413462259e-08,0.0
1874,1.7326366119618797e-08,0.0
1875,1.94531928343622e-08,0.0
1876,5.441413541973361e-09,0.0
1877,8.658742167710898e-09,0.0
1878,3.01954443671093e-08,0.0
1879,1.0385853066452455e-08,0.0
1880,7.701415505323439e-09,0.0
1881,2.4403776777148778e-08,0.0
1882,9.317538740560849e-09,0.0
1883,5.0554711528150165e-09,0.0
1884,6.601696966868076e-09,6.601696966868076e-10
1885,7.090199094506033e-09,6.445635691854079e-10
1886,1.936039106809062e-09,0.0
1887,1.1099172247952538e-08,0.0
1888,1.1413106904001324e-08,0.0
1889,6.891650361495749e-09,1.8795409673089125e-09
1890,2.8839300725280737e-08,0.0
1891,7.0116419337296065e-09,0.0
1892,1.9432388143059143e-08,0.0
1893,8.621783287310336e-09,6.158416554491453e-10
1894,1.8904617871129403e-09,0.0
1895,8.426059849853118e-09,0.0
1896,1.7691087705884456e-08,0.0
1897,1.2236098356765979e-08,1.1653427112179315e-09
1898,1.0750873968845553e-08,0.0
1899,1.1607914629507832e-08,0.0
1900,1.6092265298084385e-08,0.0
1901,1.900171220370339e-08,0.0
1902,6.38336894454028e-09,0.0
1903,9.720396931811592e-09,0.0
1904,1.1286712897629059e-08,0.0
1905,1.4450125540577119e-08,0.0
1906,1.7490227932626112e-08,0.0
1907,2.262851062084792e-08,0.0
1908,1.817213934884876e-08,0.0
1909,1.320236009405562e-08,0.0
1910,1.60324518105881e-08,0.0
1911,1.4897047151407605e-08,0.0
1912,7.814131564032323e-09,0.0
1913,1.113627856597077e-08,0.0
1914,9.37544086809794e-09,0.0
1915,8.246533234057551e-09,0.0
1916,2.4172416956957932e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,1.9526840588923733e-08,0.0
1919,2.3940405213807026e-08,0.0
1920,7.572231730534895e-09,0.0
1921,1.1359120755116692e-08,0.0
1922,3.024953443286904e-08,0.0
1923,1.9108707505210987e-08,1.0615948120573648e-09
1924,7.734974438733389e-09,1.289162443462999e-09
1925,7.698724324711748e-09,0.0
1926,1.114613823460786e-08,0.0
1927,6.689535148041159e-09,0.0
1928,1.3711249025050165e-08,1.1426041224282812e-09
1929,3.342121912552898e-09,0.0
1930,7.352522590764465e-09,0.0
1931,6.843213995466613e-09,0.0
1932,8.767629289252454e-09,0.0
1933,1.7205993074753678e-08,0.0
1934,1.1981580172459871e-08,0.0
1935,1.3165112555668657e-08,1.196828414151696e-09
1936,1.33371855781661e-08,3.6374143697059935e-09
1937,1.1332006444320086e-08,0.0
1938,6.482607339819424e-09,0.0
1939,4.588215141154706e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.517105907566929e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.3963544037997053e-08,0.0
1946,1.5313215584455975e-08,0.0
1947,1.907339353124371e-08,0.0
1948,8.697510267552389e-09,0.0
1949,1.3743811422273211e-08,0.0
1950,8.508289184305795e-09,0.0
1951,1.8124383771578323e-08,0.0
1952,1.8980646387944944e-08,1.0544803918932644e-09
1953,2.1547654327491728e-08,0.0
1954,1.4658803948464083e-08,0.0
1955,1.5016972554349195e-08,9.385607846468247e-10
1956,1.3081712602058815e-08,0.0
1957,1.1485549400447326e-08,0.0
1958,1.6544486669545222e-08,0.0
1959,1.7826719656000023e-08,0.0
1960,1.6610000486139143e-08,0.0
1961,1.737039845295385e-08,0.0
1962,1.1415521861124489e-08,0.0
1963,1.8104948651398445e-08,0.0
1964,2.1293889318485526e-08,3.041984220075733e-09
1965,9.302473458205895e-09,0.0
1966,1.4401594583546284e-08,0.0
1967,1.035370456037299e-08,0.0
1968,1.0779397818794223e-08,0.0
1969,1.4533624970169967e-08,4.5417578031781147e-10
1970,1.6555409487750694e-08,0.0
1971,1.644287195290417e-08,0.0
1972,2.565073486948677e-08,0.0
1973,9.923766697284009e-09,0.0
1974,9.563471792262135e-09,0.0
1975,1.2565256390928425e-08,5.711480177694739e-10
1976,1.085570122683066e-08,0.0
